"Status","Year","Disability","Profession_of_post","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Commercial","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Glasgow City","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Greater Manchester South West","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Hounslow and Richmond upon Thames","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Lambeth","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Leeds","Outside London","45","45","40010","34870"
"In post","2023","Declared disabled","Commercial","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Liverpool","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Luton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Manchester","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Mid and East Antrim","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Milton Keynes","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Monmouthshire and Newport","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Norwich and East Norfolk","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Nottingham","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Peterborough","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Sandwell","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Sheffield","Outside London","35","35","40190","38470"
"In post","2023","Declared disabled","Commercial","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Somerset CC","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South Lanarkshire","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Staffordshire CC","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Swansea","Outside London","25","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Tower Hamlets","London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Tyneside","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Walsall","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Warrington","Outside London","10","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Surrey","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Westminster","London","145","140","57310","55320"
"In post","2023","Declared disabled","Commercial","Wiltshire","Outside London","30","30","49230","42160"
"In post","2023","Declared disabled","Commercial","Wirral","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","York","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Bristol, City of","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cardiff and Vale of Glamorgan","Outside London","15","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Central Hampshire","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Coventry","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Devon CC","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Dorset","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Ealing","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Lambeth","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Leeds","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Manchester","Outside London","15","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Nottingham","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Sheffield","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South Hampshire","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Swansea","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Tower Hamlets","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Communications","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Westminster","London","110","105","47080","44360"
"In post","2023","Declared disabled","Communications","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
