"Status","Year","Age","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Scotland","5","5","[c]","[c]"
"In post","2023","16-19","Property","South East (England)","20","20","23520","23280"
"In post","2023","16-19","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","South East (England)","5","5","[c]","[c]"
"In post","2023","16-19","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Scotland","50","50","23040","22320"
"In post","2023","16-19","Unknown","South East (England)","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","South West (England)","15","15","20780","19430"
"In post","2023","16-19","Unknown","Unknown","30","30","19370","17400"
"In post","2023","16-19","Unknown","Wales","10","10","22580","22150"
"In post","2023","16-19","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","East Midlands (England)","25","25","34270","33950"
"In post","2023","20-29","Analysis","East of England","60","60","28670","30320"
"In post","2023","20-29","Analysis","London","1930","1920","40680","38660"
"In post","2023","20-29","Analysis","North East (England)","130","130","32790","31560"
"In post","2023","20-29","Analysis","North West (England)","275","275","36550","34700"
"In post","2023","20-29","Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Scotland","45","40","33760","34000"
"In post","2023","20-29","Analysis","South East (England)","365","365","34340","31560"
"In post","2023","20-29","Analysis","South West (England)","250","250","32450","30650"
"In post","2023","20-29","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Wales","355","350","34100","31560"
"In post","2023","20-29","Analysis","West Midlands (England)","70","70","34560","33890"
"In post","2023","20-29","Analysis","Yorkshire and The Humber","195","190","36390","34170"
"In post","2023","20-29","Commercial","East Midlands (England)","20","20","29850","30330"
"In post","2023","20-29","Commercial","East of England","25","25","35870","34080"
"In post","2023","20-29","Commercial","London","370","370","41470","36310"
"In post","2023","20-29","Commercial","North East (England)","20","20","33050","30330"
"In post","2023","20-29","Commercial","North West (England)","120","120","35520","32230"
"In post","2023","20-29","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Overseas","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Scotland","60","60","31450","29730"
"In post","2023","20-29","Commercial","South East (England)","80","80","30770","28540"
"In post","2023","20-29","Commercial","South West (England)","340","340","31800","31880"
"In post","2023","20-29","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Wales","40","40","29890","31540"
"In post","2023","20-29","Commercial","West Midlands (England)","45","45","35880","31640"
"In post","2023","20-29","Commercial","Yorkshire and The Humber","80","80","36000","31800"
"In post","2023","20-29","Communications","East Midlands (England)","15","15","30800","31270"
"In post","2023","20-29","Communications","East of England","10","10","34680","32500"
"In post","2023","20-29","Communications","London","585","580","38430","37610"
"In post","2023","20-29","Communications","North East (England)","20","20","30200","30980"
"In post","2023","20-29","Communications","North West (England)","35","35","32250","32260"
"In post","2023","20-29","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Scotland","15","15","31700","30950"
"In post","2023","20-29","Communications","South East (England)","35","35","31820","29140"
"In post","2023","20-29","Communications","South West (England)","45","40","32000","30930"
"In post","2023","20-29","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Wales","40","40","31860","31060"
"In post","2023","20-29","Communications","West Midlands (England)","25","25","31380","31320"
"In post","2023","20-29","Communications","Yorkshire and The Humber","25","25","33910","30700"
"In post","2023","20-29","Counter Fraud","East Midlands (England)","110","110","30770","28120"
"In post","2023","20-29","Counter Fraud","East of England","80","80","27770","28120"
"In post","2023","20-29","Counter Fraud","London","510","505","34210","32520"
"In post","2023","20-29","Counter Fraud","North East (England)","160","160","29970","28120"
"In post","2023","20-29","Counter Fraud","North West (England)","285","280","29710","28120"
"In post","2023","20-29","Counter Fraud","Northern Ireland","40","40","27670","27890"
"In post","2023","20-29","Counter Fraud","Scotland","165","160","28880","28120"
"In post","2023","20-29","Counter Fraud","South East (England)","115","110","28390","28120"
"In post","2023","20-29","Counter Fraud","South West (England)","85","85","31060","28120"
"In post","2023","20-29","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Wales","145","140","27980","27890"
"In post","2023","20-29","Counter Fraud","West Midlands (England)","150","150","30790","28120"
"In post","2023","20-29","Counter Fraud","Yorkshire and The Humber","160","155","29490","28120"
"In post","2023","20-29","Debt","East Midlands (England)","155","145","22610","22520"
"In post","2023","20-29","Debt","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Debt","London","110","110","27330","26920"
"In post","2023","20-29","Debt","North East (England)","240","235","22940","22520"
"In post","2023","20-29","Debt","North West (England)","150","145","22890","22520"
"In post","2023","20-29","Debt","Scotland","310","300","23400","22520"
"In post","2023","20-29","Debt","South West (England)","20","20","22700","21690"
"In post","2023","20-29","Debt","Wales","155","155","24930","22520"
"In post","2023","20-29","Debt","West Midlands (England)","320","305","22700","22520"
"In post","2023","20-29","Debt","Yorkshire and The Humber","260","245","23120","22520"
"In post","2023","20-29","Digital, Data & Technology","East Midlands (England)","65","65","32870","31230"
"In post","2023","20-29","Digital, Data & Technology","East of England","70","70","31640","30350"
"In post","2023","20-29","Digital, Data & Technology","London","975","970","39980","37850"
"In post","2023","20-29","Digital, Data & Technology","North East (England)","360","360","35350","34400"
"In post","2023","20-29","Digital, Data & Technology","North West (England)","575","575","35370","34170"
"In post","2023","20-29","Digital, Data & Technology","Northern Ireland","20","20","36290","34700"
"In post","2023","20-29","Digital, Data & Technology","Overseas","15","15","34170","32070"
"In post","2023","20-29","Digital, Data & Technology","Scotland","170","170","33150","32510"
"In post","2023","20-29","Digital, Data & Technology","South East (England)","230","225","31570","30930"
"In post","2023","20-29","Digital, Data & Technology","South West (England)","630","625","31570","30930"
"In post","2023","20-29","Digital, Data & Technology","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Wales","320","315","33780","31660"
"In post","2023","20-29","Digital, Data & Technology","West Midlands (England)","290","290","35290","34400"
"In post","2023","20-29","Digital, Data & Technology","Yorkshire and The Humber","270","265","35260","34400"
"In post","2023","20-29","Finance","East Midlands (England)","35","35","31940","28840"
"In post","2023","20-29","Finance","East of England","30","25","36290","37770"
"In post","2023","20-29","Finance","London","475","475","40460","39050"
"In post","2023","20-29","Finance","North East (England)","80","80","35310","34290"
"In post","2023","20-29","Finance","North West (England)","190","185","32360","31270"
"In post","2023","20-29","Finance","Northern Ireland","5","5","[c]","[c]"
"In post","2023","20-29","Finance","Overseas","5","5","[c]","[c]"
"In post","2023","20-29","Finance","Scotland","155","145","26020","22520"
"In post","2023","20-29","Finance","South East (England)","150","145","29600","27110"
"In post","2023","20-29","Finance","South West (England)","255","255","29900","27470"
"In post","2023","20-29","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Wales","45","45","29970","27110"
"In post","2023","20-29","Finance","West Midlands (England)","85","85","32660","31140"
"In post","2023","20-29","Finance","Yorkshire and The Humber","205","200","30000","28120"
"In post","2023","20-29","Grants Management","East Midlands (England)","20","20","22990","22150"
"In post","2023","20-29","Grants Management","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Grants Management","London","15","15","45710","43210"
"In post","2023","20-29","Grants Management","North East (England)","110","110","23550","22150"
"In post","2023","20-29","Grants Management","North West (England)","150","145","22960","22150"
"In post","2023","20-29","Grants Management","South East (England)","15","15","24290","22150"
"In post","2023","20-29","Grants Management","South West (England)","20","20","23400","22150"
"In post","2023","20-29","Grants Management","West Midlands (England)","35","35","24310","22150"
"In post","2023","20-29","Grants Management","Yorkshire and The Humber","55","55","24660","22150"
"In post","2023","20-29","Human Resources","East Midlands (England)","85","80","31990","28130"
"In post","2023","20-29","Human Resources","East of England","40","40","29270","27470"
"In post","2023","20-29","Human Resources","London","530","525","38910","35410"
"In post","2023","20-29","Human Resources","North East (England)","125","120","28110","26100"
"In post","2023","20-29","Human Resources","North West (England)","230","225","30160","28120"
"In post","2023","20-29","Human Resources","Northern Ireland","10","10","[c]","[c]"
"In post","2023","20-29","Human Resources","Overseas","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Scotland","125","125","29160","27650"
"In post","2023","20-29","Human Resources","South East (England)","85","85","30600","28370"
"In post","2023","20-29","Human Resources","South West (England)","145","145","28520","27140"
"In post","2023","20-29","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Wales","100","100","30890","30300"
"In post","2023","20-29","Human Resources","West Midlands (England)","70","70","31630","28120"
"In post","2023","20-29","Human Resources","Yorkshire and The Humber","125","120","32760","30650"
"In post","2023","20-29","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","London","20","20","38110","35500"
"In post","2023","20-29","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Scotland","10","10","[c]","[c]"
"In post","2023","20-29","Internal Audit","South East (England)","5","5","[c]","[c]"
"In post","2023","20-29","Internal Audit","South West (England)","5","5","[c]","[c]"
"In post","2023","20-29","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","East Midlands (England)","100","95","26420","23650"
"In post","2023","20-29","Legal","East of England","90","85","29540","25710"
"In post","2023","20-29","Legal","London","780","775","34900","30160"
"In post","2023","20-29","Legal","North East (England)","70","65","29910","26900"
"In post","2023","20-29","Legal","North West (England)","200","200","29720","26900"
"In post","2023","20-29","Legal","Northern Ireland","5","5","[c]","[c]"
"In post","2023","20-29","Legal","Scotland","115","115","50880","52360"
"In post","2023","20-29","Legal","South East (England)","175","175","28280","28200"
"In post","2023","20-29","Legal","South West (England)","100","100","29630","26900"
"In post","2023","20-29","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Wales","55","55","30260","26900"
"In post","2023","20-29","Legal","West Midlands (England)","105","100","28280","26900"
"In post","2023","20-29","Legal","Yorkshire and The Humber","190","185","30260","26900"
"In post","2023","20-29","No function","East Midlands (England)","2830","2770","27350","27890"
"In post","2023","20-29","No function","East of England","2405","2350","27870","28120"
"In post","2023","20-29","No function","London","13915","13815","38560","35410"
"In post","2023","20-29","No function","North East (England)","3235","3150","26900","26500"
"In post","2023","20-29","No function","North West (England)","7700","7565","26790","25880"
"In post","2023","20-29","No function","Northern Ireland","480","470","25740","22520"
"In post","2023","20-29","No function","Overseas","270","270","38470","34220"
"In post","2023","20-29","No function","Scotland","3250","3185","27070","25060"
"In post","2023","20-29","No function","South East (England)","4050","3985","28040","27050"
"In post","2023","20-29","No function","South West (England)","3575","3515","28490","28120"
"In post","2023","20-29","No function","Unknown","110","110","29750","27580"
"In post","2023","20-29","No function","Wales","3440","3350","26260","24570"
"In post","2023","20-29","No function","West Midlands (England)","3905","3810","27390","27080"
"In post","2023","20-29","No function","Yorkshire and The Humber","5030","4950","28040","27890"
"In post","2023","20-29","Project Delivery","East Midlands (England)","60","60","32810","31590"
"In post","2023","20-29","Project Delivery","East of England","75","75","34530","33940"
"In post","2023","20-29","Project Delivery","London","1050","1045","39850","37560"
"In post","2023","20-29","Project Delivery","North East (England)","130","130","35830","34700"
"In post","2023","20-29","Project Delivery","North West (England)","275","270","35190","34400"
"In post","2023","20-29","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Overseas","15","15","40780","38600"
"In post","2023","20-29","Project Delivery","Scotland","80","80","34160","33670"
"In post","2023","20-29","Project Delivery","South East (England)","235","230","33520","33830"
"In post","2023","20-29","Project Delivery","South West (England)","1085","1075","31100","31920"
"In post","2023","20-29","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Wales","70","70","30300","30130"
"In post","2023","20-29","Project Delivery","West Midlands (England)","130","130","35170","33900"
"In post","2023","20-29","Project Delivery","Yorkshire and The Humber","130","130","35100","33400"
"In post","2023","20-29","Property","East Midlands (England)","75","70","25840","25830"
"In post","2023","20-29","Property","East of England","45","45","30330","28720"
"In post","2023","20-29","Property","London","210","210","35730","32650"
"In post","2023","20-29","Property","North East (England)","155","150","25700","22520"
"In post","2023","20-29","Property","North West (England)","110","110","30310","28230"
"In post","2023","20-29","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Scotland","50","50","29490","28540"
"In post","2023","20-29","Property","South East (England)","95","95","29870","29400"
"In post","2023","20-29","Property","South West (England)","130","125","27800","26020"
"In post","2023","20-29","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Wales","40","40","27200","26450"
"In post","2023","20-29","Property","West Midlands (England)","105","105","29720","27140"
"In post","2023","20-29","Property","Yorkshire and The Humber","90","90","32390","28780"
"In post","2023","20-29","Security","East Midlands (England)","10","10","31610","29630"
"In post","2023","20-29","Security","East of England","45","45","29250","27310"
"In post","2023","20-29","Security","London","265","260","37610","36620"
"In post","2023","20-29","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","North West (England)","40","40","29080","27480"
"In post","2023","20-29","Security","Northern Ireland","15","15","22000","22130"
"In post","2023","20-29","Security","Overseas","10","10","40320","39020"
"In post","2023","20-29","Security","Scotland","290","290","27590","26410"
"In post","2023","20-29","Security","South East (England)","245","245","29490","28540"
"In post","2023","20-29","Security","South West (England)","145","145","28300","27480"
"In post","2023","20-29","Security","Unknown","25","25","25410","24610"
"In post","2023","20-29","Security","Wales","25","25","31310","27500"
"In post","2023","20-29","Security","West Midlands (England)","35","35","29440","27500"
"In post","2023","20-29","Security","Yorkshire and The Humber","150","145","27830","27110"
"In post","2023","20-29","Unknown","East Midlands (England)","20","20","29970","30130"
"In post","2023","20-29","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","London","965","965","33300","30130"
"In post","2023","20-29","Unknown","North East (England)","30","30","30780","30130"
"In post","2023","20-29","Unknown","North West (England)","85","85","28440","28840"
"In post","2023","20-29","Unknown","Northern Ireland","10","10","33990","37680"
"In post","2023","20-29","Unknown","Overseas","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Scotland","3005","2960","31370","29450"
"In post","2023","20-29","Unknown","South East (England)","200","200","31700","30650"
"In post","2023","20-29","Unknown","South West (England)","435","435","30750","30650"
"In post","2023","20-29","Unknown","Unknown","380","380","32310","33120"
"In post","2023","20-29","Unknown","Wales","560","550","29610","27890"
"In post","2023","20-29","Unknown","West Midlands (England)","35","35","30880","28840"
"In post","2023","20-29","Unknown","Yorkshire and The Humber","115","115","32180","32960"
"In post","2023","30-39","Analysis","East Midlands (England)","35","30","40120","37680"
"In post","2023","30-39","Analysis","East of England","110","105","35450","37300"
"In post","2023","30-39","Analysis","London","1180","1145","54940","55720"
"In post","2023","30-39","Analysis","North East (England)","100","95","44110","41600"
"In post","2023","30-39","Analysis","North West (England)","195","185","45110","42140"
"In post","2023","30-39","Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Scotland","65","65","46690","39240"
"In post","2023","30-39","Analysis","South East (England)","300","285","42840","39890"
"In post","2023","30-39","Analysis","South West (England)","265","250","40950","39890"
"In post","2023","30-39","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Wales","380","365","40400","39300"
"In post","2023","30-39","Analysis","West Midlands (England)","40","40","40830","38830"
"In post","2023","30-39","Analysis","Yorkshire and The Humber","205","200","44100","43240"
"In post","2023","30-39","Commercial","East Midlands (England)","30","30","41330","38410"
"In post","2023","30-39","Commercial","East of England","50","45","41780","39580"
"In post","2023","30-39","Commercial","London","380","375","54980","55230"
"In post","2023","30-39","Commercial","North East (England)","30","30","43310","39020"
"In post","2023","30-39","Commercial","North West (England)","210","205","44580","40450"
"In post","2023","30-39","Commercial","Northern Ireland","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Overseas","10","10","62250","58690"
"In post","2023","30-39","Commercial","Scotland","80","75","44500","41350"
"In post","2023","30-39","Commercial","South East (England)","115","110","38210","35800"
"In post","2023","30-39","Commercial","South West (England)","520","500","40470","41200"
"In post","2023","30-39","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Wales","100","95","37380","32400"
"In post","2023","30-39","Commercial","West Midlands (England)","90","90","41980","37820"
"In post","2023","30-39","Commercial","Yorkshire and The Humber","145","140","46240","39090"
"In post","2023","30-39","Communications","East Midlands (England)","25","25","36400","34750"
"In post","2023","30-39","Communications","East of England","15","10","35160","33200"
"In post","2023","30-39","Communications","London","740","725","51330","49410"
"In post","2023","30-39","Communications","North East (England)","35","35","35660","34170"
"In post","2023","30-39","Communications","North West (England)","75","70","38750","37440"
"In post","2023","30-39","Communications","Northern Ireland","10","10","36820","38100"
"In post","2023","30-39","Communications","Scotland","30","30","38330","37020"
"In post","2023","30-39","Communications","South East (England)","45","45","37530","34450"
"In post","2023","30-39","Communications","South West (England)","65","60","37390","34890"
"In post","2023","30-39","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Wales","95","90","37390","34700"
"In post","2023","30-39","Communications","West Midlands (England)","35","35","37340","34300"
"In post","2023","30-39","Communications","Yorkshire and The Humber","45","45","41620","39820"
"In post","2023","30-39","Counter Fraud","East Midlands (England)","195","190","34200","34400"
"In post","2023","30-39","Counter Fraud","East of England","100","95","29870","28130"
"In post","2023","30-39","Counter Fraud","London","660","650","39130","39110"
"In post","2023","30-39","Counter Fraud","North East (England)","340","325","32820","28130"
"In post","2023","30-39","Counter Fraud","North West (England)","610","595","34460","34170"
"In post","2023","30-39","Counter Fraud","Northern Ireland","115","115","33720","28130"
"In post","2023","30-39","Counter Fraud","Scotland","325","315","32000","28130"
"In post","2023","30-39","Counter Fraud","South East (England)","185","175","30380","28130"
"In post","2023","30-39","Counter Fraud","South West (England)","160","150","33650","28130"
"In post","2023","30-39","Counter Fraud","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Wales","255","245","31400","28130"
"In post","2023","30-39","Counter Fraud","West Midlands (England)","275","265","32890","34170"
"In post","2023","30-39","Counter Fraud","Yorkshire and The Humber","305","295","33500","28130"
"In post","2023","30-39","Debt","East Midlands (England)","165","145","23670","22520"
"In post","2023","30-39","Debt","East of England","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","London","65","55","27680","26920"
"In post","2023","30-39","Debt","North East (England)","215","200","23710","22520"
"In post","2023","30-39","Debt","North West (England)","140","130","24410","22520"
"In post","2023","30-39","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","Scotland","355","335","24500","22520"
"In post","2023","30-39","Debt","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","South West (England)","15","10","23970","21690"
"In post","2023","30-39","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","Wales","125","120","25640","22520"
"In post","2023","30-39","Debt","West Midlands (England)","265","240","23440","22520"
"In post","2023","30-39","Debt","Yorkshire and The Humber","240","210","24150","22520"
"In post","2023","30-39","Digital, Data & Technology","East Midlands (England)","130","130","39840","34850"
