"Status","Year","Disability","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","HM Revenue and Customs (excl. agencies)","Outside London","G6","70","65","71230","71300"
"In post","2023","Undeclared","HM Revenue and Customs (excl. agencies)","Outside London","G7","275","265","57530","57970"
"In post","2023","Undeclared","HM Revenue and Customs (excl. agencies)","Outside London","HEO","675","640","35110","35000"
"In post","2023","Undeclared","HM Revenue and Customs (excl. agencies)","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs (excl. agencies)","Outside London","SEO","365","350","42620","42510"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","London","AO","5","5","[c]","[c]"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","London","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","London","G6","30","30","65960","64950"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","London","G7","95","95","55440","54090"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","London","HEO","85","85","34610","33630"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","London","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","London","SEO","10","10","[c]","[c]"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","Outside London","G7","10","10","[c]","[c]"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","Outside London","HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Health and Safety Executive","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Health and Safety Executive","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Health and Safety Executive","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Health and Safety Executive","Outside London","AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Health and Safety Executive","Outside London","EO","25","25","[c]","[c]"
"In post","2023","Undeclared","Health and Safety Executive","Outside London","G6","10","10","[c]","[c]"
"In post","2023","Undeclared","Health and Safety Executive","Outside London","G7","30","30","60250","57390"
"In post","2023","Undeclared","Health and Safety Executive","Outside London","HEO","25","25","[c]","[c]"
"In post","2023","Undeclared","Health and Safety Executive","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Health and Safety Executive","Outside London","SEO","50","50","49930","46780"
"In post","2023","Undeclared","Home Office","London","AA","10","10","[c]","[c]"
"In post","2023","Undeclared","Home Office","London","AO","60","50","26390","26400"
"In post","2023","Undeclared","Home Office","London","EO","165","150","30640","30250"
"In post","2023","Undeclared","Home Office","London","G6","40","40","72500","71050"
"In post","2023","Undeclared","Home Office","London","G7","90","90","60860","59510"
"In post","2023","Undeclared","Home Office","London","HEO","115","110","36780","36310"
"In post","2023","Undeclared","Home Office","London","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Home Office","London","SEO","95","90","44700","43660"
"In post","2023","Undeclared","Home Office","London","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Home Office","Outside London","AA","15","15","[c]","[c]"
"In post","2023","Undeclared","Home Office","Outside London","AO","130","115","22500","22400"
"In post","2023","Undeclared","Home Office","Outside London","EO","430","385","27040","26750"
"In post","2023","Undeclared","Home Office","Outside London","G6","10","10","[c]","[c]"
"In post","2023","Undeclared","Home Office","Outside London","G7","40","40","55370","54260"
"In post","2023","Undeclared","Home Office","Outside London","HEO","225","215","33250","32310"
"In post","2023","Undeclared","Home Office","Outside London","SEO","105","105","40200","39190"
"In post","2023","Undeclared","Home Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Home Office","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Home Office","Unknown","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Home Office","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","Outside London","AO","30","25","21780","21780"
"In post","2023","Undeclared","Legal Aid Agency","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","Outside London","HEO","15","10","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Maritime and Coastguard Agency","Outside London","AO","10","5","[c]","[c]"
"In post","2023","Undeclared","Maritime and Coastguard Agency","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Maritime and Coastguard Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Maritime and Coastguard Agency","Outside London","G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Maritime and Coastguard Agency","Outside London","HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Maritime and Coastguard Agency","Outside London","SEO","20","20","[c]","[c]"
"In post","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","London","AA","10","10","[c]","[c]"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","London","AO","30","30","27610","26560"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","London","EO","35","35","33380","31860"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","London","G6","15","15","[c]","[c]"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","London","G7","45","45","60310","60220"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","London","HEO","50","45","39940","38680"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","London","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","London","SEO","65","65","46760","46470"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Outside London","AA","295","285","20950","21380"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Outside London","AO","580","545","26510","22220"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Outside London","EO","430","415","30310","27470"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Outside London","G6","45","40","73580","67470"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Outside London","G7","120","120","55730","56180"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Outside London","HEO","440","430","36020","34300"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Outside London","SEO","295","285","43630","41800"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Overseas","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Overseas","HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Overseas","SEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","London","AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","London","EO","30","30","29900","29660"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","London","G6","25","25","[c]","[c]"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","London","G7","65","65","59460","58330"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","London","HEO","60","60","36480","35410"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","London","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","London","SEO","65","65","44860","43650"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","Outside London","AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","Outside London","EO","35","35","26490","26760"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","Outside London","G6","5","5","[c]","[c]"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","Outside London","G7","30","30","[c]","[c]"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","Outside London","HEO","45","45","32310","31760"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","Outside London","SEO","70","70","40760","41510"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Infrastructure Commission","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Infrastructure Commission","London","HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","National Records of Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Records of Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Records of Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Records of Scotland","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Savings and Investments","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Savings and Investments","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Savings and Investments","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Savings and Investments","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Savings and Investments","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Savings and Investments","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Savings and Investments","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Savings and Investments","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office for Budget Responsibility","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office for Budget Responsibility","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office for Budget Responsibility","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","London","AO","5","5","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","London","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","London","G6","20","15","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","London","G7","65","60","61820","61190"
"In post","2023","Undeclared","Office of Rail and Road","London","HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","London","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","London","SEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","Outside London","G6","15","15","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","Outside London","G7","60","60","58100","57260"
"In post","2023","Undeclared","Office of Rail and Road","Outside London","HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","Outside London","SEO","20","20","[c]","[c]"
"In post","2023","Undeclared","Office of the Public Guardian","Outside London","AO","55","50","21780","21780"
"In post","2023","Undeclared","Office of the Public Guardian","Outside London","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","Office of the Public Guardian","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Public Guardian","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Public Guardian","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Office of the Public Guardian","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Scottish Charity Regulator","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Scottish Charity Regulator","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectorate","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectorate","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectorate","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectorate","Outside London","G6","20","15","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectorate","Outside London","G7","10","5","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectorate","Outside London","HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectorate","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Registers of Scotland","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Undeclared","Registers of Scotland","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Registers of Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Registers of Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Registers of Scotland","Outside London","HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Registers of Scotland","Outside London","SEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Rural Payments Agency","Outside London","AO","120","110","22130","22150"
"In post","2023","Undeclared","Rural Payments Agency","Outside London","EO","45","45","26120","25920"
"In post","2023","Undeclared","Rural Payments Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Rural Payments Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Rural Payments Agency","Outside London","HEO","20","20","[c]","[c]"
"In post","2023","Undeclared","Rural Payments Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Rural Payments Agency","Outside London","SEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Scottish Courts and Tribunals Service","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Courts and Tribunals Service","Outside London","AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Scottish Courts and Tribunals Service","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Scottish Courts and Tribunals Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Courts and Tribunals Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Government (excl. agencies)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Government (excl. agencies)","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Undeclared","Scottish Government (excl. agencies)","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Scottish Government (excl. agencies)","Outside London","G6","10","10","[c]","[c]"
"In post","2023","Undeclared","Scottish Government (excl. agencies)","Outside London","G7","35","30","62640","65280"
"In post","2023","Undeclared","Scottish Government (excl. agencies)","Outside London","HEO","30","30","36700","36330"
"In post","2023","Undeclared","Scottish Government (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Government (excl. agencies)","Outside London","SEO","40","40","46520","47250"
"In post","2023","Undeclared","Scottish Housing Regulator","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Housing Regulator","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Prison Service","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Prison Service","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Prison Service","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Scottish Prison Service","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Prison Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Prison Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Public Pensions Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Public Pensions Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Public Pensions Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Public Pensions Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Serious Fraud Office","London","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Serious Fraud Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Serious Fraud Office","London","G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Serious Fraud Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Serious Fraud Office","London","SEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Social Security Scotland","Outside London","AA","20","20","[c]","[c]"
"In post","2023","Undeclared","Social Security Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Social Security Scotland","Outside London","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","Social Security Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Social Security Scotland","Outside London","HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Social Security Scotland","Outside London","SEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Standards and Testing Agency","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Standards and Testing Agency","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Standards and Testing Agency","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Submarine Delivery Agency","Outside London","Unknown","115","110","46280","42670"
"In post","2023","Undeclared","Submarine Delivery Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Teaching Regulation Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Teaching Regulation Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Teaching Regulation Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The Insolvency Service","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The Insolvency Service","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The Insolvency Service","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The Insolvency Service","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The Insolvency Service","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The Insolvency Service","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Undeclared","The Insolvency Service","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","The Insolvency Service","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The Insolvency Service","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The Insolvency Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The Insolvency Service","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Undeclared","The National Archives","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The National Archives","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The National Archives","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Transport Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Transport Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Transport Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Transport Scotland","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Debt Management Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Debt Management Office","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","London","G6","5","5","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","London","HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","London","SEO","10","10","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","London","AA","15","15","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","London","AO","25","20","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","London","EO","75","70","30180","29560"
"In post","2023","Undeclared","UK Health Security Agency","London","G6","105","105","71760","67890"
"In post","2023","Undeclared","UK Health Security Agency","London","G7","160","160","56460","54690"
"In post","2023","Undeclared","UK Health Security Agency","London","HEO","95","90","36010","35420"
"In post","2023","Undeclared","UK Health Security Agency","London","SCS level","70","65","109880","102850"
"In post","2023","Undeclared","UK Health Security Agency","London","SEO","145","140","43240","42240"
"In post","2023","Undeclared","UK Health Security Agency","Outside London","AA","5","5","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Outside London","AO","70","60","22350","22270"
"In post","2023","Undeclared","UK Health Security Agency","Outside London","EO","85","80","27090","27900"
"In post","2023","Undeclared","UK Health Security Agency","Outside London","G6","110","105","70160","69080"
"In post","2023","Undeclared","UK Health Security Agency","Outside London","G7","255","245","53220","51900"
"In post","2023","Undeclared","UK Health Security Agency","Outside London","HEO","150","140","33170","33710"
"In post","2023","Undeclared","UK Health Security Agency","Outside London","SCS level","55","50","119110","122000"
"In post","2023","Undeclared","UK Health Security Agency","Outside London","SEO","210","195","40760","40730"
"In post","2023","Undeclared","UK Hydrographic Office","Outside London","AO","[c]","[c]","[c]","[c]"
