"Status","Year","Function_of_post","Parent_department","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","Merseyside","30","30","32860","28080"
"In post","2023","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","Outer London - South","45","45","43540","43020"
"In post","2023","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","Shropshire and Staffordshire","10","10","38040","34850"
"In post","2023","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","Tees Valley and Durham","15","15","38540","39460"
"In post","2023","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","West Midlands","20","20","34670","37160"
"In post","2023","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","West Wales and The Valleys","25","25","38470","39460"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","Derbyshire and Nottinghamshire","30","30","36040","34850"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","East Wales","30","30","40250","35000"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","Eastern Scotland","75","75","42580","41780"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","Essex","55","50","36990","36990"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","65","65","41260","35000"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","Greater Manchester","230","225","40520","35000"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","Inner London - East","325","320","49280","45170"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","Inner London - West","10","10","72680","65230"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","Lancashire","25","20","36540","35000"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","Merseyside","115","110","40600","36990"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","Northern Ireland","45","45","36930","34700"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","Northumberland, and Tyne and Wear","605","585","45380","42510"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","Outer London - South","40","40","46350","39790"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","Shropshire and Staffordshire","420","410","46040","42790"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","Southern Scotland","20","20","42140","41780"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","Surrey, East and West Sussex","160","155","43520","42140"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","West Central Scotland","80","80","39180","35000"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","West Midlands","70","65","40150","35330"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","West Yorkshire","315","300","40450","35000"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","East Wales","60","55","34510","34400"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","Eastern Scotland","15","15","40980","42140"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","Essex","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","Greater Manchester","40","40","42560","42140"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","Inner London - East","40","40","47360","41150"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","Merseyside","30","25","38870","34700"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","Northumberland, and Tyne and Wear","90","85","39470","35000"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","Shropshire and Staffordshire","60","60","39000","35330"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","Southern Scotland","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","Surrey, East and West Sussex","20","15","37530","35000"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","West Yorkshire","40","40","35500","35000"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Research","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Research","Greater Manchester","15","15","54480","57970"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Research","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Research","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Tax","East Wales","25","20","39940","35000"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Tax","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Tax","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Tax","Greater Manchester","10","10","37690","34700"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Tax","Inner London - East","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Tax","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Tax","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Tax","Northumberland, and Tyne and Wear","20","20","35320","34550"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Tax","Shropshire and Staffordshire","15","15","45610","42140"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Tax","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Tax","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Tax","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Tax","West Yorkshire","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Unknown","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Unknown","East Wales","20","20","42400","41780"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Unknown","Eastern Scotland","10","10","63440","44930"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","45220","41780"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Unknown","Greater Manchester","45","45","46580","42140"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Unknown","Inner London - East","45","45","57090","45760"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Unknown","Inner London - West","15","15","63630","39790"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Unknown","Merseyside","15","15","39840","34550"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Unknown","Northumberland, and Tyne and Wear","110","105","43330","41780"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Unknown","Outer London - South","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Unknown","Shropshire and Staffordshire","240","240","43330","41780"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Unknown","Surrey, East and West Sussex","95","90","45450","44850"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Unknown","West Yorkshire","60","60","46410","42140"
"In post","2023","Digital, Data & Technology","HM Treasury","Digital, Data and Technology","East Anglia","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Treasury","Digital, Data and Technology","Inner London - West","50","50","54690","54090"
"In post","2023","Digital, Data & Technology","HM Treasury","Digital, Data and Technology","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Treasury","Digital, Data and Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Commercial","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","Greater Manchester","230","230","45860","41660"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","Inner London - East","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","Inner London - West","65","60","58470","49800"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","Merseyside","150","150","43850","41960"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","Outer London - South","515","510","52240","46540"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","Outer London - West and North West","120","120","47630","45960"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","South Yorkshire","115","115","51120","54260"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","West Central Scotland","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Finance","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Finance","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Human Resources","Outer London - South","10","10","43780","36180"
"In post","2023","Digital, Data & Technology","Home Office","Human Resources","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Human Resources","South Yorkshire","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Intelligence Analysis","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Knowledge and Information Management","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Knowledge and Information Management","Outer London - South","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Operational Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Operational Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Operational Research","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Other","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Other","Greater Manchester","20","20","32330","27650"
"In post","2023","Digital, Data & Technology","Home Office","Other","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Other","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Other","Inner London - West","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Other","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Other","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Other","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Other","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Other","Merseyside","25","25","29770","32000"
"In post","2023","Digital, Data & Technology","Home Office","Other","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Other","Outer London - South","100","95","41300","36180"
"In post","2023","Digital, Data & Technology","Home Office","Other","Outer London - West and North West","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Other","South Yorkshire","10","10","41040","39090"
"In post","2023","Digital, Data & Technology","Home Office","Other","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Other","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Project Delivery","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Project Delivery","Greater Manchester","20","20","39110","39190"
"In post","2023","Digital, Data & Technology","Home Office","Project Delivery","Inner London - West","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Project Delivery","Merseyside","15","15","36430","39190"
"In post","2023","Digital, Data & Technology","Home Office","Project Delivery","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Project Delivery","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Project Delivery","Outer London - South","95","90","40070","36180"
"In post","2023","Digital, Data & Technology","Home Office","Project Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Project Delivery","South Yorkshire","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Security","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Security","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Unknown","Merseyside","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Unknown","Outer London - South","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Bedfordshire and Hertfordshire","100","100","35790","36000"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","50","45","37530","33990"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Cheshire","60","60","35960","33990"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Cornwall and Isles of Scilly","10","10","31910","34140"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Devon","35","35","29580","28500"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Dorset and Somerset","225","220","42080","43890"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","East Anglia","90","85","33570","33990"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","East Wales","20","20","31130","29570"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Eastern Scotland","15","15","33130","34140"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Essex","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","1075","1050","40820","38790"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Hampshire and Isle of Wight","240","235","35910","34300"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","60","60","25620","22220"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Inner London - West","115","110","49150","41400"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Lancashire","15","15","36940","33990"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Lincolnshire","35","30","30400","27470"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Merseyside","95","95","35840","33990"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","North Yorkshire","35","30","33710","33830"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Northern Ireland","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Outer London - West and North West","15","15","38370","38270"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Overseas","35","35","44460","43300"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Shropshire and Staffordshire","140","140","37790","34300"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","West Central Scotland","35","35","29670","27300"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Bedfordshire and Hertfordshire","25","25","37710","37850"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Berkshire, Buckinghamshire and Oxfordshire","40","40","34380","34300"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Cheshire","20","15","28820","27140"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Devon","10","10","26930","27110"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Dorset and Somerset","40","35","27600","24710"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","East Anglia","40","40","29680","27470"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","East Wales","10","10","25460","22220"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Eastern Scotland","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Essex","15","15","26680","23720"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","110","110","30860","27610"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Hampshire and Isle of Wight","130","130","29990","27470"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Herefordshire, Worcestershire and Warwickshire","15","15","26870","27080"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Inner London - West","115","115","39210","38020"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Lancashire","10","10","27990","27110"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Lincolnshire","30","30","27270","27140"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","North Yorkshire","10","10","25600","25930"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Northern Ireland","20","20","24970","22970"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Outer London - West and North West","25","25","33670","29020"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Overseas","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Shropshire and Staffordshire","40","40","32540","27470"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","West Central Scotland","35","30","26010","22330"
