"Status","Year","Age","Region_ITL1","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","50-59","Scotland","West Central Scotland","Unknown","100","[c]","30270","25410"
"Leaver CS","2023","50-59","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","140","[c]","39840","34300"
"Leaver CS","2023","50-59","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","50-59","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","255","[c]","30130","26150"
"Leaver CS","2023","50-59","South East (England)","Hampshire and Isle of Wight","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","South East (England)","Hampshire and Isle of Wight","Undeclared","40","[c]","34070","31660"
"Leaver CS","2023","50-59","South East (England)","Hampshire and Isle of Wight","Unknown","100","[c]","32000","23470"
"Leaver CS","2023","50-59","South East (England)","Kent","Heterosexual / straight","90","[c]","31870","29290"
"Leaver CS","2023","50-59","South East (England)","Kent","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","South East (England)","Kent","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","South East (England)","Kent","Unknown","50","[c]","35740","26750"
"Leaver CS","2023","50-59","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","115","[c]","29850","27570"
"Leaver CS","2023","50-59","South East (England)","Surrey, East and West Sussex","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","South East (England)","Surrey, East and West Sussex","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","South East (England)","Surrey, East and West Sussex","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","50-59","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","40","[c]","32310","27570"
"Leaver CS","2023","50-59","South West (England)","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","South West (England)","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","South West (England)","Cornwall and Isles of Scilly","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","South West (England)","Devon","Heterosexual / straight","130","[c]","35480","28120"
"Leaver CS","2023","50-59","South West (England)","Devon","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","South West (England)","Devon","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","South West (England)","Devon","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","South West (England)","Dorset and Somerset","Heterosexual / straight","80","[c]","32040","27570"
"Leaver CS","2023","50-59","South West (England)","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","South West (England)","Dorset and Somerset","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","South West (England)","Dorset and Somerset","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","325","[c]","41420","38790"
"Leaver CS","2023","50-59","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","50","[c]","43050","41800"
"Leaver CS","2023","50-59","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","85","[c]","42780","39890"
"Leaver CS","2023","50-59","Unknown","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","Unknown","45","[c]","44640","42760"
"Leaver CS","2023","50-59","Wales","East Wales","Heterosexual / straight","130","[c]","37340","31680"
"Leaver CS","2023","50-59","Wales","East Wales","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Wales","East Wales","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Wales","East Wales","Unknown","95","[c]","36250","27530"
"Leaver CS","2023","50-59","Wales","West Wales and The Valleys","Heterosexual / straight","150","[c]","31640","26960"
"Leaver CS","2023","50-59","Wales","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Wales","West Wales and The Valleys","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Wales","West Wales and The Valleys","Unknown","45","[c]","24080","21780"
"Leaver CS","2023","50-59","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","60","[c]","30830","27470"
"Leaver CS","2023","50-59","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","West Midlands (England)","Shropshire and Staffordshire","Heterosexual / straight","155","[c]","30190","27570"
"Leaver CS","2023","50-59","West Midlands (England)","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","West Midlands (England)","Shropshire and Staffordshire","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","West Midlands (England)","Shropshire and Staffordshire","Unknown","55","[c]","26840","26130"
"Leaver CS","2023","50-59","West Midlands (England)","West Midlands","Heterosexual / straight","150","[c]","37270","28120"
"Leaver CS","2023","50-59","West Midlands (England)","West Midlands","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","West Midlands (England)","West Midlands","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","West Midlands (England)","West Midlands","Unknown","95","[c]","33200","26780"
"Leaver CS","2023","50-59","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","65","[c]","30760","27910"
"Leaver CS","2023","50-59","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Yorkshire and The Humber","North Yorkshire","Heterosexual / straight","70","[c]","38010","32930"
"Leaver CS","2023","50-59","Yorkshire and The Humber","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Yorkshire and The Humber","North Yorkshire","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Yorkshire and The Humber","North Yorkshire","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Yorkshire and The Humber","South Yorkshire","Heterosexual / straight","85","[c]","36220","33490"
"Leaver CS","2023","50-59","Yorkshire and The Humber","South Yorkshire","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Yorkshire and The Humber","South Yorkshire","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Yorkshire and The Humber","South Yorkshire","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Yorkshire and The Humber","West Yorkshire","Heterosexual / straight","160","[c]","38250","28200"
"Leaver CS","2023","50-59","Yorkshire and The Humber","West Yorkshire","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Yorkshire and The Humber","West Yorkshire","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Yorkshire and The Humber","West Yorkshire","Unknown","115","[c]","46180","40610"
"Leaver CS","2023","60-64","East Midlands (England)","Derbyshire and Nottinghamshire","Heterosexual / straight","85","[c]","33310","27570"
"Leaver CS","2023","60-64","East Midlands (England)","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","East Midlands (England)","Derbyshire and Nottinghamshire","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","60-64","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","50","[c]","29500","27420"
"Leaver CS","2023","60-64","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","East Midlands (England)","Lincolnshire","Heterosexual / straight","45","[c]","31310","27570"
"Leaver CS","2023","60-64","East Midlands (England)","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","East Midlands (England)","Lincolnshire","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","East Midlands (England)","Lincolnshire","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","East of England","Bedfordshire and Hertfordshire","Heterosexual / straight","35","[c]","37870","29530"
"Leaver CS","2023","60-64","East of England","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","East of England","Bedfordshire and Hertfordshire","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","East of England","Bedfordshire and Hertfordshire","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","East of England","East Anglia","Heterosexual / straight","110","[c]","33060","28120"
"Leaver CS","2023","60-64","East of England","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","East of England","East Anglia","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","East of England","East Anglia","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","60-64","East of England","Essex","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","East of England","Essex","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","East of England","Essex","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","East of England","Essex","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","60-64","London","Inner London - East","Heterosexual / straight","85","[c]","51870","41910"
"Leaver CS","2023","60-64","London","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","London","Inner London - East","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","London","Inner London - East","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2023","60-64","London","Inner London - West","Heterosexual / straight","290","[c]","55660","54200"
"Leaver CS","2023","60-64","London","Inner London - West","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","London","Inner London - West","Undeclared","40","[c]","48170","44940"
"Leaver CS","2023","60-64","London","Inner London - West","Unknown","80","[c]","50280","51110"
"Leaver CS","2023","60-64","London","Outer London - East and North East","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","London","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","London","Outer London - East and North East","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","London","Outer London - East and North East","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","London","Outer London - South","Heterosexual / straight","75","[c]","37150","31920"
"Leaver CS","2023","60-64","London","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","London","Outer London - South","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","London","Outer London - South","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","60-64","London","Outer London - West and North West","Heterosexual / straight","55","[c]","36370","31910"
"Leaver CS","2023","60-64","London","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","London","Outer London - West and North West","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","London","Outer London - West and North West","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","North East (England)","Northumberland, and Tyne and Wear","Heterosexual / straight","110","[c]","30700","27570"
"Leaver CS","2023","60-64","North East (England)","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","North East (England)","Northumberland, and Tyne and Wear","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","North East (England)","Northumberland, and Tyne and Wear","Unknown","170","[c]","27570","21690"
"Leaver CS","2023","60-64","North East (England)","Tees Valley and Durham","Heterosexual / straight","90","[c]","29070","27000"
"Leaver CS","2023","60-64","North East (England)","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","North East (England)","Tees Valley and Durham","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","North East (England)","Tees Valley and Durham","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","North West (England)","Cheshire","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2023","60-64","North West (England)","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","North West (England)","Cheshire","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","North West (England)","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","North West (England)","Cumbria","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","North West (England)","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","North West (England)","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","North West (England)","Cumbria","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","North West (England)","Greater Manchester","Heterosexual / straight","120","[c]","31330","28120"
"Leaver CS","2023","60-64","North West (England)","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","North West (England)","Greater Manchester","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","North West (England)","Greater Manchester","Unknown","90","[c]","28640","21690"
"Leaver CS","2023","60-64","North West (England)","Lancashire","Heterosexual / straight","115","[c]","32720","28120"
"Leaver CS","2023","60-64","North West (England)","Lancashire","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","North West (England)","Lancashire","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","North West (England)","Lancashire","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","60-64","North West (England)","Merseyside","Heterosexual / straight","120","[c]","32390","28120"
"Leaver CS","2023","60-64","North West (England)","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","North West (England)","Merseyside","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","North West (England)","Merseyside","Unknown","135","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Northern Ireland","Northern Ireland","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Northern Ireland","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Northern Ireland","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Northern Ireland","Northern Ireland","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Overseas","Overseas","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Scotland","Eastern Scotland","Heterosexual / straight","145","[c]","39450","32880"
"Leaver CS","2023","60-64","Scotland","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Scotland","Eastern Scotland","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Scotland","Eastern Scotland","Unknown","110","[c]","38400","37060"
"Leaver CS","2023","60-64","Scotland","Highlands and Islands","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Scotland","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Scotland","Highlands and Islands","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Scotland","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Scotland","North Eastern Scotland","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Scotland","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Scotland","North Eastern Scotland","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Scotland","North Eastern Scotland","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Scotland","Southern Scotland","Heterosexual / straight","40","[c]","39240","32360"
"Leaver CS","2023","60-64","Scotland","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Scotland","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Scotland","Southern Scotland","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Scotland","West Central Scotland","Heterosexual / straight","115","[c]","33290","27930"
"Leaver CS","2023","60-64","Scotland","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Scotland","West Central Scotland","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Scotland","West Central Scotland","Unknown","75","[c]","34800","28120"
"Leaver CS","2023","60-64","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","75","[c]","44250","36030"
"Leaver CS","2023","60-64","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","195","[c]","32590","26880"
"Leaver CS","2023","60-64","South East (England)","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","South East (England)","Hampshire and Isle of Wight","Undeclared","35","[c]","35110","27520"
"Leaver CS","2023","60-64","South East (England)","Hampshire and Isle of Wight","Unknown","65","[c]","30500","26650"
"Leaver CS","2023","60-64","South East (England)","Kent","Heterosexual / straight","50","[c]","28700","27560"
"Leaver CS","2023","60-64","South East (England)","Kent","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","South East (England)","Kent","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","South East (England)","Kent","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","85","[c]","31300","28120"
"Leaver CS","2023","60-64","South East (England)","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","South East (England)","Surrey, East and West Sussex","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","South East (England)","Surrey, East and West Sussex","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","South West (England)","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","South West (England)","Cornwall and Isles of Scilly","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","South West (England)","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","South West (England)","Devon","Heterosexual / straight","80","[c]","34640","29160"
"Leaver CS","2023","60-64","South West (England)","Devon","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","South West (England)","Devon","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","South West (England)","Devon","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","South West (England)","Dorset and Somerset","Heterosexual / straight","65","[c]","30130","27570"
"Leaver CS","2023","60-64","South West (England)","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","South West (England)","Dorset and Somerset","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","South West (England)","Dorset and Somerset","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","230","[c]","43390","38340"
"Leaver CS","2023","60-64","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","35","[c]","47310","42330"
"Leaver CS","2023","60-64","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","65","[c]","38220","30650"
"Leaver CS","2023","60-64","Unknown","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","Unknown","35","[c]","46140","38420"
"Leaver CS","2023","60-64","Wales","East Wales","Heterosexual / straight","95","[c]","38220","31950"
"Leaver CS","2023","60-64","Wales","East Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Wales","East Wales","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Wales","East Wales","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Wales","West Wales and The Valleys","Heterosexual / straight","125","[c]","31060","23130"
"Leaver CS","2023","60-64","Wales","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Wales","West Wales and The Valleys","Undeclared","35","[c]","30230","21840"
"Leaver CS","2023","60-64","Wales","West Wales and The Valleys","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2023","60-64","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","West Midlands (England)","Shropshire and Staffordshire","Heterosexual / straight","110","[c]","28740","27230"
"Leaver CS","2023","60-64","West Midlands (England)","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","West Midlands (England)","Shropshire and Staffordshire","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","West Midlands (England)","Shropshire and Staffordshire","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","West Midlands (England)","West Midlands","Heterosexual / straight","105","[c]","33990","28120"
"Leaver CS","2023","60-64","West Midlands (England)","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","West Midlands (England)","West Midlands","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","West Midlands (England)","West Midlands","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Yorkshire and The Humber","North Yorkshire","Heterosexual / straight","45","[c]","34420","28190"
"Leaver CS","2023","60-64","Yorkshire and The Humber","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Yorkshire and The Humber","North Yorkshire","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Yorkshire and The Humber","North Yorkshire","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Yorkshire and The Humber","South Yorkshire","Heterosexual / straight","75","[c]","29660","27570"
"Leaver CS","2023","60-64","Yorkshire and The Humber","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Yorkshire and The Humber","South Yorkshire","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Yorkshire and The Humber","South Yorkshire","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Yorkshire and The Humber","West Yorkshire","Heterosexual / straight","100","[c]","35220","31220"
"Leaver CS","2023","60-64","Yorkshire and The Humber","West Yorkshire","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Yorkshire and The Humber","West Yorkshire","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Yorkshire and The Humber","West Yorkshire","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2023","65+","East Midlands (England)","Derbyshire and Nottinghamshire","Heterosexual / straight","60","[c]","31320","27570"
"Leaver CS","2023","65+","East Midlands (England)","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","East Midlands (England)","Derbyshire and Nottinghamshire","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","65+","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","40","[c]","26260","22600"
"Leaver CS","2023","65+","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","East Midlands (England)","Lincolnshire","Heterosexual / straight","45","[c]","28460","27750"
"Leaver CS","2023","65+","East Midlands (England)","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","East Midlands (England)","Lincolnshire","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","East Midlands (England)","Lincolnshire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","East of England","Bedfordshire and Hertfordshire","Heterosexual / straight","25","[c]","[c]","[c]"
