"Status","Year","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Accountant in Bankruptcy","Scottish Government","Female","75","65","32730","31940"
"In post","2023","Accountant in Bankruptcy","Scottish Government","Male","45","45","36120","31940"
"In post","2023","Active Travel England","Department for Transport","Female","20","20","[c]","[c]"
"In post","2023","Active Travel England","Department for Transport","Male","30","30","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","595","540","33770","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","415","395","35620","32130"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Female","1850","1730","30600","26850"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Male","1245","1215","32400","29150"
"In post","2023","Attorney General's Office","Attorney General's Departments","Female","30","25","[c]","[c]"
"In post","2023","Attorney General's Office","Attorney General's Departments","Male","20","20","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Female","110","110","45030","48010"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Male","115","115","47640","51780"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Female","3165","3025","46470","41870"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Male","2750","2715","49570","43880"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Female","995","995","30680","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Male","665","665","30760","30130"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","335","310","34010","30350"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","325","315","37760","37300"
"In post","2023","Charity Commission","Charity Commission","Female","300","285","36050","30170"
"In post","2023","Charity Commission","Charity Commission","Male","200","195","35500","30170"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Female","680","610","31170","25610"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Male","530","520","34170","31350"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Female","455","430","60150","57000"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Male","455","450","64290","60260"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Female","185","165","28450","25830"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Male","150","145","27400","25830"
"In post","2023","Crown Commercial Service","Cabinet Office","Female","420","400","40370","40450"
"In post","2023","Crown Commercial Service","Cabinet Office","Male","345","340","43070","40450"
