"Status","Year","Disability","Ethnicity","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Asian","Inner London - East","Lewisham and Southwark","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Inner London - East","Tower Hamlets","90","85","39430","35310"
"In post","2023","Declared disabled","Asian","Inner London - West","Camden and City of London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","10","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Inner London - West","Wandsworth","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Inner London - West","Westminster","600","585","43090","39150"
"In post","2023","Declared disabled","Asian","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Kent","Medway","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Lancashire","Blackburn with Darwen","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Lancashire","Blackpool","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Lancashire","East Lancashire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Lancashire","Mid Lancashire","100","90","26680","22520"
"In post","2023","Declared disabled","Asian","Leicestershire, Rutland and Northamptonshire","Leicester","115","100","25750","22870"
"In post","2023","Declared disabled","Asian","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","15","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Merseyside","Liverpool","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Merseyside","Wirral","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","North Yorkshire","York","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northumberland, and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northumberland, and Tyne and Wear","Tyneside","45","40","28680","28120"
"In post","2023","Declared disabled","Asian","Outer London - East and North East","Barking & Dagenham and Havering","30","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Outer London - East and North East","Bexley and Greenwich","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Outer London - East and North East","Enfield","10","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Outer London - East and North East","Redbridge and Waltham Forest","90","80","30290","29300"
"In post","2023","Declared disabled","Asian","Outer London - South","Bromley","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Outer London - South","Croydon","170","155","36470","32530"
"In post","2023","Declared disabled","Asian","Outer London - South","Merton, Kingston upon Thames and Sutton","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Outer London - West and North West","Barnet","30","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Outer London - West and North West","Brent","20","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Outer London - West and North West","Ealing","30","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Outer London - West and North West","Harrow and Hillingdon","130","115","32650","31230"
"In post","2023","Declared disabled","Asian","Outer London - West and North West","Hounslow and Richmond upon Thames","75","65","33500","32520"
"In post","2023","Declared disabled","Asian","Overseas","Overseas","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Shropshire and Staffordshire","Staffordshire CC","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Shropshire and Staffordshire","Telford and Wrekin","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","South Yorkshire","Barnsley, Doncaster and Rotherham","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","South Yorkshire","Sheffield","40","35","30320","28120"
"In post","2023","Declared disabled","Asian","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Southern Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Surrey, East and West Sussex","East Surrey","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Surrey, East and West Sussex","West Surrey","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Tees Valley and Durham","South Teesside","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Central Scotland","Glasgow City","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Midlands","Birmingham","390","355","29320","28120"
"In post","2023","Declared disabled","Asian","West Midlands","Coventry","40","35","33160","31140"
"In post","2023","Declared disabled","Asian","West Midlands","Dudley","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Midlands","Sandwell","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Midlands","Solihull","30","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Midlands","Walsall","15","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Midlands","Wolverhampton","60","50","28490","28120"
"In post","2023","Declared disabled","Asian","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Wales and The Valleys","Swansea","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Yorkshire","Bradford","85","75","26060","22520"
"In post","2023","Declared disabled","Asian","West Yorkshire","Calderdale and Kirklees","30","30","27640","28120"
"In post","2023","Declared disabled","Asian","West Yorkshire","Leeds","120","110","33300","28840"
"In post","2023","Declared disabled","Asian","West Yorkshire","Wakefield","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Bedfordshire and Hertfordshire","Hertfordshire CC","20","20","[c]","[c]"
"In post","2023","Declared disabled","Black","Bedfordshire and Hertfordshire","Luton","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Derbyshire and Nottinghamshire","Derby","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Derbyshire and Nottinghamshire","Nottingham","45","40","28820","28120"
"In post","2023","Declared disabled","Black","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Dorset and Somerset","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","East Anglia","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","East Anglia","Peterborough","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","East Anglia","Suffolk CC","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","East Wales","Cardiff and Vale of Glamorgan","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","East Wales","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","East Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Eastern Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Eastern Scotland","City of Edinburgh","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Essex","Essex Thames Gateway","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Essex","Thurrock","10","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Essex","West Essex","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","20","20","[c]","[c]"
"In post","2023","Declared disabled","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","20","20","[c]","[c]"
"In post","2023","Declared disabled","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Greater Manchester","Greater Manchester South West","35","30","30300","28840"
"In post","2023","Declared disabled","Black","Greater Manchester","Manchester","30","30","35700","30050"
"In post","2023","Declared disabled","Black","Hampshire and Isle of Wight","Central Hampshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Highlands and Islands","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Highlands and Islands","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Inner London - East","Hackney and Newham","120","110","34640","32520"
"In post","2023","Declared disabled","Black","Inner London - East","Haringey and Islington","80","75","32800","32520"
"In post","2023","Declared disabled","Black","Inner London - East","Lambeth","40","40","32790","32520"
"In post","2023","Declared disabled","Black","Inner London - East","Lewisham and Southwark","65","60","33410","32520"
