"Status","Year","Region_ITL2","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","South Yorkshire","SEO/HEO","SEO","LGBO","95","95","40030","38850"
"In post","2023","South Yorkshire","SEO/HEO","SEO","Undeclared","140","135","40350","39000"
"In post","2023","South Yorkshire","SEO/HEO","SEO","Unknown","155","150","40200","39000"
"In post","2023","South Yorkshire","Unknown","Unknown","Heterosexual / straight","450","410","30080","29050"
"In post","2023","South Yorkshire","Unknown","Unknown","LGBO","40","40","28460","26840"
"In post","2023","South Yorkshire","Unknown","Unknown","Undeclared","45","40","34080","38290"
"In post","2023","South Yorkshire","Unknown","Unknown","Unknown","70","65","27990","27530"
"In post","2023","Southern Scotland","AA/AO","AA","Heterosexual / straight","90","80","22540","22080"
"In post","2023","Southern Scotland","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Southern Scotland","AA/AO","AA","Undeclared","5","5","[c]","[c]"
"In post","2023","Southern Scotland","AA/AO","AA","Unknown","85","75","22860","22180"
"In post","2023","Southern Scotland","AA/AO","AO","Heterosexual / straight","1190","1050","23200","22520"
"In post","2023","Southern Scotland","AA/AO","AO","LGBO","75","70","23300","22520"
"In post","2023","Southern Scotland","AA/AO","AO","Undeclared","100","90","23470","22520"
"In post","2023","Southern Scotland","AA/AO","AO","Unknown","980","885","23940","22520"
"In post","2023","Southern Scotland","EO","EO","Heterosexual / straight","1100","990","29070","28130"
"In post","2023","Southern Scotland","EO","EO","LGBO","55","50","28650","28120"
"In post","2023","Southern Scotland","EO","EO","Undeclared","80","70","28720","28120"
"In post","2023","Southern Scotland","EO","EO","Unknown","540","490","29750","28540"
"In post","2023","Southern Scotland","G6/G7","G6","Heterosexual / straight","110","105","68940","70530"
"In post","2023","Southern Scotland","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Southern Scotland","G6/G7","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","Southern Scotland","G6/G7","G6","Unknown","40","35","66830","65880"
"In post","2023","Southern Scotland","G6/G7","G7","Heterosexual / straight","290","275","55140","54680"
"In post","2023","Southern Scotland","G6/G7","G7","LGBO","10","10","[c]","[c]"
"In post","2023","Southern Scotland","G6/G7","G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Southern Scotland","G6/G7","G7","Unknown","110","105","53800","53410"
"In post","2023","Southern Scotland","SCS level","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Southern Scotland","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Southern Scotland","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Southern Scotland","SCS level","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Southern Scotland","SEO/HEO","HEO","Heterosexual / straight","540","510","35490","34950"
"In post","2023","Southern Scotland","SEO/HEO","HEO","LGBO","25","25","[c]","[c]"
"In post","2023","Southern Scotland","SEO/HEO","HEO","Undeclared","50","45","35390","35000"
"In post","2023","Southern Scotland","SEO/HEO","HEO","Unknown","235","220","35700","35000"
"In post","2023","Southern Scotland","SEO/HEO","SEO","Heterosexual / straight","310","300","42930","42140"
"In post","2023","Southern Scotland","SEO/HEO","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","Southern Scotland","SEO/HEO","SEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Southern Scotland","SEO/HEO","SEO","Unknown","120","115","42820","42300"
"In post","2023","Surrey, East and West Sussex","AA/AO","AA","Heterosexual / straight","290","260","23100","23230"
"In post","2023","Surrey, East and West Sussex","AA/AO","AA","LGBO","25","20","[c]","[c]"
"In post","2023","Surrey, East and West Sussex","AA/AO","AA","Undeclared","30","25","[c]","[c]"
"In post","2023","Surrey, East and West Sussex","AA/AO","AA","Unknown","85","80","23810","23230"
"In post","2023","Surrey, East and West Sussex","AA/AO","AO","Heterosexual / straight","1525","1400","26990","25340"
"In post","2023","Surrey, East and West Sussex","AA/AO","AO","LGBO","135","130","27820","25610"
"In post","2023","Surrey, East and West Sussex","AA/AO","AO","Undeclared","190","170","25810","23400"
"In post","2023","Surrey, East and West Sussex","AA/AO","AO","Unknown","395","355","26720","24480"
"In post","2023","Surrey, East and West Sussex","EO","EO","Heterosexual / straight","1905","1720","29280","28120"
"In post","2023","Surrey, East and West Sussex","EO","EO","LGBO","160","150","29030","28120"
"In post","2023","Surrey, East and West Sussex","EO","EO","Undeclared","300","255","29370","28120"
"In post","2023","Surrey, East and West Sussex","EO","EO","Unknown","505","455","29270","28120"
"In post","2023","Surrey, East and West Sussex","G6/G7","G6","Heterosexual / straight","135","130","70620","67650"
"In post","2023","Surrey, East and West Sussex","G6/G7","G6","LGBO","10","10","[c]","[c]"
"In post","2023","Surrey, East and West Sussex","G6/G7","G6","Undeclared","25","25","[c]","[c]"
"In post","2023","Surrey, East and West Sussex","G6/G7","G6","Unknown","30","30","72040","68970"
"In post","2023","Surrey, East and West Sussex","G6/G7","G7","Heterosexual / straight","350","340","57770","55780"
"In post","2023","Surrey, East and West Sussex","G6/G7","G7","LGBO","15","15","[c]","[c]"
"In post","2023","Surrey, East and West Sussex","G6/G7","G7","Undeclared","55","55","56500","55770"
"In post","2023","Surrey, East and West Sussex","G6/G7","G7","Unknown","60","55","58670","57970"
"In post","2023","Surrey, East and West Sussex","SCS level","SCS level","Heterosexual / straight","40","35","89370","84810"
"In post","2023","Surrey, East and West Sussex","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Surrey, East and West Sussex","SCS level","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","Surrey, East and West Sussex","SCS level","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Surrey, East and West Sussex","SEO/HEO","HEO","Heterosexual / straight","740","700","35410","34300"
"In post","2023","Surrey, East and West Sussex","SEO/HEO","HEO","LGBO","70","70","34840","33830"
"In post","2023","Surrey, East and West Sussex","SEO/HEO","HEO","Undeclared","150","140","35360","34330"
"In post","2023","Surrey, East and West Sussex","SEO/HEO","HEO","Unknown","120","115","35340","34700"
"In post","2023","Surrey, East and West Sussex","SEO/HEO","SEO","Heterosexual / straight","515","495","43630","41780"
"In post","2023","Surrey, East and West Sussex","SEO/HEO","SEO","LGBO","20","20","[c]","[c]"
"In post","2023","Surrey, East and West Sussex","SEO/HEO","SEO","Undeclared","110","105","43780","42140"
"In post","2023","Surrey, East and West Sussex","SEO/HEO","SEO","Unknown","85","80","43090","42150"
"In post","2023","Surrey, East and West Sussex","Unknown","Unknown","Heterosexual / straight","455","415","31870","29050"
"In post","2023","Surrey, East and West Sussex","Unknown","Unknown","LGBO","55","55","32620","29050"
"In post","2023","Surrey, East and West Sussex","Unknown","Unknown","Undeclared","40","35","33940","32050"
"In post","2023","Surrey, East and West Sussex","Unknown","Unknown","Unknown","140","120","28270","26840"
"In post","2023","Tees Valley and Durham","AA/AO","AA","Heterosexual / straight","325","295","22520","23230"
"In post","2023","Tees Valley and Durham","AA/AO","AA","LGBO","30","30","22970","23230"
"In post","2023","Tees Valley and Durham","AA/AO","AA","Undeclared","25","20","[c]","[c]"
"In post","2023","Tees Valley and Durham","AA/AO","AA","Unknown","95","85","23010","23230"
"In post","2023","Tees Valley and Durham","AA/AO","AO","Heterosexual / straight","2715","2415","25640","22520"
"In post","2023","Tees Valley and Durham","AA/AO","AO","LGBO","170","165","26120","23390"
"In post","2023","Tees Valley and Durham","AA/AO","AO","Undeclared","275","235","24530","22400"
"In post","2023","Tees Valley and Durham","AA/AO","AO","Unknown","1000","900","25420","22520"
"In post","2023","Tees Valley and Durham","EO","EO","Heterosexual / straight","1785","1610","28480","28120"
"In post","2023","Tees Valley and Durham","EO","EO","LGBO","95","95","28350","28120"
"In post","2023","Tees Valley and Durham","EO","EO","Undeclared","210","190","28280","28120"
"In post","2023","Tees Valley and Durham","EO","EO","Unknown","450","415","28310","28090"
"In post","2023","Tees Valley and Durham","G6/G7","G6","Heterosexual / straight","130","130","67570","64170"
"In post","2023","Tees Valley and Durham","G6/G7","G6","LGBO","5","5","[c]","[c]"
"In post","2023","Tees Valley and Durham","G6/G7","G6","Undeclared","15","15","[c]","[c]"
"In post","2023","Tees Valley and Durham","G6/G7","G6","Unknown","15","10","[c]","[c]"
"In post","2023","Tees Valley and Durham","G6/G7","G7","Heterosexual / straight","390","380","54200","51910"
"In post","2023","Tees Valley and Durham","G6/G7","G7","LGBO","35","30","52500","52000"
"In post","2023","Tees Valley and Durham","G6/G7","G7","Undeclared","40","40","54700","52230"
"In post","2023","Tees Valley and Durham","G6/G7","G7","Unknown","50","50","54070","52000"
"In post","2023","Tees Valley and Durham","SCS level","SCS level","Heterosexual / straight","40","40","90160","80950"
"In post","2023","Tees Valley and Durham","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Tees Valley and Durham","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Tees Valley and Durham","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Tees Valley and Durham","SEO/HEO","HEO","Heterosexual / straight","900","850","33540","32420"
"In post","2023","Tees Valley and Durham","SEO/HEO","HEO","LGBO","70","70","33080","31660"
"In post","2023","Tees Valley and Durham","SEO/HEO","HEO","Undeclared","95","90","33830","33630"
"In post","2023","Tees Valley and Durham","SEO/HEO","HEO","Unknown","125","125","33790","33200"
"In post","2023","Tees Valley and Durham","SEO/HEO","SEO","Heterosexual / straight","655","625","41670","39190"
"In post","2023","Tees Valley and Durham","SEO/HEO","SEO","LGBO","35","35","40950","38790"
"In post","2023","Tees Valley and Durham","SEO/HEO","SEO","Undeclared","55","50","43520","41270"
"In post","2023","Tees Valley and Durham","SEO/HEO","SEO","Unknown","80","80","42180","39520"
"In post","2023","Tees Valley and Durham","Unknown","Unknown","Heterosexual / straight","590","560","30160","29050"
"In post","2023","Tees Valley and Durham","Unknown","Unknown","LGBO","35","30","28430","25300"
"In post","2023","Tees Valley and Durham","Unknown","Unknown","Undeclared","40","35","32080","29050"
"In post","2023","Tees Valley and Durham","Unknown","Unknown","Unknown","35","30","28270","26500"
"In post","2023","Unknown","AA/AO","AA","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Unknown","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","AA/AO","AA","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","AA/AO","AO","Heterosexual / straight","100","95","23980","21780"
"In post","2023","Unknown","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","AA/AO","AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","AA/AO","AO","Unknown","50","50","23130","22400"
"In post","2023","Unknown","EO","EO","Heterosexual / straight","230","215","28210","28120"
"In post","2023","Unknown","EO","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","EO","EO","Undeclared","45","40","28570","27880"
"In post","2023","Unknown","EO","EO","Unknown","85","75","27430","25750"
"In post","2023","Unknown","G6/G7","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Unknown","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","G6/G7","G6","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","G6/G7","G7","Heterosexual / straight","60","60","57250","55790"
"In post","2023","Unknown","G6/G7","G7","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","G6/G7","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","G6/G7","G7","Unknown","20","20","[c]","[c]"
"In post","2023","Unknown","SCS level","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Unknown","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SEO/HEO","HEO","Heterosexual / straight","105","105","38310","35500"
"In post","2023","Unknown","SEO/HEO","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","SEO/HEO","HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Unknown","SEO/HEO","HEO","Unknown","35","35","37840","35240"
"In post","2023","Unknown","SEO/HEO","SEO","Heterosexual / straight","90","85","44910","43160"
"In post","2023","Unknown","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SEO/HEO","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","SEO/HEO","SEO","Unknown","20","20","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Unknown","1705","1700","41910","39970"
"In post","2023","West Central Scotland","AA/AO","AA","Heterosexual / straight","695","645","22590","22180"
"In post","2023","West Central Scotland","AA/AO","AA","LGBO","65","65","23070","23340"
"In post","2023","West Central Scotland","AA/AO","AA","Undeclared","50","45","22120","22080"
"In post","2023","West Central Scotland","AA/AO","AA","Unknown","770","715","22790","22180"
"In post","2023","West Central Scotland","AA/AO","AO","Heterosexual / straight","3495","3125","24020","22220"
"In post","2023","West Central Scotland","AA/AO","AO","LGBO","230","220","23260","22400"
"In post","2023","West Central Scotland","AA/AO","AO","Undeclared","455","400","23720","22220"
"In post","2023","West Central Scotland","AA/AO","AO","Unknown","1745","1595","24420","22520"
"In post","2023","West Central Scotland","EO","EO","Heterosexual / straight","3520","3275","29170","28120"
"In post","2023","West Central Scotland","EO","EO","LGBO","320","310","28400","28120"
"In post","2023","West Central Scotland","EO","EO","Undeclared","370","330","28490","28120"
"In post","2023","West Central Scotland","EO","EO","Unknown","1770","1665","30780","29100"
"In post","2023","West Central Scotland","G6/G7","G6","Heterosexual / straight","515","500","73460","73540"
"In post","2023","West Central Scotland","G6/G7","G6","LGBO","30","30","70960","70780"
"In post","2023","West Central Scotland","G6/G7","G6","Undeclared","40","35","74500","74000"
"In post","2023","West Central Scotland","G6/G7","G6","Unknown","155","150","72960","73540"
"In post","2023","West Central Scotland","G6/G7","G7","Heterosexual / straight","1080","1040","57880","57360"
"In post","2023","West Central Scotland","G6/G7","G7","LGBO","70","70","55240","54870"
"In post","2023","West Central Scotland","G6/G7","G7","Undeclared","70","65","57830","56870"
"In post","2023","West Central Scotland","G6/G7","G7","Unknown","290","280","57550","57360"
"In post","2023","West Central Scotland","SCS level","SCS level","Heterosexual / straight","80","80","88910","85000"
"In post","2023","West Central Scotland","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","West Central Scotland","SCS level","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","West Central Scotland","SCS level","SCS level","Unknown","15","15","[c]","[c]"
"In post","2023","West Central Scotland","SEO/HEO","HEO","Heterosexual / straight","2435","2325","35450","34700"
"In post","2023","West Central Scotland","SEO/HEO","HEO","LGBO","200","195","34760","34700"
"In post","2023","West Central Scotland","SEO/HEO","HEO","Undeclared","220","210","35080","34400"
"In post","2023","West Central Scotland","SEO/HEO","HEO","Unknown","745","710","35420","34730"
"In post","2023","West Central Scotland","SEO/HEO","SEO","Heterosexual / straight","1455","1415","44560","42860"
"In post","2023","West Central Scotland","SEO/HEO","SEO","LGBO","95","95","43760","42510"
"In post","2023","West Central Scotland","SEO/HEO","SEO","Undeclared","130","125","44250","42510"
"In post","2023","West Central Scotland","SEO/HEO","SEO","Unknown","425","405","45690","44890"
"In post","2023","West Central Scotland","Unknown","Unknown","Heterosexual / straight","70","70","41310","42430"
"In post","2023","West Central Scotland","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","West Central Scotland","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","West Central Scotland","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","West Midlands","AA/AO","AA","Heterosexual / straight","210","190","20960","19930"
"In post","2023","West Midlands","AA/AO","AA","LGBO","15","10","[c]","[c]"
"In post","2023","West Midlands","AA/AO","AA","Undeclared","20","20","[c]","[c]"
"In post","2023","West Midlands","AA/AO","AA","Unknown","105","95","21550","21250"
"In post","2023","West Midlands","AA/AO","AO","Heterosexual / straight","3355","2995","22610","21780"
"In post","2023","West Midlands","AA/AO","AO","LGBO","180","170","23130","21780"
"In post","2023","West Midlands","AA/AO","AO","Undeclared","405","355","22210","21780"
"In post","2023","West Midlands","AA/AO","AO","Unknown","1420","1270","22520","21780"
"In post","2023","West Midlands","EO","EO","Heterosexual / straight","4020","3705","27960","28120"
"In post","2023","West Midlands","EO","EO","LGBO","195","185","27890","28120"
"In post","2023","West Midlands","EO","EO","Undeclared","445","400","28060","28120"
"In post","2023","West Midlands","EO","EO","Unknown","1340","1220","27800","28120"
"In post","2023","West Midlands","G6/G7","G6","Heterosexual / straight","380","370","68470","66860"
"In post","2023","West Midlands","G6/G7","G6","LGBO","15","15","[c]","[c]"
"In post","2023","West Midlands","G6/G7","G6","Undeclared","45","40","67500","67840"
"In post","2023","West Midlands","G6/G7","G6","Unknown","80","80","69510","66860"
"In post","2023","West Midlands","G6/G7","G7","Heterosexual / straight","1295","1255","54350","52150"
"In post","2023","West Midlands","G6/G7","G7","LGBO","75","75","53410","52150"
"In post","2023","West Midlands","G6/G7","G7","Undeclared","120","115","55030","52430"
"In post","2023","West Midlands","G6/G7","G7","Unknown","255","245","55590","54800"
"In post","2023","West Midlands","SCS level","SCS level","Heterosexual / straight","145","140","96940","88740"
"In post","2023","West Midlands","SCS level","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","West Midlands","SCS level","SCS level","Undeclared","10","5","[c]","[c]"
"In post","2023","West Midlands","SCS level","SCS level","Unknown","20","20","[c]","[c]"
"In post","2023","West Midlands","SEO/HEO","HEO","Heterosexual / straight","2295","2205","34070","34170"
"In post","2023","West Midlands","SEO/HEO","HEO","LGBO","140","140","33370","33500"
"In post","2023","West Midlands","SEO/HEO","HEO","Undeclared","230","225","34190","34350"
"In post","2023","West Midlands","SEO/HEO","HEO","Unknown","695","670","34180","34700"
"In post","2023","West Midlands","SEO/HEO","SEO","Heterosexual / straight","1600","1545","41290","39820"
"In post","2023","West Midlands","SEO/HEO","SEO","LGBO","80","80","40710","39750"
"In post","2023","West Midlands","SEO/HEO","SEO","Undeclared","150","145","41490","40210"
"In post","2023","West Midlands","SEO/HEO","SEO","Unknown","325","315","41550","41780"
"In post","2023","West Midlands","Unknown","Unknown","Heterosexual / straight","880","830","30180","29050"
"In post","2023","West Midlands","Unknown","Unknown","LGBO","50","50","28300","26840"
"In post","2023","West Midlands","Unknown","Unknown","Undeclared","80","75","30620","29050"
"In post","2023","West Midlands","Unknown","Unknown","Unknown","260","225","27580","25300"
"In post","2023","West Wales and The Valleys","AA/AO","AA","Heterosexual / straight","660","545","19510","19000"
"In post","2023","West Wales and The Valleys","AA/AO","AA","LGBO","45","40","19450","19000"
"In post","2023","West Wales and The Valleys","AA/AO","AA","Undeclared","340","250","19370","19000"
"In post","2023","West Wales and The Valleys","AA/AO","AA","Unknown","225","195","19750","19000"
"In post","2023","West Wales and The Valleys","AA/AO","AO","Heterosexual / straight","3720","3320","22800","22500"
"In post","2023","West Wales and The Valleys","AA/AO","AO","LGBO","225","215","22600","22500"
"In post","2023","West Wales and The Valleys","AA/AO","AO","Undeclared","745","620","22780","22500"
"In post","2023","West Wales and The Valleys","AA/AO","AO","Unknown","885","785","22890","22500"
"In post","2023","West Wales and The Valleys","EO","EO","Heterosexual / straight","3430","3165","28160","28120"
"In post","2023","West Wales and The Valleys","EO","EO","LGBO","195","190","28130","28120"
"In post","2023","West Wales and The Valleys","EO","EO","Undeclared","470","420","28060","28080"
"In post","2023","West Wales and The Valleys","EO","EO","Unknown","640","580","28000","28120"
"In post","2023","West Wales and The Valleys","G6/G7","G6","Heterosexual / straight","205","195","74460","76990"
"In post","2023","West Wales and The Valleys","G6/G7","G6","LGBO","10","10","[c]","[c]"
"In post","2023","West Wales and The Valleys","G6/G7","G6","Undeclared","25","25","[c]","[c]"
"In post","2023","West Wales and The Valleys","G6/G7","G6","Unknown","30","30","76590","76990"
"In post","2023","West Wales and The Valleys","G6/G7","G7","Heterosexual / straight","550","530","58560","58610"
"In post","2023","West Wales and The Valleys","G6/G7","G7","LGBO","20","20","[c]","[c]"
"In post","2023","West Wales and The Valleys","G6/G7","G7","Undeclared","95","95","58650","58190"
"In post","2023","West Wales and The Valleys","G6/G7","G7","Unknown","80","80","58830","57220"
"In post","2023","West Wales and The Valleys","SCS level","SCS level","Heterosexual / straight","35","35","92750","83000"
"In post","2023","West Wales and The Valleys","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","West Wales and The Valleys","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","West Wales and The Valleys","SCS level","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","West Wales and The Valleys","SEO/HEO","HEO","Heterosexual / straight","1700","1610","35510","34170"
"In post","2023","West Wales and The Valleys","SEO/HEO","HEO","LGBO","65","65","34970","34170"
"In post","2023","West Wales and The Valleys","SEO/HEO","HEO","Undeclared","245","230","35200","34170"
"In post","2023","West Wales and The Valleys","SEO/HEO","HEO","Unknown","220","205","34410","34520"
"In post","2023","West Wales and The Valleys","SEO/HEO","SEO","Heterosexual / straight","1160","1120","44380","43430"
"In post","2023","West Wales and The Valleys","SEO/HEO","SEO","LGBO","50","45","43400","42120"
"In post","2023","West Wales and The Valleys","SEO/HEO","SEO","Undeclared","200","190","44780","43160"
"In post","2023","West Wales and The Valleys","SEO/HEO","SEO","Unknown","135","125","43510","41700"
"In post","2023","West Wales and The Valleys","Unknown","Unknown","Heterosexual / straight","720","680","30290","29050"
"In post","2023","West Wales and The Valleys","Unknown","Unknown","LGBO","50","50","27740","24570"
"In post","2023","West Wales and The Valleys","Unknown","Unknown","Undeclared","30","30","33750","29050"
"In post","2023","West Wales and The Valleys","Unknown","Unknown","Unknown","150","140","26940","24570"
"In post","2023","West Yorkshire","AA/AO","AA","Heterosexual / straight","310","290","22380","23230"
"In post","2023","West Yorkshire","AA/AO","AA","LGBO","20","20","[c]","[c]"
"In post","2023","West Yorkshire","AA/AO","AA","Undeclared","40","30","21900","22520"
"In post","2023","West Yorkshire","AA/AO","AA","Unknown","105","95","22640","23230"
"In post","2023","West Yorkshire","AA/AO","AO","Heterosexual / straight","2720","2455","24530","22520"
"In post","2023","West Yorkshire","AA/AO","AO","LGBO","190","175","25090","22520"
"In post","2023","West Yorkshire","AA/AO","AO","Undeclared","305","265","24110","22520"
"In post","2023","West Yorkshire","AA/AO","AO","Unknown","1340","1210","24060","22520"
"In post","2023","West Yorkshire","EO","EO","Heterosexual / straight","3385","3125","28500","28120"
"In post","2023","West Yorkshire","EO","EO","LGBO","235","230","28660","28120"
"In post","2023","West Yorkshire","EO","EO","Undeclared","430","395","28330","28120"
"In post","2023","West Yorkshire","EO","EO","Unknown","1225","1140","28000","28120"
"In post","2023","West Yorkshire","G6/G7","G6","Heterosexual / straight","505","480","68410","66860"
"In post","2023","West Yorkshire","G6/G7","G6","LGBO","25","25","[c]","[c]"
"In post","2023","West Yorkshire","G6/G7","G6","Undeclared","60","55","66840","64300"
"In post","2023","West Yorkshire","G6/G7","G6","Unknown","85","80","70440","68610"
"In post","2023","West Yorkshire","G6/G7","G7","Heterosexual / straight","1375","1325","54810","53700"
"In post","2023","West Yorkshire","G6/G7","G7","LGBO","105","100","54760","52450"
"In post","2023","West Yorkshire","G6/G7","G7","Undeclared","180","175","54550","52610"
"In post","2023","West Yorkshire","G6/G7","G7","Unknown","285","270","55170","54910"
"In post","2023","West Yorkshire","SCS level","SCS level","Heterosexual / straight","120","120","90610","82050"
"In post","2023","West Yorkshire","SCS level","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","West Yorkshire","SCS level","SCS level","Undeclared","15","10","[c]","[c]"
"In post","2023","West Yorkshire","SCS level","SCS level","Unknown","20","20","[c]","[c]"
"In post","2023","West Yorkshire","SEO/HEO","HEO","Heterosexual / straight","2105","1995","34310","34400"
"In post","2023","West Yorkshire","SEO/HEO","HEO","LGBO","200","195","33920","34170"
"In post","2023","West Yorkshire","SEO/HEO","HEO","Undeclared","270","255","33910","34170"
"In post","2023","West Yorkshire","SEO/HEO","HEO","Unknown","665","640","34110","34700"
"In post","2023","West Yorkshire","SEO/HEO","SEO","Heterosexual / straight","1585","1520","41450","40790"
"In post","2023","West Yorkshire","SEO/HEO","SEO","LGBO","115","110","40550","38940"
"In post","2023","West Yorkshire","SEO/HEO","SEO","Undeclared","215","205","41680","41620"
"In post","2023","West Yorkshire","SEO/HEO","SEO","Unknown","320","310","41300","41780"
"In post","2023","West Yorkshire","Unknown","Unknown","Heterosexual / straight","825","770","30340","29050"
"In post","2023","West Yorkshire","Unknown","Unknown","LGBO","65","65","29450","26840"
"In post","2023","West Yorkshire","Unknown","Unknown","Undeclared","45","40","33680","32400"
"In post","2023","West Yorkshire","Unknown","Unknown","Unknown","155","145","26090","24570"
"Leaver CS","2023","Bedfordshire and Hertfordshire","AA/AO","AA","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","AA/AO","AA","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","AA/AO","AO","Heterosexual / straight","100","[c]","23750","24250"
"Leaver CS","2023","Bedfordshire and Hertfordshire","AA/AO","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","AA/AO","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","AA/AO","AO","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","EO","EO","Heterosexual / straight","155","[c]","29100","29290"
"Leaver CS","2023","Bedfordshire and Hertfordshire","EO","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","EO","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","EO","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","G6/G7","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","G6/G7","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","G6/G7","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
