"Status","Year","Function_of_post","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Cornwall and Isles of Scilly","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Cumbria","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","SEO/HEO","Heterosexual / straight","50","50","37030","37680"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Devon","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Devon","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Devon","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","EO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","EO","Unknown","25","20","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","SEO/HEO","Heterosexual / straight","35","30","34200","31890"
"In post","2023","Analysis","Dorset and Somerset","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","SEO/HEO","Unknown","30","30","33140","30820"
"In post","2023","Analysis","East Anglia","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","East Anglia","EO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Analysis","East Anglia","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","East Anglia","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","EO","Unknown","25","25","[c]","[c]"
"In post","2023","Analysis","East Anglia","G6/G7","Heterosexual / straight","35","35","53580","50020"
"In post","2023","Analysis","East Anglia","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","East Anglia","G6/G7","Unknown","40","40","53370","49400"
"In post","2023","Analysis","East Anglia","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","SEO/HEO","Heterosexual / straight","90","85","34310","34550"
"In post","2023","Analysis","East Anglia","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","East Anglia","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","East Anglia","SEO/HEO","Unknown","100","95","34020","31270"
"In post","2023","Analysis","East Wales","AA/AO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Analysis","East Wales","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Wales","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Wales","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","East Wales","EO","Heterosexual / straight","70","70","25670","25070"
"In post","2023","Analysis","East Wales","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","East Wales","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","East Wales","EO","Unknown","30","25","[c]","[c]"
"In post","2023","Analysis","East Wales","G6/G7","Heterosexual / straight","170","165","54960","52490"
"In post","2023","Analysis","East Wales","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2023","Analysis","East Wales","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","East Wales","G6/G7","Unknown","55","55","54090","51460"
"In post","2023","Analysis","East Wales","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","East Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Wales","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Wales","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","East Wales","SEO/HEO","Heterosexual / straight","470","455","35560","37520"
"In post","2023","Analysis","East Wales","SEO/HEO","LGBO","65","60","34620","31560"
"In post","2023","Analysis","East Wales","SEO/HEO","Undeclared","35","35","35670","37760"
"In post","2023","Analysis","East Wales","SEO/HEO","Unknown","145","145","35690","37690"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Essex","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Heterosexual / straight","40","40","27560","27110"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Heterosexual / straight","210","200","56540","57030"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","LGBO","15","10","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Unknown","75","75","54880","49260"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Heterosexual / straight","280","270","36610","39240"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","LGBO","35","30","35400","36830"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Unknown","80","75","35860","38110"
"In post","2023","Analysis","Greater Manchester","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","G6/G7","Heterosexual / straight","75","70","59190","57970"
"In post","2023","Analysis","Greater Manchester","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","SEO/HEO","Heterosexual / straight","185","180","37310","35000"
"In post","2023","Analysis","Greater Manchester","SEO/HEO","LGBO","30","30","36960","35000"
"In post","2023","Analysis","Greater Manchester","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","SEO/HEO","Unknown","40","40","38970","41780"
"In post","2023","Analysis","Hampshire and Isle of Wight","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","EO","Heterosexual / straight","40","35","26150","24970"
"In post","2023","Analysis","Hampshire and Isle of Wight","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","G6/G7","Heterosexual / straight","310","290","54170","51460"
"In post","2023","Analysis","Hampshire and Isle of Wight","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","G6/G7","Unknown","85","85","54850","51460"
"In post","2023","Analysis","Hampshire and Isle of Wight","SCS level","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","SEO/HEO","Heterosexual / straight","425","405","36040","37760"
"In post","2023","Analysis","Hampshire and Isle of Wight","SEO/HEO","LGBO","55","55","35000","34050"
"In post","2023","Analysis","Hampshire and Isle of Wight","SEO/HEO","Undeclared","30","25","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","SEO/HEO","Unknown","120","115","34400","31560"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Highlands and Islands","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Highlands and Islands","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Inner London - East","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","EO","Heterosexual / straight","70","65","28970","28960"
"In post","2023","Analysis","Inner London - East","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Inner London - East","EO","Unknown","25","25","[c]","[c]"
"In post","2023","Analysis","Inner London - East","G6/G7","Heterosexual / straight","270","260","64470","61740"
"In post","2023","Analysis","Inner London - East","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2023","Analysis","Inner London - East","G6/G7","Undeclared","45","40","64110","62090"
"In post","2023","Analysis","Inner London - East","G6/G7","Unknown","55","50","63520","61530"
"In post","2023","Analysis","Inner London - East","SCS level","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Analysis","Inner London - East","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","SEO/HEO","Heterosexual / straight","285","280","40800","39790"
"In post","2023","Analysis","Inner London - East","SEO/HEO","LGBO","35","35","39820","39450"
"In post","2023","Analysis","Inner London - East","SEO/HEO","Undeclared","30","30","41000","43600"
"In post","2023","Analysis","Inner London - East","SEO/HEO","Unknown","105","105","39600","39110"
"In post","2023","Analysis","Inner London - West","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","Inner London - West","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - West","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - West","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2023","Analysis","Inner London - West","EO","Heterosexual / straight","155","150","29950","30090"
"In post","2023","Analysis","Inner London - West","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Inner London - West","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","Inner London - West","EO","Unknown","45","45","30390","29890"
"In post","2023","Analysis","Inner London - West","G6/G7","Heterosexual / straight","980","940","63840","60430"
"In post","2023","Analysis","Inner London - West","G6/G7","LGBO","95","90","61300","59370"
"In post","2023","Analysis","Inner London - West","G6/G7","Undeclared","110","100","64300","60690"
"In post","2023","Analysis","Inner London - West","G6/G7","Unknown","150","145","61130","59000"
"In post","2023","Analysis","Inner London - West","SCS level","Heterosexual / straight","100","95","88230","80830"
"In post","2023","Analysis","Inner London - West","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","Inner London - West","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Inner London - West","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Inner London - West","SEO/HEO","Heterosexual / straight","950","930","39800","39150"
"In post","2023","Analysis","Inner London - West","SEO/HEO","LGBO","115","115","39350","39110"
"In post","2023","Analysis","Inner London - West","SEO/HEO","Undeclared","115","110","40090","39150"
"In post","2023","Analysis","Inner London - West","SEO/HEO","Unknown","320","320","38140","37060"
"In post","2023","Analysis","Inner London - West","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - West","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Kent","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Merseyside","EO","LGBO","[c]","[c]","[c]","[c]"
