"Status","Year","Age","Organisation","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","65+","Forestry and Land Scotland","Scotland","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","65+","Forestry and Land Scotland","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Forestry and Land Scotland","Scotland","Unknown","35","30","34730","29560"
"In post","2023","65+","Government Actuary's Department","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Actuary's Department","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Actuary's Department","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Commercial Organisation","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","65+","Government Commercial Organisation","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Commercial Organisation","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Commercial Organisation","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Commercial Organisation","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Commercial Organisation","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Commercial Organisation","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Commercial Organisation","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Commercial Organisation","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Internal Audit Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Internal Audit Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Internal Audit Agency","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Internal Audit Agency","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Internal Audit Agency","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Legal Department","London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","65+","Government Legal Department","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Legal Department","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Legal Department","London","Unknown","10","10","[c]","[c]"
"In post","2023","65+","Government Property Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Property Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Property Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Property Agency","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Property Agency","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Property Agency","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Property Agency","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","East Midlands (England)","Heterosexual / straight","40","30","22500","21780"
"In post","2023","65+","HM Courts and Tribunals Service","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","East Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","East of England","Heterosexual / straight","50","35","22460","19930"
"In post","2023","65+","HM Courts and Tribunals Service","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","East of England","Undeclared","10","5","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","London","Heterosexual / straight","185","155","27000","25480"
"In post","2023","65+","HM Courts and Tribunals Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","London","Undeclared","35","30","28360","25480"
"In post","2023","65+","HM Courts and Tribunals Service","London","Unknown","20","20","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","North East (England)","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","North West (England)","Heterosexual / straight","65","50","21580","21780"
"In post","2023","65+","HM Courts and Tribunals Service","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","North West (England)","Undeclared","10","10","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","South East (England)","Heterosexual / straight","65","55","22850","21780"
"In post","2023","65+","HM Courts and Tribunals Service","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","South East (England)","Undeclared","10","10","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","South West (England)","Heterosexual / straight","45","35","23540","21780"
"In post","2023","65+","HM Courts and Tribunals Service","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","Wales","Heterosexual / straight","30","25","21550","21780"
"In post","2023","65+","HM Courts and Tribunals Service","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","Wales","Undeclared","5","5","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","West Midlands (England)","Heterosexual / straight","35","25","22490","21780"
"In post","2023","65+","HM Courts and Tribunals Service","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","West Midlands (England)","Undeclared","10","5","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","Yorkshire and The Humber","Heterosexual / straight","25","15","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","Yorkshire and The Humber","Undeclared","5","5","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","East Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2023","65+","HM Land Registry","East of England","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","65+","HM Land Registry","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","London","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","65+","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","North East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","65+","HM Land Registry","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","North West (England)","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","65+","HM Land Registry","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2023","65+","HM Land Registry","South West (England)","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","65+","HM Land Registry","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","South West (England)","Unknown","15","10","[c]","[c]"
"In post","2023","65+","HM Land Registry","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","65+","HM Land Registry","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","Wales","Unknown","10","5","[c]","[c]"
"In post","2023","65+","HM Land Registry","West Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","65+","HM Land Registry","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","West Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2023","65+","HM Land Registry","Yorkshire and The Humber","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","65+","HM Land Registry","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","East Midlands (England)","Heterosexual / straight","85","65","29380","29050"
"In post","2023","65+","HM Prison and Probation Service","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","East Midlands (England)","Undeclared","10","5","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","East Midlands (England)","Unknown","15","10","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","East of England","Heterosexual / straight","110","85","29740","25340"
"In post","2023","65+","HM Prison and Probation Service","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","East of England","Undeclared","20","15","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","East of England","Unknown","25","15","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","London","Heterosexual / straight","145","115","35420","32790"
"In post","2023","65+","HM Prison and Probation Service","London","LGBO","5","5","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","London","Undeclared","30","20","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","London","Unknown","45","35","31330","29180"
"In post","2023","65+","HM Prison and Probation Service","North East (England)","Heterosexual / straight","50","35","29440","29050"
"In post","2023","65+","HM Prison and Probation Service","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","North East (England)","Undeclared","10","5","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","North East (England)","Unknown","10","5","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","North West (England)","Heterosexual / straight","130","100","30130","28880"
"In post","2023","65+","HM Prison and Probation Service","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","North West (England)","Undeclared","10","5","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","North West (England)","Unknown","50","35","28910","29050"
"In post","2023","65+","HM Prison and Probation Service","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","South East (England)","Heterosexual / straight","190","145","30450","28100"
"In post","2023","65+","HM Prison and Probation Service","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","South East (England)","Undeclared","25","15","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","South East (England)","Unknown","50","40","28760","27430"
"In post","2023","65+","HM Prison and Probation Service","South West (England)","Heterosexual / straight","105","70","28810","26500"
"In post","2023","65+","HM Prison and Probation Service","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","South West (England)","Undeclared","15","15","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","South West (England)","Unknown","30","20","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","Wales","Heterosexual / straight","45","35","31710","29050"
"In post","2023","65+","HM Prison and Probation Service","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","Wales","Undeclared","5","5","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","Wales","Unknown","15","10","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","West Midlands (England)","Heterosexual / straight","105","75","28140","25340"
"In post","2023","65+","HM Prison and Probation Service","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","West Midlands (England)","Unknown","35","20","31610","29050"
"In post","2023","65+","HM Prison and Probation Service","Yorkshire and The Humber","Heterosexual / straight","115","80","30650","29050"
"In post","2023","65+","HM Prison and Probation Service","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","Yorkshire and The Humber","Undeclared","10","10","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","Yorkshire and The Humber","Unknown","25","20","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Heterosexual / straight","45","30","37210","35240"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Unknown","20","15","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","East of England","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","East of England","Unknown","15","10","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","London","Heterosexual / straight","175","135","44460","39880"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","London","LGBO","10","10","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","London","Undeclared","30","25","41570","35000"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","London","Unknown","115","90","38590","34370"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","North East (England)","Heterosexual / straight","150","105","27240","22520"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","North East (England)","Undeclared","20","15","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","North East (England)","Unknown","90","65","26210","22520"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","North West (England)","Heterosexual / straight","150","105","30480","29580"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","North West (England)","Undeclared","25","15","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","North West (England)","Unknown","100","75","28330","22520"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Northern Ireland","Heterosexual / straight","25","15","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Northern Ireland","Unknown","10","10","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Scotland","Heterosexual / straight","105","70","30600","29730"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Scotland","Undeclared","15","10","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Scotland","Unknown","60","45","27360","22520"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","South East (England)","Heterosexual / straight","60","40","32460","29730"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","South East (England)","Undeclared","15","10","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","South East (England)","Unknown","35","25","29810","28130"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","South West (England)","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Wales","Heterosexual / straight","45","30","30170","28670"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Wales","Undeclared","20","10","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Wales","Unknown","25","20","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Heterosexual / straight","60","45","36410","35000"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Undeclared","15","10","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Unknown","25","15","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","45","30","30530","29730"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Undeclared","10","5","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Unknown","25","15","[c]","[c]"
"In post","2023","65+","HM Treasury (excl. agencies)","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","65+","HM Treasury (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","East Midlands (England)","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","North West (England)","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","Yorkshire and The Humber","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","East of England","Heterosexual / straight","40","30","27070","26110"
"In post","2023","65+","Home Office","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","East of England","Undeclared","10","5","[c]","[c]"
"In post","2023","65+","Home Office","East of England","Unknown","5","5","[c]","[c]"
"In post","2023","65+","Home Office","London","Heterosexual / straight","355","290","32400","30020"
"In post","2023","65+","Home Office","London","LGBO","5","5","[c]","[c]"
"In post","2023","65+","Home Office","London","Undeclared","80","65","33530","30410"
"In post","2023","65+","Home Office","London","Unknown","25","20","[c]","[c]"
"In post","2023","65+","Home Office","North East (England)","Heterosexual / straight","35","20","22990","22400"
"In post","2023","65+","Home Office","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","North East (England)","Unknown","5","5","[c]","[c]"
"In post","2023","65+","Home Office","North West (England)","Heterosexual / straight","140","105","25390","22400"
"In post","2023","65+","Home Office","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","North West (England)","Undeclared","15","10","[c]","[c]"
"In post","2023","65+","Home Office","North West (England)","Unknown","15","15","[c]","[c]"
"In post","2023","65+","Home Office","Northern Ireland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","65+","Home Office","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Scotland","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","65+","Home Office","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","South East (England)","Heterosexual / straight","70","40","30580","27650"
"In post","2023","65+","Home Office","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","South East (England)","Undeclared","10","5","[c]","[c]"
"In post","2023","65+","Home Office","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","South West (England)","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","65+","Home Office","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","65+","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Wales","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","65+","Home Office","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","West Midlands (England)","Heterosexual / straight","25","15","[c]","[c]"
"In post","2023","65+","Home Office","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
