"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Mixed","Science and Engineering","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","South West (England)","G7","25","20","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","South West (England)","HEO","30","30","32300","31920"
"In post","2023","Mixed","Science and Engineering","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","South West (England)","SEO","25","25","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","South West (England)","Unknown","15","15","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Wales","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","East of England","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","London","G7","5","5","[c]","[c]"
"In post","2023","Mixed","Security","London","HEO","10","10","[c]","[c]"
"In post","2023","Mixed","Security","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","London","SEO","5","5","[c]","[c]"
"In post","2023","Mixed","Security","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Scotland","AO","5","5","[c]","[c]"
"In post","2023","Mixed","Security","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","South East (England)","AO","10","10","[c]","[c]"
"In post","2023","Mixed","Security","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","South West (England)","AO","5","5","[c]","[c]"
"In post","2023","Mixed","Security","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Wales","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","London","G7","5","5","[c]","[c]"
"In post","2023","Mixed","Social Research","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","London","SEO","5","5","[c]","[c]"
"In post","2023","Mixed","Social Research","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","Wales","HEO","5","5","[c]","[c]"
"In post","2023","Mixed","Social Research","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","London","G6","5","5","[c]","[c]"
"In post","2023","Mixed","Statistics","London","G7","10","10","[c]","[c]"
"In post","2023","Mixed","Statistics","London","HEO","20","20","[c]","[c]"
"In post","2023","Mixed","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","London","SEO","10","10","[c]","[c]"
"In post","2023","Mixed","Statistics","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","East Midlands (England)","EO","10","10","[c]","[c]"
"In post","2023","Mixed","Tax","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","East Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2023","Mixed","Tax","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","London","EO","5","5","[c]","[c]"
"In post","2023","Mixed","Tax","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","London","G7","5","5","[c]","[c]"
"In post","2023","Mixed","Tax","London","HEO","25","25","[c]","[c]"
"In post","2023","Mixed","Tax","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","London","SEO","10","10","[c]","[c]"
"In post","2023","Mixed","Tax","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","North East (England)","EO","5","5","[c]","[c]"
"In post","2023","Mixed","Tax","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","North East (England)","HEO","10","5","[c]","[c]"
"In post","2023","Mixed","Tax","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","North West (England)","AO","10","10","[c]","[c]"
"In post","2023","Mixed","Tax","North West (England)","EO","10","10","[c]","[c]"
"In post","2023","Mixed","Tax","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","North West (England)","G7","10","10","[c]","[c]"
"In post","2023","Mixed","Tax","North West (England)","HEO","15","15","[c]","[c]"
"In post","2023","Mixed","Tax","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Scotland","EO","5","5","[c]","[c]"
"In post","2023","Mixed","Tax","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","South East (England)","G7","[c]","[c]","[c]","[c]"
