"Status","Year","Function_of_post","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","LGBO","230","230","47300","40800"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Undeclared","175","175","45780","40550"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Unknown","205","200","46720","40800"
"In post","2023","No function","Department for Transport (excl. agencies)","Department for Transport","Heterosexual / straight","1435","1385","51870","50240"
"In post","2023","No function","Department for Transport (excl. agencies)","Department for Transport","LGBO","170","170","49500","47420"
"In post","2023","No function","Department for Transport (excl. agencies)","Department for Transport","Undeclared","165","160","53180","47420"
"In post","2023","No function","Department for Transport (excl. agencies)","Department for Transport","Unknown","470","455","46450","43320"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heterosexual / straight","44765","39860","27720","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","LGBO","2705","2555","27550","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Undeclared","5350","4680","26940","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","10950","9325","26880","28120"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Heterosexual / straight","1575","1510","51360","50830"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","LGBO","200","195","51980","44360"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Undeclared","985","950","48470","50830"
"In post","2023","No function","Driver and Vehicle Licensing Agency","Department for Transport","Heterosexual / straight","2960","2595","24320","22500"
"In post","2023","No function","Driver and Vehicle Licensing Agency","Department for Transport","LGBO","190","180","23260","22500"
"In post","2023","No function","Driver and Vehicle Licensing Agency","Department for Transport","Undeclared","985","790","23250","22500"
"In post","2023","No function","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","550","485","23150","22500"
"In post","2023","No function","Driver and Vehicle Standards Agency","Department for Transport","Heterosexual / straight","2345","2205","29870","27490"
"In post","2023","No function","Driver and Vehicle Standards Agency","Department for Transport","LGBO","125","120","28630","27400"
"In post","2023","No function","Driver and Vehicle Standards Agency","Department for Transport","Undeclared","665","585","29200","27450"
"In post","2023","No function","Driver and Vehicle Standards Agency","Department for Transport","Unknown","990","945","27370","27190"
"In post","2023","No function","Education and Skills Funding Agency","Department for Education","Heterosexual / straight","280","265","41890","37880"
"In post","2023","No function","Education and Skills Funding Agency","Department for Education","LGBO","25","25","[c]","[c]"
"In post","2023","No function","Education and Skills Funding Agency","Department for Education","Undeclared","20","20","[c]","[c]"
"In post","2023","No function","Education and Skills Funding Agency","Department for Education","Unknown","35","35","40220","37540"
"In post","2023","No function","Food Standards Agency","Food Standards Agency","Heterosexual / straight","770","750","38740","35730"
"In post","2023","No function","Food Standards Agency","Food Standards Agency","LGBO","50","50","40850","37720"
"In post","2023","No function","Food Standards Agency","Food Standards Agency","Undeclared","100","95","40270","38380"
"In post","2023","No function","Food Standards Agency","Food Standards Agency","Unknown","245","235","32300","28550"
"In post","2023","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Heterosexual / straight","2650","2615","52310","53000"
"In post","2023","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","LGBO","255","250","51380","53050"
"In post","2023","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Undeclared","25","25","[c]","[c]"
"In post","2023","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","1330","1315","51740","53500"
"In post","2023","No function","Government Actuary's Department","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Government Actuary's Department","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Government Actuary's Department","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Government Internal Audit Agency","HM Treasury","Heterosexual / straight","75","65","42840","40270"
"In post","2023","No function","Government Internal Audit Agency","HM Treasury","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Government Internal Audit Agency","HM Treasury","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","HM Courts and Tribunals Service","Ministry of Justice","Heterosexual / straight","11060","9885","26940","23000"
"In post","2023","No function","HM Courts and Tribunals Service","Ministry of Justice","LGBO","570","545","26610","21780"
"In post","2023","No function","HM Courts and Tribunals Service","Ministry of Justice","Undeclared","1795","1615","27590","25480"
"In post","2023","No function","HM Courts and Tribunals Service","Ministry of Justice","Unknown","1470","1355","26050","21780"
"In post","2023","No function","HM Land Registry","HM Land Registry","Heterosexual / straight","3000","2675","30470","28080"
"In post","2023","No function","HM Land Registry","HM Land Registry","LGBO","150","145","28660","28080"
"In post","2023","No function","HM Land Registry","HM Land Registry","Undeclared","510","435","31900","28080"
"In post","2023","No function","HM Land Registry","HM Land Registry","Unknown","1615","1475","28030","28080"
"In post","2023","No function","HM Prison and Probation Service","Ministry of Justice","Heterosexual / straight","46425","43860","32470","30880"
"In post","2023","No function","HM Prison and Probation Service","Ministry of Justice","LGBO","3720","3620","31770","30810"
"In post","2023","No function","HM Prison and Probation Service","Ministry of Justice","Undeclared","4170","3880","34070","32920"
"In post","2023","No function","HM Prison and Probation Service","Ministry of Justice","Unknown","11145","10325","30270","29050"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Heterosexual / straight","21080","19530","33620","29730"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","LGBO","1595","1535","32530","28130"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Undeclared","2215","2015","34550","29730"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","11580","10580","29440","27650"
"In post","2023","No function","HM Treasury (excl. agencies)","HM Treasury","Heterosexual / straight","1160","1140","49280","53550"
"In post","2023","No function","HM Treasury (excl. agencies)","HM Treasury","LGBO","155","155","45890","38660"
"In post","2023","No function","HM Treasury (excl. agencies)","HM Treasury","Undeclared","185","180","46610","45380"
"In post","2023","No function","HM Treasury (excl. agencies)","HM Treasury","Unknown","45","45","51100","54090"
"In post","2023","No function","Health and Safety Executive","Department for Work and Pensions","Heterosexual / straight","1625","1540","43780","40840"
"In post","2023","No function","Health and Safety Executive","Department for Work and Pensions","LGBO","115","115","38800","32800"
"In post","2023","No function","Health and Safety Executive","Department for Work and Pensions","Undeclared","350","330","45560","44060"
"In post","2023","No function","Health and Safety Executive","Department for Work and Pensions","Unknown","185","175","43290","40790"
"In post","2023","No function","Home Office","Home Office","Heterosexual / straight","24975","23220","33030","29750"
"In post","2023","No function","Home Office","Home Office","LGBO","1220","1185","33580","27650"
"In post","2023","No function","Home Office","Home Office","Undeclared","3415","3120","33490","29890"
"In post","2023","No function","Home Office","Home Office","Unknown","9750","9390","28470","25880"
"In post","2023","No function","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","660","615","39190","31750"
"In post","2023","No function","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","LGBO","55","55","34580","31140"
"In post","2023","No function","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Undeclared","60","55","42250","42760"
"In post","2023","No function","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","330","305","38130","30950"
"In post","2023","No function","Legal Aid Agency","Ministry of Justice","Heterosexual / straight","890","825","31240","25830"
"In post","2023","No function","Legal Aid Agency","Ministry of Justice","LGBO","50","50","30260","25830"
"In post","2023","No function","Legal Aid Agency","Ministry of Justice","Undeclared","110","105","30940","25830"
"In post","2023","No function","Legal Aid Agency","Ministry of Justice","Unknown","105","100","25870","21780"
"In post","2023","No function","Maritime and Coastguard Agency","Department for Transport","Heterosexual / straight","700","680","35770","31940"
"In post","2023","No function","Maritime and Coastguard Agency","Department for Transport","LGBO","35","30","37050","31660"
"In post","2023","No function","Maritime and Coastguard Agency","Department for Transport","Undeclared","120","115","35320","32090"
"In post","2023","No function","Maritime and Coastguard Agency","Department for Transport","Unknown","115","110","28920","22500"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Ministry of Defence","Heterosexual / straight","11970","11440","32710","27140"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Ministry of Defence","LGBO","345","335","34850","30080"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Ministry of Defence","Undeclared","1505","1445","33940","27470"
"In post","2023","No function","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","2005","1900","33800","27080"
"In post","2023","No function","Ministry of Justice (excl. agencies)","Ministry of Justice","Heterosexual / straight","1390","1350","44100","43650"
"In post","2023","No function","Ministry of Justice (excl. agencies)","Ministry of Justice","LGBO","170","165","43940","43650"
"In post","2023","No function","Ministry of Justice (excl. agencies)","Ministry of Justice","Undeclared","155","150","43610","38920"
"In post","2023","No function","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","545","535","40620","35410"
"In post","2023","No function","National Crime Agency","National Crime Agency","Heterosexual / straight","3665","3570","42350","40440"
"In post","2023","No function","National Crime Agency","National Crime Agency","LGBO","190","185","39680","38310"
"In post","2023","No function","National Crime Agency","National Crime Agency","Undeclared","295","290","41350","39630"
"In post","2023","No function","National Crime Agency","National Crime Agency","Unknown","545","525","43170","41910"
"In post","2023","No function","National Infrastructure Commission","HM Treasury","Heterosexual / straight","35","30","57720","54670"
"In post","2023","No function","National Infrastructure Commission","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","National Infrastructure Commission","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","National Savings and Investments","Chancellor's other departments","Heterosexual / straight","40","35","52650","44400"
"In post","2023","No function","National Savings and Investments","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","National Savings and Investments","Chancellor's other departments","Undeclared","15","15","[c]","[c]"
"In post","2023","No function","Office for Budget Responsibility","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office for Budget Responsibility","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","1305","1265","55690","52750"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","LGBO","105","100","55400","52750"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Undeclared","75","75","52380","52750"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Unknown","65","60","43940","41050"
"In post","2023","No function","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Heterosexual / straight","425","420","39620","33400"
"In post","2023","No function","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","LGBO","75","75","34580","28690"
"In post","2023","No function","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Undeclared","30","30","[c]","[c]"
"In post","2023","No function","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","170","165","50830","45610"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Heterosexual / straight","205","200","44820","40960"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","LGBO","15","10","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Undeclared","25","25","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Unknown","15","15","[c]","[c]"
"In post","2023","No function","Office of Rail and Road","Office of Rail and Road","Heterosexual / straight","155","150","56650","57070"
"In post","2023","No function","Office of Rail and Road","Office of Rail and Road","LGBO","15","15","[c]","[c]"
"In post","2023","No function","Office of Rail and Road","Office of Rail and Road","Undeclared","25","25","[c]","[c]"
"In post","2023","No function","Office of Rail and Road","Office of Rail and Road","Unknown","50","50","61420","60320"
"In post","2023","No function","Office of the Public Guardian","Ministry of Justice","Heterosexual / straight","1075","995","24920","21780"
"In post","2023","No function","Office of the Public Guardian","Ministry of Justice","LGBO","65","65","25310","21780"
"In post","2023","No function","Office of the Public Guardian","Ministry of Justice","Undeclared","110","100","25520","21780"
"In post","2023","No function","Office of the Public Guardian","Ministry of Justice","Unknown","370","345","23250","21780"
"In post","2023","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Heterosexual / straight","545","495","49310","48660"
"In post","2023","No function","Planning Inspectorate","Department for Levelling Up, Housing and Communities","LGBO","25","25","[c]","[c]"
"In post","2023","No function","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Undeclared","70","65","47170","48660"
"In post","2023","No function","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Unknown","120","110","38570","28250"
"In post","2023","No function","Registers of Scotland","Scottish Government","Heterosexual / straight","495","480","35120","32510"
"In post","2023","No function","Registers of Scotland","Scottish Government","LGBO","30","30","[c]","[c]"
"In post","2023","No function","Registers of Scotland","Scottish Government","Undeclared","60","60","34590","32510"
"In post","2023","No function","Registers of Scotland","Scottish Government","Unknown","350","330","32330","32510"
"In post","2023","No function","Scottish Courts and Tribunals Service","Scottish Government","Heterosexual / straight","580","540","30600","25060"
"In post","2023","No function","Scottish Courts and Tribunals Service","Scottish Government","LGBO","50","45","27690","25060"
"In post","2023","No function","Scottish Courts and Tribunals Service","Scottish Government","Undeclared","25","25","[c]","[c]"
"In post","2023","No function","Scottish Courts and Tribunals Service","Scottish Government","Unknown","1065","950","28170","25060"
"In post","2023","No function","Scottish Prison Service","Scottish Government","Heterosexual / straight","1195","1100","37270","37060"
"In post","2023","No function","Scottish Prison Service","Scottish Government","LGBO","90","85","35580","37060"
"In post","2023","No function","Scottish Prison Service","Scottish Government","Undeclared","45","40","37850","37060"
"In post","2023","No function","Scottish Prison Service","Scottish Government","Unknown","2570","2415","33430","34070"
"In post","2023","No function","Serious Fraud Office","Attorney General's Departments","Heterosexual / straight","40","35","43120","37020"
"In post","2023","No function","Serious Fraud Office","Attorney General's Departments","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Serious Fraud Office","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Serious Fraud Office","Attorney General's Departments","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Standards and Testing Agency","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Standards and Testing Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Teaching Regulation Agency","Department for Education","Heterosexual / straight","75","70","33060","30330"
"In post","2023","No function","Teaching Regulation Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Teaching Regulation Agency","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Teaching Regulation Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","610","575","32540","26940"
"In post","2023","No function","The Insolvency Service","Department for Business, Energy and Industrial Strategy","LGBO","30","25","[c]","[c]"
"In post","2023","No function","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Undeclared","35","35","34430","31620"
"In post","2023","No function","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Unknown","410","385","28030","24620"
"In post","2023","No function","The National Archives","The National Archives","Heterosexual / straight","140","135","35960","31150"
"In post","2023","No function","The National Archives","The National Archives","LGBO","25","25","[c]","[c]"
"In post","2023","No function","The National Archives","The National Archives","Undeclared","40","35","36660","33460"
"In post","2023","No function","The National Archives","The National Archives","Unknown","135","130","35410","31650"
"In post","2023","No function","UK Debt Management Office","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","UK Debt Management Office","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","UK Debt Management Office","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","UK Debt Management Office","HM Treasury","Unknown","20","20","[c]","[c]"
"In post","2023","No function","UK Health Security Agency","Department of Health and Social Care","Heterosexual / straight","2630","2475","45370","39030"
"In post","2023","No function","UK Health Security Agency","Department of Health and Social Care","LGBO","165","160","43730","40510"
"In post","2023","No function","UK Health Security Agency","Department of Health and Social Care","Undeclared","395","360","47300","41280"
"In post","2023","No function","UK Health Security Agency","Department of Health and Social Care","Unknown","1375","1295","47420","41110"
"In post","2023","No function","UK Hydrographic Office","Ministry of Defence","Heterosexual / straight","395","375","35540","34370"
"In post","2023","No function","UK Hydrographic Office","Ministry of Defence","LGBO","15","15","[c]","[c]"
"In post","2023","No function","UK Hydrographic Office","Ministry of Defence","Undeclared","45","45","35140","34370"
"In post","2023","No function","UK Hydrographic Office","Ministry of Defence","Unknown","180","170","33380","29880"
"In post","2023","No function","UK Statistics Authority","UK Statistics Authority","Heterosexual / straight","1770","1430","28430","24280"
"In post","2023","No function","UK Statistics Authority","UK Statistics Authority","LGBO","85","80","31040","31060"
"In post","2023","No function","UK Statistics Authority","UK Statistics Authority","Undeclared","110","90","29480","24840"
"In post","2023","No function","UK Statistics Authority","UK Statistics Authority","Unknown","615","500","27390","21200"
"In post","2023","No function","Vehicle Certification Agency","Department for Transport","Heterosexual / straight","140","135","37850","35280"
"In post","2023","No function","Vehicle Certification Agency","Department for Transport","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Vehicle Certification Agency","Department for Transport","Undeclared","35","30","33950","34620"
"In post","2023","No function","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Heterosexual / straight","120","115","41640","39830"
"In post","2023","No function","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Undeclared","20","20","[c]","[c]"
"In post","2023","No function","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Unknown","15","15","[c]","[c]"
"In post","2023","No function","Water Services Regulation Authority","Water Services Regulation Authority","Heterosexual / straight","70","70","54600","48460"
"In post","2023","No function","Water Services Regulation Authority","Water Services Regulation Authority","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Water Services Regulation Authority","Water Services Regulation Authority","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Water Services Regulation Authority","Water Services Regulation Authority","Unknown","20","15","[c]","[c]"
"In post","2023","No function","Welsh Revenue Authority","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Welsh Revenue Authority","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Welsh Revenue Authority","Welsh Government","Unknown","35","35","43690","39690"
"In post","2023","Project Delivery","Active Travel England","Department for Transport","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Project Delivery","Active Travel England","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Active Travel England","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","65","60","43710","41070"
"In post","2023","Project Delivery","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","LGBO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Undeclared","10","10","[c]","[c]"
"In post","2023","Project Delivery","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","95","90","29960","26460"
"In post","2023","Project Delivery","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","LGBO","10","10","[c]","[c]"
"In post","2023","Project Delivery","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Undeclared","5","5","[c]","[c]"
"In post","2023","Project Delivery","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","10","10","[c]","[c]"
"In post","2023","Project Delivery","Attorney General's Office","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Attorney General's Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Attorney General's Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Building Digital UK","Department for Digital, Culture, Media and Sport","Heterosexual / straight","85","85","49300","53030"
"In post","2023","Project Delivery","Building Digital UK","Department for Digital, Culture, Media and Sport","LGBO","10","10","[c]","[c]"
"In post","2023","Project Delivery","Building Digital UK","Department for Digital, Culture, Media and Sport","Undeclared","5","5","[c]","[c]"
"In post","2023","Project Delivery","Building Digital UK","Department for Digital, Culture, Media and Sport","Unknown","15","10","[c]","[c]"
"In post","2023","Project Delivery","Cabinet Office (excl. agencies)","Cabinet Office","Heterosexual / straight","135","130","70360","61290"
"In post","2023","Project Delivery","Cabinet Office (excl. agencies)","Cabinet Office","LGBO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Cabinet Office (excl. agencies)","Cabinet Office","Undeclared","15","15","[c]","[c]"
"In post","2023","Project Delivery","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","20","20","[c]","[c]"
"In post","2023","Project Delivery","Central Civil Service Fast Stream","Cabinet Office","Heterosexual / straight","60","60","32760","32960"
"In post","2023","Project Delivery","Central Civil Service Fast Stream","Cabinet Office","LGBO","10","10","[c]","[c]"
"In post","2023","Project Delivery","Central Civil Service Fast Stream","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Central Civil Service Fast Stream","Cabinet Office","Unknown","190","190","30020","28840"
"In post","2023","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","25","20","[c]","[c]"
"In post","2023","Project Delivery","Charity Commission","Charity Commission","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Project Delivery","Charity Commission","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Charity Commission","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Companies House","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Project Delivery","Companies House","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Companies House","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Companies House","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Competition and Markets Authority","Competition and Markets Authority","Heterosexual / straight","355","345","61750","57680"
"In post","2023","Project Delivery","Competition and Markets Authority","Competition and Markets Authority","LGBO","30","30","56570","55130"
"In post","2023","Project Delivery","Competition and Markets Authority","Competition and Markets Authority","Undeclared","35","30","75360","69620"
"In post","2023","Project Delivery","Competition and Markets Authority","Competition and Markets Authority","Unknown","15","15","[c]","[c]"
"In post","2023","Project Delivery","Criminal Injuries Compensation Authority","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Criminal Injuries Compensation Authority","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Crown Commercial Service","Cabinet Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Project Delivery","Crown Commercial Service","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Crown Commercial Service","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Defence Electronics and Components Agency","Ministry of Defence","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Project Delivery","Defence Electronics and Components Agency","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Defence Equipment and Support","Ministry of Defence","Heterosexual / straight","1740","1675","42950","40470"
"In post","2023","Project Delivery","Defence Equipment and Support","Ministry of Defence","LGBO","55","55","39580","38790"
"In post","2023","Project Delivery","Defence Equipment and Support","Ministry of Defence","Undeclared","205","195","45720","42620"
"In post","2023","Project Delivery","Defence Equipment and Support","Ministry of Defence","Unknown","145","140","36500","32550"
"In post","2023","Project Delivery","Defence Science and Technology Laboratory","Ministry of Defence","Heterosexual / straight","900","855","42390","39890"
"In post","2023","Project Delivery","Defence Science and Technology Laboratory","Ministry of Defence","LGBO","45","45","35650","30650"
"In post","2023","Project Delivery","Defence Science and Technology Laboratory","Ministry of Defence","Undeclared","25","25","[c]","[c]"
"In post","2023","Project Delivery","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","250","240","40870","39890"
"In post","2023","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","40","35","55020","57530"
"In post","2023","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Undeclared","5","5","[c]","[c]"
"In post","2023","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
