"Status","Year","Disability","Region_ITL1","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Yorkshire and The Humber","Outside London","Male","1895","1790","33160","28880"
"In post","2023","Declared disabled","Yorkshire and The Humber","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","East Midlands (England)","Outside London","Female","8710","7845","31750","28120"
"In post","2023","Declared non-disabled","East Midlands (England)","Outside London","Male","6445","6230","34200","31180"
"In post","2023","Declared non-disabled","East Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","East of England","Outside London","Female","8090","7285","31860","28480"
"In post","2023","Declared non-disabled","East of England","Outside London","Male","6520","6300","34230","31360"
"In post","2023","Declared non-disabled","East of England","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","London","London","Female","34505","32425","45070","39990"
"In post","2023","Declared non-disabled","London","London","Male","28940","28390","48070","43210"
"In post","2023","Declared non-disabled","London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","North East (England)","Outside London","Female","13115","11565","30910","28120"
"In post","2023","Declared non-disabled","North East (England)","Outside London","Male","9120","8770","33960","29730"
"In post","2023","Declared non-disabled","North East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","North West (England)","Outside London","Female","24445","22065","31770","28120"
"In post","2023","Declared non-disabled","North West (England)","Outside London","Male","17670","17110","34210","28920"
"In post","2023","Declared non-disabled","North West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland","Outside London","Female","1230","1135","32160","28130"
"In post","2023","Declared non-disabled","Northern Ireland","Outside London","Male","1375","1340","31390","27890"
"In post","2023","Declared non-disabled","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","Overseas","Female","765","760","51570","47710"
"In post","2023","Declared non-disabled","Overseas","Overseas","Male","1190","1185","51930","49280"
"In post","2023","Declared non-disabled","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scotland","Outside London","Female","16415","14910","35020","29100"
"In post","2023","Declared non-disabled","Scotland","Outside London","Male","12665","12290","37140","32500"
"In post","2023","Declared non-disabled","Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","South East (England)","Outside London","Female","14245","12925","32960","29730"
"In post","2023","Declared non-disabled","South East (England)","Outside London","Male","12470","11980","35890","32410"
"In post","2023","Declared non-disabled","South East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","South West (England)","Outside London","Female","15090","13685","35040","31920"
"In post","2023","Declared non-disabled","South West (England)","Outside London","Male","15870","15410","39450","35710"
"In post","2023","Declared non-disabled","South West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Female","290","275","35330","28120"
"In post","2023","Declared non-disabled","Unknown","Unknown","Male","295","285","36510","28880"
"In post","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Wales","Outside London","Female","15405","13860","32930","28120"
"In post","2023","Declared non-disabled","Wales","Outside London","Male","11030","10675","36170","31120"
"In post","2023","Declared non-disabled","Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","West Midlands (England)","Outside London","Female","12815","11585","32140","28120"
"In post","2023","Declared non-disabled","West Midlands (England)","Outside London","Male","9315","9030","34620","30440"
"In post","2023","Declared non-disabled","West Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Yorkshire and The Humber","Outside London","Female","14620","13090","33400","28480"
"In post","2023","Declared non-disabled","Yorkshire and The Humber","Outside London","Male","11535","11125","35530","32060"
"In post","2023","Declared non-disabled","Yorkshire and The Humber","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","East Midlands (England)","Outside London","Female","720","650","31600","28120"
"In post","2023","Undeclared","East Midlands (England)","Outside London","Male","745","710","33770","32920"
"In post","2023","Undeclared","East of England","Outside London","Female","685","620","32890","30320"
"In post","2023","Undeclared","East of England","Outside London","Male","825","775","35240","32920"
"In post","2023","Undeclared","London","London","Female","2930","2765","44620","39450"
"In post","2023","Undeclared","London","London","Male","2955","2885","47880","43190"
"In post","2023","Undeclared","North East (England)","Outside London","Female","795","695","30650","28120"
"In post","2023","Undeclared","North East (England)","Outside London","Male","1000","935","33610","32920"
"In post","2023","Undeclared","North West (England)","Outside London","Female","1690","1525","31580","28120"
"In post","2023","Undeclared","North West (England)","Outside London","Male","1790","1690","34050","32920"
"In post","2023","Undeclared","Northern Ireland","Outside London","Female","100","95","32800","31260"
"In post","2023","Undeclared","Northern Ireland","Outside London","Male","115","110","30500","26810"
"In post","2023","Undeclared","Overseas","Overseas","Female","50","50","52520","53640"
"In post","2023","Undeclared","Overseas","Overseas","Male","90","90","54900","53970"
"In post","2023","Undeclared","Scotland","Outside London","Female","795","715","33170","28120"
"In post","2023","Undeclared","Scotland","Outside London","Male","740","715","35260","29450"
"In post","2023","Undeclared","South East (England)","Outside London","Female","1325","1195","33720","31070"
"In post","2023","Undeclared","South East (England)","Outside London","Male","1655","1565","36040","34000"
"In post","2023","Undeclared","South West (England)","Outside London","Female","1120","1020","35660","32920"
"In post","2023","Undeclared","South West (England)","Outside London","Male","1575","1505","39580","35610"
"In post","2023","Undeclared","Unknown","Unknown","Female","20","20","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","Male","30","30","36640","34170"
"In post","2023","Undeclared","Wales","Outside London","Female","830","740","30590","28100"
"In post","2023","Undeclared","Wales","Outside London","Male","985","930","33870","30610"
"In post","2023","Undeclared","West Midlands (England)","Outside London","Female","990","895","32440","28120"
"In post","2023","Undeclared","West Midlands (England)","Outside London","Male","1015","965","34490","32060"
"In post","2023","Undeclared","Yorkshire and The Humber","Outside London","Female","1090","985","33800","30950"
"In post","2023","Undeclared","Yorkshire and The Humber","Outside London","Male","1255","1200","35670","32920"
"In post","2023","Unknown","East Midlands (England)","Outside London","Female","1960","1820","29780","27890"
"In post","2023","Unknown","East Midlands (England)","Outside London","Male","1715","1680","31430","28130"
"In post","2023","Unknown","East of England","Outside London","Female","1650","1525","31430","27890"
"In post","2023","Unknown","East of England","Outside London","Male","1705","1655","32810","28880"
"In post","2023","Unknown","London","London","Female","12900","12480","43500","39450"
"In post","2023","Unknown","London","London","Male","10905","10755","45320","40390"
"In post","2023","Unknown","London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North East (England)","Outside London","Female","3220","2850","28670","25750"
"In post","2023","Unknown","North East (England)","Outside London","Male","2700","2615","31610","28120"
"In post","2023","Unknown","North West (England)","Outside London","Female","6885","6430","29730","26180"
"In post","2023","Unknown","North West (England)","Outside London","Male","5960","5830","31790","28120"
"In post","2023","Unknown","North West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland","Outside London","Female","590","545","29310","25880"
"In post","2023","Unknown","Northern Ireland","Outside London","Male","755","735","29570","25880"
"In post","2023","Unknown","Overseas","Overseas","Female","595","595","56060","55670"
"In post","2023","Unknown","Overseas","Overseas","Male","635","635","56930","55900"
"In post","2023","Unknown","Scotland","Outside London","Female","8690","8075","34630","29730"
"In post","2023","Unknown","Scotland","Outside London","Male","8875","8545","35790","33520"
"In post","2023","Unknown","South East (England)","Outside London","Female","3690","3385","31670","27470"
"In post","2023","Unknown","South East (England)","Outside London","Male","4275","4115","33220","28880"
"In post","2023","Unknown","South East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South West (England)","Outside London","Female","3410","3175","33360","28880"
"In post","2023","Unknown","South West (England)","Outside London","Male","4410","4320","36560","32730"
"In post","2023","Unknown","Unknown","Unknown","Female","280","270","37320","34580"
"In post","2023","Unknown","Unknown","Unknown","Male","1675","1665","41930","40220"
"In post","2023","Unknown","Wales","Outside London","Female","3230","2965","30450","26960"
"In post","2023","Unknown","Wales","Outside London","Male","2945","2875","33570","29050"
"In post","2023","Unknown","Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","West Midlands (England)","Outside London","Female","3125","2935","30820","27890"
"In post","2023","Unknown","West Midlands (England)","Outside London","Male","2740","2660","33240","28920"
"In post","2023","Unknown","Yorkshire and The Humber","Outside London","Female","3675","3455","31320","27650"
"In post","2023","Unknown","Yorkshire and The Humber","Outside London","Male","3680","3610","32020","28130"
"Leaver CS","2023","Declared disabled","East Midlands (England)","Outside London","Female","175","[c]","27890","27570"
"Leaver CS","2023","Declared disabled","East Midlands (England)","Outside London","Male","100","[c]","26720","27570"
"Leaver CS","2023","Declared disabled","East Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East of England","Outside London","Female","185","[c]","29200","28120"
"Leaver CS","2023","Declared disabled","East of England","Outside London","Male","125","[c]","32590","28120"
"Leaver CS","2023","Declared disabled","East of England","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","London","Female","530","[c]","40190","33480"
"Leaver CS","2023","Declared disabled","London","London","Male","375","[c]","43690","35410"
"Leaver CS","2023","Declared disabled","London","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North East (England)","Outside London","Female","200","[c]","27530","26180"
"Leaver CS","2023","Declared disabled","North East (England)","Outside London","Male","115","[c]","30170","27100"
"Leaver CS","2023","Declared disabled","North East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North West (England)","Outside London","Female","410","[c]","28080","24100"
"Leaver CS","2023","Declared disabled","North West (England)","Outside London","Male","240","[c]","29180","27450"
"Leaver CS","2023","Declared disabled","North West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scotland","Outside London","Female","215","[c]","31500","27570"
"Leaver CS","2023","Declared disabled","Scotland","Outside London","Male","180","[c]","32840","28120"
"Leaver CS","2023","Declared disabled","Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South East (England)","Outside London","Female","320","[c]","30410","27570"
"Leaver CS","2023","Declared disabled","South East (England)","Outside London","Male","235","[c]","31280","28120"
"Leaver CS","2023","Declared disabled","South East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South West (England)","Outside London","Female","250","[c]","30470","27570"
"Leaver CS","2023","Declared disabled","South West (England)","Outside London","Male","235","[c]","32290","28120"
"Leaver CS","2023","Declared disabled","South West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Wales","Outside London","Female","215","[c]","26870","22500"
"Leaver CS","2023","Declared disabled","Wales","Outside London","Male","120","[c]","32750","25880"
"Leaver CS","2023","Declared disabled","Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","West Midlands (England)","Outside London","Female","255","[c]","27460","26120"
"Leaver CS","2023","Declared disabled","West Midlands (England)","Outside London","Male","150","[c]","28710","27570"
"Leaver CS","2023","Declared disabled","West Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Yorkshire and The Humber","Outside London","Female","220","[c]","29090","27570"
"Leaver CS","2023","Declared disabled","Yorkshire and The Humber","Outside London","Male","155","[c]","30360","27570"
"Leaver CS","2023","Declared disabled","Yorkshire and The Humber","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","Outside London","Female","785","[c]","29080","27570"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","Outside London","Male","635","[c]","31820","27570"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East of England","Outside London","Female","845","[c]","31010","28120"
"Leaver CS","2023","Declared non-disabled","East of England","Outside London","Male","695","[c]","33020","28410"
"Leaver CS","2023","Declared non-disabled","East of England","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","London","Female","3160","[c]","41890","35020"
"Leaver CS","2023","Declared non-disabled","London","London","Male","2630","[c]","46100","40220"
"Leaver CS","2023","Declared non-disabled","London","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North East (England)","Outside London","Female","825","[c]","27560","22400"
"Leaver CS","2023","Declared non-disabled","North East (England)","Outside London","Male","625","[c]","32160","27570"
"Leaver CS","2023","Declared non-disabled","North East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North West (England)","Outside London","Female","1700","[c]","28840","26170"
"Leaver CS","2023","Declared non-disabled","North West (England)","Outside London","Male","1265","[c]","32810","27570"
"Leaver CS","2023","Declared non-disabled","North West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","Outside London","Female","70","[c]","33160","23390"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","Outside London","Male","70","[c]","31390","23180"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","Overseas","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","Overseas","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scotland","Outside London","Female","1090","[c]","30850","27570"
"Leaver CS","2023","Declared non-disabled","Scotland","Outside London","Male","900","[c]","34560","28120"
"Leaver CS","2023","Declared non-disabled","Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","South East (England)","Outside London","Female","1460","[c]","30090","27570"
"Leaver CS","2023","Declared non-disabled","South East (England)","Outside London","Male","1235","[c]","33990","29210"
"Leaver CS","2023","Declared non-disabled","South East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","South West (England)","Outside London","Female","1280","[c]","32160","28120"
"Leaver CS","2023","Declared non-disabled","South West (England)","Outside London","Male","1490","[c]","36740","33000"
"Leaver CS","2023","Declared non-disabled","South West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Female","45","[c]","32380","28120"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Wales","Outside London","Female","965","[c]","28750","22500"
"Leaver CS","2023","Declared non-disabled","Wales","Outside London","Male","745","[c]","33210","27570"
"Leaver CS","2023","Declared non-disabled","Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","West Midlands (England)","Outside London","Female","1065","[c]","29550","26930"
"Leaver CS","2023","Declared non-disabled","West Midlands (England)","Outside London","Male","790","[c]","32230","27570"
"Leaver CS","2023","Declared non-disabled","West Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Yorkshire and The Humber","Outside London","Female","1025","[c]","31580","27570"
"Leaver CS","2023","Declared non-disabled","Yorkshire and The Humber","Outside London","Male","835","[c]","34220","28120"
"Leaver CS","2023","Declared non-disabled","Yorkshire and The Humber","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","East Midlands (England)","Outside London","Female","75","[c]","29070","27570"
"Leaver CS","2023","Undeclared","East Midlands (England)","Outside London","Male","75","[c]","29930","27500"
"Leaver CS","2023","Undeclared","East of England","Outside London","Female","80","[c]","31300","31270"
"Leaver CS","2023","Undeclared","East of England","Outside London","Male","90","[c]","33620","29290"
"Leaver CS","2023","Undeclared","London","London","Female","240","[c]","40460","35480"
"Leaver CS","2023","Undeclared","London","London","Male","295","[c]","47170","41280"
"Leaver CS","2023","Undeclared","North East (England)","Outside London","Female","50","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","North East (England)","Outside London","Male","75","[c]","35510","29910"
"Leaver CS","2023","Undeclared","North West (England)","Outside London","Female","125","[c]","28830","25850"
"Leaver CS","2023","Undeclared","North West (England)","Outside London","Male","145","[c]","34270","27570"
"Leaver CS","2023","Undeclared","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Northern Ireland","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Scotland","Outside London","Female","45","[c]","31840","27650"
"Leaver CS","2023","Undeclared","Scotland","Outside London","Male","50","[c]","34470","28120"
"Leaver CS","2023","Undeclared","South East (England)","Outside London","Female","125","[c]","31610","27570"
"Leaver CS","2023","Undeclared","South East (England)","Outside London","Male","160","[c]","34710","29080"
"Leaver CS","2023","Undeclared","South West (England)","Outside London","Female","95","[c]","31480","27920"
"Leaver CS","2023","Undeclared","South West (England)","Outside London","Male","150","[c]","39970","36870"
"Leaver CS","2023","Undeclared","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Wales","Outside London","Female","65","[c]","25310","22620"
"Leaver CS","2023","Undeclared","Wales","Outside London","Male","80","[c]","30110","26960"
"Leaver CS","2023","Undeclared","West Midlands (England)","Outside London","Female","80","[c]","29160","24390"
"Leaver CS","2023","Undeclared","West Midlands (England)","Outside London","Male","85","[c]","28890","27570"
"Leaver CS","2023","Undeclared","Yorkshire and The Humber","Outside London","Female","85","[c]","29910","27570"
"Leaver CS","2023","Undeclared","Yorkshire and The Humber","Outside London","Male","105","[c]","34650","28100"
"Leaver CS","2023","Unknown","East Midlands (England)","Outside London","Female","250","[c]","26450","21780"
"Leaver CS","2023","Unknown","East Midlands (England)","Outside London","Male","220","[c]","29660","26130"
"Leaver CS","2023","Unknown","East of England","Outside London","Female","240","[c]","32520","25880"
"Leaver CS","2023","Unknown","East of England","Outside London","Male","250","[c]","34270","27500"
"Leaver CS","2023","Unknown","London","London","Female","1795","[c]","40290","33790"
"Leaver CS","2023","Unknown","London","London","Male","1515","[c]","43990","38160"
"Leaver CS","2023","Unknown","North East (England)","Outside London","Female","305","[c]","29720","22520"
"Leaver CS","2023","Unknown","North East (England)","Outside London","Male","245","[c]","30870","26030"
"Leaver CS","2023","Unknown","North West (England)","Outside London","Female","625","[c]","28380","24860"
"Leaver CS","2023","Unknown","North West (England)","Outside London","Male","565","[c]","30700","25960"
"Leaver CS","2023","Unknown","Northern Ireland","Outside London","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northern Ireland","Outside London","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Overseas","Female","60","[c]","49680","48610"
"Leaver CS","2023","Unknown","Overseas","Overseas","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scotland","Outside London","Female","655","[c]","32320","28490"
"Leaver CS","2023","Unknown","Scotland","Outside London","Male","760","[c]","33520","29450"
"Leaver CS","2023","Unknown","South East (England)","Outside London","Female","565","[c]","30350","25680"
"Leaver CS","2023","Unknown","South East (England)","Outside London","Male","660","[c]","32300","27140"
"Leaver CS","2023","Unknown","South West (England)","Outside London","Female","405","[c]","32190","27570"
"Leaver CS","2023","Unknown","South West (England)","Outside London","Male","590","[c]","34960","30650"
"Leaver CS","2023","Unknown","Unknown","Unknown","Female","95","[c]","30720","28120"
"Leaver CS","2023","Unknown","Unknown","Unknown","Male","235","[c]","38240","33690"
"Leaver CS","2023","Unknown","Wales","Outside London","Female","295","[c]","27640","22500"
"Leaver CS","2023","Unknown","Wales","Outside London","Male","335","[c]","31830","26350"
"Leaver CS","2023","Unknown","West Midlands (England)","Outside London","Female","370","[c]","29360","23390"
"Leaver CS","2023","Unknown","West Midlands (England)","Outside London","Male","325","[c]","31690","25880"
"Leaver CS","2023","Unknown","Yorkshire and The Humber","Outside London","Female","400","[c]","33700","28740"
"Leaver CS","2023","Unknown","Yorkshire and The Humber","Outside London","Male","445","[c]","35030","28120"
"Leaver Dept.","2023","Declared disabled","East Midlands (England)","Outside London","Female","35","[c]","29900","28120"
"Leaver Dept.","2023","Declared disabled","East Midlands (England)","Outside London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","East Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","East of England","Outside London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","East of England","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","East of England","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","London","Female","345","[c]","42010","36670"
"Leaver Dept.","2023","Declared disabled","London","London","Male","210","[c]","44250","38020"
"Leaver Dept.","2023","Declared disabled","London","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","North East (England)","Outside London","Female","55","[c]","30150","28120"
"Leaver Dept.","2023","Declared disabled","North East (England)","Outside London","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","North East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","North West (England)","Outside London","Female","100","[c]","31750","28120"
"Leaver Dept.","2023","Declared disabled","North West (England)","Outside London","Male","65","[c]","32460","28120"
"Leaver Dept.","2023","Declared disabled","North West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scotland","Outside London","Female","60","[c]","26460","25630"
"Leaver Dept.","2023","Declared disabled","Scotland","Outside London","Male","40","[c]","28690","27570"
"Leaver Dept.","2023","Declared disabled","Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South East (England)","Outside London","Female","40","[c]","30850","30880"
"Leaver Dept.","2023","Declared disabled","South East (England)","Outside London","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","South East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
