"Status","Year","Function_of_post","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Legal","Outside London","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Legal","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Outside London","SCS level","Unknown","15","15","[c]","[c]"
"In post","2023","Legal","Outside London","SEO/HEO","Heterosexual / straight","950","905","37170","35580"
"In post","2023","Legal","Outside London","SEO/HEO","LGBO","55","55","35570","35000"
"In post","2023","Legal","Outside London","SEO/HEO","Undeclared","70","70","36630","35000"
"In post","2023","Legal","Outside London","SEO/HEO","Unknown","265","245","37860","35000"
"In post","2023","Legal","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Overseas","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Legal","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","London","AA/AO","Heterosexual / straight","5805","5350","27710","26400"
"In post","2023","No function","London","AA/AO","LGBO","315","305","29060","26630"
"In post","2023","No function","London","AA/AO","Undeclared","800","720","26620","25610"
"In post","2023","No function","London","AA/AO","Unknown","2515","2360","28020","26400"
"In post","2023","No function","London","EO","Heterosexual / straight","9360","8805","31710","31310"
"In post","2023","No function","London","EO","LGBO","520","505","31560","31260"
"In post","2023","No function","London","EO","Undeclared","1370","1260","31360","30930"
"In post","2023","No function","London","EO","Unknown","3055","2895","31280","30920"
"In post","2023","No function","London","G6/G7","Heterosexual / straight","10115","9810","61430","59370"
"In post","2023","No function","London","G6/G7","LGBO","1070","1060","60140","58070"
"In post","2023","No function","London","G6/G7","Undeclared","1515","1480","61570","59370"
"In post","2023","No function","London","G6/G7","Unknown","2390","2335","61320","59290"
"In post","2023","No function","London","SCS level","Heterosexual / straight","1715","1645","89140","80230"
"In post","2023","No function","London","SCS level","LGBO","155","150","88170","79260"
"In post","2023","No function","London","SCS level","Undeclared","165","155","89400","82380"
"In post","2023","No function","London","SCS level","Unknown","370","350","97970","87740"
"In post","2023","No function","London","SEO/HEO","Heterosexual / straight","12865","12555","40370","40260"
"In post","2023","No function","London","SEO/HEO","LGBO","1275","1255","39570","40260"
"In post","2023","No function","London","SEO/HEO","Undeclared","1860","1800","40280","40390"
"In post","2023","No function","London","SEO/HEO","Unknown","3585","3510","40140","39880"
"In post","2023","No function","London","Unknown","Heterosexual / straight","1740","1660","35590","33820"
"In post","2023","No function","London","Unknown","LGBO","125","125","36540","34820"
"In post","2023","No function","London","Unknown","Undeclared","180","170","37500","34210"
"In post","2023","No function","London","Unknown","Unknown","390","355","31870","29300"
"In post","2023","No function","Outside London","AA/AO","Heterosexual / straight","62050","55650","24000","22400"
"In post","2023","No function","Outside London","AA/AO","LGBO","4150","3955","24640","22520"
"In post","2023","No function","Outside London","AA/AO","Undeclared","7510","6545","23400","22220"
"In post","2023","No function","Outside London","AA/AO","Unknown","24230","21655","23810","22520"
"In post","2023","No function","Outside London","EO","Heterosexual / straight","52605","48295","28580","28120"
"In post","2023","No function","Outside London","EO","LGBO","3295","3170","28550","28120"
"In post","2023","No function","Outside London","EO","Undeclared","6605","5950","28590","28120"
"In post","2023","No function","Outside London","EO","Unknown","16550","15215","28750","28120"
"In post","2023","No function","Outside London","G6/G7","Heterosexual / straight","10575","10195","60190","57770"
"In post","2023","No function","Outside London","G6/G7","LGBO","590","585","58530","56130"
"In post","2023","No function","Outside London","G6/G7","Undeclared","1325","1260","60000","57010"
"In post","2023","No function","Outside London","G6/G7","Unknown","1805","1720","59850","57970"
"In post","2023","No function","Outside London","SCS level","Heterosexual / straight","755","725","93550","87230"
"In post","2023","No function","Outside London","SCS level","LGBO","45","45","88950","80680"
"In post","2023","No function","Outside London","SCS level","Undeclared","75","70","97700","95240"
"In post","2023","No function","Outside London","SCS level","Unknown","130","120","97810","92780"
"In post","2023","No function","Outside London","SEO/HEO","Heterosexual / straight","38225","36490","37700","35050"
"In post","2023","No function","Outside London","SEO/HEO","LGBO","2325","2270","36890","35000"
"In post","2023","No function","Outside London","SEO/HEO","Undeclared","4800","4550","38120","36630"
"In post","2023","No function","Outside London","SEO/HEO","Unknown","7205","6860","37200","35000"
"In post","2023","No function","Outside London","Unknown","Heterosexual / straight","14135","13145","30340","29050"
"In post","2023","No function","Outside London","Unknown","LGBO","1135","1100","28960","25300"
"In post","2023","No function","Outside London","Unknown","Undeclared","1040","955","32070","29050"
"In post","2023","No function","Outside London","Unknown","Unknown","2875","2595","27580","25660"
"In post","2023","No function","Overseas","AA/AO","Heterosexual / straight","30","30","28990","24150"
"In post","2023","No function","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Overseas","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Overseas","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Overseas","EO","Heterosexual / straight","75","70","34900","32990"
"In post","2023","No function","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Overseas","EO","Unknown","25","25","[c]","[c]"
"In post","2023","No function","Overseas","G6/G7","Heterosexual / straight","695","695","61240","59530"
"In post","2023","No function","Overseas","G6/G7","LGBO","65","65","58700","56100"
"In post","2023","No function","Overseas","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2023","No function","Overseas","G6/G7","Unknown","340","340","59060","57720"
"In post","2023","No function","Overseas","SCS level","Heterosexual / straight","185","185","88310","78300"
"In post","2023","No function","Overseas","SCS level","LGBO","20","20","[c]","[c]"
"In post","2023","No function","Overseas","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","No function","Overseas","SCS level","Unknown","65","65","83500","75480"
"In post","2023","No function","Overseas","SEO/HEO","Heterosexual / straight","710","710","39830","35810"
"In post","2023","No function","Overseas","SEO/HEO","LGBO","55","55","37770","35810"
"In post","2023","No function","Overseas","SEO/HEO","Undeclared","30","30","[c]","[c]"
"In post","2023","No function","Overseas","SEO/HEO","Unknown","215","215","39180","38600"
"In post","2023","No function","Overseas","Unknown","Heterosexual / straight","95","95","[c]","[c]"
"In post","2023","No function","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Overseas","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2023","No function","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Unknown","AA/AO","Heterosexual / straight","110","105","23830","21780"
"In post","2023","No function","Unknown","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Unknown","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Unknown","AA/AO","Unknown","55","55","23250","22400"
"In post","2023","No function","Unknown","EO","Heterosexual / straight","200","185","28470","28120"
"In post","2023","No function","Unknown","EO","LGBO","15","15","[c]","[c]"
"In post","2023","No function","Unknown","EO","Undeclared","45","40","28750","28120"
"In post","2023","No function","Unknown","EO","Unknown","50","45","28810","28120"
"In post","2023","No function","Unknown","G6/G7","Heterosexual / straight","35","35","61320","61780"
"In post","2023","No function","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Unknown","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Unknown","SEO/HEO","Heterosexual / straight","105","100","42680","42000"
"In post","2023","No function","Unknown","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Unknown","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Unknown","SEO/HEO","Unknown","35","35","44690","45610"
"In post","2023","No function","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","No function","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","London","AA/AO","Heterosexual / straight","40","40","25810","25760"
"In post","2023","Project Delivery","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","London","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2023","Project Delivery","London","EO","Heterosexual / straight","280","270","30910","31240"
"In post","2023","Project Delivery","London","EO","LGBO","20","20","[c]","[c]"
"In post","2023","Project Delivery","London","EO","Undeclared","25","25","[c]","[c]"
"In post","2023","Project Delivery","London","EO","Unknown","80","80","31590","32390"
"In post","2023","Project Delivery","London","G6/G7","Heterosexual / straight","1625","1570","64060","64780"
"In post","2023","Project Delivery","London","G6/G7","LGBO","120","115","64380","65230"
"In post","2023","Project Delivery","London","G6/G7","Undeclared","165","160","64300","65230"
"In post","2023","Project Delivery","London","G6/G7","Unknown","500","485","63380","63990"
"In post","2023","Project Delivery","London","SCS level","Heterosexual / straight","310","300","95830","89240"
"In post","2023","Project Delivery","London","SCS level","LGBO","25","25","[c]","[c]"
"In post","2023","Project Delivery","London","SCS level","Undeclared","50","50","98540","89260"
"In post","2023","Project Delivery","London","SCS level","Unknown","65","65","89110","81870"
"In post","2023","Project Delivery","London","SEO/HEO","Heterosexual / straight","1305","1270","41050","41360"
"In post","2023","Project Delivery","London","SEO/HEO","LGBO","110","110","39910","40390"
"In post","2023","Project Delivery","London","SEO/HEO","Undeclared","125","120","41940","42060"
"In post","2023","Project Delivery","London","SEO/HEO","Unknown","605","590","39050","39790"
"In post","2023","Project Delivery","Outside London","AA/AO","Heterosexual / straight","225","215","22280","22220"
"In post","2023","Project Delivery","Outside London","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2023","Project Delivery","Outside London","AA/AO","Undeclared","25","25","[c]","[c]"
"In post","2023","Project Delivery","Outside London","AA/AO","Unknown","115","105","22340","22520"
"In post","2023","Project Delivery","Outside London","EO","Heterosexual / straight","1020","950","27390","27650"
"In post","2023","Project Delivery","Outside London","EO","LGBO","60","60","27150","27890"
"In post","2023","Project Delivery","Outside London","EO","Undeclared","90","85","27820","28120"
"In post","2023","Project Delivery","Outside London","EO","Unknown","240","225","27410","28080"
"In post","2023","Project Delivery","Outside London","G6/G7","Heterosexual / straight","3580","3470","57790","56870"
"In post","2023","Project Delivery","Outside London","G6/G7","LGBO","185","185","56980","55780"
"In post","2023","Project Delivery","Outside London","G6/G7","Undeclared","335","330","57980","56180"
"In post","2023","Project Delivery","Outside London","G6/G7","Unknown","545","525","57850","56870"
"In post","2023","Project Delivery","Outside London","SCS level","Heterosexual / straight","185","180","87900","80580"
"In post","2023","Project Delivery","Outside London","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","Project Delivery","Outside London","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2023","Project Delivery","Outside London","SCS level","Unknown","25","25","[c]","[c]"
"In post","2023","Project Delivery","Outside London","SEO/HEO","Heterosexual / straight","6105","5835","37780","37880"
"In post","2023","Project Delivery","Outside London","SEO/HEO","LGBO","335","330","36800","36990"
"In post","2023","Project Delivery","Outside London","SEO/HEO","Undeclared","670","640","38430","38470"
"In post","2023","Project Delivery","Outside London","SEO/HEO","Unknown","1185","1140","37240","36990"
"In post","2023","Project Delivery","Outside London","Unknown","Heterosexual / straight","1315","1285","43670","41670"
"In post","2023","Project Delivery","Outside London","Unknown","LGBO","45","45","35990","32520"
"In post","2023","Project Delivery","Outside London","Unknown","Undeclared","155","145","47750","44550"
"In post","2023","Project Delivery","Outside London","Unknown","Unknown","175","170","36730","32500"
"In post","2023","Project Delivery","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Overseas","G6/G7","Heterosexual / straight","30","30","65620","60080"
"In post","2023","Project Delivery","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Overseas","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Project Delivery","Overseas","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Project Delivery","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Overseas","SEO/HEO","Heterosexual / straight","40","40","52670","49390"
"In post","2023","Project Delivery","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Overseas","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Project Delivery","Overseas","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Project Delivery","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Overseas","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Project Delivery","Unknown","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Project Delivery","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","London","AA/AO","Heterosexual / straight","70","70","24890","25380"
"In post","2023","Property","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","London","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Property","London","AA/AO","Unknown","35","35","25710","26920"
"In post","2023","Property","London","EO","Heterosexual / straight","155","145","31110","31540"
"In post","2023","Property","London","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Property","London","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","Property","London","EO","Unknown","90","85","30960","31220"
"In post","2023","Property","London","G6/G7","Heterosexual / straight","230","225","62630","64130"
"In post","2023","Property","London","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2023","Property","London","G6/G7","Undeclared","40","40","64030","65030"
"In post","2023","Property","London","G6/G7","Unknown","55","50","63350","64110"
"In post","2023","Property","London","SCS level","Heterosexual / straight","30","30","93800","89760"
"In post","2023","Property","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","London","SEO/HEO","Heterosexual / straight","345","335","41770","40670"
"In post","2023","Property","London","SEO/HEO","LGBO","25","20","[c]","[c]"
"In post","2023","Property","London","SEO/HEO","Undeclared","50","45","43340","42240"
"In post","2023","Property","London","SEO/HEO","Unknown","165","160","40820","39790"
"In post","2023","Property","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Outside London","AA/AO","Heterosexual / straight","945","890","21690","22520"
"In post","2023","Property","Outside London","AA/AO","LGBO","55","55","22240","22520"
"In post","2023","Property","Outside London","AA/AO","Undeclared","110","100","21600","22520"
"In post","2023","Property","Outside London","AA/AO","Unknown","645","610","23050","22520"
"In post","2023","Property","Outside London","EO","Heterosexual / straight","895","840","27590","27470"
"In post","2023","Property","Outside London","EO","LGBO","40","40","27080","26890"
"In post","2023","Property","Outside London","EO","Undeclared","90","80","27820","27810"
"In post","2023","Property","Outside London","EO","Unknown","300","280","27870","27080"
"In post","2023","Property","Outside London","G6/G7","Heterosexual / straight","915","895","57680","56180"
"In post","2023","Property","Outside London","G6/G7","LGBO","30","30","55640","54790"
"In post","2023","Property","Outside London","G6/G7","Undeclared","100","95","56330","56180"
"In post","2023","Property","Outside London","G6/G7","Unknown","115","110","58210","57260"
"In post","2023","Property","Outside London","SCS level","Heterosexual / straight","55","55","89650","81330"
"In post","2023","Property","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Outside London","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Property","Outside London","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Property","Outside London","SEO/HEO","Heterosexual / straight","2265","2180","38000","37300"
"In post","2023","Property","Outside London","SEO/HEO","LGBO","85","85","36810","34440"
"In post","2023","Property","Outside London","SEO/HEO","Undeclared","270","255","38480","36920"
"In post","2023","Property","Outside London","SEO/HEO","Unknown","470","455","37520","35000"
"In post","2023","Property","Outside London","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Property","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Outside London","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Property","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Overseas","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Property","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Overseas","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Property","Overseas","SEO/HEO","Heterosexual / straight","40","40","45010","43750"
"In post","2023","Property","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Overseas","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Property","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Property","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","SEO/HEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Property","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","London","AA/AO","Heterosexual / straight","255","245","28500","26400"
"In post","2023","Security","London","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","Security","London","AA/AO","Undeclared","25","25","[c]","[c]"
"In post","2023","Security","London","AA/AO","Unknown","65","65","31550","29180"
"In post","2023","Security","London","EO","Heterosexual / straight","175","170","32610","31530"
"In post","2023","Security","London","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Security","London","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","Security","London","EO","Unknown","50","50","31430","29890"
"In post","2023","Security","London","G6/G7","Heterosexual / straight","295","295","63040","61100"
"In post","2023","Security","London","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2023","Security","London","G6/G7","Undeclared","35","35","61430","59290"
"In post","2023","Security","London","G6/G7","Unknown","80","80","61470","60030"
"In post","2023","Security","London","SCS level","Heterosexual / straight","45","45","91850","84020"
"In post","2023","Security","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","London","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Security","London","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Security","London","SEO/HEO","Heterosexual / straight","410","405","41240","40810"
"In post","2023","Security","London","SEO/HEO","LGBO","35","35","41180","42240"
"In post","2023","Security","London","SEO/HEO","Undeclared","50","45","43280","41910"
"In post","2023","Security","London","SEO/HEO","Unknown","140","140","40220","40250"
"In post","2023","Security","Outside London","AA/AO","Heterosexual / straight","3535","3435","28070","22220"
"In post","2023","Security","Outside London","AA/AO","LGBO","120","120","28580","26410"
"In post","2023","Security","Outside London","AA/AO","Undeclared","440","425","31020","25650"
"In post","2023","Security","Outside London","AA/AO","Unknown","1045","1030","29740","27500"
"In post","2023","Security","Outside London","EO","Heterosexual / straight","805","775","32740","28120"
"In post","2023","Security","Outside London","EO","LGBO","50","50","30250","27110"
"In post","2023","Security","Outside London","EO","Undeclared","115","115","37530","35510"
"In post","2023","Security","Outside London","EO","Unknown","165","160","30830","27430"
"In post","2023","Security","Outside London","G6/G7","Heterosexual / straight","240","235","58160","56870"
"In post","2023","Security","Outside London","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","Security","Outside London","G6/G7","Undeclared","35","30","59130","56520"
"In post","2023","Security","Outside London","G6/G7","Unknown","65","65","61310","57970"
"In post","2023","Security","Outside London","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Security","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Outside London","SEO/HEO","Heterosexual / straight","1010","985","39350","36330"
"In post","2023","Security","Outside London","SEO/HEO","LGBO","50","50","36450","34590"
"In post","2023","Security","Outside London","SEO/HEO","Undeclared","165","160","40240","37890"
"In post","2023","Security","Outside London","SEO/HEO","Unknown","165","160","37970","35740"
"In post","2023","Security","Outside London","Unknown","Heterosexual / straight","35","35","37510","35250"
"In post","2023","Security","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Outside London","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Security","Outside London","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Security","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Security","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Security","Overseas","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Security","Overseas","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Security","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Security","Overseas","SEO/HEO","Heterosexual / straight","55","55","42030","40890"
"In post","2023","Security","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Security","Overseas","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2023","Security","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Security","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","EO","Unknown","30","30","[c]","[c]"
"In post","2023","Security","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Security","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Unknown","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2023","Unknown","London","EO","Heterosexual / straight","100","95","30640","32520"
"In post","2023","Unknown","London","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","London","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Unknown","London","EO","Unknown","30","30","31590","32520"
"In post","2023","Unknown","London","G6/G7","Heterosexual / straight","300","285","61760","56920"
"In post","2023","Unknown","London","G6/G7","LGBO","30","30","60110","55900"
"In post","2023","Unknown","London","G6/G7","Undeclared","30","30","60110","55960"
"In post","2023","Unknown","London","G6/G7","Unknown","95","90","61040","57560"
"In post","2023","Unknown","London","SCS level","Heterosexual / straight","45","45","88330","81640"
"In post","2023","Unknown","London","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","London","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","London","SCS level","Unknown","25","25","[c]","[c]"
"In post","2023","Unknown","London","SEO/HEO","Heterosexual / straight","480","475","37800","39150"
"In post","2023","Unknown","London","SEO/HEO","LGBO","70","70","37350","36040"
"In post","2023","Unknown","London","SEO/HEO","Undeclared","60","60","36670","35410"
"In post","2023","Unknown","London","SEO/HEO","Unknown","585","585","31800","30130"
"In post","2023","Unknown","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outside London","AA/AO","Heterosexual / straight","2240","2110","25130","25620"
"In post","2023","Unknown","Outside London","AA/AO","LGBO","240","230","24060","23340"
"In post","2023","Unknown","Outside London","AA/AO","Undeclared","200","190","24820","25620"
"In post","2023","Unknown","Outside London","AA/AO","Unknown","2115","1990","24910","24890"
