"Status","Year","Disability","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","West Sussex (South West)","EO","EO","25","25","[c]","[c]"
"In post","2023","Undeclared","West Sussex (South West)","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","West Sussex (South West)","G6/G7","G7","10","5","[c]","[c]"
"In post","2023","Undeclared","West Sussex (South West)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","West Sussex (South West)","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2023","Undeclared","West Sussex (South West)","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2023","Undeclared","West Sussex (South West)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Westminster","AA/AO","AA","15","15","[c]","[c]"
"In post","2023","Undeclared","Westminster","AA/AO","AO","85","80","26590","25610"
"In post","2023","Undeclared","Westminster","EO","EO","295","285","30410","29770"
"In post","2023","Undeclared","Westminster","G6/G7","G6","425","415","70620","68150"
"In post","2023","Undeclared","Westminster","G6/G7","G7","785","770","57750","56070"
"In post","2023","Undeclared","Westminster","SCS level","SCS level","175","175","89800","81600"
"In post","2023","Undeclared","Westminster","SEO/HEO","HEO","520","510","36420","35760"
"In post","2023","Undeclared","Westminster","SEO/HEO","SEO","550","540","44140","43650"
"In post","2023","Undeclared","Westminster","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Wiltshire","AA/AO","AA","15","15","[c]","[c]"
"In post","2023","Undeclared","Wiltshire","AA/AO","AO","35","35","25230","22220"
"In post","2023","Undeclared","Wiltshire","EO","EO","65","60","27830","27470"
"In post","2023","Undeclared","Wiltshire","G6/G7","G6","40","35","71560","68960"
"In post","2023","Undeclared","Wiltshire","G6/G7","G7","70","70","53490","52480"
"In post","2023","Undeclared","Wiltshire","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Wiltshire","SEO/HEO","HEO","85","80","34560","34300"
"In post","2023","Undeclared","Wiltshire","SEO/HEO","SEO","85","80","42030","41800"
"In post","2023","Undeclared","Wiltshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Wirral","AA/AO","AO","35","30","21990","21690"
"In post","2023","Undeclared","Wirral","EO","EO","35","30","28300","28120"
"In post","2023","Undeclared","Wirral","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Wirral","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Wirral","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Wirral","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Wirral","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Wolverhampton","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Wolverhampton","AA/AO","AO","20","20","[c]","[c]"
"In post","2023","Undeclared","Wolverhampton","EO","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Wolverhampton","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Wolverhampton","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Wolverhampton","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Wolverhampton","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Worcestershire CC","AA/AO","AA","30","25","22820","23230"
"In post","2023","Undeclared","Worcestershire CC","AA/AO","AO","120","110","28330","29520"
"In post","2023","Undeclared","Worcestershire CC","EO","EO","65","60","31430","29590"
"In post","2023","Undeclared","Worcestershire CC","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Worcestershire CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Worcestershire CC","SEO/HEO","HEO","35","35","35500","34180"
"In post","2023","Undeclared","Worcestershire CC","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2023","Undeclared","Worcestershire CC","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","York","AA/AO","AA","10","10","[c]","[c]"
"In post","2023","Undeclared","York","AA/AO","AO","35","30","24710","22150"
"In post","2023","Undeclared","York","EO","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","York","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Undeclared","York","G6/G7","G7","30","30","54790","52330"
"In post","2023","Undeclared","York","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","York","SEO/HEO","HEO","45","40","33340","33020"
"In post","2023","Undeclared","York","SEO/HEO","SEO","35","35","39660","38690"
"In post","2023","Undeclared","York","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Aberdeen City and Aberdeenshire","AA/AO","AA","50","40","23260","22920"
"In post","2023","Unknown","Aberdeen City and Aberdeenshire","AA/AO","AO","170","165","30290","27930"
"In post","2023","Unknown","Aberdeen City and Aberdeenshire","EO","EO","235","225","33210","31970"
"In post","2023","Unknown","Aberdeen City and Aberdeenshire","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Unknown","Aberdeen City and Aberdeenshire","G6/G7","G7","20","20","[c]","[c]"
"In post","2023","Unknown","Aberdeen City and Aberdeenshire","SEO/HEO","HEO","95","95","38160","38330"
"In post","2023","Unknown","Aberdeen City and Aberdeenshire","SEO/HEO","SEO","55","50","48630","49860"
"In post","2023","Unknown","Angus and Dundee City","AA/AO","AA","355","325","22730","22180"
"In post","2023","Unknown","Angus and Dundee City","AA/AO","AO","65","60","24970","25060"
"In post","2023","Unknown","Angus and Dundee City","EO","EO","280","275","29750","29100"
"In post","2023","Unknown","Angus and Dundee City","G6/G7","G6","15","15","[c]","[c]"
"In post","2023","Unknown","Angus and Dundee City","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Unknown","Angus and Dundee City","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Angus and Dundee City","SEO/HEO","HEO","80","75","35730","34730"
"In post","2023","Unknown","Angus and Dundee City","SEO/HEO","SEO","35","35","45310","43120"
"In post","2023","Unknown","Antrim and Newtownabbey","AA/AO","AA","30","25","[c]","[c]"
"In post","2023","Unknown","Antrim and Newtownabbey","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Antrim and Newtownabbey","EO","EO","25","20","[c]","[c]"
"In post","2023","Unknown","Antrim and Newtownabbey","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Antrim and Newtownabbey","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Antrim and Newtownabbey","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Antrim and Newtownabbey","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Ards and North Down","AA/AO","AA","25","20","[c]","[c]"
"In post","2023","Unknown","Ards and North Down","AA/AO","AO","15","15","[c]","[c]"
"In post","2023","Unknown","Ards and North Down","EO","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Ards and North Down","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Ards and North Down","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Ards and North Down","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Armagh City, Banbridge and Craigavon","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Barking & Dagenham and Havering","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Unknown","Barking & Dagenham and Havering","EO","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Barking & Dagenham and Havering","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Barking & Dagenham and Havering","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Barking & Dagenham and Havering","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Barking & Dagenham and Havering","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Barnet","AA/AO","AA","10","10","[c]","[c]"
"In post","2023","Unknown","Barnet","AA/AO","AO","30","25","[c]","[c]"
"In post","2023","Unknown","Barnet","EO","EO","50","45","29840","29750"
"In post","2023","Unknown","Barnet","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Unknown","Barnet","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Unknown","Barnet","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Barnet","SEO/HEO","HEO","40","35","35030","33330"
"In post","2023","Unknown","Barnet","SEO/HEO","SEO","35","30","42830","41280"
"In post","2023","Unknown","Barnet","Unknown","Unknown","20","20","[c]","[c]"
"In post","2023","Unknown","Barnsley, Doncaster and Rotherham","AA/AO","AA","55","55","23060","23230"
"In post","2023","Unknown","Barnsley, Doncaster and Rotherham","AA/AO","AO","115","110","27900","28880"
"In post","2023","Unknown","Barnsley, Doncaster and Rotherham","EO","EO","30","25","[c]","[c]"
"In post","2023","Unknown","Barnsley, Doncaster and Rotherham","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Barnsley, Doncaster and Rotherham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Barnsley, Doncaster and Rotherham","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Barnsley, Doncaster and Rotherham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Barnsley, Doncaster and Rotherham","Unknown","Unknown","40","35","26960","26840"
"In post","2023","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AA","30","30","23870","23230"
"In post","2023","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AO","480","465","22790","22220"
"In post","2023","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","EO","320","310","29830","27470"
"In post","2023","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G6","75","75","70430","70710"
"In post","2023","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G7","205","200","55730","55500"
"In post","2023","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","SCS level","15","15","[c]","[c]"
"In post","2023","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","HEO","465","445","34700","33830"
"In post","2023","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","SEO","435","420","42770","42300"
"In post","2023","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","255","245","40110","34000"
"In post","2023","Unknown","Bedford","AA/AO","AA","10","10","[c]","[c]"
"In post","2023","Unknown","Bedford","AA/AO","AO","35","35","29580","30880"
"In post","2023","Unknown","Bedford","EO","EO","45","40","27920","26780"
"In post","2023","Unknown","Bedford","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Bedford","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Bedford","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2023","Unknown","Bedford","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Unknown","Bedford","Unknown","Unknown","20","20","[c]","[c]"
"In post","2023","Unknown","Belfast","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Unknown","Belfast","AA/AO","AO","425","385","22490","22520"
"In post","2023","Unknown","Belfast","EO","EO","275","265","28900","27890"
"In post","2023","Unknown","Belfast","G6/G7","G6","20","20","[c]","[c]"
"In post","2023","Unknown","Belfast","G6/G7","G7","30","30","57800","57970"
"In post","2023","Unknown","Belfast","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Belfast","SEO/HEO","HEO","170","165","36100","35000"
"In post","2023","Unknown","Belfast","SEO/HEO","SEO","65","65","42420","42140"
"In post","2023","Unknown","Berkshire","AA/AO","AA","20","20","[c]","[c]"
"In post","2023","Unknown","Berkshire","AA/AO","AO","255","245","31360","28410"
"In post","2023","Unknown","Berkshire","EO","EO","145","145","34560","34160"
"In post","2023","Unknown","Berkshire","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Unknown","Berkshire","G6/G7","G7","40","35","57850","55170"
"In post","2023","Unknown","Berkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Berkshire","SEO/HEO","HEO","90","85","38240","35870"
"In post","2023","Unknown","Berkshire","SEO/HEO","SEO","75","70","42760","41630"
"In post","2023","Unknown","Berkshire","Unknown","Unknown","45","40","25870","24570"
"In post","2023","Unknown","Bexley and Greenwich","AA/AO","AA","60","60","26050","26630"
"In post","2023","Unknown","Bexley and Greenwich","AA/AO","AO","150","145","32310","33180"
"In post","2023","Unknown","Bexley and Greenwich","EO","EO","40","40","32600","31310"
"In post","2023","Unknown","Bexley and Greenwich","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Bexley and Greenwich","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Bexley and Greenwich","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Bexley and Greenwich","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Bexley and Greenwich","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Unknown","Bexley and Greenwich","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Birmingham","AA/AO","AA","80","70","22070","23230"
"In post","2023","Unknown","Birmingham","AA/AO","AO","900","835","22880","22500"
"In post","2023","Unknown","Birmingham","EO","EO","720","695","29050","28120"
"In post","2023","Unknown","Birmingham","G6/G7","G6","50","45","67970","67080"
"In post","2023","Unknown","Birmingham","G6/G7","G7","190","185","54830","54590"
"In post","2023","Unknown","Birmingham","SCS level","SCS level","20","20","[c]","[c]"
"In post","2023","Unknown","Birmingham","SEO/HEO","HEO","595","580","35170","34700"
"In post","2023","Unknown","Birmingham","SEO/HEO","SEO","245","240","42010","42140"
"In post","2023","Unknown","Birmingham","Unknown","Unknown","130","110","27350","25300"
"In post","2023","Unknown","Blackburn with Darwen","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Blackburn with Darwen","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Blackburn with Darwen","EO","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Blackburn with Darwen","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Blackburn with Darwen","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Blackburn with Darwen","Unknown","Unknown","20","20","[c]","[c]"
"In post","2023","Unknown","Blackpool","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Blackpool","AA/AO","AO","55","50","21690","21690"
"In post","2023","Unknown","Blackpool","EO","EO","70","65","28050","28120"
"In post","2023","Unknown","Blackpool","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Unknown","Blackpool","G6/G7","G7","20","20","[c]","[c]"
"In post","2023","Unknown","Blackpool","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Blackpool","SEO/HEO","HEO","25","20","[c]","[c]"
"In post","2023","Unknown","Blackpool","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2023","Unknown","Blackpool","Unknown","Unknown","25","25","[c]","[c]"
"In post","2023","Unknown","Bournemouth, Christchurch and Poole","AA/AO","AA","10","10","[c]","[c]"
"In post","2023","Unknown","Bournemouth, Christchurch and Poole","AA/AO","AO","20","20","[c]","[c]"
"In post","2023","Unknown","Bournemouth, Christchurch and Poole","EO","EO","20","20","[c]","[c]"
"In post","2023","Unknown","Bournemouth, Christchurch and Poole","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Bournemouth, Christchurch and Poole","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Bournemouth, Christchurch and Poole","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Bournemouth, Christchurch and Poole","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Bournemouth, Christchurch and Poole","Unknown","Unknown","20","20","[c]","[c]"
"In post","2023","Unknown","Bradford","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Unknown","Bradford","AA/AO","AO","300","265","22580","22520"
"In post","2023","Unknown","Bradford","EO","EO","110","100","27940","28120"
"In post","2023","Unknown","Bradford","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Bradford","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Unknown","Bradford","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2023","Unknown","Bradford","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2023","Unknown","Bradford","Unknown","Unknown","55","50","26280","24570"
"In post","2023","Unknown","Breckland and South Norfolk","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Unknown","Breckland and South Norfolk","AA/AO","AO","25","25","[c]","[c]"
"In post","2023","Unknown","Breckland and South Norfolk","EO","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Breckland and South Norfolk","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Breckland and South Norfolk","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Breckland and South Norfolk","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Brent","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Unknown","Brent","EO","EO","25","25","[c]","[c]"
"In post","2023","Unknown","Brent","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Brent","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2023","Unknown","Brent","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Unknown","Brent","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Bridgend and Neath Port Talbot","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Unknown","Bridgend and Neath Port Talbot","EO","EO","35","35","34180","36040"
"In post","2023","Unknown","Bridgend and Neath Port Talbot","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Bridgend and Neath Port Talbot","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Bridgend and Neath Port Talbot","SEO/HEO","HEO","15","10","[c]","[c]"
"In post","2023","Unknown","Bridgend and Neath Port Talbot","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Unknown","Bridgend and Neath Port Talbot","Unknown","Unknown","20","20","[c]","[c]"
"In post","2023","Unknown","Brighton and Hove","AA/AO","AO","15","15","[c]","[c]"
"In post","2023","Unknown","Brighton and Hove","EO","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Brighton and Hove","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Brighton and Hove","G6/G7","G7","15","15","[c]","[c]"
"In post","2023","Unknown","Brighton and Hove","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Brighton and Hove","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Unknown","Brighton and Hove","Unknown","Unknown","40","35","27440","25300"
"In post","2023","Unknown","Bristol, City of","AA/AO","AA","20","15","[c]","[c]"
"In post","2023","Unknown","Bristol, City of","AA/AO","AO","180","175","23330","22180"
"In post","2023","Unknown","Bristol, City of","EO","EO","175","165","27680","27890"
"In post","2023","Unknown","Bristol, City of","G6/G7","G6","55","50","66850","64690"
"In post","2023","Unknown","Bristol, City of","G6/G7","G7","170","160","53460","51470"
"In post","2023","Unknown","Bristol, City of","SCS level","SCS level","15","15","[c]","[c]"
"In post","2023","Unknown","Bristol, City of","SEO/HEO","HEO","220","215","32880","33450"
"In post","2023","Unknown","Bristol, City of","SEO/HEO","SEO","160","155","40490","41060"
"In post","2023","Unknown","Bristol, City of","Unknown","Unknown","45","40","27810","25300"
"In post","2023","Unknown","Bromley","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Bromley","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Unknown","Bromley","EO","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Bromley","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Bromley","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Bromley","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Bromley","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Bromley","Unknown","Unknown","20","20","[c]","[c]"
"In post","2023","Unknown","Buckinghamshire","AA/AO","AA","20","20","[c]","[c]"
"In post","2023","Unknown","Buckinghamshire","AA/AO","AO","45","45","25740","24220"
"In post","2023","Unknown","Buckinghamshire","EO","EO","45","45","28950","29080"
"In post","2023","Unknown","Buckinghamshire","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Unknown","Buckinghamshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Unknown","Buckinghamshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Buckinghamshire","SEO/HEO","HEO","55","50","34850","35830"
"In post","2023","Unknown","Buckinghamshire","SEO/HEO","SEO","30","25","[c]","[c]"
"In post","2023","Unknown","Buckinghamshire","Unknown","Unknown","15","15","[c]","[c]"
"In post","2023","Unknown","Caithness and Sutherland, and Ross and Cromarty","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Caithness and Sutherland, and Ross and Cromarty","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Unknown","Caithness and Sutherland, and Ross and Cromarty","EO","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Caithness and Sutherland, and Ross and Cromarty","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Caithness and Sutherland, and Ross and Cromarty","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Caithness and Sutherland, and Ross and Cromarty","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Calderdale and Kirklees","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Calderdale and Kirklees","EO","EO","30","30","27590","28120"
"In post","2023","Unknown","Calderdale and Kirklees","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Unknown","Calderdale and Kirklees","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Calderdale and Kirklees","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Calderdale and Kirklees","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Calderdale and Kirklees","Unknown","Unknown","20","20","[c]","[c]"
"In post","2023","Unknown","Cambridgeshire CC","AA/AO","AA","25","25","[c]","[c]"
"In post","2023","Unknown","Cambridgeshire CC","AA/AO","AO","150","145","27970","28880"
"In post","2023","Unknown","Cambridgeshire CC","EO","EO","115","115","28680","27140"
"In post","2023","Unknown","Cambridgeshire CC","G6/G7","G6","15","15","[c]","[c]"
"In post","2023","Unknown","Cambridgeshire CC","G6/G7","G7","40","35","54380","54200"
"In post","2023","Unknown","Cambridgeshire CC","SCS level","SCS level","10","5","[c]","[c]"
"In post","2023","Unknown","Cambridgeshire CC","SEO/HEO","HEO","90","90","34400","33990"
"In post","2023","Unknown","Cambridgeshire CC","SEO/HEO","SEO","65","65","42190","41800"
"In post","2023","Unknown","Cambridgeshire CC","Unknown","Unknown","35","30","25850","24740"
"In post","2023","Unknown","Camden and City of London","AA/AO","AA","20","20","[c]","[c]"
"In post","2023","Unknown","Camden and City of London","AA/AO","AO","65","65","28080","25480"
"In post","2023","Unknown","Camden and City of London","EO","EO","55","50","30840","29750"
"In post","2023","Unknown","Camden and City of London","G6/G7","G6","40","40","86590","83190"
"In post","2023","Unknown","Camden and City of London","G6/G7","G7","45","40","66650","61000"
"In post","2023","Unknown","Camden and City of London","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Camden and City of London","SEO/HEO","HEO","55","50","37840","36180"
"In post","2023","Unknown","Camden and City of London","SEO/HEO","SEO","55","55","47520","45640"
"In post","2023","Unknown","Camden and City of London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Cardiff and Vale of Glamorgan","AA/AO","AA","30","30","22640","22520"
"In post","2023","Unknown","Cardiff and Vale of Glamorgan","AA/AO","AO","745","670","23240","22520"
"In post","2023","Unknown","Cardiff and Vale of Glamorgan","EO","EO","640","610","27580","27890"
"In post","2023","Unknown","Cardiff and Vale of Glamorgan","G6/G7","G6","35","35","69010","69130"
"In post","2023","Unknown","Cardiff and Vale of Glamorgan","G6/G7","G7","150","140","56530","56870"
"In post","2023","Unknown","Cardiff and Vale of Glamorgan","SCS level","SCS level","15","15","[c]","[c]"
"In post","2023","Unknown","Cardiff and Vale of Glamorgan","SEO/HEO","HEO","445","430","34300","34700"
"In post","2023","Unknown","Cardiff and Vale of Glamorgan","SEO/HEO","SEO","190","185","42210","42140"
"In post","2023","Unknown","Cardiff and Vale of Glamorgan","Unknown","Unknown","70","65","26950","24570"
"In post","2023","Unknown","Causeway Coast and Glens","AA/AO","AA","20","20","[c]","[c]"
"In post","2023","Unknown","Causeway Coast and Glens","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Central Bedfordshire","AA/AO","AA","20","20","[c]","[c]"
"In post","2023","Unknown","Central Bedfordshire","AA/AO","AO","15","15","[c]","[c]"
"In post","2023","Unknown","Central Bedfordshire","EO","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Central Bedfordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Central Bedfordshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Central Bedfordshire","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Central Bedfordshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Unknown","Central Hampshire","AA/AO","AA","60","60","21140","19770"
"In post","2023","Unknown","Central Hampshire","AA/AO","AO","85","80","26380","22220"
"In post","2023","Unknown","Central Hampshire","EO","EO","160","155","29120","27140"
"In post","2023","Unknown","Central Hampshire","G6/G7","G6","30","30","[c]","[c]"
"In post","2023","Unknown","Central Hampshire","G6/G7","G7","190","185","52810","49260"
"In post","2023","Unknown","Central Hampshire","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Unknown","Central Hampshire","SEO/HEO","HEO","290","285","31300","30650"
"In post","2023","Unknown","Central Hampshire","SEO/HEO","SEO","160","155","40600","39890"
"In post","2023","Unknown","Central Hampshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Central Valleys","AA/AO","AO","35","35","23520","22150"
"In post","2023","Unknown","Central Valleys","EO","EO","75","70","28430","28120"
"In post","2023","Unknown","Central Valleys","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Unknown","Central Valleys","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Unknown","Central Valleys","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Central Valleys","SEO/HEO","HEO","35","35","36160","34520"
"In post","2023","Unknown","Central Valleys","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2023","Unknown","Central Valleys","Unknown","Unknown","25","25","[c]","[c]"
"In post","2023","Unknown","Cheshire East","AA/AO","AA","15","15","[c]","[c]"
"In post","2023","Unknown","Cheshire East","AA/AO","AO","100","95","25720","24070"
"In post","2023","Unknown","Cheshire East","EO","EO","20","20","[c]","[c]"
