"Status","Year","Age","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Cabinet Office","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Chancellor's other departments","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Devon","10","10","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Inner London - West","5","5","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Cumbria","5","5","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Inner London - West","5","5","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","West Midlands","5","5","[c]","[c]"
"In post","2023","16-19","Department for Transport","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","West Wales and The Valleys","80","70","20770","19000"
"In post","2023","16-19","Department for Transport","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Greater Manchester","10","10","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Lancashire","5","5","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Merseyside","5","5","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Northumberland, and Tyne and Wear","10","10","23830","21690"
"In post","2023","16-19","Department for Work and Pensions","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","South Yorkshire","5","5","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","West Wales and The Valleys","10","10","22970","21690"
"In post","2023","16-19","Department for Work and Pensions","West Yorkshire","5","5","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","30","30","23900","23660"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Devon","5","5","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Derbyshire and Nottinghamshire","15","15","23130","22520"
"In post","2023","16-19","HM Revenue and Customs","Devon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","East Wales","20","20","22790","22520"
"In post","2023","16-19","HM Revenue and Customs","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Greater Manchester","10","10","23850","22520"
"In post","2023","16-19","HM Revenue and Customs","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Merseyside","20","20","22810","22520"
"In post","2023","16-19","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Northumberland, and Tyne and Wear","25","25","22740","22520"
"In post","2023","16-19","HM Revenue and Customs","Outer London - South","10","10","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Southern Scotland","10","10","22520","22520"
"In post","2023","16-19","HM Revenue and Customs","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","West Central Scotland","15","10","22920","22520"
"In post","2023","16-19","HM Revenue and Customs","West Midlands","10","10","23410","22520"
"In post","2023","16-19","HM Revenue and Customs","West Yorkshire","35","35","23240","22520"
"In post","2023","16-19","HM Treasury","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","Inner London - West","5","5","[c]","[c]"
"In post","2023","16-19","HM Treasury","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","East Anglia","10","5","[c]","[c]"
"In post","2023","16-19","Home Office","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Essex","10","10","[c]","[c]"
"In post","2023","16-19","Home Office","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Kent","40","40","23280","22400"
"In post","2023","16-19","Home Office","Merseyside","25","20","23050","22400"
"In post","2023","16-19","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Outer London - South","10","5","[c]","[c]"
"In post","2023","16-19","Home Office","Outer London - West and North West","15","15","26990","26400"
"In post","2023","16-19","Home Office","South Yorkshire","5","5","[c]","[c]"
"In post","2023","16-19","Home Office","Tees Valley and Durham","10","5","[c]","[c]"
"In post","2023","16-19","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Devon","10","10","21740","19770"
"In post","2023","16-19","Ministry of Defence","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","East Wales","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","130","130","19910","19430"
"In post","2023","16-19","Ministry of Defence","Hampshire and Isle of Wight","20","20","20870","19640"
"In post","2023","16-19","Ministry of Defence","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Southern Scotland","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Unknown","30","30","19370","17400"
"In post","2023","16-19","Ministry of Defence","West Central Scotland","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","15","15","23060","23230"
"In post","2023","16-19","Ministry of Justice","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Cumbria","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Derbyshire and Nottinghamshire","20","20","25890","26050"
"In post","2023","16-19","Ministry of Justice","Devon","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Dorset and Somerset","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","East Anglia","30","25","25490","23640"
"In post","2023","16-19","Ministry of Justice","East Wales","15","15","24290","23230"
"In post","2023","16-19","Ministry of Justice","East Yorkshire and Northern Lincolnshire","10","10","26820","28880"
"In post","2023","16-19","Ministry of Justice","Essex","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","25010","23230"
"In post","2023","16-19","Ministry of Justice","Greater Manchester","15","15","26560","28880"
"In post","2023","16-19","Ministry of Justice","Hampshire and Isle of Wight","20","20","26240","26470"
"In post","2023","16-19","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Inner London - East","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Kent","10","10","26670","25600"
"In post","2023","16-19","Ministry of Justice","Lancashire","15","15","23890","23230"
"In post","2023","16-19","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","20","20","25770","26050"
"In post","2023","16-19","Ministry of Justice","Lincolnshire","10","10","26030","25930"
"In post","2023","16-19","Ministry of Justice","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Shropshire and Staffordshire","15","15","25590","23230"
"In post","2023","16-19","Ministry of Justice","South Yorkshire","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Tees Valley and Durham","15","15","26160","28880"
"In post","2023","16-19","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","West Midlands","20","20","23480","21780"
"In post","2023","16-19","Ministry of Justice","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","West Yorkshire","30","25","25710","26260"
"In post","2023","16-19","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Eastern Scotland","30","30","23230","23340"
"In post","2023","16-19","Scottish Government","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","North Eastern Scotland","5","5","[c]","[c]"
"In post","2023","16-19","Scottish Government","Southern Scotland","10","10","22560","22180"
"In post","2023","16-19","Scottish Government","West Central Scotland","25","25","22760","22180"
"In post","2023","16-19","The National Archives","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Export Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","East Wales","10","10","23020","23020"
"In post","2023","16-19","UK Statistics Authority","Hampshire and Isle of Wight","10","10","22370","21200"
"In post","2023","16-19","UK Statistics Authority","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","16-19","Welsh Government","East Wales","5","5","[c]","[c]"
"In post","2023","16-19","Welsh Government","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Bedfordshire and Hertfordshire","30","25","28450","25600"
"In post","2023","20-29","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","30","30","30410","28200"
"In post","2023","20-29","Attorney General's Departments","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Derbyshire and Nottinghamshire","80","80","26840","26900"
"In post","2023","20-29","Attorney General's Departments","Devon","10","10","24840","23650"
"In post","2023","20-29","Attorney General's Departments","East Anglia","25","25","29420","24430"
"In post","2023","20-29","Attorney General's Departments","East Wales","35","35","28640","24430"
"In post","2023","20-29","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Essex","30","30","30550","28200"
"In post","2023","20-29","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","55","55","27790","26900"
"In post","2023","20-29","Attorney General's Departments","Greater Manchester","50","50","29630","26900"
"In post","2023","20-29","Attorney General's Departments","Hampshire and Isle of Wight","55","55","27840","24480"
"In post","2023","20-29","Attorney General's Departments","Inner London - East","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Inner London - West","730","725","34080","28950"
"In post","2023","20-29","Attorney General's Departments","Kent","30","30","27970","25600"
"In post","2023","20-29","Attorney General's Departments","Lancashire","25","25","30920","26900"
"In post","2023","20-29","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","20","20","24280","22870"
"In post","2023","20-29","Attorney General's Departments","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Merseyside","100","100","27860","26900"
"In post","2023","20-29","Attorney General's Departments","North Yorkshire","25","25","28980","26900"
"In post","2023","20-29","Attorney General's Departments","Northumberland, and Tyne and Wear","50","45","29090","26900"
"In post","2023","20-29","Attorney General's Departments","Outer London - East and North East","10","10","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Outer London - South","10","10","27370","26680"
"In post","2023","20-29","Attorney General's Departments","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","South Yorkshire","35","35","27140","24430"
"In post","2023","20-29","Attorney General's Departments","Surrey, East and West Sussex","50","50","28330","28200"
"In post","2023","20-29","Attorney General's Departments","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","West Midlands","80","80","28250","26900"
"In post","2023","20-29","Attorney General's Departments","West Wales and The Valleys","10","10","31850","27810"
"In post","2023","20-29","Attorney General's Departments","West Yorkshire","110","105","30780","26900"
"In post","2023","20-29","Cabinet Office","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","15","15","29540","28840"
"In post","2023","20-29","Cabinet Office","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Derbyshire and Nottinghamshire","15","15","30600","30130"
"In post","2023","20-29","Cabinet Office","Devon","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","East Anglia","30","30","34510","32250"
"In post","2023","20-29","Cabinet Office","East Wales","50","50","32230","31640"
"In post","2023","20-29","Cabinet Office","Eastern Scotland","20","20","32130","30130"
"In post","2023","20-29","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","55","55","36390","30130"
"In post","2023","20-29","Cabinet Office","Greater Manchester","150","150","35060","32560"
"In post","2023","20-29","Cabinet Office","Hampshire and Isle of Wight","15","15","30690","30130"
"In post","2023","20-29","Cabinet Office","Inner London - East","280","280","39350","35240"
"In post","2023","20-29","Cabinet Office","Inner London - West","1720","1715","35670","32520"
"In post","2023","20-29","Cabinet Office","Lancashire","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Merseyside","70","70","31340","31640"
"In post","2023","20-29","Cabinet Office","North Yorkshire","130","130","29180","27430"
"In post","2023","20-29","Cabinet Office","Northumberland, and Tyne and Wear","85","80","27170","24860"
"In post","2023","20-29","Cabinet Office","Outer London - South","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","South Yorkshire","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Unknown","60","60","34420","29980"
"In post","2023","20-29","Cabinet Office","West Central Scotland","110","110","30270","30130"
"In post","2023","20-29","Cabinet Office","West Midlands","80","80","34100","32060"
"In post","2023","20-29","Cabinet Office","West Yorkshire","65","65","34740","30130"
"In post","2023","20-29","Chancellor's other departments","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Inner London - West","65","65","38220","35000"
"In post","2023","20-29","Chancellor's other departments","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Inner London - West","10","10","32100","30170"
"In post","2023","20-29","Charity Commission","Merseyside","60","60","27100","25300"
"In post","2023","20-29","Competition and Markets Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Eastern Scotland","15","15","40060","34110"
"In post","2023","20-29","Competition and Markets Authority","Greater Manchester","5","5","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Inner London - East","155","150","38660","34110"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","15","15","32340","30930"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","20","20","28320","25160"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Devon","305","305","27230","26650"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","East Anglia","15","15","28180","30930"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","East Wales","460","450","30510","27920"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Eastern Scotland","45","45","35420","34410"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Essex","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","25","25","33380","31490"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Greater Manchester","205","205","34480","31350"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","10","10","29090","30930"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Highlands and Islands","10","10","26690","30930"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Inner London - East","20","20","31020","30790"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Inner London - West","1690","1685","44710","41360"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Kent","10","10","[c]","[c]"
