"Status","Year","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","No function","Outside London","Undeclared","1675","[c]","29010","26750"
"Leaver CS","2023","No function","Outside London","Unknown","7600","[c]","27800","24300"
"Leaver CS","2023","No function","Overseas","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Heterosexual / straight","50","[c]","31310","28120"
"Leaver CS","2023","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","Heterosexual / straight","160","[c]","51790","48480"
"Leaver CS","2023","Project Delivery","London","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","Unknown","115","[c]","41120","34090"
"Leaver CS","2023","Project Delivery","Outside London","Heterosexual / straight","635","[c]","42340","39520"
"Leaver CS","2023","Project Delivery","Outside London","LGBO","35","[c]","36660","33000"
"Leaver CS","2023","Project Delivery","Outside London","Undeclared","75","[c]","42290","41200"
"Leaver CS","2023","Project Delivery","Outside London","Unknown","300","[c]","40600","39680"
"Leaver CS","2023","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","Heterosexual / straight","80","[c]","46030","43940"
"Leaver CS","2023","Property","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Property","Outside London","Heterosexual / straight","345","[c]","34360","33000"
"Leaver CS","2023","Property","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","Outside London","Undeclared","45","[c]","36880","32970"
"Leaver CS","2023","Property","Outside London","Unknown","160","[c]","31340","26030"
"Leaver CS","2023","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","Heterosexual / straight","70","[c]","38880","36240"
"Leaver CS","2023","Security","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","Heterosexual / straight","530","[c]","31690","27500"
"Leaver CS","2023","Security","Outside London","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","Undeclared","65","[c]","36860","39070"
"Leaver CS","2023","Security","Outside London","Unknown","200","[c]","30230","27500"
"Leaver CS","2023","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","Heterosexual / straight","460","[c]","44620","38070"
"Leaver CS","2023","Unknown","London","LGBO","60","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","Undeclared","180","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","Unknown","215","[c]","43340","33400"
"Leaver CS","2023","Unknown","Outside London","Heterosexual / straight","835","[c]","41460","34970"
"Leaver CS","2023","Unknown","Outside London","LGBO","85","[c]","36230","33520"
"Leaver CS","2023","Unknown","Outside London","Undeclared","135","[c]","41650","38160"
"Leaver CS","2023","Unknown","Outside London","Unknown","640","[c]","35780","30950"
"Leaver CS","2023","Unknown","Overseas","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","205","[c]","36600","33690"
"Leaver Dept.","2023","Analysis","London","Heterosexual / straight","190","[c]","45710","39790"
"Leaver Dept.","2023","Analysis","London","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","London","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","London","Unknown","110","[c]","35940","33250"
"Leaver Dept.","2023","Analysis","Outside London","Heterosexual / straight","100","[c]","38880","37690"
"Leaver Dept.","2023","Analysis","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Outside London","Unknown","85","[c]","38360","34750"
"Leaver Dept.","2023","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","London","Heterosexual / straight","45","[c]","42660","40830"
"Leaver Dept.","2023","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","London","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Outside London","Heterosexual / straight","140","[c]","37840","38980"
"Leaver Dept.","2023","Commercial","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Outside London","Unknown","45","[c]","39720","37920"
"Leaver Dept.","2023","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","London","Heterosexual / straight","120","[c]","43380","40340"
"Leaver Dept.","2023","Communications","London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","London","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","London","Unknown","80","[c]","40580","37760"
"Leaver Dept.","2023","Communications","Outside London","Heterosexual / straight","55","[c]","35090","31800"
"Leaver Dept.","2023","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","Heterosexual / straight","40","[c]","36430","32520"
"Leaver Dept.","2023","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Outside London","Heterosexual / straight","120","[c]","29110","28120"
"Leaver Dept.","2023","Counter Fraud","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Outside London","Unknown","95","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Outside London","Heterosexual / straight","40","[c]","22950","21690"
"Leaver Dept.","2023","Debt","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Outside London","Unknown","130","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","London","Heterosexual / straight","120","[c]","50050","46330"
"Leaver Dept.","2023","Digital, Data & Technology","London","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","London","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","London","Unknown","80","[c]","41080","36530"
"Leaver Dept.","2023","Digital, Data & Technology","Outside London","Heterosexual / straight","305","[c]","39210","37590"
"Leaver Dept.","2023","Digital, Data & Technology","Outside London","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Outside London","Undeclared","35","[c]","40120","37590"
"Leaver Dept.","2023","Digital, Data & Technology","Outside London","Unknown","135","[c]","37910","34640"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","Heterosexual / straight","110","[c]","52280","44130"
"Leaver Dept.","2023","Finance","London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","Unknown","70","[c]","39050","33250"
"Leaver Dept.","2023","Finance","Outside London","Heterosexual / straight","155","[c]","40900","35830"
"Leaver Dept.","2023","Finance","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","Unknown","70","[c]","37330","33250"
"Leaver Dept.","2023","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","Outside London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","Heterosexual / straight","175","[c]","44150","38010"
"Leaver Dept.","2023","Human Resources","London","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","Unknown","40","[c]","43860","39150"
"Leaver Dept.","2023","Human Resources","Outside London","Heterosexual / straight","365","[c]","34760","32180"
"Leaver Dept.","2023","Human Resources","Outside London","LGBO","40","[c]","30740","28120"
"Leaver Dept.","2023","Human Resources","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Outside London","Unknown","80","[c]","33860","31310"
"Leaver Dept.","2023","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","London","Heterosexual / straight","95","[c]","45730","43920"
"Leaver Dept.","2023","Legal","London","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","London","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","London","Unknown","55","[c]","53800","52790"
"Leaver Dept.","2023","Legal","Outside London","Heterosexual / straight","70","[c]","38670","30420"
"Leaver Dept.","2023","Legal","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","London","Heterosexual / straight","2305","[c]","44510","39600"
"Leaver Dept.","2023","No function","London","LGBO","285","[c]","43160","40010"
"Leaver Dept.","2023","No function","London","Undeclared","275","[c]","45070","41550"
"Leaver Dept.","2023","No function","London","Unknown","880","[c]","44850","40600"
"Leaver Dept.","2023","No function","Outside London","Heterosexual / straight","3220","[c]","29640","27570"
"Leaver Dept.","2023","No function","Outside London","LGBO","305","[c]","29510","28120"
"Leaver Dept.","2023","No function","Outside London","Undeclared","305","[c]","29250","27420"
"Leaver Dept.","2023","No function","Outside London","Unknown","1395","[c]","28990","26960"
"Leaver Dept.","2023","No function","Overseas","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Overseas","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Unknown","Heterosexual / straight","35","[c]","33780","29470"
"Leaver Dept.","2023","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","London","Heterosexual / straight","90","[c]","45340","41440"
"Leaver Dept.","2023","Project Delivery","London","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","London","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","London","Unknown","105","[c]","36150","32960"
"Leaver Dept.","2023","Project Delivery","Outside London","Heterosexual / straight","180","[c]","39860","37680"
"Leaver Dept.","2023","Project Delivery","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Outside London","Unknown","95","[c]","37360","33990"
"Leaver Dept.","2023","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Outside London","Heterosexual / straight","110","[c]","36820","33640"
"Leaver Dept.","2023","Property","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Outside London","Unknown","40","[c]","27300","22520"
"Leaver Dept.","2023","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","London","Heterosexual / straight","50","[c]","40170","35600"
"Leaver Dept.","2023","Security","London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Outside London","Heterosexual / straight","85","[c]","30950","31500"
"Leaver Dept.","2023","Security","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","Heterosexual / straight","285","[c]","47410","39150"
"Leaver Dept.","2023","Unknown","London","LGBO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","Undeclared","125","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","Unknown","350","[c]","33900","32000"
"Leaver Dept.","2023","Unknown","Outside London","Heterosexual / straight","235","[c]","39220","34730"
"Leaver Dept.","2023","Unknown","Outside London","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Outside London","Undeclared","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Outside London","Unknown","150","[c]","38480","32960"
"Leaver Dept.","2023","Unknown","Overseas","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Overseas","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","London","Heterosexual / straight","345","[c]","36330","34480"
"New entrant CS","2023","Analysis","London","LGBO","55","[c]","36810","34740"
"New entrant CS","2023","Analysis","London","Undeclared","40","[c]","34450","34190"
"New entrant CS","2023","Analysis","London","Unknown","190","[c]","33680","34480"
"New entrant CS","2023","Analysis","Outside London","Heterosexual / straight","520","[c]","33510","31560"
"New entrant CS","2023","Analysis","Outside London","LGBO","85","[c]","30270","31270"
"New entrant CS","2023","Analysis","Outside London","Undeclared","45","[c]","32260","31060"
"New entrant CS","2023","Analysis","Outside London","Unknown","195","[c]","29340","28840"
"New entrant CS","2023","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","London","Heterosexual / straight","80","[c]","39910","35010"
"New entrant CS","2023","Commercial","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","London","Unknown","60","[c]","46820","29230"
"New entrant CS","2023","Commercial","Outside London","Heterosexual / straight","320","[c]","35010","32500"
"New entrant CS","2023","Commercial","Outside London","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Outside London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Outside London","Unknown","220","[c]","43540","32500"
"New entrant CS","2023","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","London","Heterosexual / straight","170","[c]","41490","37540"
"New entrant CS","2023","Communications","London","LGBO","30","[c]","41430","39370"
"New entrant CS","2023","Communications","London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Communications","London","Unknown","85","[c]","39090","37890"
"New entrant CS","2023","Communications","Outside London","Heterosexual / straight","165","[c]","36260","33830"
"New entrant CS","2023","Communications","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Outside London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Outside London","Unknown","70","[c]","34350","31660"
"New entrant CS","2023","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","London","Heterosexual / straight","70","[c]","31710","31980"
"New entrant CS","2023","Counter Fraud","London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","London","Unknown","40","[c]","34240","32260"
"New entrant CS","2023","Counter Fraud","Outside London","Heterosexual / straight","375","[c]","27600","27460"
"New entrant CS","2023","Counter Fraud","Outside London","LGBO","40","[c]","27160","25610"
"New entrant CS","2023","Counter Fraud","Outside London","Undeclared","30","[c]","29500","28120"
"New entrant CS","2023","Counter Fraud","Outside London","Unknown","85","[c]","28160","27650"
"New entrant CS","2023","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","London","Heterosexual / straight","75","[c]","26920","26920"
"New entrant CS","2023","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","London","Unknown","70","[c]","26850","26920"
"New entrant CS","2023","Debt","Outside London","Heterosexual / straight","785","[c]","22300","22520"
"New entrant CS","2023","Debt","Outside London","LGBO","95","[c]","22470","22520"
"New entrant CS","2023","Debt","Outside London","Undeclared","40","[c]","22240","22520"
"New entrant CS","2023","Debt","Outside London","Unknown","605","[c]","22430","22520"
"New entrant CS","2023","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","London","Heterosexual / straight","360","[c]","46990","42240"
"New entrant CS","2023","Digital, Data & Technology","London","LGBO","45","[c]","41230","37240"
"New entrant CS","2023","Digital, Data & Technology","London","Undeclared","40","[c]","41220","37950"
"New entrant CS","2023","Digital, Data & Technology","London","Unknown","260","[c]","42410","37740"
"New entrant CS","2023","Digital, Data & Technology","Outside London","Heterosexual / straight","1495","[c]","38300","36990"
"New entrant CS","2023","Digital, Data & Technology","Outside London","LGBO","145","[c]","35820","33020"
"New entrant CS","2023","Digital, Data & Technology","Outside London","Undeclared","155","[c]","37680","36990"
"New entrant CS","2023","Digital, Data & Technology","Outside London","Unknown","690","[c]","37700","34390"
"New entrant CS","2023","Digital, Data & Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","London","Heterosexual / straight","110","[c]","43530","39150"
"New entrant CS","2023","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","London","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","Finance","London","Unknown","60","[c]","34240","30950"
"New entrant CS","2023","Finance","Outside London","Heterosexual / straight","390","[c]","32590","28120"
"New entrant CS","2023","Finance","Outside London","LGBO","40","[c]","32490","27800"
"New entrant CS","2023","Finance","Outside London","Undeclared","35","[c]","30360","25950"
"New entrant CS","2023","Finance","Outside London","Unknown","180","[c]","29220","25880"
"New entrant CS","2023","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
