"Status","Year","Disability","Organisation","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Home Office","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Inner London - East","Hackney and Newham","305","275","33820","30200"
"In post","2023","Declared non-disabled","Home Office","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Inner London - East","Lambeth","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Inner London - East","Lewisham and Southwark","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Inner London - West","Camden and City of London","195","180","37530","36180"
"In post","2023","Declared non-disabled","Home Office","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Inner London - West","Wandsworth","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Inner London - West","Westminster","2390","2320","53200","59000"
"In post","2023","Declared non-disabled","Home Office","Kent","East Kent","1715","1570","29350","27650"
"In post","2023","Declared non-disabled","Home Office","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Kent","Mid Kent","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","160","145","29930","27650"
"In post","2023","Declared non-disabled","Home Office","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Lincolnshire","Lincolnshire CC","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Merseyside","East Merseyside","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Merseyside","Liverpool","3195","2975","29440","25980"
"In post","2023","Declared non-disabled","Home Office","Merseyside","Sefton","960","880","28500","25880"
"In post","2023","Declared non-disabled","Home Office","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","North Eastern Scotland","Aberdeen City and Aberdeenshire","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","North Yorkshire","North Yorkshire CC","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Northern Ireland","Belfast","280","250","26540","25880"
"In post","2023","Declared non-disabled","Home Office","Northern Ireland","Lisburn and Castlereagh","75","75","31090","27650"
"In post","2023","Declared non-disabled","Home Office","Northern Ireland","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Northumberland, and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Northumberland, and Tyne and Wear","Tyneside","205","195","31170","27650"
"In post","2023","Declared non-disabled","Home Office","Outer London - East and North East","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Outer London - East and North East","Bexley and Greenwich","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Outer London - East and North East","Redbridge and Waltham Forest","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Outer London - South","Bromley","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Outer London - South","Croydon","3800","3600","41000","36180"
"In post","2023","Declared non-disabled","Home Office","Outer London - South","Merton, Kingston upon Thames and Sutton","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Outer London - West and North West","Barnet","105","105","49440","46210"
"In post","2023","Declared non-disabled","Home Office","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Outer London - West and North West","Ealing","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Outer London - West and North West","Harrow and Hillingdon","1575","1415","32990","30200"
"In post","2023","Declared non-disabled","Home Office","Outer London - West and North West","Hounslow and Richmond upon Thames","415","385","33330","30200"
"In post","2023","Declared non-disabled","Home Office","Overseas","Overseas","115","115","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Shropshire and Staffordshire","Stoke-on-Trent","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","South Yorkshire","Barnsley, Doncaster and Rotherham","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","South Yorkshire","Sheffield","1805","1655","31040","26180"
"In post","2023","Declared non-disabled","Home Office","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Southern Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Southern Scotland","South Lanarkshire","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Surrey, East and West Sussex","East Surrey","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Surrey, East and West Sussex","East Sussex CC","45","40","29510","27650"
"In post","2023","Declared non-disabled","Home Office","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Surrey, East and West Sussex","West Sussex (North East)","495","430","30380","28680"
"In post","2023","Declared non-disabled","Home Office","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Tees Valley and Durham","Darlington","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Tees Valley and Durham","Durham","660","560","26530","22400"
"In post","2023","Declared non-disabled","Home Office","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Tees Valley and Durham","South Teesside","65","65","27800","26140"
"In post","2023","Declared non-disabled","Home Office","Unknown","Unknown","120","110","29390","27340"
"In post","2023","Declared non-disabled","Home Office","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","West Central Scotland","Glasgow City","440","410","30210","26180"
"In post","2023","Declared non-disabled","Home Office","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","105","95","30910","27650"
"In post","2023","Declared non-disabled","Home Office","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","West Midlands","Birmingham","90","80","32680","27260"
"In post","2023","Declared non-disabled","Home Office","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","West Midlands","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","West Midlands","Solihull","585","535","31350","27650"
"In post","2023","Declared non-disabled","Home Office","West Midlands","Walsall","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","West Wales and The Valleys","Isle of Anglesey","35","35","29470","25980"
"In post","2023","Declared non-disabled","Home Office","West Wales and The Valleys","South West Wales","30","30","27420","26140"
"In post","2023","Declared non-disabled","Home Office","West Wales and The Valleys","Swansea","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","West Yorkshire","Leeds","510","480","32260","32000"
"In post","2023","Declared non-disabled","Home Office","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Greater Manchester","Manchester","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Inner London - West","Westminster","75","75","57170","55290"
"In post","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","South Yorkshire","Sheffield","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Tees Valley and Durham","Darlington","35","35","43220","37710"
"In post","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","West Midlands","Coventry","95","95","46810","51460"
"In post","2023","Declared non-disabled","Intellectual Property Office","East Wales","Monmouthshire and Newport","1125","1055","41650","41240"
"In post","2023","Declared non-disabled","Intellectual Property Office","Inner London - West","Westminster","30","30","51950","45040"
"In post","2023","Declared non-disabled","Legal Aid Agency","Derbyshire and Nottinghamshire","Nottingham","105","95","27990","25830"
"In post","2023","Declared non-disabled","Legal Aid Agency","East Anglia","Cambridgeshire CC","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Legal Aid Agency","East Wales","Cardiff and Vale of Glamorgan","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Legal Aid Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","50","45","29340","25830"
"In post","2023","Declared non-disabled","Legal Aid Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Legal Aid Agency","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal Aid Agency","Greater Manchester","Manchester","45","40","29980","25830"
"In post","2023","Declared non-disabled","Legal Aid Agency","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal Aid Agency","Inner London - West","Westminster","110","105","46220","43650"
"In post","2023","Declared non-disabled","Legal Aid Agency","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal Aid Agency","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal Aid Agency","Merseyside","Liverpool","130","125","27300","25830"
"In post","2023","Declared non-disabled","Legal Aid Agency","Northumberland, and Tyne and Wear","Tyneside","175","160","27880","25830"
"In post","2023","Declared non-disabled","Legal Aid Agency","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal Aid Agency","Surrey, East and West Sussex","Brighton and Hove","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Legal Aid Agency","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal Aid Agency","Tees Valley and Durham","Darlington","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Legal Aid Agency","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal Aid Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal Aid Agency","West Midlands","Birmingham","85","80","27990","25830"
"In post","2023","Declared non-disabled","Legal Aid Agency","West Wales and The Valleys","Central Valleys","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Legal Aid Agency","West Wales and The Valleys","Swansea","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Legal Aid Agency","West Yorkshire","Leeds","35","30","30490","26500"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Devon","Plymouth","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","East Wales","Cardiff and Vale of Glamorgan","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","40","35","37790","31660"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Essex","Essex Haven Gateway","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Hampshire and Isle of Wight","South Hampshire","75","70","33380","31660"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Southampton","340","325","40260","39820"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Highlands and Islands","Na h-Eileanan Siar","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Highlands and Islands","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Highlands and Islands","Shetland Islands","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Inner London - West","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Kent","East Kent","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Merseyside","Sefton","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","North Eastern Scotland","Aberdeen City and Aberdeenshire","35","35","36350","32670"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Northern Ireland","Ards and North Down","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","30","30","43490","46400"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","West Wales and The Valleys","Isle of Anglesey","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","West Wales and The Valleys","South West Wales","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","West Wales and The Valleys","Swansea","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","Hertfordshire CC","75","75","53520","54030"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Dorset and Somerset","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Essex","West Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Inner London - East","Tower Hamlets","275","270","55600","54460"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Outer London - West and North West","Ealing","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
