"Status","Year","Age","Parent_department","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Operational Delivery","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Other","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Policy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Policy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Policy","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Veterinarian","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","International Trade","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Policy","London","10","[c]","62220","59220"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Policy","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Policy","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Policy","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Human Resources","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Operational Delivery","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Operational Delivery","Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Policy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Policy","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Unknown","London","20","[c]","60680","55740"
"Leaver Dept.","2023","50-59","Department for Transport","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Counter Fraud","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Digital, Data and Technology","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Digital, Data and Technology","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Finance","North West (England)","10","[c]","38340","37510"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Operational Delivery","East Midlands (England)","10","[c]","27900","28120"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Operational Delivery","East of England","15","[c]","29200","29290"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Operational Delivery","London","20","[c]","31270","32520"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Operational Delivery","North East (England)","35","[c]","28880","28120"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Operational Delivery","North West (England)","55","[c]","29440","28120"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Operational Delivery","Scotland","100","[c]","25320","27570"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Operational Delivery","South East (England)","20","[c]","28800","28120"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Operational Delivery","South West (England)","25","[c]","27890","28120"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Operational Delivery","Wales","20","[c]","29500","28120"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Operational Delivery","West Midlands (England)","60","[c]","25900","27570"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Operational Delivery","Yorkshire and The Humber","30","[c]","30670","28120"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Other","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Other","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Other","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Other","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Other","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Other","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Policy","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Policy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Policy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Medicine","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Operational Delivery","London","25","[c]","49680","45460"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Operational Delivery","Yorkshire and The Humber","10","[c]","42880","39290"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Unknown","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Unknown","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Food Standards Agency","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Food Standards Agency","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Food Standards Agency","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Food Standards Agency","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Food Standards Agency","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Food Standards Agency","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Food Standards Agency","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Food Standards Agency","Policy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Food Standards Agency","Policy","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Food Standards Agency","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Foreign, Commonwealth and Development Office","Unknown","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Foreign, Commonwealth and Development Office","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Foreign, Commonwealth and Development Office","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Foreign, Commonwealth and Development Office","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Legal","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Operational Delivery","North East (England)","30","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Operational Delivery","North West (England)","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Operational Delivery","Northern Ireland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Operational Delivery","Scotland","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Operational Delivery","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Other","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Other","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Policy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Policy","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Project Delivery","London","[c]","[c]","[c]","[c]"
