"Status","Year","Ethnicity","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Mixed","Office for Budget Responsibility","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Budget Responsibility","HM Treasury","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Budget Responsibility","HM Treasury","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Budget Responsibility","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Budget Responsibility","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Budget Responsibility","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AO","5","5","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","5","5","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO","10","10","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","15","15","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6","10","10","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G7","20","20","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","HEO","5","5","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO","10","10","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","5","5","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","Ministry of Justice","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","Ministry of Justice","AO","15","15","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","Ministry of Justice","EO","15","15","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","Ministry of Justice","HEO","5","5","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Scottish Charity Regulator","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Scottish Charity Regulator","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Scottish Charity Regulator","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Scottish Charity Regulator","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Scottish Charity Regulator","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Scottish Charity Regulator","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Scottish Charity Regulator","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectorate","Department for Levelling Up, Housing and Communities","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectorate","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectorate","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectorate","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectorate","Department for Levelling Up, Housing and Communities","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectorate","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectorate","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectorate","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Revenue Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Revenue Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Revenue Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Revenue Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Revenue Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Revenue Scotland","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Revenue Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Revenue Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AO","25","20","[c]","[c]"
"In post","2023","Mixed","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","5","5","[c]","[c]"
"In post","2023","Mixed","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Rural Payments Agency","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Fiscal Commission","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Fiscal Commission","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Fiscal Commission","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Fiscal Commission","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Fiscal Commission","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Fiscal Commission","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Forestry","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Forestry","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Forestry","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Forestry","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Forestry","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Forestry","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Forestry","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Government (excl. agencies)","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Government (excl. agencies)","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Government (excl. agencies)","Scottish Government","EO","15","15","[c]","[c]"
"In post","2023","Mixed","Scottish Government (excl. agencies)","Scottish Government","G6","5","5","[c]","[c]"
"In post","2023","Mixed","Scottish Government (excl. agencies)","Scottish Government","G7","15","15","[c]","[c]"
"In post","2023","Mixed","Scottish Government (excl. agencies)","Scottish Government","HEO","20","20","[c]","[c]"
"In post","2023","Mixed","Scottish Government (excl. agencies)","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Government (excl. agencies)","Scottish Government","SEO","25","25","[c]","[c]"
"In post","2023","Mixed","Scottish Housing Regulator","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Housing Regulator","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Housing Regulator","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Housing Regulator","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Housing Regulator","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Housing Regulator","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Housing Regulator","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Public Pensions Agency","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Public Pensions Agency","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Public Pensions Agency","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Public Pensions Agency","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Public Pensions Agency","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Public Pensions Agency","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Public Pensions Agency","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Public Pensions Agency","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","Attorney General's Departments","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Security Scotland","Scottish Government","AA","10","10","[c]","[c]"
"In post","2023","Mixed","Social Security Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Security Scotland","Scottish Government","EO","10","10","[c]","[c]"
"In post","2023","Mixed","Social Security Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Security Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Security Scotland","Scottish Government","HEO","5","5","[c]","[c]"
"In post","2023","Mixed","Social Security Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Security Scotland","Scottish Government","SEO","5","5","[c]","[c]"
"In post","2023","Mixed","Standards and Testing Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Standards and Testing Agency","Department for Education","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Standards and Testing Agency","Department for Education","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Standards and Testing Agency","Department for Education","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Standards and Testing Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Standards and Testing Agency","Department for Education","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Student Awards Agency for Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Student Awards Agency for Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Student Awards Agency for Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Student Awards Agency for Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Student Awards Agency for Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Student Awards Agency for Scotland","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Student Awards Agency for Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Student Awards Agency for Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Submarine Delivery Agency","Ministry of Defence","Unknown","25","25","[c]","[c]"
"In post","2023","Mixed","Teaching Regulation Agency","Department for Education","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Teaching Regulation Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Teaching Regulation Agency","Department for Education","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Teaching Regulation Agency","Department for Education","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Teaching Regulation Agency","Department for Education","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Teaching Regulation Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Teaching Regulation Agency","Department for Education","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO","5","5","[c]","[c]"
"In post","2023","Mixed","The National Archives","The National Archives","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The National Archives","The National Archives","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The National Archives","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The National Archives","The National Archives","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The National Archives","The National Archives","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The National Archives","The National Archives","HEO","10","10","[c]","[c]"
"In post","2023","Mixed","The National Archives","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The National Archives","The National Archives","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Transport Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Transport Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Transport Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Transport Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Transport Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Transport Scotland","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Transport Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Transport Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","HM Treasury","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","HM Treasury","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","UK Export Finance","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","UK Export Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","UK Export Finance","EO","5","5","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","UK Export Finance","SEO","5","5","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Department of Health and Social Care","AO","10","10","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Department of Health and Social Care","EO","15","15","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Department of Health and Social Care","G6","15","15","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Department of Health and Social Care","G7","25","25","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Department of Health and Social Care","HEO","20","20","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Department of Health and Social Care","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Department of Health and Social Care","SEO","25","25","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","UK Statistics Authority","AO","25","20","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","UK Statistics Authority","EO","10","10","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
