"Status","Year","Disability","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared non-disabled","Communications","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Digital, Culture, Media and Sport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Education (excl. agencies)","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for International Trade","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Transport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Work and Pensions (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department of Health and Social Care (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Driver and Vehicle Licensing Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Estyn","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Government Internal Audit Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","HM Prison and Probation Service","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","HM Revenue and Customs (excl. agencies)","Communications","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","HM Treasury (excl. agencies)","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Health and Safety Executive","Communications","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Home Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Home Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Institute for Apprenticeships and Technical Education","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Legal Aid Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Maritime and Coastguard Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Medicines and Healthcare Products Regulatory Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Met Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Ministry of Defence (excl. agencies)","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Ministry of Justice (excl. agencies)","Communications","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","National Savings and Investments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Office for Standards in Education, Children's Services and Skills","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Office of Gas and Electricity Markets","Communications","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Office of Qualifications and Examinations Regulation","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Registers of Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Rural Payments Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Scottish Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Scottish Prison Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Serious Fraud Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","The Insolvency Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","The National Archives","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","UK Export Finance","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","UK Export Finance","Policy","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","UK Health Security Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","UK Hydrographic Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","UK Space Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","UK Statistics Authority","Communications","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Valuation Office Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Wilton Park","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Building Digital UK","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Cabinet Office (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Cabinet Office (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Cabinet Office (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Cabinet Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Companies House","Counter Fraud","35","[c]","23700","21610"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","220","[c]","27190","25610"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Department for Work and Pensions (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","HM Revenue and Customs (excl. agencies)","Counter Fraud","70","[c]","28320","27650"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","35","[c]","28780","27650"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Ministry of Defence (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Serious Fraud Office","Counter Fraud","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","The Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","Department for Work and Pensions (excl. agencies)","Other","280","[c]","21760","21690"
"New entrant CS","2023","Declared non-disabled","Debt","HM Revenue and Customs (excl. agencies)","Operational Delivery","615","[c]","23160","22520"
"New entrant CS","2023","Declared non-disabled","Debt","HM Revenue and Customs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","HM Revenue and Customs (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Active Travel England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Animal and Plant Health Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Building Digital UK","Digital, Data and Technology","[c]","[c]","[c]","[c]"
