"Status","Year","Ethnicity","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Transport","Security","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Work and Pensions","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department of Health and Social Care","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","HM Revenue and Customs","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","HM Revenue and Customs","Unknown","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Home Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Home Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Home Office","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Home Office","Security","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Ministry of Justice","Digital, Data and Technology","10","5","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Northern Ireland Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Welsh Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Business, Energy and Industrial Strategy","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Education","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Education","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Education","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Education","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Education","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Education","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Education","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Work and Pensions","Finance","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department of Health and Social Care","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department of Health and Social Care","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department of Health and Social Care","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department of Health and Social Care","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department of Health and Social Care","Tax","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Estyn","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","HM Revenue and Customs","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","HM Revenue and Customs","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","HM Treasury","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Home Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Home Office","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Ministry of Defence","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Office of the Secretary of State for Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Office of the Secretary of State for Wales","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","UK Statistics Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","UK Supreme Court","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","10","5","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","Department for Environment, Food and Rural Affairs","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","Home Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","Home Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","Home Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Cabinet Office","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for Education","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for Education","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for Education","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for Education","Property","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for Education","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for Work and Pensions","Operational Delivery","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Food Standards Agency","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","HM Revenue and Customs","Human Resources","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","HM Revenue and Customs","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Home Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Home Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Home Office","Other","[c]","[c]","[c]","[c]"
