"Status","Year","Ethnicity","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","White","Human Resources","Scottish Government","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Scottish Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","UK Statistics Authority","Human Resources","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","Department for Business, Energy and Industrial Strategy","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","HM Revenue and Customs","Internal Audit","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","HM Treasury","Internal Audit","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","Ministry of Defence","Internal Audit","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Attorney General's Departments","Legal","280","[c]","56960","55170"
"Leaver CS","2023","White","Legal","Attorney General's Departments","Operational Delivery","160","[c]","25700","24480"
"Leaver CS","2023","White","Legal","Attorney General's Departments","Other","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Competition and Markets Authority","Legal","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Department for Education","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Foreign, Commonwealth and Development Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","HM Land Registry","Legal","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","HM Revenue and Customs","Legal","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","HM Revenue and Customs","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","HM Revenue and Customs","Tax","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Ministry of Defence","Legal","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Ministry of Justice","Legal","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Scottish Government","Legal","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","The National Archives","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","UK Supreme Court","Legal","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Attorney General's Departments","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Attorney General's Departments","Other","5","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Cabinet Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Cabinet Office","Operational Delivery","15","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Cabinet Office","Unknown","100","[c]","49170","42080"
"Leaver CS","2023","White","No function","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Chancellor's other departments","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Charity Commission","Operational Delivery","20","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Business, Energy and Industrial Strategy","Economics","10","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Business, Energy and Industrial Strategy","Operational Delivery","125","[c]","33040","28070"
"Leaver CS","2023","White","No function","Department for Business, Energy and Industrial Strategy","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Business, Energy and Industrial Strategy","Policy","255","[c]","50660","53380"
"Leaver CS","2023","White","No function","Department for Business, Energy and Industrial Strategy","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Business, Energy and Industrial Strategy","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Digital, Culture, Media and Sport","Other","5","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Digital, Culture, Media and Sport","Policy","75","[c]","45370","42120"
"Leaver CS","2023","White","No function","Department for Digital, Culture, Media and Sport","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Education","Operational Delivery","75","[c]","44540","38140"
"Leaver CS","2023","White","No function","Department for Education","Policy","60","[c]","46930","42380"
"Leaver CS","2023","White","No function","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Environment, Food and Rural Affairs","Operational Delivery","120","[c]","28210","25920"
"Leaver CS","2023","White","No function","Department for Environment, Food and Rural Affairs","Other","10","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Environment, Food and Rural Affairs","Policy","190","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Environment, Food and Rural Affairs","Science and Engineering","40","[c]","32470","29080"
"Leaver CS","2023","White","No function","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Environment, Food and Rural Affairs","Veterinarian","30","[c]","45480","41210"
"Leaver CS","2023","White","No function","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for International Trade","International Trade","55","[c]","48100","45350"
"Leaver CS","2023","White","No function","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for International Trade","Other","5","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Levelling Up, Housing and Communities","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Levelling Up, Housing and Communities","Operational Delivery","45","[c]","36250","33210"
"Leaver CS","2023","White","No function","Department for Levelling Up, Housing and Communities","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Levelling Up, Housing and Communities","Planning","10","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Levelling Up, Housing and Communities","Planning Inspectors","15","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Levelling Up, Housing and Communities","Policy","85","[c]","49040","48200"
"Leaver CS","2023","White","No function","Department for Levelling Up, Housing and Communities","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Transport","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Transport","Operational Delivery","685","[c]","25630","22500"
"Leaver CS","2023","White","No function","Department for Transport","Policy","25","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Transport","Unknown","135","[c]","51930","49440"
"Leaver CS","2023","White","No function","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Work and Pensions","Operational Delivery","4820","[c]","26460","27570"
"Leaver CS","2023","White","No function","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Work and Pensions","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department for Work and Pensions","Science and Engineering","25","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department of Health and Social Care","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department of Health and Social Care","Medicine","45","[c]","80960","79590"
"Leaver CS","2023","White","No function","Department of Health and Social Care","Operational Delivery","625","[c]","38150","33330"
"Leaver CS","2023","White","No function","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department of Health and Social Care","Policy","5","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Department of Health and Social Care","Science and Engineering","275","[c]","36900","34330"
"Leaver CS","2023","White","No function","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Food Standards Agency","Operational Delivery","25","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Food Standards Agency","Policy","20","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","HM Land Registry","Operational Delivery","205","[c]","30300","28080"
"Leaver CS","2023","White","No function","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","HM Revenue and Customs","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","HM Revenue and Customs","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","HM Revenue and Customs","Operational Delivery","1005","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","HM Revenue and Customs","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","HM Revenue and Customs","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","HM Revenue and Customs","Tax","485","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","HM Treasury","Operational Delivery","15","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","HM Treasury","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","HM Treasury","Policy","120","[c]","52530","52840"
"Leaver CS","2023","White","No function","Home Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Home Office","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Home Office","Counter Fraud","10","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Home Office","Digital, Data and Technology","20","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Home Office","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Home Office","Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Home Office","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Home Office","Intelligence Analysis","55","[c]","29950","27650"
"Leaver CS","2023","White","No function","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Home Office","Operational Delivery","885","[c]","28390","26140"
"Leaver CS","2023","White","No function","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Home Office","Other","40","[c]","35260","29270"
"Leaver CS","2023","White","No function","Home Office","Policy","85","[c]","51420","44140"
"Leaver CS","2023","White","No function","Home Office","Project Delivery","45","[c]","52720","54260"
"Leaver CS","2023","White","No function","Home Office","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Home Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Home Office","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Home Office","Statistics","5","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Home Office","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Ministry of Defence","Geography","5","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Ministry of Defence","Intelligence Analysis","55","[c]","35540","34300"
"Leaver CS","2023","White","No function","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Ministry of Defence","Medicine","180","[c]","45320","40590"
"Leaver CS","2023","White","No function","Ministry of Defence","Operational Delivery","395","[c]","28570","24260"
"Leaver CS","2023","White","No function","Ministry of Defence","Other","265","[c]","27680","21630"
"Leaver CS","2023","White","No function","Ministry of Defence","Policy","45","[c]","44160","41800"
"Leaver CS","2023","White","No function","Ministry of Defence","Science and Engineering","375","[c]","36860","33990"
"Leaver CS","2023","White","No function","Ministry of Justice","Commercial","10","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Ministry of Justice","Intelligence Analysis","15","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Ministry of Justice","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Ministry of Justice","Legal","80","[c]","44250","44040"
"Leaver CS","2023","White","No function","Ministry of Justice","Operational Delivery","5250","[c]","25640","21780"
"Leaver CS","2023","White","No function","Ministry of Justice","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Ministry of Justice","Policy","25","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Ministry of Justice","Psychology","85","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Ministry of Justice","Unknown","450","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","National Crime Agency","Operational Delivery","245","[c]","41580","38640"
"Leaver CS","2023","White","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","115","[c]","69430","77470"
"Leaver CS","2023","White","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Office for Standards in Education, Children's Services and Skills","Other","15","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Office of Gas and Electricity Markets","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Office of Gas and Electricity Markets","Policy","15","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Office of Qualifications and Examinations Regulation","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Office of Rail and Road","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Office of the Secretary of State for Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Scottish Government","Operational Delivery","235","[c]","32600","31190"
"Leaver CS","2023","White","No function","Scottish Government","Other","5","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Scottish Government","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","The National Archives","Operational Delivery","15","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","The National Archives","Other","10","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","UK Statistics Authority","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","UK Statistics Authority","Operational Delivery","265","[c]","25340","21200"
"Leaver CS","2023","White","No function","UK Statistics Authority","Policy","5","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Water Services Regulation Authority","Policy","5","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Cabinet Office","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Chancellor's other departments","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Competition and Markets Authority","Project Delivery","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Department for Business, Energy and Industrial Strategy","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Department for Business, Energy and Industrial Strategy","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Department for Digital, Culture, Media and Sport","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Department for Education","Project Delivery","45","[c]","46830","51360"
"Leaver CS","2023","White","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Department for International Trade","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Department for Levelling Up, Housing and Communities","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Department for Transport","Project Delivery","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Department for Work and Pensions","Project Delivery","60","[c]","40170","38470"
"Leaver CS","2023","White","Project Delivery","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Estyn","Inspector of Education and Training","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Foreign, Commonwealth and Development Office","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","HM Land Registry","Project Delivery","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","HM Revenue and Customs","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","HM Revenue and Customs","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","HM Revenue and Customs","Policy","35","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","HM Revenue and Customs","Project Delivery","85","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","HM Revenue and Customs","Tax","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Ministry of Defence","Operational Delivery","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Ministry of Defence","Project Delivery","385","[c]","43280","41050"
"Leaver CS","2023","White","Project Delivery","Ministry of Defence","Science and Engineering","45","[c]","40970","34760"
"Leaver CS","2023","White","Project Delivery","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Ministry of Justice","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","National Crime Agency","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","UK Statistics Authority","Project Delivery","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Cabinet Office","Finance","5","[c]","[c]","[c]"
