"Status","Year","Parent_department","Region_ITL1","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","East Midlands (England)","Nottingham","Heterosexual / straight","235","225","37390","31180"
"In post","2023","Attorney General's Departments","East Midlands (England)","Nottingham","LGBO","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","Nottingham","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","Nottingham","Unknown","55","50","42790","46050"
"In post","2023","Attorney General's Departments","East Midlands (England)","South Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","South and West Derbyshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","South and West Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","West Northamptonshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","West Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","West Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Bedford","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Bedford","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Cambridgeshire CC","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Cambridgeshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Essex Haven Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Essex Haven Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Essex Thames Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Essex Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Heart of Essex","Heterosexual / straight","170","160","42520","40340"
"In post","2023","Attorney General's Departments","East of England","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Heart of Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Heart of Essex","Unknown","30","25","45430","36780"
"In post","2023","Attorney General's Departments","East of England","Hertfordshire CC","Heterosexual / straight","145","135","43770","40800"
"In post","2023","Attorney General's Departments","East of England","Hertfordshire CC","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Hertfordshire CC","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Hertfordshire CC","Unknown","35","30","50900","62640"
"In post","2023","Attorney General's Departments","East of England","Luton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Luton","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Norwich and East Norfolk","Heterosexual / straight","70","65","36230","26900"
"In post","2023","Attorney General's Departments","East of England","Norwich and East Norfolk","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Norwich and East Norfolk","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Norwich and East Norfolk","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Peterborough","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Peterborough","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Suffolk CC","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Suffolk CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Suffolk CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Suffolk CC","Unknown","15","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Thurrock","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Thurrock","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Barnet","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Barnet","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Bexley and Greenwich","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Bexley and Greenwich","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Bexley and Greenwich","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Bromley","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Bromley","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Camden and City of London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Camden and City of London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Croydon","Heterosexual / straight","40","35","38250","32660"
"In post","2023","Attorney General's Departments","London","Croydon","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Croydon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Croydon","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Ealing","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Ealing","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Ealing","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Haringey and Islington","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Haringey and Islington","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Haringey and Islington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Harrow and Hillingdon","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Harrow and Hillingdon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Hounslow and Richmond upon Thames","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Hounslow and Richmond upon Thames","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Lewisham and Southwark","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Lewisham and Southwark","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Merton, Kingston upon Thames and Sutton","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Redbridge and Waltham Forest","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Redbridge and Waltham Forest","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Redbridge and Waltham Forest","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Westminster","Heterosexual / straight","3290","3120","50250","52020"
"In post","2023","Attorney General's Departments","London","Westminster","LGBO","265","255","52050","52020"
"In post","2023","Attorney General's Departments","London","Westminster","Undeclared","280","270","52710","54140"
"In post","2023","Attorney General's Departments","London","Westminster","Unknown","875","800","55150","58710"
"In post","2023","Attorney General's Departments","North East (England)","Darlington","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Darlington","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Durham","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Hartlepool and Stockton-on-Tees","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Hartlepool and Stockton-on-Tees","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Northumberland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","South Teesside","Heterosexual / straight","75","65","39860","33300"
"In post","2023","Attorney General's Departments","North East (England)","South Teesside","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","South Teesside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","South Teesside","Unknown","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Tyneside","Heterosexual / straight","205","190","39210","33810"
"In post","2023","Attorney General's Departments","North East (England)","Tyneside","LGBO","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Tyneside","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Tyneside","Unknown","50","40","42100","38940"
"In post","2023","Attorney General's Departments","North West (England)","Blackburn with Darwen","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Blackburn with Darwen","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Cheshire East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Cheshire East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","East Cumbria","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","East Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","East Cumbria","Unknown","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","East Merseyside","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester South East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester South West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester South West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Lancaster and Wyre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Lancaster and Wyre","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Liverpool","Heterosexual / straight","330","315","37360","31180"
"In post","2023","Attorney General's Departments","North West (England)","Liverpool","LGBO","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Liverpool","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Liverpool","Unknown","65","60","40360","34410"
"In post","2023","Attorney General's Departments","North West (England)","Manchester","Heterosexual / straight","310","290","40270","34410"
"In post","2023","Attorney General's Departments","North West (England)","Manchester","LGBO","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Manchester","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Manchester","Unknown","50","45","43040","35000"
"In post","2023","Attorney General's Departments","North West (England)","Mid Lancashire","Heterosexual / straight","140","135","40210","38760"
"In post","2023","Attorney General's Departments","North West (England)","Mid Lancashire","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Mid Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Mid Lancashire","Unknown","50","45","43820","49050"
"In post","2023","Attorney General's Departments","North West (England)","Sefton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Sefton","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Sefton","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Warrington","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Warrington","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Warrington","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","West Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","West Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Wirral","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Wirral","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Wirral","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Berkshire","Heterosexual / straight","95","90","41780","35550"
"In post","2023","Attorney General's Departments","South East (England)","Berkshire","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Berkshire","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Berkshire","Unknown","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Brighton and Hove","Heterosexual / straight","90","85","41720","32660"
"In post","2023","Attorney General's Departments","South East (England)","Brighton and Hove","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Brighton and Hove","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Brighton and Hove","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Buckinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Buckinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Central Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","East Kent","Heterosexual / straight","85","80","40210","34410"
"In post","2023","Attorney General's Departments","South East (England)","East Kent","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","East Kent","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","East Kent","Unknown","30","25","41640","30560"
"In post","2023","Attorney General's Departments","South East (England)","East Surrey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","East Surrey","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Kent Thames Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Kent Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Medway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Medway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Mid Kent","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","North Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Oxfordshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Oxfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Oxfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Portsmouth","Heterosexual / straight","100","95","42130","30560"
"In post","2023","Attorney General's Departments","South East (England)","Portsmouth","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Portsmouth","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Portsmouth","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","South Hampshire","Heterosexual / straight","130","125","43600","40540"
"In post","2023","Attorney General's Departments","South East (England)","South Hampshire","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","South Hampshire","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","South Hampshire","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Surrey","Heterosexual / straight","60","55","44990","41620"
"In post","2023","Attorney General's Departments","South East (England)","West Surrey","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Surrey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Surrey","Unknown","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Sussex (North East)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Sussex (North East)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Sussex (North East)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Sussex (South West)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Sussex (South West)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Sussex (South West)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Bristol, City of","Heterosexual / straight","170","160","42430","38940"
"In post","2023","Attorney General's Departments","South West (England)","Bristol, City of","LGBO","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Bristol, City of","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Bristol, City of","Unknown","35","35","50570","54150"
"In post","2023","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Devon CC","Heterosexual / straight","85","80","40850","38940"
"In post","2023","Attorney General's Departments","South West (England)","Devon CC","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Devon CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Devon CC","Unknown","15","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Dorset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Dorset","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Gloucestershire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Gloucestershire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Gloucestershire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Somerset CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Somerset CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Somerset CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Swindon","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Swindon","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Swindon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Swindon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Wiltshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Wiltshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Bridgend and Neath Port Talbot","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Bridgend and Neath Port Talbot","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Bridgend and Neath Port Talbot","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","Heterosexual / straight","180","165","42200","39630"
