"Status","Year","Ethnicity","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Mixed","Planning Inspectors","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectors","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectors","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Policy","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Policy","London","AO","10","10","[c]","[c]"
"In post","2023","Mixed","Policy","London","EO","60","60","30200","29600"
"In post","2023","Mixed","Policy","London","G6","75","70","67040","66490"
"In post","2023","Mixed","Policy","London","G7","265","260","56880","55720"
"In post","2023","Mixed","Policy","London","HEO","160","160","36210","35620"
"In post","2023","Mixed","Policy","London","SCS level","35","35","84180","78490"
"In post","2023","Mixed","Policy","London","SEO","165","165","42580","41680"
"In post","2023","Mixed","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Policy","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Policy","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Mixed","Policy","Outside London","EO","20","20","[c]","[c]"
"In post","2023","Mixed","Policy","Outside London","G6","15","10","[c]","[c]"
"In post","2023","Mixed","Policy","Outside London","G7","60","60","53320","51840"
"In post","2023","Mixed","Policy","Outside London","HEO","70","70","32450","31310"
"In post","2023","Mixed","Policy","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","Policy","Outside London","SEO","55","50","39140","37710"
"In post","2023","Mixed","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Policy","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Policy","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Policy","Overseas","G6","10","10","[c]","[c]"
"In post","2023","Mixed","Policy","Overseas","G7","25","25","[c]","[c]"
"In post","2023","Mixed","Policy","Overseas","HEO","40","40","34930","34220"
"In post","2023","Mixed","Policy","Overseas","SCS level","10","10","[c]","[c]"
"In post","2023","Mixed","Policy","Overseas","SEO","10","10","[c]","[c]"
"In post","2023","Mixed","Policy","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Policy","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Policy","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Policy","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Policy","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","London","EO","10","10","[c]","[c]"
"In post","2023","Mixed","Project Delivery","London","G6","20","20","[c]","[c]"
"In post","2023","Mixed","Project Delivery","London","G7","45","45","57220","55740"
"In post","2023","Mixed","Project Delivery","London","HEO","55","55","35560","35730"
"In post","2023","Mixed","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","London","SEO","40","40","44310","43730"
"In post","2023","Mixed","Project Delivery","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Outside London","EO","20","20","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Outside London","G6","15","15","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Outside London","G7","25","25","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Outside London","HEO","55","55","32630","32500"
"In post","2023","Mixed","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Outside London","SEO","55","55","40940","41200"
"In post","2023","Mixed","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","London","EO","5","5","[c]","[c]"
"In post","2023","Mixed","Property","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","London","HEO","10","10","[c]","[c]"
"In post","2023","Mixed","Property","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","London","SEO","5","5","[c]","[c]"
"In post","2023","Mixed","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Outside London","AO","10","10","[c]","[c]"
"In post","2023","Mixed","Property","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Mixed","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Mixed","Property","Outside London","HEO","20","20","[c]","[c]"
"In post","2023","Mixed","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Outside London","SEO","10","10","[c]","[c]"
"In post","2023","Mixed","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Mixed","Psychology","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","Outside London","HEO","10","10","[c]","[c]"
"In post","2023","Mixed","Psychology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","Outside London","SEO","10","10","[c]","[c]"
"In post","2023","Mixed","Psychology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","London","G6","5","5","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","London","G7","5","5","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","London","HEO","10","10","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","London","SEO","5","5","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Outside London","AO","10","10","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Outside London","EO","20","20","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Outside London","G7","40","35","53630","54090"
"In post","2023","Mixed","Science and Engineering","Outside London","HEO","55","55","32730","32500"
"In post","2023","Mixed","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Outside London","SEO","55","55","41850","40790"
"In post","2023","Mixed","Science and Engineering","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","London","G7","5","5","[c]","[c]"
"In post","2023","Mixed","Security","London","HEO","10","10","[c]","[c]"
"In post","2023","Mixed","Security","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","London","SEO","5","5","[c]","[c]"
"In post","2023","Mixed","Security","Outside London","AA","10","10","[c]","[c]"
"In post","2023","Mixed","Security","Outside London","AO","30","30","[c]","[c]"
"In post","2023","Mixed","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Outside London","HEO","15","15","[c]","[c]"
"In post","2023","Mixed","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Mixed","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","London","G7","5","5","[c]","[c]"
"In post","2023","Mixed","Social Research","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","London","SEO","5","5","[c]","[c]"
"In post","2023","Mixed","Social Research","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Mixed","Social Research","Outside London","HEO","15","15","[c]","[c]"
"In post","2023","Mixed","Social Research","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","London","G6","5","5","[c]","[c]"
"In post","2023","Mixed","Statistics","London","G7","10","10","[c]","[c]"
"In post","2023","Mixed","Statistics","London","HEO","20","20","[c]","[c]"
"In post","2023","Mixed","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","London","SEO","10","10","[c]","[c]"
"In post","2023","Mixed","Statistics","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Mixed","Statistics","Outside London","HEO","10","10","[c]","[c]"
"In post","2023","Mixed","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Mixed","Statistics","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","London","EO","5","5","[c]","[c]"
"In post","2023","Mixed","Tax","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","London","G7","5","5","[c]","[c]"
"In post","2023","Mixed","Tax","London","HEO","25","25","[c]","[c]"
"In post","2023","Mixed","Tax","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","London","SEO","10","10","[c]","[c]"
"In post","2023","Mixed","Tax","Outside London","AO","30","25","[c]","[c]"
"In post","2023","Mixed","Tax","Outside London","EO","50","50","28120","27890"
"In post","2023","Mixed","Tax","Outside London","G6","5","5","[c]","[c]"
"In post","2023","Mixed","Tax","Outside London","G7","20","20","[c]","[c]"
"In post","2023","Mixed","Tax","Outside London","HEO","80","80","35010","35000"
"In post","2023","Mixed","Tax","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Outside London","SEO","15","15","[c]","[c]"
"In post","2023","Mixed","Unknown","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","London","AO","5","5","[c]","[c]"
"In post","2023","Mixed","Unknown","London","EO","30","30","[c]","[c]"
"In post","2023","Mixed","Unknown","London","G6","20","20","[c]","[c]"
"In post","2023","Mixed","Unknown","London","G7","40","40","57810","56430"
"In post","2023","Mixed","Unknown","London","HEO","100","100","33660","32960"
"In post","2023","Mixed","Unknown","London","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","Unknown","London","SEO","25","25","[c]","[c]"
"In post","2023","Mixed","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Outside London","AA","15","15","[c]","[c]"
"In post","2023","Mixed","Unknown","Outside London","AO","30","30","[c]","[c]"
"In post","2023","Mixed","Unknown","Outside London","EO","50","45","29110","29100"
"In post","2023","Mixed","Unknown","Outside London","G6","15","15","[c]","[c]"
"In post","2023","Mixed","Unknown","Outside London","G7","35","35","58900","57970"
"In post","2023","Mixed","Unknown","Outside London","HEO","65","65","34840","34700"
"In post","2023","Mixed","Unknown","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Mixed","Unknown","Outside London","SEO","45","40","44170","42510"
"In post","2023","Mixed","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","London","HEO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","London","SEO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Outside London","SEO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","London","G7","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Communications","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","London","AO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","London","EO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Outside London","EO","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data and Technology","London","AA","[c]","[c]","[c]","[c]"
