"Status","Year","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Black","Cambridgeshire CC","45","40","41280","33830"
"In post","2023","Black","Camden and City of London","280","265","29570","25480"
"In post","2023","Black","Cardiff and Vale of Glamorgan","110","105","32520","28130"
"In post","2023","Black","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2023","Black","Central Bedfordshire","10","10","[c]","[c]"
"In post","2023","Black","Central Hampshire","55","55","34560","33830"
"In post","2023","Black","Central Valleys","30","30","30840","28120"
"In post","2023","Black","Cheshire East","15","15","[c]","[c]"
"In post","2023","Black","Cheshire West and Chester","5","5","[c]","[c]"
"In post","2023","Black","Chorley and West Lancashire","5","5","[c]","[c]"
"In post","2023","Black","City of Edinburgh","110","105","35000","31940"
"In post","2023","Black","Clackmannanshire and Fife","5","5","[c]","[c]"
"In post","2023","Black","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","Black","Coventry","100","100","33910","30530"
"In post","2023","Black","Croydon","1525","1460","35810","32520"
"In post","2023","Black","Darlington","25","25","[c]","[c]"
"In post","2023","Black","Derby","40","35","27960","28120"
"In post","2023","Black","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2023","Black","Devon CC","20","15","[c]","[c]"
"In post","2023","Black","Dorset","5","5","[c]","[c]"
"In post","2023","Black","Dudley","45","45","26850","28120"
"In post","2023","Black","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Black","Durham","15","15","[c]","[c]"
"In post","2023","Black","Ealing","85","80","33750","32520"
"In post","2023","Black","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Black","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Black","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Black","East Kent","55","50","31940","25880"
"In post","2023","Black","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Black","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","Black","East Merseyside","5","5","[c]","[c]"
"In post","2023","Black","East Riding of Yorkshire","15","15","[c]","[c]"
"In post","2023","Black","East Surrey","115","115","34360","34110"
"In post","2023","Black","East Sussex CC","20","15","[c]","[c]"
"In post","2023","Black","Enfield","70","70","32140","32520"
"In post","2023","Black","Essex Haven Gateway","20","15","[c]","[c]"
"In post","2023","Black","Essex Thames Gateway","70","65","28930","25610"
"In post","2023","Black","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","Black","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","Black","Flintshire and Wrexham","10","10","[c]","[c]"
"In post","2023","Black","Glasgow City","165","160","30770","28120"
"In post","2023","Black","Gloucestershire CC","20","15","[c]","[c]"
"In post","2023","Black","Greater Manchester North East","25","25","[c]","[c]"
"In post","2023","Black","Greater Manchester North West","30","25","[c]","[c]"
"In post","2023","Black","Greater Manchester South East","25","25","[c]","[c]"
"In post","2023","Black","Greater Manchester South West","405","390","30620","28130"
"In post","2023","Black","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Black","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Black","Hackney and Newham","925","885","37450","32540"
"In post","2023","Black","Haringey and Islington","415","395","32520","32520"
"In post","2023","Black","Harrow and Hillingdon","215","200","31930","30200"
"In post","2023","Black","Hartlepool and Stockton-on-Tees","5","5","[c]","[c]"
"In post","2023","Black","Heart of Essex","35","35","34460","31270"
"In post","2023","Black","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Black","Hertfordshire CC","170","160","34330","31280"
"In post","2023","Black","Hounslow and Richmond upon Thames","180","170","33450","32980"
"In post","2023","Black","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Black","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Black","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Kensington & Chelsea and Hammersmith & Fulham","205","195","33060","32920"
"In post","2023","Black","Kent Thames Gateway","65","65","33510","31280"
"In post","2023","Black","Kingston upon Hull, City of","15","15","[c]","[c]"
"In post","2023","Black","Lambeth","380","365","34580","32520"
"In post","2023","Black","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Black","Leeds","365","355","32540","28130"
"In post","2023","Black","Leicester","80","75","27830","25300"
"In post","2023","Black","Leicestershire CC and Rutland","45","40","30330","28120"
"In post","2023","Black","Lewisham and Southwark","350","335","33050","32520"
"In post","2023","Black","Lincolnshire CC","25","25","[c]","[c]"
"In post","2023","Black","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Black","Liverpool","115","110","29850","25880"
"In post","2023","Black","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2023","Black","Luton","50","45","29540","28120"
"In post","2023","Black","Manchester","255","245","33610","30330"
"In post","2023","Black","Medway","65","65","33010","31280"
"In post","2023","Black","Merton, Kingston upon Thames and Sutton","80","75","33390","32520"
"In post","2023","Black","Mid Kent","30","25","[c]","[c]"
"In post","2023","Black","Mid Lancashire","35","30","29150","28120"
"In post","2023","Black","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2023","Black","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","Black","Milton Keynes","105","105","32100","28770"
"In post","2023","Black","Monmouthshire and Newport","70","65","35460","31560"
"In post","2023","Black","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2023","Black","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","Black","North Hampshire","25","20","[c]","[c]"
"In post","2023","Black","North Lanarkshire","10","10","[c]","[c]"
"In post","2023","Black","North Northamptonshire","20","20","[c]","[c]"
"In post","2023","Black","North Nottinghamshire","15","10","[c]","[c]"
"In post","2023","Black","North Yorkshire CC","10","10","[c]","[c]"
"In post","2023","Black","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","North and West Norfolk","5","5","[c]","[c]"
"In post","2023","Black","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Norwich and East Norfolk","15","15","[c]","[c]"
"In post","2023","Black","Nottingham","340","330","29810","28100"
"In post","2023","Black","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","70","70","48280","50400"
"In post","2023","Black","Oxfordshire CC","50","45","29550","28120"
"In post","2023","Black","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Black","Peterborough","35","30","27100","23390"
"In post","2023","Black","Plymouth","5","5","[c]","[c]"
"In post","2023","Black","Portsmouth","20","20","[c]","[c]"
"In post","2023","Black","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Black","Redbridge and Waltham Forest","330","305","31240","31260"
"In post","2023","Black","Sandwell","45","45","28140","28120"
"In post","2023","Black","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","Black","Sefton","35","35","31340","28120"
"In post","2023","Black","Sheffield","165","160","29940","28120"
"In post","2023","Black","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2023","Black","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Solihull","35","35","34430","28120"
"In post","2023","Black","Somerset CC","5","5","[c]","[c]"
"In post","2023","Black","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","South Hampshire","60","50","29180","26340"
"In post","2023","Black","South Lanarkshire","30","30","34410","28120"
"In post","2023","Black","South Nottinghamshire","15","15","[c]","[c]"
"In post","2023","Black","South Teesside","10","10","[c]","[c]"
"In post","2023","Black","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Black","South and West Derbyshire","15","10","[c]","[c]"
"In post","2023","Black","Southampton","20","20","[c]","[c]"
"In post","2023","Black","Southend-on-Sea","10","10","[c]","[c]"
"In post","2023","Black","Staffordshire CC","85","80","31830","29890"
"In post","2023","Black","Stoke-on-Trent","15","15","[c]","[c]"
"In post","2023","Black","Suffolk CC","40","40","30040","29050"
"In post","2023","Black","Sunderland","10","10","[c]","[c]"
"In post","2023","Black","Swansea","35","35","26260","26730"
"In post","2023","Black","Swindon","10","10","[c]","[c]"
"In post","2023","Black","Telford and Wrekin","40","40","36580","34850"
"In post","2023","Black","Thurrock","35","35","34690","31280"
"In post","2023","Black","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Black","Tower Hamlets","565","550","40470","36540"
"In post","2023","Black","Tyneside","140","135","31560","28120"
"In post","2023","Black","Unknown","30","30","33330","28120"
"In post","2023","Black","Wakefield","20","15","[c]","[c]"
"In post","2023","Black","Walsall","30","25","[c]","[c]"
"In post","2023","Black","Wandsworth","235","220","33120","32520"
"In post","2023","Black","Warrington","20","20","[c]","[c]"
"In post","2023","Black","Warwickshire CC","35","30","27580","28120"
"In post","2023","Black","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Black","West Essex","35","35","33560","30150"
"In post","2023","Black","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Black","West Lothian","[c]","[c]","[c]","[c]"
"In post","2023","Black","West Northamptonshire","65","60","27410","28090"
"In post","2023","Black","West Surrey","65","60","34050","31280"
"In post","2023","Black","West Sussex (North East)","45","35","29840","28120"
"In post","2023","Black","West Sussex (South West)","20","20","[c]","[c]"
"In post","2023","Black","Westminster","3570","3510","41670","37860"
"In post","2023","Black","Wiltshire","60","60","34740","33990"
"In post","2023","Black","Wirral","10","5","[c]","[c]"
"In post","2023","Black","Wolverhampton","80","75","27310","26840"
"In post","2023","Black","Worcestershire CC","35","30","33950","30960"
"In post","2023","Black","York","20","20","[c]","[c]"
"In post","2023","Mixed","Aberdeen City and Aberdeenshire","10","10","[c]","[c]"
"In post","2023","Mixed","Angus and Dundee City","20","20","[c]","[c]"
"In post","2023","Mixed","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Barking & Dagenham and Havering","15","15","[c]","[c]"
"In post","2023","Mixed","Barnet","70","70","37700","32750"
"In post","2023","Mixed","Barnsley, Doncaster and Rotherham","25","25","[c]","[c]"
"In post","2023","Mixed","Bath and North East Somerset, North Somerset and South Gloucestershire","225","215","37490","33990"
"In post","2023","Mixed","Bedford","30","30","[c]","[c]"
"In post","2023","Mixed","Belfast","20","20","[c]","[c]"
"In post","2023","Mixed","Berkshire","65","60","35510","31280"
"In post","2023","Mixed","Bexley and Greenwich","50","50","35180","33830"
"In post","2023","Mixed","Birmingham","335","315","32220","28120"
"In post","2023","Mixed","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Blackpool","40","40","28050","28120"
"In post","2023","Mixed","Bournemouth, Christchurch and Poole","15","10","[c]","[c]"
"In post","2023","Mixed","Bradford","40","35","27420","27480"
"In post","2023","Mixed","Breckland and South Norfolk","5","5","[c]","[c]"
"In post","2023","Mixed","Brent","20","15","[c]","[c]"
"In post","2023","Mixed","Bridgend and Neath Port Talbot","5","5","[c]","[c]"
"In post","2023","Mixed","Brighton and Hove","30","25","[c]","[c]"
"In post","2023","Mixed","Bristol, City of","155","145","36120","32160"
"In post","2023","Mixed","Bromley","35","30","34660","32520"
"In post","2023","Mixed","Buckinghamshire","40","35","33220","28480"
"In post","2023","Mixed","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Calderdale and Kirklees","15","15","[c]","[c]"
"In post","2023","Mixed","Cambridgeshire CC","60","60","38150","34170"
"In post","2023","Mixed","Camden and City of London","55","50","40330","30140"
"In post","2023","Mixed","Cardiff and Vale of Glamorgan","190","180","35810","32830"
"In post","2023","Mixed","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Central Bedfordshire","5","5","[c]","[c]"
"In post","2023","Mixed","Central Hampshire","75","70","38190","33990"
"In post","2023","Mixed","Central Valleys","40","35","29980","28120"
"In post","2023","Mixed","Cheshire East","30","30","29620","27630"
"In post","2023","Mixed","Cheshire West and Chester","5","5","[c]","[c]"
"In post","2023","Mixed","Chorley and West Lancashire","30","25","[c]","[c]"
"In post","2023","Mixed","City of Edinburgh","135","130","41130","36330"
"In post","2023","Mixed","Clackmannanshire and Fife","5","5","[c]","[c]"
"In post","2023","Mixed","Conwy and Denbighshire","5","5","[c]","[c]"
"In post","2023","Mixed","Cornwall and Isles of Scilly","25","20","[c]","[c]"
"In post","2023","Mixed","Coventry","45","45","32440","28120"
"In post","2023","Mixed","Croydon","385","365","40320","36180"
"In post","2023","Mixed","Darlington","30","25","[c]","[c]"
"In post","2023","Mixed","Derby","30","30","27020","24570"
"In post","2023","Mixed","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Devon CC","95","90","34620","31780"
"In post","2023","Mixed","Dorset","30","30","34320","32920"
"In post","2023","Mixed","Dudley","30","30","24460","21690"
"In post","2023","Mixed","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Durham","50","45","31430","28880"
"In post","2023","Mixed","Ealing","20","20","[c]","[c]"
"In post","2023","Mixed","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","East Cumbria","15","15","[c]","[c]"
"In post","2023","Mixed","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","10","10","[c]","[c]"
"In post","2023","Mixed","East Kent","65","60","29940","27650"
