"Status","Year","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Aberdeen City and Aberdeenshire","35","35","44520","36530"
"In post","2023","Asian","Angus and Dundee City","50","50","30390","28610"
"In post","2023","Asian","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Barking & Dagenham and Havering","170","155","32780","32520"
"In post","2023","Asian","Barnet","425","405","40530","33330"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","35","30","30450","28120"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","405","390","38070","34760"
"In post","2023","Asian","Bedford","95","85","30060","28120"
"In post","2023","Asian","Belfast","15","15","[c]","[c]"
"In post","2023","Asian","Berkshire","300","275","31980","31280"
"In post","2023","Asian","Bexley and Greenwich","110","100","32800","32520"
"In post","2023","Asian","Birmingham","3485","3275","29790","28120"
"In post","2023","Asian","Blackburn with Darwen","105","95","28270","28120"
"In post","2023","Asian","Blackpool","140","135","31360","28120"
"In post","2023","Asian","Bournemouth, Christchurch and Poole","5","5","[c]","[c]"
"In post","2023","Asian","Bradford","930","835","25660","22520"
"In post","2023","Asian","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brent","135","120","32140","32520"
"In post","2023","Asian","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","15","15","[c]","[c]"
"In post","2023","Asian","Bristol, City of","230","215","34860","28880"
"In post","2023","Asian","Bromley","40","35","34370","32520"
"In post","2023","Asian","Buckinghamshire","105","100","32830","29140"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","175","160","28030","28120"
"In post","2023","Asian","Cambridgeshire CC","90","85","37040","32570"
"In post","2023","Asian","Camden and City of London","290","275","33850","29660"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","320","310","33260","28130"
"In post","2023","Asian","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","15","10","[c]","[c]"
"In post","2023","Asian","Central Hampshire","80","80","32430","29860"
"In post","2023","Asian","Central Valleys","45","40","29760","28120"
"In post","2023","Asian","Cheshire East","45","45","28630","27140"
"In post","2023","Asian","Cheshire West and Chester","5","5","[c]","[c]"
"In post","2023","Asian","Chorley and West Lancashire","25","20","[c]","[c]"
"In post","2023","Asian","City of Edinburgh","210","200","37440","33590"
"In post","2023","Asian","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","Asian","Coventry","475","445","35820","31310"
"In post","2023","Asian","Croydon","1795","1685","37420","32580"
"In post","2023","Asian","Darlington","50","45","37850","31450"
"In post","2023","Asian","Derby","130","115","27080","28120"
"In post","2023","Asian","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon CC","55","50","34520","30930"
"In post","2023","Asian","Dorset","15","15","[c]","[c]"
"In post","2023","Asian","Dudley","110","95","25420","21690"
"In post","2023","Asian","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Durham","55","45","29150","25880"
"In post","2023","Asian","Ealing","160","145","33130","32520"
"In post","2023","Asian","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Cumbria","10","10","[c]","[c]"
"In post","2023","Asian","East Derbyshire","5","5","[c]","[c]"
"In post","2023","Asian","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","10","10","[c]","[c]"
"In post","2023","Asian","East Kent","55","55","29280","25880"
"In post","2023","Asian","East Lancashire","60","55","26850","28120"
"In post","2023","Asian","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Merseyside","10","10","[c]","[c]"
"In post","2023","Asian","East Riding of Yorkshire","15","15","[c]","[c]"
"In post","2023","Asian","East Surrey","50","45","33490","31280"
"In post","2023","Asian","East Sussex CC","20","15","[c]","[c]"
"In post","2023","Asian","Enfield","55","50","32750","32520"
"In post","2023","Asian","Essex Haven Gateway","20","20","[c]","[c]"
"In post","2023","Asian","Essex Thames Gateway","40","40","28820","25610"
"In post","2023","Asian","Falkirk","15","10","[c]","[c]"
"In post","2023","Asian","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Flintshire and Wrexham","10","10","[c]","[c]"
"In post","2023","Asian","Glasgow City","370","345","31870","28120"
"In post","2023","Asian","Gloucestershire CC","35","35","32400","28120"
"In post","2023","Asian","Greater Manchester North East","95","90","28700","28120"
"In post","2023","Asian","Greater Manchester North West","100","90","26080","25870"
"In post","2023","Asian","Greater Manchester South East","60","55","25930","22480"
"In post","2023","Asian","Greater Manchester South West","1105","1055","31790","28130"
"In post","2023","Asian","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Hackney and Newham","1490","1400","39070","34370"
"In post","2023","Asian","Haringey and Islington","185","170","31860","32520"
"In post","2023","Asian","Harrow and Hillingdon","1210","1100","32190","30200"
"In post","2023","Asian","Hartlepool and Stockton-on-Tees","20","15","[c]","[c]"
"In post","2023","Asian","Heart of Essex","40","35","33300","29150"
"In post","2023","Asian","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Hertfordshire CC","440","405","35530","31280"
"In post","2023","Asian","Hounslow and Richmond upon Thames","620","570","32380","30280"
"In post","2023","Asian","Inverclyde, East Renfrewshire, and Renfrewshire","15","15","[c]","[c]"
"In post","2023","Asian","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Isle of Wight","5","5","[c]","[c]"
"In post","2023","Asian","Kensington & Chelsea and Hammersmith & Fulham","110","105","34270","33800"
"In post","2023","Asian","Kent Thames Gateway","40","35","32600","31280"
"In post","2023","Asian","Kingston upon Hull, City of","15","15","[c]","[c]"
"In post","2023","Asian","Lambeth","240","230","39090","34450"
"In post","2023","Asian","Lancaster and Wyre","10","10","[c]","[c]"
"In post","2023","Asian","Leeds","1455","1380","33370","28480"
"In post","2023","Asian","Leicester","775","695","26610","24360"
"In post","2023","Asian","Leicestershire CC and Rutland","145","125","28640","25960"
"In post","2023","Asian","Lewisham and Southwark","95","90","35090","32520"
"In post","2023","Asian","Lincolnshire CC","25","20","[c]","[c]"
"In post","2023","Asian","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Liverpool","170","160","32320","27650"
"In post","2023","Asian","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Luton","120","105","27510","27000"
"In post","2023","Asian","Manchester","605","580","34270","30440"
"In post","2023","Asian","Medway","55","50","30390","31280"
"In post","2023","Asian","Merton, Kingston upon Thames and Sutton","80","75","35100","32520"
"In post","2023","Asian","Mid Kent","25","25","[c]","[c]"
"In post","2023","Asian","Mid Lancashire","795","710","26060","22520"
"In post","2023","Asian","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Milton Keynes","130","120","34150","28540"
"In post","2023","Asian","Monmouthshire and Newport","140","130","36700","34530"
"In post","2023","Asian","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North Hampshire","60","55","28690","27470"
"In post","2023","Asian","North Lanarkshire","15","15","[c]","[c]"
"In post","2023","Asian","North Northamptonshire","10","10","[c]","[c]"
"In post","2023","Asian","North Nottinghamshire","15","15","[c]","[c]"
"In post","2023","Asian","North Yorkshire CC","35","30","32440","27470"
"In post","2023","Asian","North and North East Lincolnshire","10","5","[c]","[c]"
"In post","2023","Asian","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Norwich and East Norfolk","15","15","[c]","[c]"
"In post","2023","Asian","Nottingham","840","790","32600","28130"
"In post","2023","Asian","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","170","170","51850","53970"
"In post","2023","Asian","Oxfordshire CC","95","90","33460","28480"
"In post","2023","Asian","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Peterborough","225","185","25560","22400"
"In post","2023","Asian","Plymouth","15","15","[c]","[c]"
"In post","2023","Asian","Portsmouth","70","65","31020","28130"
"In post","2023","Asian","Powys","5","5","[c]","[c]"
"In post","2023","Asian","Redbridge and Waltham Forest","540","480","30090","30240"
"In post","2023","Asian","Sandwell","105","95","27870","28120"
"In post","2023","Asian","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Sefton","60","55","35290","28120"
"In post","2023","Asian","Sheffield","485","450","31300","26780"
"In post","2023","Asian","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Shropshire","10","10","[c]","[c]"
"In post","2023","Asian","Solihull","265","240","29140","27010"
"In post","2023","Asian","Somerset CC","10","10","[c]","[c]"
"In post","2023","Asian","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South Hampshire","125","105","31880","27070"
"In post","2023","Asian","South Lanarkshire","60","55","30070","22520"
"In post","2023","Asian","South Nottinghamshire","35","30","33020","30320"
"In post","2023","Asian","South Teesside","40","35","27710","24520"
"In post","2023","Asian","South West Wales","10","10","[c]","[c]"
"In post","2023","Asian","South and West Derbyshire","30","25","[c]","[c]"
"In post","2023","Asian","Southampton","50","50","33710","27880"
"In post","2023","Asian","Southend-on-Sea","5","5","[c]","[c]"
"In post","2023","Asian","Staffordshire CC","175","165","35050","32060"
"In post","2023","Asian","Stoke-on-Trent","55","50","27610","25750"
"In post","2023","Asian","Suffolk CC","50","50","30170","28120"
"In post","2023","Asian","Sunderland","40","40","26160","27890"
"In post","2023","Asian","Swansea","100","90","30440","22500"
"In post","2023","Asian","Swindon","20","20","[c]","[c]"
"In post","2023","Asian","Telford and Wrekin","150","145","38390","36160"
"In post","2023","Asian","Thurrock","20","20","[c]","[c]"
"In post","2023","Asian","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tower Hamlets","1130","1090","43970","40000"
"In post","2023","Asian","Tyneside","485","460","31490","28120"
"In post","2023","Asian","Unknown","70","65","33840","28120"
"In post","2023","Asian","Wakefield","40","35","31300","29050"
"In post","2023","Asian","Walsall","55","50","28120","28120"
"In post","2023","Asian","Wandsworth","90","85","31140","30840"
"In post","2023","Asian","Warrington","40","35","36120","34670"
"In post","2023","Asian","Warwickshire CC","145","135","28110","27110"
"In post","2023","Asian","West Cumbria","5","5","[c]","[c]"
"In post","2023","Asian","West Essex","55","50","41820","31280"
"In post","2023","Asian","West Kent","5","5","[c]","[c]"
"In post","2023","Asian","West Lothian","5","5","[c]","[c]"
"In post","2023","Asian","West Northamptonshire","75","70","29850","28120"
"In post","2023","Asian","West Surrey","190","185","33870","31280"
"In post","2023","Asian","West Sussex (North East)","80","70","28960","27490"
"In post","2023","Asian","West Sussex (South West)","25","25","[c]","[c]"
"In post","2023","Asian","Westminster","6090","5920","45280","41550"
"In post","2023","Asian","Wiltshire","150","145","37890","34300"
"In post","2023","Asian","Wirral","20","20","[c]","[c]"
"In post","2023","Asian","Wolverhampton","275","255","27330","28120"
"In post","2023","Asian","Worcestershire CC","60","55","32220","28880"
"In post","2023","Asian","York","50","50","33950","31730"
"In post","2023","Black","Aberdeen City and Aberdeenshire","20","15","[c]","[c]"
"In post","2023","Black","Angus and Dundee City","15","15","[c]","[c]"
"In post","2023","Black","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Black","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","Black","Barking & Dagenham and Havering","120","110","34040","32520"
"In post","2023","Black","Barnet","200","195","37330","32520"
"In post","2023","Black","Barnsley, Doncaster and Rotherham","15","15","[c]","[c]"
"In post","2023","Black","Bath and North East Somerset, North Somerset and South Gloucestershire","270","265","36410","34890"
"In post","2023","Black","Bedford","45","45","29670","28120"
"In post","2023","Black","Belfast","5","5","[c]","[c]"
"In post","2023","Black","Berkshire","95","90","32220","31280"
"In post","2023","Black","Bexley and Greenwich","300","290","33710","32520"
"In post","2023","Black","Birmingham","915","860","30530","28120"
"In post","2023","Black","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2023","Black","Blackpool","25","25","[c]","[c]"
"In post","2023","Black","Bournemouth, Christchurch and Poole","10","10","[c]","[c]"
"In post","2023","Black","Bradford","35","35","26730","23410"
"In post","2023","Black","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Black","Brent","130","120","31790","32520"
"In post","2023","Black","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Black","Brighton and Hove","10","10","[c]","[c]"
"In post","2023","Black","Bristol, City of","175","165","33320","29320"
"In post","2023","Black","Bromley","145","140","33050","32520"
"In post","2023","Black","Buckinghamshire","60","55","31180","28800"
"In post","2023","Black","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2023","Black","Calderdale and Kirklees","30","25","[c]","[c]"
