"Status","Year","Organisation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Food Standards Agency","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Westminster","5","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","York","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Scotland","Aberdeen City and Aberdeenshire","20","[c]","39220","34730"
"Leaver CS","2023","Food Standards Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Milton Keynes","25","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","40","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office (excl. agencies)","South Lanarkshire","55","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Westminster","225","[c]","[c]","[c]"
"Leaver CS","2023","Forestry and Land Scotland","Aberdeen City and Aberdeenshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Forestry and Land Scotland","Caithness and Sutherland, and Ross and Cromarty","5","[c]","[c]","[c]"
"Leaver CS","2023","Forestry and Land Scotland","City of Edinburgh","25","[c]","42680","39520"
"Leaver CS","2023","Forestry and Land Scotland","Dumfries and Galloway","10","[c]","[c]","[c]"
"Leaver CS","2023","Forestry and Land Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Forestry and Land Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","15","[c]","29970","28140"
"Leaver CS","2023","Forestry and Land Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","25","[c]","27480","26220"
"Leaver CS","2023","Forestry and Land Scotland","Perth and Kinross, and Stirling","15","[c]","34670","30370"
"Leaver CS","2023","Forestry and Land Scotland","Scottish Borders","5","[c]","[c]","[c]"
"Leaver CS","2023","Forestry and Land Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Forestry and Land Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Forestry and Land Scotland","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Actuary's Department","Camden and City of London","35","[c]","56720","39860"
"Leaver CS","2023","Government Actuary's Department","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Glasgow City","5","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Leeds","10","[c]","69030","66630"
"Leaver CS","2023","Government Commercial Organisation","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Westminster","85","[c]","77610","69710"
"Leaver CS","2023","Government Commercial Organisation","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","York","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","Westminster","20","[c]","50620","50500"
"Leaver CS","2023","Government Legal Department","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Legal Department","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Legal Department","Croydon","5","[c]","[c]","[c]"
"Leaver CS","2023","Government Legal Department","Leeds","10","[c]","49180","48990"
"Leaver CS","2023","Government Legal Department","Westminster","235","[c]","53640","52790"
"Leaver CS","2023","Government Property Agency","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Birmingham","5","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Manchester","5","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Westminster","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Barking & Dagenham and Havering","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Barnet","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Barnsley, Doncaster and Rotherham","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Bath and North East Somerset, North Somerset and South Gloucestershire","10","[c]","23870","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Berkshire","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Bexley and Greenwich","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Birmingham","105","[c]","25080","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Blackburn with Darwen","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Blackpool","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Bournemouth, Christchurch and Poole","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Bradford","20","[c]","21420","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Brent","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Bridgend and Neath Port Talbot","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Brighton and Hove","25","[c]","25430","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Bristol, City of","40","[c]","22920","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Bromley","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Camden and City of London","90","[c]","26340","25480"
"Leaver CS","2023","HM Courts and Tribunals Service","Cardiff and Vale of Glamorgan","30","[c]","24460","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Central Hampshire","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Cheshire West and Chester","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Cornwall and Isles of Scilly","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Coventry","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Croydon","30","[c]","29290","25480"
"Leaver CS","2023","HM Courts and Tribunals Service","Darlington","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Derby","20","[c]","23130","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Devon CC","15","[c]","23840","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Dorset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Dudley","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Durham","10","[c]","30500","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","East Kent","10","[c]","22950","20970"
"Leaver CS","2023","HM Courts and Tribunals Service","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","East Merseyside","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","East Sussex CC","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Flintshire and Wrexham","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Glasgow City","25","[c]","23530","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Gloucestershire CC","15","[c]","24620","20970"
"Leaver CS","2023","HM Courts and Tribunals Service","Greater Manchester North West","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Greater Manchester South East","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Greater Manchester South West","80","[c]","21760","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Gwynedd","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Haringey and Islington","40","[c]","27140","25480"
"Leaver CS","2023","HM Courts and Tribunals Service","Harrow and Hillingdon","10","[c]","25370","25480"
"Leaver CS","2023","HM Courts and Tribunals Service","Heart of Essex","15","[c]","22200","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Hertfordshire CC","20","[c]","26790","25480"
"Leaver CS","2023","HM Courts and Tribunals Service","Hounslow and Richmond upon Thames","30","[c]","26580","25480"
"Leaver CS","2023","HM Courts and Tribunals Service","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Kent Thames Gateway","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Leeds","45","[c]","25330","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Leicester","45","[c]","22980","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Leicestershire CC and Rutland","40","[c]","22050","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Lewisham and Southwark","20","[c]","30080","28990"
"Leaver CS","2023","HM Courts and Tribunals Service","Lincolnshire CC","15","[c]","23120","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Liverpool","25","[c]","24960","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Luton","15","[c]","22410","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Manchester","85","[c]","25120","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Medway","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Merton, Kingston upon Thames and Sutton","15","[c]","27240","25480"
"Leaver CS","2023","HM Courts and Tribunals Service","Mid Kent","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Mid Lancashire","15","[c]","24790","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Monmouthshire and Newport","15","[c]","21440","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","North Hampshire","15","[c]","22300","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","North Yorkshire CC","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Norwich and East Norfolk","15","[c]","23360","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Nottingham","35","[c]","23080","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Oxfordshire CC","20","[c]","23550","21490"
"Leaver CS","2023","HM Courts and Tribunals Service","Peterborough","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Plymouth","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Portsmouth","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Redbridge and Waltham Forest","20","[c]","27520","25480"
"Leaver CS","2023","HM Courts and Tribunals Service","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Sheffield","30","[c]","22760","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Shropshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Somerset CC","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","South Teesside","15","[c]","28300","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Southampton","20","[c]","25170","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Staffordshire CC","20","[c]","25000","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Stoke-on-Trent","45","[c]","21620","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Suffolk CC","35","[c]","22460","20970"
"Leaver CS","2023","HM Courts and Tribunals Service","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Swansea","20","[c]","28630","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Swindon","20","[c]","21780","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Torbay","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Tower Hamlets","20","[c]","24920","25480"
"Leaver CS","2023","HM Courts and Tribunals Service","Tyneside","35","[c]","23500","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Wakefield","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Walsall","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Wandsworth","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Warrington","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Warwickshire CC","15","[c]","21760","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","West Northamptonshire","50","[c]","22950","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","West Surrey","15","[c]","22470","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","West Sussex (South West)","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Westminster","190","[c]","34730","29660"
"Leaver CS","2023","HM Courts and Tribunals Service","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Wolverhampton","15","[c]","21320","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Worcestershire CC","20","[c]","21890","21370"
"Leaver CS","2023","HM Courts and Tribunals Service","York","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","Coventry","15","[c]","37170","28080"
"Leaver CS","2023","HM Land Registry","Croydon","65","[c]","39950","36280"
"Leaver CS","2023","HM Land Registry","Dorset","30","[c]","34310","34850"
"Leaver CS","2023","HM Land Registry","Durham","45","[c]","33120","28080"
"Leaver CS","2023","HM Land Registry","Gloucestershire CC","35","[c]","31400","28080"
"Leaver CS","2023","HM Land Registry","Kingston upon Hull, City of","20","[c]","29090","28080"
"Leaver CS","2023","HM Land Registry","Leicester","15","[c]","30810","27130"
"Leaver CS","2023","HM Land Registry","Mid Lancashire","20","[c]","28010","28080"
"Leaver CS","2023","HM Land Registry","Nottingham","45","[c]","33740","28080"
"Leaver CS","2023","HM Land Registry","Peterborough","15","[c]","30080","28080"
"Leaver CS","2023","HM Land Registry","Plymouth","90","[c]","40070","39460"
"Leaver CS","2023","HM Land Registry","Swansea","35","[c]","31590","28080"
"Leaver CS","2023","HM Land Registry","Telford and Wrekin","20","[c]","27160","23390"
"Leaver CS","2023","HM Land Registry","Wirral","40","[c]","30230","28080"
"Leaver CS","2023","HM Prison and Probation Service","Barking & Dagenham and Havering","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Barnet","15","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Barnsley, Doncaster and Rotherham","145","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Bath and North East Somerset, North Somerset and South Gloucestershire","75","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Bedford","65","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Berkshire","35","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Bexley and Greenwich","155","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Birmingham","160","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Blackburn with Darwen","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Blackpool","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Bournemouth, Christchurch and Poole","20","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Bradford","15","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Breckland and South Norfolk","50","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Brent","15","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Bridgend and Neath Port Talbot","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Brighton and Hove","15","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Bristol, City of","80","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Bromley","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Buckinghamshire","110","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Calderdale and Kirklees","15","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Cambridgeshire CC","135","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Cardiff and Vale of Glamorgan","90","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Central Hampshire","60","[c]","[c]","[c]"
