"Status","Year","Function_of_post","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Analysis","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Policy","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Policy","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Project Delivery","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Project Delivery","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","Female","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","Male","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","Female","Heterosexual / straight","40","[c]","43890","42710"
"Leaver Dept.","2023","Analysis","Social Research","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","Female","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","Female","Heterosexual / straight","40","[c]","40160","37410"
"Leaver Dept.","2023","Analysis","Statistics","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","Female","Unknown","45","[c]","32710","32000"
"Leaver Dept.","2023","Analysis","Statistics","Male","Heterosexual / straight","40","[c]","42060","36340"
"Leaver Dept.","2023","Analysis","Statistics","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","Male","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Tax","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Tax","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Tax","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Tax","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Tax","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Tax","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Tax","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Tax","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Tax","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Tax","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","Female","Heterosexual / straight","85","[c]","37870","38980"
"Leaver Dept.","2023","Commercial","Commercial","Female","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","Female","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","Male","Heterosexual / straight","70","[c]","38990","39090"
"Leaver Dept.","2023","Commercial","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","Male","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Operational Delivery","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Operational Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Operational Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Operational Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Operational Delivery","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Operational Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Operational Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Operational Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Other","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Other","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Other","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Other","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Other","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Other","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Other","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Policy","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Policy","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Project Delivery","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Project Delivery","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Female","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","Female","Heterosexual / straight","75","[c]","40130","35740"
"Leaver Dept.","2023","Communications","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","Female","Unknown","50","[c]","36460","32960"
"Leaver Dept.","2023","Communications","Communications","Male","Heterosexual / straight","45","[c]","41190","38510"
"Leaver Dept.","2023","Communications","Communications","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","Male","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Policy","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Policy","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Commercial","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Commercial","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","Female","Heterosexual / straight","70","[c]","30400","28120"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","Female","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","Male","Heterosexual / straight","55","[c]","31950","28120"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","Male","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Intelligence Analysis","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Intelligence Analysis","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Intelligence Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Intelligence Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Intelligence Analysis","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Intelligence Analysis","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Intelligence Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Intelligence Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","Female","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","Male","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","Female","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Research","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Research","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Research","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Research","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","Female","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","Female","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Operational Delivery","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Operational Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
