"Status","Year","Organisation","Region_ITL1","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","HM Courts and Tribunals Service","West Midlands (England)","AO","Male","80","[c]","21780","21780"
"New entrant CS","2023","HM Courts and Tribunals Service","West Midlands (England)","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","West Midlands (England)","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","West Midlands (England)","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","West Midlands (England)","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","West Midlands (England)","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","West Midlands (England)","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","West Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","West Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","West Midlands (England)","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","West Midlands (England)","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Yorkshire and The Humber","AA","Female","35","[c]","19930","19930"
"New entrant CS","2023","HM Courts and Tribunals Service","Yorkshire and The Humber","AA","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Yorkshire and The Humber","AO","Female","35","[c]","21780","21780"
"New entrant CS","2023","HM Courts and Tribunals Service","Yorkshire and The Humber","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Yorkshire and The Humber","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Yorkshire and The Humber","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Yorkshire and The Humber","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Yorkshire and The Humber","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Yorkshire and The Humber","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Yorkshire and The Humber","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","East Midlands (England)","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","East Midlands (England)","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","East Midlands (England)","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","East Midlands (England)","AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","East Midlands (England)","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","East Midlands (England)","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","East Midlands (England)","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","East Midlands (England)","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","East Midlands (England)","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","East Midlands (England)","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","East Midlands (England)","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","East Midlands (England)","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","East of England","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","East of England","AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","East of England","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","East of England","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","East of England","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","East of England","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","London","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","London","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","London","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","London","AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","London","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","London","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","London","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","London","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","London","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","London","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","London","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","London","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","London","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","North East (England)","AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","North East (England)","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","North East (England)","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","North East (England)","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","North East (England)","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","North East (England)","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","North West (England)","AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","North West (England)","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","North West (England)","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","North West (England)","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","North West (England)","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","North West (England)","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","North West (England)","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","North West (England)","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","North West (England)","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","North West (England)","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","South West (England)","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","South West (England)","AA","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","South West (England)","AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","South West (England)","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","South West (England)","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","South West (England)","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","South West (England)","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","South West (England)","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","South West (England)","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","South West (England)","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","South West (England)","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","South West (England)","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Wales","AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Wales","AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Wales","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Wales","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Wales","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Wales","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Wales","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Wales","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Wales","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Wales","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","West Midlands (England)","AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","West Midlands (England)","AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","West Midlands (England)","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","West Midlands (England)","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","West Midlands (England)","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","West Midlands (England)","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","West Midlands (England)","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","West Midlands (England)","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Yorkshire and The Humber","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Yorkshire and The Humber","AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Yorkshire and The Humber","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Yorkshire and The Humber","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Yorkshire and The Humber","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Yorkshire and The Humber","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","East Midlands (England)","AA","Female","125","[c]","22900","23230"
"New entrant CS","2023","HM Prison and Probation Service","East Midlands (England)","AA","Male","85","[c]","23120","23230"
"New entrant CS","2023","HM Prison and Probation Service","East Midlands (England)","AO","Female","190","[c]","27970","28880"
"New entrant CS","2023","HM Prison and Probation Service","East Midlands (England)","AO","Male","280","[c]","28740","28880"
"New entrant CS","2023","HM Prison and Probation Service","East Midlands (England)","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","East Midlands (England)","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","East Midlands (England)","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","East Midlands (England)","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","East Midlands (England)","HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","East Midlands (England)","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","East Midlands (England)","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","East Midlands (England)","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","East Midlands (England)","Unknown","Female","280","[c]","22700","23640"
"New entrant CS","2023","HM Prison and Probation Service","East Midlands (England)","Unknown","Male","85","[c]","22520","23640"
"New entrant CS","2023","HM Prison and Probation Service","East of England","AA","Female","160","[c]","22900","23230"
"New entrant CS","2023","HM Prison and Probation Service","East of England","AA","Male","95","[c]","23030","23230"
"New entrant CS","2023","HM Prison and Probation Service","East of England","AO","Female","195","[c]","28230","28880"
"New entrant CS","2023","HM Prison and Probation Service","East of England","AO","Male","335","[c]","29430","28880"
"New entrant CS","2023","HM Prison and Probation Service","East of England","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","East of England","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","East of England","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","East of England","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","East of England","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","East of England","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","East of England","Unknown","Female","300","[c]","22570","23640"
"New entrant CS","2023","HM Prison and Probation Service","East of England","Unknown","Male","90","[c]","22630","23640"
"New entrant CS","2023","HM Prison and Probation Service","London","AA","Female","80","[c]","27190","28400"
