"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Mixed","Office of the Secretary of State for Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Office of the Secretary of State for Scotland","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Office of the Secretary of State for Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Office of the Secretary of State for Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Office of the Secretary of State for Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Office of the Secretary of State for Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Office of the Secretary of State for Wales","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Office of the Secretary of State for Wales","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Office of the Secretary of State for Wales","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Office of the Secretary of State for Wales","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Scottish Government","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Scottish Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Scottish Government","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Scottish Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Scottish Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Scottish Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Scottish Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Scottish Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","The National Archives","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","The National Archives","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","The National Archives","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","The National Archives","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","The National Archives","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","The National Archives","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Export Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Export Finance","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Export Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Export Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Export Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Export Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Export Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Statistics Authority","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Statistics Authority","AA/AO","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Statistics Authority","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Statistics Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Statistics Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Statistics Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Statistics Authority","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Statistics Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Supreme Court","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Supreme Court","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Supreme Court","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Supreme Court","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Water Services Regulation Authority","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Water Services Regulation Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Water Services Regulation Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Water Services Regulation Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Welsh Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Welsh Government","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Welsh Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Welsh Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Welsh Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Welsh Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Welsh Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Attorney General's Departments","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Attorney General's Departments","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Attorney General's Departments","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Attorney General's Departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Attorney General's Departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Attorney General's Departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Attorney General's Departments","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Attorney General's Departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Cabinet Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Cabinet Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Cabinet Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Cabinet Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Cabinet Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Cabinet Office","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Cabinet Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Chancellor's other departments","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Chancellor's other departments","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Chancellor's other departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Chancellor's other departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Chancellor's other departments","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Chancellor's other departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Charity Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Charity Commission","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Competition and Markets Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Competition and Markets Authority","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Competition and Markets Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Competition and Markets Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Competition and Markets Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Competition and Markets Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Education","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Education","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Education","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Education","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Education","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for International Trade","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for International Trade","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for International Trade","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Transport","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Transport","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Transport","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Transport","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Transport","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Transport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Transport","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Transport","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Work and Pensions","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Work and Pensions","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Work and Pensions","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Work and Pensions","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Work and Pensions","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Work and Pensions","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Work and Pensions","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department of Health and Social Care","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department of Health and Social Care","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department of Health and Social Care","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department of Health and Social Care","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department of Health and Social Care","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department of Health and Social Care","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department of Health and Social Care","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department of Health and Social Care","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Estyn","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Estyn","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Estyn","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Estyn","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Estyn","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Food Standards Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Food Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Food Standards Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Food Standards Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Foreign, Commonwealth and Development Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Foreign, Commonwealth and Development Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Foreign, Commonwealth and Development Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","HM Land Registry","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","HM Land Registry","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","HM Land Registry","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","HM Land Registry","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","HM Land Registry","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","HM Land Registry","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","HM Revenue and Customs","AA/AO","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","HM Revenue and Customs","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","HM Revenue and Customs","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","HM Revenue and Customs","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","HM Revenue and Customs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","HM Revenue and Customs","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","HM Revenue and Customs","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","HM Treasury","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","HM Treasury","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","HM Treasury","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","HM Treasury","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","HM Treasury","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","HM Treasury","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","HM Treasury","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Home Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Home Office","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Home Office","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Home Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Home Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Home Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Home Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Home Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Ministry of Defence","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Ministry of Defence","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Ministry of Defence","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Ministry of Defence","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Ministry of Defence","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Ministry of Defence","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Ministry of Defence","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Ministry of Defence","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Ministry of Justice","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Ministry of Justice","AA/AO","AO","30","[c]","28020","28880"
"New entrant CS","2023","Other ethnicity","Ministry of Justice","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Ministry of Justice","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Ministry of Justice","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Ministry of Justice","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Ministry of Justice","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Ministry of Justice","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Ministry of Justice","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","National Crime Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","National Crime Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","National Crime Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","National Crime Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","National Crime Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","National Crime Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","National Crime Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Northern Ireland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Northern Ireland Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Northern Ireland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Northern Ireland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Office for Standards in Education, Children's Services and Skills","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Office of Gas and Electricity Markets","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Office of Gas and Electricity Markets","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Office of Gas and Electricity Markets","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Office of Gas and Electricity Markets","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Office of Gas and Electricity Markets","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Office of Gas and Electricity Markets","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Office of Gas and Electricity Markets","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Office of Qualifications and Examinations Regulation","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Office of Qualifications and Examinations Regulation","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Office of Qualifications and Examinations Regulation","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Office of Qualifications and Examinations Regulation","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Office of Qualifications and Examinations Regulation","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
