"Status","Year","Function_of_post","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Counter Fraud","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","Outside London","Male","30","30","39840","38100"
"In post","2023","Counter Fraud","HM Land Registry","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HM Land Registry","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HM Revenue and Customs","London","Female","1000","940","39570","39450"
"In post","2023","Counter Fraud","HM Revenue and Customs","London","Male","1165","1135","42200","39790"
"In post","2023","Counter Fraud","HM Revenue and Customs","Outside London","Female","3640","3315","34340","34700"
"In post","2023","Counter Fraud","HM Revenue and Customs","Outside London","Male","3835","3715","36480","34700"
"In post","2023","Counter Fraud","Home Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Home Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Home Office","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Home Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence","London","Female","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence","London","Male","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Justice","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Justice","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Justice","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Justice","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions","London","Female","10","5","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions","Outside London","Female","1755","1455","23370","21690"
"In post","2023","Debt","Department for Work and Pensions","Outside London","Male","855","805","23250","21690"
"In post","2023","Debt","Department for Work and Pensions","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Debt","HM Revenue and Customs","London","Female","385","335","29390","26920"
"In post","2023","Debt","HM Revenue and Customs","London","Male","235","225","30010","26920"
"In post","2023","Debt","HM Revenue and Customs","Outside London","Female","2525","2230","24880","22520"
"In post","2023","Debt","HM Revenue and Customs","Outside London","Male","1975","1905","24730","22520"
"In post","2023","Debt","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Debt","UK Export Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Attorney General's Departments","London","Female","50","50","42640","36530"
"In post","2023","Digital, Data & Technology","Attorney General's Departments","London","Male","85","85","50670","44310"
"In post","2023","Digital, Data & Technology","Attorney General's Departments","Outside London","Female","80","75","38810","38940"
"In post","2023","Digital, Data & Technology","Attorney General's Departments","Outside London","Male","80","80","40090","38940"
"In post","2023","Digital, Data & Technology","Cabinet Office","London","Female","400","390","51730","56430"
"In post","2023","Digital, Data & Technology","Cabinet Office","London","Male","500","495","53810","56430"
"In post","2023","Digital, Data & Technology","Cabinet Office","Outside London","Female","220","215","43040","38460"
"In post","2023","Digital, Data & Technology","Cabinet Office","Outside London","Male","290","285","45800","40940"
"In post","2023","Digital, Data & Technology","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Chancellor's other departments","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Chancellor's other departments","London","Male","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Chancellor's other departments","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Chancellor's other departments","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Charity Commission","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Charity Commission","Outside London","Male","35","35","37960","35480"
"In post","2023","Digital, Data & Technology","Competition and Markets Authority","London","Female","20","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Competition and Markets Authority","London","Male","45","45","56870","58380"
"In post","2023","Digital, Data & Technology","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Competition and Markets Authority","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","Female","80","75","45040","41060"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","Male","115","115","48580","45450"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","Female","680","635","38730","38000"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","Male","1385","1345","41250","39650"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Overseas","Female","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Overseas","Male","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","Female","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","Male","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Education","London","Female","75","70","50490","55020"
"In post","2023","Digital, Data & Technology","Department for Education","London","Male","85","85","50040","55020"
"In post","2023","Digital, Data & Technology","Department for Education","Outside London","Female","440","420","41590","37590"
"In post","2023","Digital, Data & Technology","Department for Education","Outside London","Male","495","490","42950","38210"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","Female","55","55","44000","40260"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","Male","80","80","48380","43620"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","Female","375","355","41690","37810"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","Male","490","490","43790","49400"
"In post","2023","Digital, Data & Technology","Department for International Trade","London","Female","75","75","53450","52220"
"In post","2023","Digital, Data & Technology","Department for International Trade","London","Male","80","80","51530","52210"
"In post","2023","Digital, Data & Technology","Department for International Trade","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","Outside London","Male","30","30","51730","53700"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","London","Female","50","45","55080","54630"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","London","Male","60","60","56080","54630"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Outside London","Female","45","40","43590","37490"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Outside London","Male","60","55","45570","43600"
"In post","2023","Digital, Data & Technology","Department for Transport","London","Female","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Transport","London","Male","50","50","47310","41500"
"In post","2023","Digital, Data & Technology","Department for Transport","Outside London","Female","340","325","37670","33850"
"In post","2023","Digital, Data & Technology","Department for Transport","Outside London","Male","780","775","43210","40190"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","London","Female","80","80","49170","43760"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","London","Male","160","155","49060","43760"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Outside London","Female","1425","1330","41470","38470"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Outside London","Male","2685","2610","43840","38470"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Unknown","Female","10","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","London","Female","120","120","49130","42070"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","London","Male","145","145","50260","53400"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","Outside London","Female","95","95","48830","49590"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","Outside London","Male","85","85","48860","49590"
"In post","2023","Digital, Data & Technology","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","London","Male","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","London","Female","45","45","48380","46450"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","London","Male","75","75","50510","45260"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Outside London","Female","95","90","41560","40370"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Outside London","Male","255","250","44650","42660"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Land Registry","London","Female","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Land Registry","London","Male","25","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Land Registry","Outside London","Female","235","210","38190","39460"
"In post","2023","Digital, Data & Technology","HM Land Registry","Outside London","Male","420","410","39920","39460"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","London","Female","190","190","49410","45170"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","London","Male","305","300","52330","45560"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Outside London","Female","1265","1205","42100","41780"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Outside London","Male","2215","2175","43000","41780"
"In post","2023","Digital, Data & Technology","HM Treasury","London","Female","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Treasury","London","Male","40","40","57700","57110"
"In post","2023","Digital, Data & Technology","HM Treasury","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Treasury","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","London","Female","365","355","46690","43210"
"In post","2023","Digital, Data & Technology","Home Office","London","Male","595","590","51030","46210"
"In post","2023","Digital, Data & Technology","Home Office","Outside London","Female","220","210","42480","39190"
"In post","2023","Digital, Data & Technology","Home Office","Outside London","Male","465","465","45800","41940"
"In post","2023","Digital, Data & Technology","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","London","Female","90","85","41570","37850"
"In post","2023","Digital, Data & Technology","Ministry of Defence","London","Male","185","185","43190","38530"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Outside London","Female","1135","1090","34300","33830"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Outside London","Male","1890","1865","37660","34300"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Overseas","Female","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Overseas","Male","35","35","44290","43480"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice","London","Female","270","265","50500","45940"
"In post","2023","Digital, Data & Technology","Ministry of Justice","London","Male","385","380","53670","55720"
"In post","2023","Digital, Data & Technology","Ministry of Justice","Outside London","Female","275","265","42810","37680"
"In post","2023","Digital, Data & Technology","Ministry of Justice","Outside London","Male","495","495","44080","37930"
"In post","2023","Digital, Data & Technology","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","National Crime Agency","London","Female","45","45","48720","45310"
"In post","2023","Digital, Data & Technology","National Crime Agency","London","Male","40","40","54200","50980"
"In post","2023","Digital, Data & Technology","National Crime Agency","Outside London","Female","85","80","39530","38640"
"In post","2023","Digital, Data & Technology","National Crime Agency","Outside London","Male","95","90","43210","40440"
"In post","2023","Digital, Data & Technology","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","London","Female","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","London","Male","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Outside London","Female","45","40","41050","41050"
"In post","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Outside London","Male","50","50","46850","41050"
"In post","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","London","Female","35","35","45810","42610"
"In post","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","London","Male","70","70","51340","46160"
"In post","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Outside London","Male","45","45","47720","43650"
"In post","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Rail and Road","London","Male","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Government","Outside London","Female","70","70","42000","39450"
"In post","2023","Digital, Data & Technology","Scottish Government","Outside London","Male","170","170","42300","38170"
"In post","2023","Digital, Data & Technology","The National Archives","London","Female","65","60","41060","38760"
"In post","2023","Digital, Data & Technology","The National Archives","London","Male","75","75","43580","45000"
"In post","2023","Digital, Data & Technology","UK Export Finance","London","Female","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Export Finance","London","Male","40","40","58850","54130"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","London","Female","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","London","Male","35","35","45620","39080"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","Outside London","Female","305","290","42200","37760"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","Outside London","Male","535","525","42660","39200"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Government","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Government","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Finance","Attorney General's Departments","London","Female","45","40","42890","38070"
"In post","2023","Finance","Attorney General's Departments","London","Male","45","40","45700","38860"
"In post","2023","Finance","Attorney General's Departments","Outside London","Female","45","40","31260","28850"
"In post","2023","Finance","Attorney General's Departments","Outside London","Male","35","35","36310","31180"
"In post","2023","Finance","Cabinet Office","London","Female","55","55","38780","32960"
"In post","2023","Finance","Cabinet Office","London","Male","80","80","44560","36180"
"In post","2023","Finance","Cabinet Office","Outside London","Female","40","35","37060","32800"
"In post","2023","Finance","Cabinet Office","Outside London","Male","40","40","44540","34620"
"In post","2023","Finance","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Chancellor's other departments","London","Female","15","15","[c]","[c]"
"In post","2023","Finance","Chancellor's other departments","London","Male","15","15","[c]","[c]"
"In post","2023","Finance","Charity Commission","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Finance","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Competition and Markets Authority","London","Female","5","5","[c]","[c]"
"In post","2023","Finance","Competition and Markets Authority","London","Male","10","10","[c]","[c]"
"In post","2023","Finance","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy","London","Female","70","65","52290","55210"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy","London","Male","70","70","53050","51170"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy","Outside London","Female","110","105","39120","37200"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy","Outside London","Male","85","85","38710","33720"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport","London","Female","30","30","55620","50720"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport","London","Male","40","40","55680","57900"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Finance","Department for Education","London","Female","50","45","52740","47000"
"In post","2023","Finance","Department for Education","London","Male","40","40","59250","56020"
"In post","2023","Finance","Department for Education","Outside London","Female","310","295","41580","38070"
"In post","2023","Finance","Department for Education","Outside London","Male","255","255","44570","38210"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","London","Female","30","30","[c]","[c]"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","London","Male","35","35","50910","54330"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","Outside London","Female","210","200","39910","37300"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","Outside London","Male","165","165","45210","42710"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for International Trade","London","Female","40","40","49120","44140"
"In post","2023","Finance","Department for International Trade","London","Male","45","45","51910","55370"
"In post","2023","Finance","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities","London","Female","35","35","53400","54630"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities","London","Male","35","35","53760","54630"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities","Outside London","Female","50","45","48430","46920"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Finance","Department for Transport","London","Female","45","45","53330","56340"
"In post","2023","Finance","Department for Transport","London","Male","75","75","58270","60190"
"In post","2023","Finance","Department for Transport","Outside London","Female","180","170","35800","31660"
"In post","2023","Finance","Department for Transport","Outside London","Male","130","130","38590","39430"
"In post","2023","Finance","Department for Work and Pensions","London","Female","155","150","47260","43760"
"In post","2023","Finance","Department for Work and Pensions","London","Male","175","175","48720","43760"
"In post","2023","Finance","Department for Work and Pensions","Outside London","Female","1000","910","37630","34330"
"In post","2023","Finance","Department for Work and Pensions","Outside London","Male","785","755","40250","38470"
"In post","2023","Finance","Department for Work and Pensions","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care","London","Female","110","105","45650","41950"
"In post","2023","Finance","Department of Health and Social Care","London","Male","100","100","53050","53400"
"In post","2023","Finance","Department of Health and Social Care","Outside London","Female","120","120","41170","38120"
"In post","2023","Finance","Department of Health and Social Care","Outside London","Male","80","80","44650","41600"
"In post","2023","Finance","Estyn","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","London","Female","100","95","50390","45650"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","London","Male","95","95","54640","55000"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","Outside London","Female","235","220","34920","28470"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","Outside London","Male","155","155","34920","28010"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","Overseas","Female","10","10","[c]","[c]"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Land Registry","London","Female","20","20","[c]","[c]"
"In post","2023","Finance","HM Land Registry","London","Male","10","10","[c]","[c]"
"In post","2023","Finance","HM Land Registry","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Finance","HM Land Registry","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs","London","Female","305","285","46810","39790"
"In post","2023","Finance","HM Revenue and Customs","London","Male","245","240","52760","45960"
"In post","2023","Finance","HM Revenue and Customs","Outside London","Female","1470","1255","31150","27890"
"In post","2023","Finance","HM Revenue and Customs","Outside London","Male","1015","970","34940","34400"
"In post","2023","Finance","HM Treasury","London","Female","40","35","49570","53550"
"In post","2023","Finance","HM Treasury","London","Male","60","55","57400","54440"
"In post","2023","Finance","HM Treasury","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Finance","HM Treasury","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Finance","Home Office","London","Female","90","85","53020","48420"
"In post","2023","Finance","Home Office","London","Male","80","80","57550","59290"
"In post","2023","Finance","Home Office","Outside London","Female","55","55","42480","39190"
"In post","2023","Finance","Home Office","Outside London","Male","50","50","42390","39190"
"In post","2023","Finance","Ministry of Defence","London","Female","95","90","49840","45750"
"In post","2023","Finance","Ministry of Defence","London","Male","120","120","51140","46420"
"In post","2023","Finance","Ministry of Defence","Outside London","Female","1200","1135","37890","33990"
"In post","2023","Finance","Ministry of Defence","Outside London","Male","875","860","42320","39470"
"In post","2023","Finance","Ministry of Defence","Overseas","Female","20","20","[c]","[c]"
"In post","2023","Finance","Ministry of Defence","Overseas","Male","15","15","[c]","[c]"
"In post","2023","Finance","Ministry of Justice","London","Female","160","155","46500","43650"
"In post","2023","Finance","Ministry of Justice","London","Male","165","160","51420","47040"
"In post","2023","Finance","Ministry of Justice","Outside London","Female","245","235","39300","37680"
"In post","2023","Finance","Ministry of Justice","Outside London","Male","165","165","40420","37680"
"In post","2023","Finance","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","National Crime Agency","London","Female","5","5","[c]","[c]"
"In post","2023","Finance","National Crime Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","National Crime Agency","Outside London","Female","35","35","38560","38640"
"In post","2023","Finance","National Crime Agency","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Finance","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland Office","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Finance","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","London","Female","10","10","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","London","Male","15","15","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Finance","Office of Qualifications and Examinations Regulation","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Finance","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of the Secretary of State for Scotland","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of the Secretary of State for Scotland","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of the Secretary of State for Wales","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of the Secretary of State for Wales","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Government","Outside London","Female","120","115","37870","34610"
