"Status","Year","Disability","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Met Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","National Records of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","National Records of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","National Records of Scotland","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","National Records of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Office of the Scottish Charity Regulator","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Office of the Scottish Charity Regulator","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Office of the Scottish Charity Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Revenue Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Revenue Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Revenue Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Revenue Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Scottish Fiscal Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Scottish Fiscal Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Scottish Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Scottish Government (excl. agencies)","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Scottish Government (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Scottish Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Scottish Government (excl. agencies)","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Scottish Housing Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Scottish Public Pensions Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Scottish Public Pensions Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Scottish Public Pensions Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Scottish Public Pensions Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Social Security Scotland","AA/AO","55","[c]","22350","22180"
"New entrant CS","2023","Declared disabled","Unknown","Social Security Scotland","EO","60","[c]","29340","29100"
"New entrant CS","2023","Declared disabled","Unknown","Social Security Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Social Security Scotland","SEO/HEO","30","[c]","36970","35020"
"New entrant CS","2023","Declared disabled","Unknown","Student Awards Agency for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Student Awards Agency for Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Student Awards Agency for Scotland","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Student Awards Agency for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Transport Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Transport Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Transport Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Transport Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Active Travel England","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Building Digital UK","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Central Civil Service Fast Stream","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Centre for Environment, Fisheries and Aquaculture Science","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Companies House","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Competition and Markets Authority","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Competition and Markets Authority","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Defence Science and Technology Laboratory","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for International Trade","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for International Trade","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Transport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Transport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Transport (excl. agencies)","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Work and Pensions (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Work and Pensions (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Work and Pensions (excl. agencies)","SEO/HEO","40","[c]","35810","34170"
"New entrant CS","2023","Declared non-disabled","Analysis","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department of Health and Social Care (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Government Actuary's Department","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Government Actuary's Department","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Government Actuary's Department","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Revenue and Customs (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Revenue and Customs (excl. agencies)","SEO/HEO","40","[c]","36900","36910"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Treasury (excl. agencies)","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
