"Status","Year","Age","Ethnicity","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Asian","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Midlands","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Asian","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Yorkshire","AA/AO","20","20","[c]","[c]"
"In post","2023","16-19","Asian","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Essex","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Essex","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
