"Status","Year","Disability","Organisation","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","EO","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","G6/G7","40","35","55050","51460"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","SEO/HEO","45","45","38410","37950"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","AA/AO","55","50","25830","25700"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","EO","45","45","28320","28090"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","G6/G7","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","SEO/HEO","55","55","38940","37100"
"In post","2023","Declared non-disabled","Forestry and Land Scotland","Scotland","AA/AO","450","435","28060","28140"
"In post","2023","Declared non-disabled","Forestry and Land Scotland","Scotland","EO","255","245","33580","33260"
"In post","2023","Declared non-disabled","Forestry and Land Scotland","Scotland","G6/G7","35","35","64610","62270"
"In post","2023","Declared non-disabled","Forestry and Land Scotland","Scotland","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Forestry and Land Scotland","Scotland","SEO/HEO","240","230","43050","41500"
"In post","2023","Declared non-disabled","Government Actuary's Department","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Actuary's Department","London","EO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Government Actuary's Department","London","G6/G7","90","80","91260","84950"
"In post","2023","Declared non-disabled","Government Actuary's Department","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Actuary's Department","London","SEO/HEO","35","35","42140","41170"
"In post","2023","Declared non-disabled","Government Actuary's Department","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Actuary's Department","Scotland","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Government Actuary's Department","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","East Midlands (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","East of England","G6/G7","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","London","G6/G7","335","330","67660","66270"
"In post","2023","Declared non-disabled","Government Commercial Organisation","London","SCS level","95","95","126690","123520"
"In post","2023","Declared non-disabled","Government Commercial Organisation","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","North East (England)","G6/G7","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","North West (England)","G6/G7","130","130","66540","66270"
"In post","2023","Declared non-disabled","Government Commercial Organisation","North West (England)","SCS level","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","North West (England)","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","Scotland","G6/G7","40","40","68540","67860"
"In post","2023","Declared non-disabled","Government Commercial Organisation","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","South East (England)","G6/G7","40","40","70790","68910"
"In post","2023","Declared non-disabled","Government Commercial Organisation","South East (England)","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","South West (England)","G6/G7","45","45","67450","67200"
"In post","2023","Declared non-disabled","Government Commercial Organisation","South West (England)","SCS level","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","Wales","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","West Midlands (England)","G6/G7","45","45","71300","68830"
"In post","2023","Declared non-disabled","Government Commercial Organisation","West Midlands (England)","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","West Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","Yorkshire and The Humber","G6/G7","115","110","65800","65500"
"In post","2023","Declared non-disabled","Government Commercial Organisation","Yorkshire and The Humber","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","Yorkshire and The Humber","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","East of England","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","London","EO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","London","G6/G7","50","45","59910","57810"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","London","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","London","SEO/HEO","60","60","43930","43680"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","North East (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","North East (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","North West (England)","G6/G7","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","North West (England)","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","South East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","South West (England)","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","South West (England)","SEO/HEO","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","Unknown","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","Wales","G6/G7","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","West Midlands (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","West Midlands (England)","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","Yorkshire and The Humber","G6/G7","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","Yorkshire and The Humber","SEO/HEO","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Government Legal Department","London","AA/AO","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Government Legal Department","London","EO","245","235","29170","27760"
"In post","2023","Declared non-disabled","Government Legal Department","London","G6/G7","1190","1095","60630","59780"
"In post","2023","Declared non-disabled","Government Legal Department","London","SCS level","145","135","85240","79300"
"In post","2023","Declared non-disabled","Government Legal Department","London","SEO/HEO","180","175","38440","38860"
"In post","2023","Declared non-disabled","Government Legal Department","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Government Legal Department","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Legal Department","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Legal Department","South West (England)","G6/G7","45","40","58070","54320"
"In post","2023","Declared non-disabled","Government Legal Department","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Legal Department","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Legal Department","Yorkshire and The Humber","EO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Government Legal Department","Yorkshire and The Humber","G6/G7","90","85","57740","54520"
"In post","2023","Declared non-disabled","Government Legal Department","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Legal Department","Yorkshire and The Humber","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","East Midlands (England)","G6/G7","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","East Midlands (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","London","G6/G7","45","45","59350","56190"
"In post","2023","Declared non-disabled","Government Property Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","London","SEO/HEO","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","North West (England)","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","North West (England)","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","South West (England)","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","South West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","West Midlands (England)","G6/G7","35","35","53510","52270"
"In post","2023","Declared non-disabled","Government Property Agency","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","West Midlands (England)","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","Yorkshire and The Humber","G6/G7","30","30","56020","54370"
"In post","2023","Declared non-disabled","Government Property Agency","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","Yorkshire and The Humber","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","East Midlands (England)","AA/AO","640","550","21530","21780"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","East Midlands (England)","EO","180","170","25890","25830"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","East Midlands (England)","G6/G7","45","45","56400","53810"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","East Midlands (England)","SEO/HEO","140","130","36030","35590"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","East of England","AA/AO","455","390","21680","21780"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","East of England","EO","135","125","26300","25830"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","East of England","G6/G7","35","35","59630","59590"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","East of England","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","East of England","SEO/HEO","110","100","36910","37680"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","London","AA/AO","1270","1150","25030","25480"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","London","EO","565","545","29750","29660"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","London","G6/G7","195","190","61750","59770"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","London","SCS level","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","London","SEO/HEO","600","575","40680","43650"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","North East (England)","AA/AO","260","220","21530","21780"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","North East (England)","EO","80","75","25890","25830"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","North East (England)","G6/G7","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","North East (England)","SEO/HEO","100","95","37620","37680"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","North West (England)","AA/AO","845","730","21420","21780"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","North West (England)","EO","260","245","25920","25830"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","North West (England)","G6/G7","70","70","56390","51770"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","North West (England)","SEO/HEO","290","270","35870","37680"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Scotland","AA/AO","85","75","21580","21780"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Scotland","EO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Scotland","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Scotland","SEO/HEO","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","South East (England)","AA/AO","490","410","21470","21780"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","South East (England)","EO","170","155","26170","25830"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","South East (England)","G6/G7","35","35","58240","55860"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","South East (England)","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","South East (England)","SEO/HEO","160","145","37060","37680"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","South West (England)","AA/AO","405","340","21390","21780"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","South West (England)","EO","125","115","25970","25830"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","South West (England)","G6/G7","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","South West (England)","SEO/HEO","115","105","36480","37680"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Unknown","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Wales","AA/AO","455","405","21550","21780"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Wales","EO","115","110","25870","25830"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Wales","G6/G7","40","35","56180","51770"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Wales","SEO/HEO","135","125","36020","37680"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","West Midlands (England)","AA/AO","885","765","21550","21780"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","West Midlands (England)","EO","230","220","25880","25830"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","West Midlands (England)","G6/G7","45","45","55880","51770"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","West Midlands (England)","SEO/HEO","195","185","36400","37680"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Yorkshire and The Humber","AA/AO","505","410","21420","21780"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Yorkshire and The Humber","EO","145","130","25870","25830"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Yorkshire and The Humber","G6/G7","40","40","56080","52310"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Yorkshire and The Humber","SEO/HEO","145","130","36500","37680"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Crown Prosecution Service Inspectorate","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Crown Prosecution Service Inspectorate","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Crown Prosecution Service Inspectorate","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Crown Prosecution Service Inspectorate","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Crown Prosecution Service Inspectorate","Yorkshire and The Humber","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","HM Crown Prosecution Service Inspectorate","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Land Registry","East Midlands (England)","AA/AO","75","70","23300","23390"
"In post","2023","Declared non-disabled","HM Land Registry","East Midlands (England)","EO","210","185","28100","28080"
"In post","2023","Declared non-disabled","HM Land Registry","East Midlands (England)","G6/G7","35","35","61010","60470"
"In post","2023","Declared non-disabled","HM Land Registry","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","HM Land Registry","East Midlands (England)","SEO/HEO","250","225","37500","34850"
"In post","2023","Declared non-disabled","HM Land Registry","East of England","AA/AO","30","30","23390","23390"
"In post","2023","Declared non-disabled","HM Land Registry","East of England","EO","55","50","28160","28080"
"In post","2023","Declared non-disabled","HM Land Registry","East of England","G6/G7","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","HM Land Registry","East of England","SEO/HEO","100","85","37610","34850"
"In post","2023","Declared non-disabled","HM Land Registry","London","AA/AO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","HM Land Registry","London","EO","65","55","31750","31680"
"In post","2023","Declared non-disabled","HM Land Registry","London","G6/G7","35","30","69950","71500"
"In post","2023","Declared non-disabled","HM Land Registry","London","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","HM Land Registry","London","SEO/HEO","125","120","42200","43020"
"In post","2023","Declared non-disabled","HM Land Registry","North East (England)","AA/AO","70","65","23390","23390"
"In post","2023","Declared non-disabled","HM Land Registry","North East (England)","EO","185","165","28080","28080"
"In post","2023","Declared non-disabled","HM Land Registry","North East (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","HM Land Registry","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Land Registry","North East (England)","SEO/HEO","150","135","36910","34850"
"In post","2023","Declared non-disabled","HM Land Registry","North West (England)","AA/AO","85","75","23390","23390"
"In post","2023","Declared non-disabled","HM Land Registry","North West (England)","EO","205","170","28100","28080"
"In post","2023","Declared non-disabled","HM Land Registry","North West (England)","G6/G7","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","HM Land Registry","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Land Registry","North West (England)","SEO/HEO","230","205","36950","34850"
"In post","2023","Declared non-disabled","HM Land Registry","South West (England)","AA/AO","100","85","23460","23390"
"In post","2023","Declared non-disabled","HM Land Registry","South West (England)","EO","265","225","28830","28080"
"In post","2023","Declared non-disabled","HM Land Registry","South West (England)","G6/G7","60","55","61350","59890"
"In post","2023","Declared non-disabled","HM Land Registry","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Land Registry","South West (England)","SEO/HEO","440","395","39540","39460"
"In post","2023","Declared non-disabled","HM Land Registry","Wales","AA/AO","90","80","23390","23390"
"In post","2023","Declared non-disabled","HM Land Registry","Wales","EO","230","205","28080","28080"
"In post","2023","Declared non-disabled","HM Land Registry","Wales","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","HM Land Registry","Wales","SEO/HEO","205","170","37040","34850"
"In post","2023","Declared non-disabled","HM Land Registry","West Midlands (England)","AA/AO","55","50","23390","23390"
"In post","2023","Declared non-disabled","HM Land Registry","West Midlands (England)","EO","150","130","28140","28080"
"In post","2023","Declared non-disabled","HM Land Registry","West Midlands (England)","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","HM Land Registry","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Land Registry","West Midlands (England)","SEO/HEO","145","125","37330","34850"
"In post","2023","Declared non-disabled","HM Land Registry","Yorkshire and The Humber","AA/AO","30","30","23390","23390"
"In post","2023","Declared non-disabled","HM Land Registry","Yorkshire and The Humber","EO","100","90","28130","28080"
"In post","2023","Declared non-disabled","HM Land Registry","Yorkshire and The Humber","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","HM Land Registry","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Land Registry","Yorkshire and The Humber","SEO/HEO","85","75","37020","34850"
"In post","2023","Declared non-disabled","HM Prison and Probation Service","East Midlands (England)","AA/AO","1840","1735","28600","28880"
"In post","2023","Declared non-disabled","HM Prison and Probation Service","East Midlands (England)","EO","480","465","32170","34170"
"In post","2023","Declared non-disabled","HM Prison and Probation Service","East Midlands (England)","G6/G7","55","55","74630","73030"
"In post","2023","Declared non-disabled","HM Prison and Probation Service","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Prison and Probation Service","East Midlands (England)","SEO/HEO","525","505","41810","40660"
"In post","2023","Declared non-disabled","HM Prison and Probation Service","East Midlands (England)","Unknown","1095","1025","29820","29050"
"In post","2023","Declared non-disabled","HM Prison and Probation Service","East of England","AA/AO","2125","2020","28760","28880"
"In post","2023","Declared non-disabled","HM Prison and Probation Service","East of England","EO","435","420","32940","34170"
"In post","2023","Declared non-disabled","HM Prison and Probation Service","East of England","G6/G7","60","60","75270","70560"
