"Status","Year","Disability","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Analysis","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","AA/AO","10","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","SEO/HEO","50","45","35250","36200"
"In post","2023","Declared disabled","Analysis","Operational Research","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","G6/G7","35","30","55360","55090"
"In post","2023","Declared disabled","Analysis","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","SEO/HEO","60","55","39240","39890"
"In post","2023","Declared disabled","Analysis","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","SEO/HEO","30","30","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Policy","G6/G7","15","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Policy","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Science and Engineering","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Science and Engineering","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Science and Engineering","G6/G7","80","75","52840","49260"
"In post","2023","Declared disabled","Analysis","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Science and Engineering","SEO/HEO","85","85","36720","39890"
"In post","2023","Declared disabled","Analysis","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","G6/G7","35","35","57480","55190"
"In post","2023","Declared disabled","Analysis","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","SEO/HEO","105","100","37440","38750"
"In post","2023","Declared disabled","Analysis","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Statistics","EO","30","25","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Statistics","G6/G7","75","70","60610","58390"
"In post","2023","Declared disabled","Analysis","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Statistics","SEO/HEO","175","165","37960","38470"
"In post","2023","Declared disabled","Analysis","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Commercial","AA/AO","40","40","24030","22830"
"In post","2023","Declared disabled","Commercial","Commercial","EO","60","55","27410","27140"
"In post","2023","Declared disabled","Commercial","Commercial","G6/G7","215","210","64480","65500"
"In post","2023","Declared disabled","Commercial","Commercial","SCS level","25","25","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Commercial","SEO/HEO","310","300","38150","38880"
"In post","2023","Declared disabled","Commercial","Commercial","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Operational Delivery","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Operational Delivery","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Other","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Other","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Project Delivery","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Communications","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Communications","EO","55","55","28670","28080"
"In post","2023","Declared disabled","Communications","Communications","G6/G7","60","60","59160","57970"
"In post","2023","Declared disabled","Communications","Communications","SCS level","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Communications","SEO/HEO","165","160","39210","38970"
"In post","2023","Declared disabled","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Knowledge and Information Management","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Knowledge and Information Management","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Operational Delivery","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Counter Fraud","AA/AO","300","250","23050","21690"
"In post","2023","Declared disabled","Counter Fraud","Counter Fraud","EO","735","660","29020","28120"
"In post","2023","Declared disabled","Counter Fraud","Counter Fraud","G6/G7","35","30","60860","57970"
"In post","2023","Declared disabled","Counter Fraud","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Counter Fraud","SEO/HEO","315","295","36700","34700"
"In post","2023","Declared disabled","Counter Fraud","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Intelligence Analysis","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Intelligence Analysis","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Knowledge and Information Management","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Legal","AA/AO","25","20","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Legal","EO","55","50","29110","28130"
"In post","2023","Declared disabled","Counter Fraud","Legal","G6/G7","15","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Legal","SEO/HEO","75","70","38650","39110"
"In post","2023","Declared disabled","Counter Fraud","Operational Delivery","AA/AO","70","60","23060","22520"
"In post","2023","Declared disabled","Counter Fraud","Operational Delivery","EO","170","150","29080","28130"
"In post","2023","Declared disabled","Counter Fraud","Operational Delivery","G6/G7","20","20","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Operational Delivery","SEO/HEO","150","140","37610","35000"
"In post","2023","Declared disabled","Counter Fraud","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Other","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Other","G6/G7","10","5","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Other","SEO/HEO","20","15","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Tax","EO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Tax","G6/G7","45","40","62380","57970"
"In post","2023","Declared disabled","Counter Fraud","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Tax","SEO/HEO","75","70","37910","35070"
"In post","2023","Declared disabled","Counter Fraud","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Unknown","EO","15","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Unknown","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Debt","Operational Delivery","AA/AO","280","245","23090","22520"
"In post","2023","Declared disabled","Debt","Operational Delivery","EO","80","75","29030","28130"
"In post","2023","Declared disabled","Debt","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Operational Delivery","SEO/HEO","30","30","38420","36990"
"In post","2023","Declared disabled","Debt","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Other","AA/AO","380","320","21750","21690"
"In post","2023","Declared disabled","Debt","Other","EO","85","70","28350","28120"
"In post","2023","Declared disabled","Debt","Other","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Debt","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Tax","AA/AO","35","30","22890","22520"
"In post","2023","Declared disabled","Debt","Tax","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Debt","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","AA/AO","60","55","22670","22220"
"In post","2023","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","EO","395","375","28570","28120"
"In post","2023","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","G6/G7","565","555","58950","56870"
"In post","2023","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","SCS level","30","25","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","1040","1005","37980","37680"
"In post","2023","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Finance","AA/AO","[c]","[c]","[c]","[c]"
