"Status","Year","Age","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Commercial","Overseas","Male","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","London","Female","340","335","38990","37870"
"In post","2023","20-29","Communications","London","Male","185","185","38230","37260"
"In post","2023","20-29","Communications","Outside London","Female","205","200","31750","31270"
"In post","2023","20-29","Communications","Outside London","Male","90","90","32980","31270"
"In post","2023","20-29","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","London","Male","5","5","[c]","[c]"
"In post","2023","20-29","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","London","Female","170","170","32830","32520"
"In post","2023","20-29","Counter Fraud","London","Male","130","130","32400","32520"
"In post","2023","20-29","Counter Fraud","Outside London","Female","530","520","28550","28120"
"In post","2023","20-29","Counter Fraud","Outside London","Male","390","390","28440","28120"
"In post","2023","20-29","Digital, Data and Technology","London","Female","390","390","42040","41360"
"In post","2023","20-29","Digital, Data and Technology","London","Male","545","545","40860","39110"
"In post","2023","20-29","Digital, Data and Technology","Outside London","Female","885","880","34410","33990"
"In post","2023","20-29","Digital, Data and Technology","Outside London","Male","1680","1670","34260","32960"
"In post","2023","20-29","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data and Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Economics","London","Female","335","335","41830","38660"
"In post","2023","20-29","Economics","London","Male","605","605","42670","39110"
"In post","2023","20-29","Economics","Outside London","Female","110","110","34920","34340"
"In post","2023","20-29","Economics","Outside London","Male","185","185","33820","31560"
"In post","2023","20-29","Economics","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Economics","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","London","Female","175","175","40600","37010"
"In post","2023","20-29","Finance","London","Male","215","215","39670","36940"
"In post","2023","20-29","Finance","Outside London","Female","505","495","30470","28120"
"In post","2023","20-29","Finance","Outside London","Male","525","520","31160","28120"
"In post","2023","20-29","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Geography","Outside London","Female","35","35","27840","27610"
"In post","2023","20-29","Geography","Outside London","Male","65","65","27410","27610"
"In post","2023","20-29","Human Resources","London","Female","355","355","39580","35860"
"In post","2023","20-29","Human Resources","London","Male","140","140","38050","35410"
"In post","2023","20-29","Human Resources","Outside London","Female","735","720","30080","28120"
"In post","2023","20-29","Human Resources","Outside London","Male","300","295","28620","27080"
"In post","2023","20-29","Human Resources","Overseas","Female","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Inspector of Education and Training","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Inspector of Education and Training","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","London","Female","115","115","35880","36260"
"In post","2023","20-29","Intelligence Analysis","London","Male","140","140","37080","37850"
"In post","2023","20-29","Intelligence Analysis","Outside London","Female","145","145","29150","27890"
"In post","2023","20-29","Intelligence Analysis","Outside London","Male","105","105","29480","27480"
"In post","2023","20-29","Intelligence Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","London","Female","5","5","[c]","[c]"
"In post","2023","20-29","Internal Audit","London","Male","15","15","[c]","[c]"
"In post","2023","20-29","Internal Audit","Outside London","Female","20","20","[c]","[c]"
"In post","2023","20-29","Internal Audit","Outside London","Male","15","15","[c]","[c]"
"In post","2023","20-29","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","International Trade","London","Female","260","260","42060","41550"
"In post","2023","20-29","International Trade","London","Male","235","235","41590","41550"
"In post","2023","20-29","International Trade","Outside London","Female","45","45","34110","33040"
"In post","2023","20-29","International Trade","Outside London","Male","35","35","33450","31630"
"In post","2023","20-29","International Trade","Overseas","Female","15","15","[c]","[c]"
"In post","2023","20-29","International Trade","Overseas","Male","15","15","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","London","Female","70","70","35100","33750"
"In post","2023","20-29","Knowledge and Information Management","London","Male","55","55","35530","33940"
"In post","2023","20-29","Knowledge and Information Management","Outside London","Female","100","100","28580","27140"
"In post","2023","20-29","Knowledge and Information Management","Outside London","Male","65","65","28960","27470"
"In post","2023","20-29","Knowledge and Information Management","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","London","Female","290","290","39240","35290"
"In post","2023","20-29","Legal","London","Male","165","165","41000","39450"
"In post","2023","20-29","Legal","Outside London","Female","445","440","38670","37680"
"In post","2023","20-29","Legal","Outside London","Male","205","205","36640","34500"
"In post","2023","20-29","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Medicine","London","Female","15","15","[c]","[c]"
"In post","2023","20-29","Medicine","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Medicine","Outside London","Female","80","75","31520","29780"
"In post","2023","20-29","Medicine","Outside London","Male","30","25","[c]","[c]"
"In post","2023","20-29","Medicine","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Operational Delivery","London","Female","3670","3615","32320","31310"
"In post","2023","20-29","Operational Delivery","London","Male","2085","2070","32610","32110"
"In post","2023","20-29","Operational Delivery","Outside London","Female","21045","20405","26270","25340"
"In post","2023","20-29","Operational Delivery","Outside London","Male","14610","14475","26560","25880"
"In post","2023","20-29","Operational Delivery","Overseas","Female","20","20","[c]","[c]"
"In post","2023","20-29","Operational Delivery","Overseas","Male","10","10","[c]","[c]"
"In post","2023","20-29","Operational Delivery","Unknown","Female","40","40","25890","25750"
"In post","2023","20-29","Operational Delivery","Unknown","Male","45","45","25060","23230"
"In post","2023","20-29","Operational Research","London","Female","75","75","41410","39190"
"In post","2023","20-29","Operational Research","London","Male","70","70","43340","41310"
"In post","2023","20-29","Operational Research","Outside London","Female","95","95","33620","33950"
"In post","2023","20-29","Operational Research","Outside London","Male","125","125","32020","30650"
"In post","2023","20-29","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other","London","Female","265","265","34790","32520"
"In post","2023","20-29","Other","London","Male","180","180","36770","35410"
"In post","2023","20-29","Other","Outside London","Female","745","720","26310","25340"
"In post","2023","20-29","Other","Outside London","Male","550","545","25690","22260"
"In post","2023","20-29","Other","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other","Unknown","Female","60","60","32930","33930"
"In post","2023","20-29","Other","Unknown","Male","315","315","32160","32410"
"In post","2023","20-29","Planning","London","Female","10","10","[c]","[c]"
"In post","2023","20-29","Planning","London","Male","10","10","[c]","[c]"
"In post","2023","20-29","Planning","Outside London","Female","5","5","[c]","[c]"
"In post","2023","20-29","Planning","Outside London","Male","5","5","[c]","[c]"
"In post","2023","20-29","Planning Inspectors","Outside London","Female","10","10","[c]","[c]"
"In post","2023","20-29","Planning Inspectors","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Policy","London","Female","3495","3485","42580","41060"
"In post","2023","20-29","Policy","London","Male","2740","2730","42740","41060"
"In post","2023","20-29","Policy","Outside London","Female","1115","1105","34430","31640"
"In post","2023","20-29","Policy","Outside London","Male","770","765","35140","32460"
"In post","2023","20-29","Policy","Overseas","Female","145","145","37480","33540"
"In post","2023","20-29","Policy","Overseas","Male","85","85","37310","34220"
"In post","2023","20-29","Policy","Unknown","Female","5","5","[c]","[c]"
"In post","2023","20-29","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","London","Female","570","570","39270","36050"
"In post","2023","20-29","Project Delivery","London","Male","335","335","39510","36180"
"In post","2023","20-29","Project Delivery","Outside London","Female","910","900","33640","32380"
"In post","2023","20-29","Project Delivery","Outside London","Male","720","720","33840","32500"
"In post","2023","20-29","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","London","Female","65","65","34570","32330"
"In post","2023","20-29","Property","London","Male","115","115","35370","32520"
"In post","2023","20-29","Property","Outside London","Female","305","300","29500","27570"
"In post","2023","20-29","Property","Outside London","Male","355","350","29460","27140"
"In post","2023","20-29","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Psychology","London","Female","40","35","32460","31310"
"In post","2023","20-29","Psychology","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Psychology","Outside London","Female","330","330","29930","30940"
"In post","2023","20-29","Psychology","Outside London","Male","30","30","[c]","[c]"
"In post","2023","20-29","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Science and Engineering","London","Female","185","185","36200","33330"
"In post","2023","20-29","Science and Engineering","London","Male","95","95","34530","32960"
"In post","2023","20-29","Science and Engineering","Outside London","Female","820","815","30370","29160"
"In post","2023","20-29","Science and Engineering","Outside London","Male","1730","1725","30870","30650"
"In post","2023","20-29","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Science and Engineering","Overseas","Male","5","5","[c]","[c]"
"In post","2023","20-29","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","London","Female","90","90","38200","37710"
"In post","2023","20-29","Security","London","Male","110","110","37310","35650"
"In post","2023","20-29","Security","Outside London","Female","230","230","28550","27410"
"In post","2023","20-29","Security","Outside London","Male","670","670","28920","27500"
"In post","2023","20-29","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Social Research","London","Female","200","195","42150","39450"
"In post","2023","20-29","Social Research","London","Male","60","60","43140","42190"
"In post","2023","20-29","Social Research","Outside London","Female","260","260","35610","33850"
"In post","2023","20-29","Social Research","Outside London","Male","95","95","35660","32460"
"In post","2023","20-29","Social Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Statistics","London","Female","235","235","38170","35410"
"In post","2023","20-29","Statistics","London","Male","270","265","38810","37200"
"In post","2023","20-29","Statistics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Statistics","Outside London","Female","250","245","36740","34700"
"In post","2023","20-29","Statistics","Outside London","Male","270","265","35170","34170"
"In post","2023","20-29","Statistics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Statistics","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Statistics","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Tax","London","Female","145","145","40860","39450"
"In post","2023","20-29","Tax","London","Male","115","115","42660","39450"
"In post","2023","20-29","Tax","Outside London","Female","1285","1250","30120","27890"
"In post","2023","20-29","Tax","Outside London","Male","1355","1340","30230","27890"
"In post","2023","20-29","Unknown","London","Female","1355","1345","37310","34190"
"In post","2023","20-29","Unknown","London","Male","830","830","39500","35240"
"In post","2023","20-29","Unknown","Outside London","Female","2545","2500","31610","29450"
"In post","2023","20-29","Unknown","Outside London","Male","1950","1940","30950","29100"
"In post","2023","20-29","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","Female","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","Male","30","30","[c]","[c]"
"In post","2023","20-29","Veterinarian","Outside London","Female","15","15","[c]","[c]"
"In post","2023","20-29","Veterinarian","Outside London","Male","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","London","Female","185","180","52170","50640"
"In post","2023","30-39","Commercial","London","Male","170","170","58140","56200"
"In post","2023","30-39","Commercial","Outside London","Female","795","755","40020","37820"
"In post","2023","30-39","Commercial","Outside London","Male","625","620","43540","40450"
"In post","2023","30-39","Commercial","Overseas","Female","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Overseas","Male","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","London","Female","400","390","51000","53400"
"In post","2023","30-39","Communications","London","Male","255","255","50200","46810"
"In post","2023","30-39","Communications","Outside London","Female","340","320","37810","37300"
"In post","2023","30-39","Communications","Outside London","Male","200","200","38210","35700"
"In post","2023","30-39","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Corporate Finance","London","Female","5","5","[c]","[c]"
"In post","2023","30-39","Corporate Finance","London","Male","15","15","[c]","[c]"
"In post","2023","30-39","Corporate Finance","Outside London","Female","10","10","[c]","[c]"
"In post","2023","30-39","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","London","Female","165","155","36850","32540"
"In post","2023","30-39","Counter Fraud","London","Male","170","170","37220","32560"
"In post","2023","30-39","Counter Fraud","Outside London","Female","790","730","29370","28120"
"In post","2023","30-39","Counter Fraud","Outside London","Male","610","605","30720","28130"
"In post","2023","30-39","Digital, Data and Technology","London","Female","600","585","52490","54990"
"In post","2023","30-39","Digital, Data and Technology","London","Male","800","795","52000","54630"
"In post","2023","30-39","Digital, Data and Technology","Outside London","Female","1490","1430","40270","38050"
"In post","2023","30-39","Digital, Data and Technology","Outside London","Male","2730","2710","41640","39190"
"In post","2023","30-39","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data and Technology","Overseas","Male","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Economics","London","Female","145","135","60260","59600"
"In post","2023","30-39","Economics","London","Male","240","240","60950","60350"
"In post","2023","30-39","Economics","Outside London","Female","50","50","47510","49390"
"In post","2023","30-39","Economics","Outside London","Male","70","70","50300","51920"
"In post","2023","30-39","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","London","Female","290","275","52350","54090"
"In post","2023","30-39","Finance","London","Male","320","315","53470","55500"
"In post","2023","30-39","Finance","Outside London","Female","865","810","38720","36300"
"In post","2023","30-39","Finance","Outside London","Male","660","655","40520","38080"
"In post","2023","30-39","Finance","Overseas","Female","5","5","[c]","[c]"
"In post","2023","30-39","Finance","Overseas","Male","5","5","[c]","[c]"
"In post","2023","30-39","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Geography","Outside London","Female","40","40","34890","34370"
"In post","2023","30-39","Geography","Outside London","Male","90","90","34400","34370"
"In post","2023","30-39","Human Resources","London","Female","485","470","47160","43480"
"In post","2023","30-39","Human Resources","London","Male","195","195","46630","42240"
"In post","2023","30-39","Human Resources","Outside London","Female","1365","1275","36330","34170"
"In post","2023","30-39","Human Resources","Outside London","Male","610","605","36760","34380"
"In post","2023","30-39","Human Resources","Overseas","Female","30","30","50790","50680"
"In post","2023","30-39","Human Resources","Overseas","Male","15","15","[c]","[c]"
"In post","2023","30-39","Human Resources","Unknown","Female","5","5","[c]","[c]"
"In post","2023","30-39","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Inspector of Education and Training","London","Female","10","10","[c]","[c]"
"In post","2023","30-39","Inspector of Education and Training","London","Male","5","5","[c]","[c]"
"In post","2023","30-39","Inspector of Education and Training","Outside London","Female","100","100","54480","52750"
"In post","2023","30-39","Inspector of Education and Training","Outside London","Male","30","30","68610","77470"
"In post","2023","30-39","Intelligence Analysis","London","Female","110","105","40070","36850"
"In post","2023","30-39","Intelligence Analysis","London","Male","185","185","42090","39060"
"In post","2023","30-39","Intelligence Analysis","Outside London","Female","275","255","30460","28480"
"In post","2023","30-39","Intelligence Analysis","Outside London","Male","245","245","32470","32160"
"In post","2023","30-39","Intelligence Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Intelligence Analysis","Overseas","Male","10","10","[c]","[c]"
"In post","2023","30-39","Internal Audit","London","Female","15","15","[c]","[c]"
"In post","2023","30-39","Internal Audit","London","Male","20","20","[c]","[c]"
"In post","2023","30-39","Internal Audit","Outside London","Female","65","60","41960","41790"
"In post","2023","30-39","Internal Audit","Outside London","Male","40","40","44070","42600"
"In post","2023","30-39","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","International Trade","London","Female","215","210","52880","55370"
"In post","2023","30-39","International Trade","London","Male","215","215","53260","55370"
"In post","2023","30-39","International Trade","Outside London","Female","65","60","41230","38050"
"In post","2023","30-39","International Trade","Outside London","Male","60","60","41550","39520"
"In post","2023","30-39","International Trade","Overseas","Female","20","20","[c]","[c]"
"In post","2023","30-39","International Trade","Overseas","Male","55","55","53410","53970"
"In post","2023","30-39","Knowledge and Information Management","London","Female","95","90","43740","41820"
"In post","2023","30-39","Knowledge and Information Management","London","Male","80","80","45120","39150"
"In post","2023","30-39","Knowledge and Information Management","Outside London","Female","190","175","32520","30650"
"In post","2023","30-39","Knowledge and Information Management","Outside London","Male","135","135","34060","32660"
"In post","2023","30-39","Knowledge and Information Management","Overseas","Female","[c]","[c]","[c]","[c]"
