"Status","Year","Ethnicity","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Charity Commission","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Charity Commission","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Charity Commission","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Competition and Markets Authority","Competition and Markets Authority","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Competition and Markets Authority","Competition and Markets Authority","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Competition and Markets Authority","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Criminal Injuries Compensation Authority","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Criminal Injuries Compensation Authority","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Crown Commercial Service","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Crown Commercial Service","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Crown Commercial Service","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Crown Prosecution Service","Attorney General's Departments","Female","105","[c]","28370","24430"
"New entrant CS","2023","Asian","Crown Prosecution Service","Attorney General's Departments","Male","50","[c]","29440","24480"
"New entrant CS","2023","Asian","Crown Prosecution Service","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Defence Electronics and Components Agency","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Defence Electronics and Components Agency","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Defence Electronics and Components Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Defence Equipment and Support","Ministry of Defence","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Defence Equipment and Support","Ministry of Defence","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Defence Equipment and Support","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Defence Science and Technology Laboratory","Ministry of Defence","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Defence Science and Technology Laboratory","Ministry of Defence","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Education (excl. agencies)","Department for Education","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Education (excl. agencies)","Department for Education","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Education (excl. agencies)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","45","[c]","39440","37300"
"New entrant CS","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for International Trade","Department for International Trade","Female","35","[c]","38770","35010"
"New entrant CS","2023","Asian","Department for International Trade","Department for International Trade","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for International Trade","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Transport (excl. agencies)","Department for Transport","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Transport (excl. agencies)","Department for Transport","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Transport (excl. agencies)","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","240","[c]","26910","21690"
"New entrant CS","2023","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","225","[c]","27280","21690"
"New entrant CS","2023","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Disclosure Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Disclosure Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Disclosure Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Driver and Vehicle Licensing Agency","Department for Transport","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Driver and Vehicle Licensing Agency","Department for Transport","Male","40","[c]","23320","22500"
"New entrant CS","2023","Asian","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Driver and Vehicle Standards Agency","Department for Transport","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Driver and Vehicle Standards Agency","Department for Transport","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Driver and Vehicle Standards Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Education Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Education Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Education Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Education and Skills Funding Agency","Department for Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Education and Skills Funding Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Education and Skills Funding Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Estyn","Estyn","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Estyn","Estyn","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Estyn","Estyn","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Food Standards Agency","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Food Standards Agency","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Food Standards Agency","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Food Standards Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Food Standards Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Food Standards Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Government Actuary's Department","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Government Actuary's Department","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Government Actuary's Department","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Government Commercial Organisation","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Government Commercial Organisation","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Government Commercial Organisation","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Government Internal Audit Agency","HM Treasury","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Government Internal Audit Agency","HM Treasury","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Government Internal Audit Agency","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Government Legal Department","Attorney General's Departments","Female","45","[c]","36200","27760"
"New entrant CS","2023","Asian","Government Legal Department","Attorney General's Departments","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Government Legal Department","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Government Property Agency","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Government Property Agency","Cabinet Office","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Government Property Agency","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Courts and Tribunals Service","Ministry of Justice","Female","130","[c]","23660","21780"
"New entrant CS","2023","Asian","HM Courts and Tribunals Service","Ministry of Justice","Male","60","[c]","23990","21780"
"New entrant CS","2023","Asian","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Land Registry","HM Land Registry","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Land Registry","HM Land Registry","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Land Registry","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Prison and Probation Service","Ministry of Justice","Female","195","[c]","24950","23640"
"New entrant CS","2023","Asian","HM Prison and Probation Service","Ministry of Justice","Male","250","[c]","27300","28280"
"New entrant CS","2023","Asian","HM Prison and Probation Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","305","[c]","27060","22520"
"New entrant CS","2023","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","350","[c]","28810","22520"
"New entrant CS","2023","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Treasury (excl. agencies)","HM Treasury","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Treasury (excl. agencies)","HM Treasury","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Treasury (excl. agencies)","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
