"Status","Year","Age","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","65+","Unknown","Education Scotland","Unknown","10","5","75440","81110"
"In post","2023","65+","Unknown","FCDO Services","Other","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Forestry and Land Scotland","Unknown","40","35","35100","33260"
"In post","2023","65+","Unknown","Medicines and Healthcare Products Regulatory Agency","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","National Records of Scotland","Unknown","15","15","31960","24890"
"In post","2023","65+","Unknown","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Royal Fleet Auxiliary","Other","25","25","44250","38810"
"In post","2023","65+","Unknown","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Scottish Government (excl. agencies)","Unknown","140","115","43670","38330"
"In post","2023","65+","Unknown","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Scottish Public Pensions Agency","Unknown","15","10","30330","27740"
"In post","2023","65+","Unknown","Social Security Scotland","Unknown","25","20","28540","24890"
"In post","2023","65+","Unknown","Student Awards Agency for Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Transport Scotland","Unknown","15","10","47500","49860"
"In post","2023","65+","Unknown","Welsh Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Welsh Government (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Welsh Government (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Welsh Government (excl. agencies)","Finance","15","10","39510","30610"
"In post","2023","65+","Unknown","Welsh Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Welsh Government (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Welsh Government (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Welsh Government (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Welsh Government (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Welsh Government (excl. agencies)","Operational Delivery","80","65","37330","30610"
"In post","2023","65+","Unknown","Welsh Government (excl. agencies)","Other","20","15","51070","44530"
"In post","2023","65+","Unknown","Welsh Government (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Welsh Government (excl. agencies)","Policy","35","30","48670","39690"
"In post","2023","65+","Unknown","Welsh Government (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Welsh Government (excl. agencies)","Property","10","10","[c]","[c]"
"In post","2023","65+","Unknown","Welsh Government (excl. agencies)","Science and Engineering","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Welsh Government (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Welsh Government (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Animal and Plant Health Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Department for Work and Pensions (excl. agencies)","Operational Delivery","10","10","28300","28120"
"In post","2023","Unknown","No function","Department for Work and Pensions (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","5","5","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Department for Work and Pensions (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Debt","Department for Work and Pensions (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Debt","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Debt","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Digital, Data & Technology","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Finance","Department for Work and Pensions (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Finance","HM Revenue and Customs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Grants Management","Rural Payments Agency","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Human Resources","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Legal","Crown Prosecution Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Legal","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Animal and Plant Health Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Defence Electronics and Components Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Defence Equipment and Support","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Department for Work and Pensions (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Driver and Vehicle Licensing Agency","Operational Delivery","20","[c]","20250","19000"
"Leaver CS","2023","16-19","No function","Driver and Vehicle Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","HM Courts and Tribunals Service","Operational Delivery","25","[c]","22290","21780"
"Leaver CS","2023","16-19","No function","HM Prison and Probation Service","Operational Delivery","30","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","HM Revenue and Customs (excl. agencies)","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Intellectual Property Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Ministry of Defence (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Ministry of Defence (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Scottish Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","The National Archives","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","UK Health Security Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Project Delivery","Department for Work and Pensions (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Project Delivery","Submarine Delivery Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Property","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for Work and Pensions (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Royal Fleet Auxiliary","Other","10","[c]","17650","16680"
"Leaver CS","2023","16-19","Unknown","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Central Civil Service Fast Stream","Statistics","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Competition and Markets Authority","Economics","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Defence Science and Technology Laboratory","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Defence Science and Technology Laboratory","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Defence Science and Technology Laboratory","Science and Engineering","85","[c]","27330","30650"
"Leaver CS","2023","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","15","[c]","33690","33160"
"Leaver CS","2023","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Department for Education (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Department for Education (excl. agencies)","Social Research","15","[c]","26450","18370"
"Leaver CS","2023","20-29","Analysis","Department for Education (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Department for International Trade","Economics","15","[c]","39020","31800"
"Leaver CS","2023","20-29","Analysis","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","15","[c]","27010","26870"
"Leaver CS","2023","20-29","Analysis","Department for Work and Pensions (excl. agencies)","Other","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Department of Health and Social Care (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Driver and Vehicle Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Estyn","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Government Actuary's Department","Other","10","[c]","37260","36830"
"Leaver CS","2023","20-29","Analysis","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","HM Revenue and Customs (excl. agencies)","Economics","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","HM Revenue and Customs (excl. agencies)","Operational Research","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","HM Revenue and Customs (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","HM Treasury (excl. agencies)","Economics","35","[c]","26940","23210"
"Leaver CS","2023","20-29","Analysis","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Health and Safety Executive","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Home Office","Economics","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Home Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Home Office","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Home Office","Statistics","25","[c]","25590","23500"
"Leaver CS","2023","20-29","Analysis","Intellectual Property Office","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Ministry of Defence (excl. agencies)","Statistics","25","[c]","25830","21380"
"Leaver CS","2023","20-29","Analysis","Ministry of Justice (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Ministry of Justice (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Ministry of Justice (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Ministry of Justice (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Ministry of Justice (excl. agencies)","Statistics","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","National Savings and Investments","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Office for Budget Responsibility","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Rural Payments Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","UK Statistics Authority","Economics","45","[c]","21470","19860"
"Leaver CS","2023","20-29","Analysis","UK Statistics Authority","Operational Delivery","15","[c]","29130","30710"
"Leaver CS","2023","20-29","Analysis","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","UK Statistics Authority","Social Research","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","UK Statistics Authority","Statistics","20","[c]","30510","31560"
"Leaver CS","2023","20-29","Analysis","Valuation Office Agency","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Building Digital UK","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Cabinet Office (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Central Civil Service Fast Stream","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Crown Commercial Service","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Defence Equipment and Support","Commercial","20","[c]","29420","27470"
"Leaver CS","2023","20-29","Commercial","Defence Science and Technology Laboratory","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Department for Education (excl. agencies)","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","FCDO Services","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Government Commercial Organisation","Unknown","15","[c]","60510","61710"
"Leaver CS","2023","20-29","Commercial","HM Revenue and Customs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Health and Safety Executive","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Home Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Maritime and Coastguard Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Met Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Ministry of Defence (excl. agencies)","Commercial","20","[c]","32230","31020"
"Leaver CS","2023","20-29","Commercial","Ministry of Justice (excl. agencies)","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Scottish Courts and Tribunals Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Scottish Prison Service","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Serious Fraud Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Submarine Delivery Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","UK Export Finance","Operational Delivery","15","[c]","37590","41000"
"Leaver CS","2023","20-29","Communications","Advisory, Conciliation and Arbitration Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Building Digital UK","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Cabinet Office (excl. agencies)","Unknown","25","[c]","34940","36070"
"Leaver CS","2023","20-29","Communications","Central Civil Service Fast Stream","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Companies House","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Crown Commercial Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Department for Digital, Culture, Media and Sport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Department for Education (excl. agencies)","Communications","15","[c]","31320","29530"
"Leaver CS","2023","20-29","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Department for International Trade","Communications","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","10","[c]","34980","33760"
"Leaver CS","2023","20-29","Communications","Department for Work and Pensions (excl. agencies)","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Driver and Vehicle Licensing Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Government Actuary's Department","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","HM Revenue and Customs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Health and Safety Executive","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Home Office","Communications","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Maritime and Coastguard Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Ministry of Defence (excl. agencies)","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","UK Hydrographic Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Valuation Office Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","Building Digital UK","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","Companies House","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","Department for Digital, Culture, Media and Sport (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","50","[c]","27810","28120"
"Leaver CS","2023","20-29","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","10","[c]","24680","25610"
"Leaver CS","2023","20-29","Counter Fraud","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","HM Revenue and Customs (excl. agencies)","Counter Fraud","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","Serious Fraud Office","Counter Fraud","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Debt","Department for Work and Pensions (excl. agencies)","Other","60","[c]","22120","21690"
"Leaver CS","2023","20-29","Debt","HM Revenue and Customs (excl. agencies)","Operational Delivery","125","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Debt","HM Revenue and Customs (excl. agencies)","Tax","45","[c]","[c]","[c]"
