"Status","Year","Organisation","Region_ITL1","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","HM Prison and Probation Service","Wales","Flintshire and Wrexham","Unknown","165","155","29210","27530"
"In post","2023","HM Prison and Probation Service","Wales","Gwent Valleys","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Wales","Gwent Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Wales","Gwent Valleys","Unknown","110","100","30860","29050"
"In post","2023","HM Prison and Probation Service","Wales","Gwynedd","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Wales","Gwynedd","Unknown","100","95","29000","26840"
"In post","2023","HM Prison and Probation Service","Wales","Monmouthshire and Newport","AA","30","25","23290","23230"
"In post","2023","HM Prison and Probation Service","Wales","Monmouthshire and Newport","AO","140","125","30320","32000"
"In post","2023","HM Prison and Probation Service","Wales","Monmouthshire and Newport","EO","55","50","31700","28480"
"In post","2023","HM Prison and Probation Service","Wales","Monmouthshire and Newport","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Wales","Monmouthshire and Newport","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Wales","Monmouthshire and Newport","HEO","60","60","36040","37930"
"In post","2023","HM Prison and Probation Service","Wales","Monmouthshire and Newport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Wales","Monmouthshire and Newport","SEO","25","20","50290","51550"
"In post","2023","HM Prison and Probation Service","Wales","Monmouthshire and Newport","Unknown","145","135","30110","29050"
"In post","2023","HM Prison and Probation Service","Wales","Powys","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Wales","Powys","Unknown","30","25","29080","26840"
"In post","2023","HM Prison and Probation Service","Wales","South West Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Wales","South West Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Wales","South West Wales","Unknown","130","125","28960","26840"
"In post","2023","HM Prison and Probation Service","Wales","Swansea","AA","45","40","22740","23230"
"In post","2023","HM Prison and Probation Service","Wales","Swansea","AO","180","165","30500","31640"
"In post","2023","HM Prison and Probation Service","Wales","Swansea","EO","55","50","32890","34170"
"In post","2023","HM Prison and Probation Service","Wales","Swansea","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Wales","Swansea","HEO","40","35","36950","38180"
"In post","2023","HM Prison and Probation Service","Wales","Swansea","SEO","15","15","51170","53150"
"In post","2023","HM Prison and Probation Service","Wales","Swansea","Unknown","230","220","29770","29050"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Birmingham","AA","130","120","22440","23230"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Birmingham","AO","370","360","29900","28880"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Birmingham","EO","50","50","31930","30480"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Birmingham","G6","10","5","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Birmingham","G7","5","5","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Birmingham","HEO","90","90","36500","37860"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Birmingham","SEO","35","35","47560","46110"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Birmingham","Unknown","675","620","29890","29050"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Coventry","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Coventry","Unknown","145","135","28980","24570"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Dudley","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Dudley","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Dudley","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Dudley","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Dudley","Unknown","80","75","30190","29050"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Herefordshire, County of","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Herefordshire, County of","Unknown","35","35","30820","30810"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Sandwell","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Sandwell","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Sandwell","Unknown","120","105","28120","25300"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Shropshire","AA","55","50","22960","23230"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Shropshire","AO","200","190","30680","32060"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Shropshire","EO","55","50","32370","35430"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Shropshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Shropshire","HEO","35","35","37550","38910"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Shropshire","SEO","15","15","50380","53200"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Shropshire","Unknown","60","55","31240","31780"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Staffordshire CC","AA","280","260","23130","23230"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Staffordshire CC","AO","960","910","29910","30410"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Staffordshire CC","EO","390","375","32960","34170"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Staffordshire CC","G6","20","20","84030","90020"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Staffordshire CC","G7","20","20","66720","67140"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Staffordshire CC","HEO","230","220","36550","38180"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Staffordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Staffordshire CC","SEO","130","130","50670","51550"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Staffordshire CC","Unknown","260","235","31260","29050"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Stoke-on-Trent","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Stoke-on-Trent","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Stoke-on-Trent","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Stoke-on-Trent","Unknown","175","155","30500","29050"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Telford and Wrekin","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Telford and Wrekin","Unknown","70","65","31390","26840"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Walsall","AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Walsall","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Walsall","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Walsall","Unknown","85","75","29190","29050"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Warwickshire CC","AA","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Warwickshire CC","AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Warwickshire CC","EO","5","5","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Warwickshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Warwickshire CC","G7","5","5","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Warwickshire CC","HEO","20","20","36530","37090"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Warwickshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Warwickshire CC","SEO","20","20","50580","51850"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Warwickshire CC","Unknown","190","170","30220","26840"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Wolverhampton","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Wolverhampton","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Wolverhampton","Unknown","165","155","29340","29050"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Worcestershire CC","AA","175","160","23180","23230"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Worcestershire CC","AO","545","530","29870","29890"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Worcestershire CC","EO","180","175","33270","35680"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Worcestershire CC","G6","5","5","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Worcestershire CC","G7","5","5","[c]","[c]"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Worcestershire CC","HEO","100","95","37700","38910"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Worcestershire CC","SEO","45","45","50340","52940"
"In post","2023","HM Prison and Probation Service","West Midlands (England)","Worcestershire CC","Unknown","210","195","31090","29050"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","AA","195","185","23120","23230"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","AO","595","560","30010","30440"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","EO","230","215","34600","34530"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","G7","5","5","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","HEO","155","145","37620","38910"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","SEO","60","60","50980","53200"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Unknown","350","320","29920","29050"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Bradford","SEO","5","5","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Bradford","Unknown","245","235","29240","26840"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Calderdale and Kirklees","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Calderdale and Kirklees","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Calderdale and Kirklees","Unknown","235","210","29200","26840"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","East Riding of Yorkshire","AA","185","170","23370","23230"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","East Riding of Yorkshire","AO","640","590","30250","30410"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","East Riding of Yorkshire","EO","200","190","33660","35710"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","East Riding of Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","East Riding of Yorkshire","G7","5","5","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","East Riding of Yorkshire","HEO","85","80","37330","39060"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","East Riding of Yorkshire","SEO","40","40","52160","53200"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","East Riding of Yorkshire","Unknown","75","65","31690","31150"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Kingston upon Hull, City of","AA","65","65","22910","23230"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Kingston upon Hull, City of","AO","360","340","30330","30440"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Kingston upon Hull, City of","EO","70","70","33230","35710"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Kingston upon Hull, City of","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Kingston upon Hull, City of","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Kingston upon Hull, City of","HEO","45","45","36320","38180"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Kingston upon Hull, City of","SEO","20","15","49040","50920"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Kingston upon Hull, City of","Unknown","235","220","29950","28290"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Leeds","AA","185","175","22990","23230"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Leeds","AO","715","685","29540","30240"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Leeds","EO","335","320","33470","35710"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Leeds","G6","10","10","79480","74420"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Leeds","G7","25","25","63680","61780"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Leeds","HEO","170","160","37200","38800"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Leeds","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Leeds","SEO","100","100","49630","49540"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Leeds","Unknown","400","380","30030","29050"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","North Yorkshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","North Yorkshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","North Yorkshire CC","Unknown","130","115","30160","29050"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","North and North East Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","North and North East Lincolnshire","Unknown","150","140","30240","29050"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Sheffield","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Sheffield","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Sheffield","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Sheffield","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Sheffield","SEO","10","10","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Sheffield","Unknown","240","225","30160","29050"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Wakefield","AA","160","145","23300","23230"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Wakefield","AO","560","525","30410","30440"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Wakefield","EO","185","170","32960","35430"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Wakefield","G6","5","5","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Wakefield","G7","10","10","69470","68140"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Wakefield","HEO","90","85","36710","38490"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Wakefield","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Wakefield","SEO","50","50","49430","51830"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","Wakefield","Unknown","210","190","30400","29050"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","York","AA","15","10","23350","23230"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","York","AO","45","40","30170","32060"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","York","EO","10","10","34940","34940"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","York","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","York","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","York","HEO","20","15","37730","38910"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","York","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","York","SEO","15","15","51960","52200"
"In post","2023","HM Prison and Probation Service","Yorkshire and The Humber","York","Unknown","140","130","31030","29050"
"In post","2023","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Nottingham","AA","15","10","22520","22520"
"In post","2023","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Nottingham","AO","1055","965","22620","22520"
"In post","2023","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Nottingham","EO","1030","980","28180","28130"
"In post","2023","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Nottingham","G6","120","120","70850","71300"
"In post","2023","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Nottingham","G7","415","400","57450","57970"
"In post","2023","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Nottingham","HEO","1250","1195","34980","35000"
"In post","2023","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Nottingham","SCS level","25","25","86490","79660"
"In post","2023","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Nottingham","SEO","580","555","42510","42510"
"In post","2023","HM Revenue and Customs (excl. agencies)","East of England","Southend-on-Sea","AA","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs (excl. agencies)","East of England","Southend-on-Sea","AO","20","15","22520","22520"
"In post","2023","HM Revenue and Customs (excl. agencies)","East of England","Southend-on-Sea","EO","10","10","29020","29730"
"In post","2023","HM Revenue and Customs (excl. agencies)","East of England","Southend-on-Sea","G7","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs (excl. agencies)","East of England","Southend-on-Sea","HEO","35","30","35880","35240"
"In post","2023","HM Revenue and Customs (excl. agencies)","East of England","Southend-on-Sea","SEO","25","25","43340","42510"
"In post","2023","HM Revenue and Customs (excl. agencies)","East of England","Suffolk CC","AO","140","125","22520","22520"
"In post","2023","HM Revenue and Customs (excl. agencies)","East of England","Suffolk CC","EO","155","145","28570","28130"
"In post","2023","HM Revenue and Customs (excl. agencies)","East of England","Suffolk CC","G6","10","10","71440","71300"
"In post","2023","HM Revenue and Customs (excl. agencies)","East of England","Suffolk CC","G7","20","20","58090","57970"
"In post","2023","HM Revenue and Customs (excl. agencies)","East of England","Suffolk CC","HEO","145","130","35250","35000"
"In post","2023","HM Revenue and Customs (excl. agencies)","East of England","Suffolk CC","SEO","50","45","42920","42510"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Croydon","AA","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Croydon","AO","355","325","26860","26920"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Croydon","EO","585","555","32730","32540"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Croydon","G6","205","195","78130","78600"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Croydon","G7","370","355","64610","65230"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Croydon","HEO","820","785","39920","39790"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Croydon","SCS level","45","45","86560","81980"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Croydon","SEO","390","375","46390","45960"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Hackney and Newham","AA","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Hackney and Newham","AO","595","535","26630","26920"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Hackney and Newham","EO","1245","1170","32800","32540"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Hackney and Newham","G6","355","335","78130","78600"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Hackney and Newham","G7","860","830","64310","65230"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Hackney and Newham","HEO","1565","1510","39890","39790"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Hackney and Newham","SCS level","95","95","89970","84160"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Hackney and Newham","SEO","915","885","46180","45960"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Harrow and Hillingdon","AO","15","15","26920","26920"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Harrow and Hillingdon","EO","15","15","32490","32270"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Harrow and Hillingdon","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Harrow and Hillingdon","HEO","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Harrow and Hillingdon","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Westminster","AO","10","10","26920","26920"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Westminster","EO","55","50","32970","32540"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Westminster","G6","220","210","77910","78600"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Westminster","G7","400","390","64360","65230"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Westminster","HEO","155","150","39760","39790"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Westminster","SCS level","105","100","94150","86370"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","Westminster","SEO","225","215","46120","45960"
"In post","2023","HM Revenue and Customs (excl. agencies)","North East (England)","Durham","AA","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs (excl. agencies)","North East (England)","Durham","AO","230","205","22520","22520"
"In post","2023","HM Revenue and Customs (excl. agencies)","North East (England)","Durham","EO","60","50","28570","28130"
"In post","2023","HM Revenue and Customs (excl. agencies)","North East (England)","Durham","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs (excl. agencies)","North East (England)","Durham","G7","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs (excl. agencies)","North East (England)","Durham","HEO","15","15","35070","35000"
"In post","2023","HM Revenue and Customs (excl. agencies)","North East (England)","Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs (excl. agencies)","North East (England)","Durham","SEO","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs (excl. agencies)","North East (England)","Sunderland","AA","130","90","22520","22520"
"In post","2023","HM Revenue and Customs (excl. agencies)","North East (England)","Sunderland","AO","1335","1085","22520","22520"
"In post","2023","HM Revenue and Customs (excl. agencies)","North East (England)","Sunderland","EO","430","375","28430","28130"
"In post","2023","HM Revenue and Customs (excl. agencies)","North East (England)","Sunderland","G6","20","20","70930","71300"
"In post","2023","HM Revenue and Customs (excl. agencies)","North East (England)","Sunderland","G7","70","65","57520","57970"
"In post","2023","HM Revenue and Customs (excl. agencies)","North East (England)","Sunderland","HEO","195","185","34880","35000"
"In post","2023","HM Revenue and Customs (excl. agencies)","North East (England)","Sunderland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs (excl. agencies)","North East (England)","Sunderland","SEO","125","120","42330","42140"
"In post","2023","HM Revenue and Customs (excl. agencies)","North East (England)","Tyneside","AA","240","175","22520","22520"
"In post","2023","HM Revenue and Customs (excl. agencies)","North East (England)","Tyneside","AO","2555","2200","22520","22520"
"In post","2023","HM Revenue and Customs (excl. agencies)","North East (England)","Tyneside","EO","1865","1755","28190","28130"
"In post","2023","HM Revenue and Customs (excl. agencies)","North East (England)","Tyneside","G6","210","205","70410","71300"
"In post","2023","HM Revenue and Customs (excl. agencies)","North East (England)","Tyneside","G7","770","750","57230","57970"
"In post","2023","HM Revenue and Customs (excl. agencies)","North East (England)","Tyneside","HEO","1745","1675","34900","35000"
"In post","2023","HM Revenue and Customs (excl. agencies)","North East (England)","Tyneside","SCS level","35","35","83510","78250"
"In post","2023","HM Revenue and Customs (excl. agencies)","North East (England)","Tyneside","SEO","1130","1090","42390","42510"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Greater Manchester South West","AA","35","30","22520","22520"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Greater Manchester South West","AO","1325","1215","22520","22520"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Greater Manchester South West","EO","1510","1435","28170","28130"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Greater Manchester South West","G6","225","215","70840","71300"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Greater Manchester South West","G7","700","675","57080","57970"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Greater Manchester South West","HEO","1765","1705","34910","35000"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Greater Manchester South West","SCS level","30","30","82800","78350"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Greater Manchester South West","SEO","945","910","42420","42510"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Liverpool","AA","25","20","22520","22520"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Liverpool","AO","2075","1870","22520","22520"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Liverpool","EO","1135","1065","28220","28130"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Liverpool","G6","145","140","70840","71300"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Liverpool","G7","480","460","57420","57970"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Liverpool","HEO","1115","1075","34910","34700"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Liverpool","SCS level","25","25","84280","78550"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Liverpool","SEO","680","660","42340","42140"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Mid Lancashire","AA","40","35","22520","22520"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Mid Lancashire","AO","680","580","22520","22520"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Mid Lancashire","EO","290","260","28580","28130"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Mid Lancashire","G6","35","35","70430","71300"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Mid Lancashire","G7","100","95","57660","57970"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Mid Lancashire","HEO","205","190","35240","35000"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Mid Lancashire","SCS level","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Mid Lancashire","SEO","170","160","42580","42510"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Sefton","AA","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Sefton","AO","30","25","22520","22520"
"In post","2023","HM Revenue and Customs (excl. agencies)","North West (England)","Sefton","EO","50","45","28330","28130"
