"Status","Year","Age","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","20-29","White","Tax","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Tax","HEO","30","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Unknown","AA","65","[c]","22180","22180"
"New entrant CS","2023","20-29","White","Unknown","AO","210","[c]","22800","22520"
"New entrant CS","2023","20-29","White","Unknown","EO","150","[c]","28240","29100"
"New entrant CS","2023","20-29","White","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Unknown","G7","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Unknown","HEO","260","[c]","31740","28840"
"New entrant CS","2023","20-29","White","Unknown","SEO","35","[c]","41960","41640"
"New entrant CS","2023","20-29","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Commercial","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Commercial","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Digital, Data and Technology","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Digital, Data and Technology","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Digital, Data and Technology","G7","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Digital, Data and Technology","HEO","30","[c]","35260","34630"
"New entrant CS","2023","30-39","Asian","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Digital, Data and Technology","SEO","40","[c]","41720","41190"
"New entrant CS","2023","30-39","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Economics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Economics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Economics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Economics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Economics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Finance","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Finance","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Geography","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Geography","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Geography","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Geography","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Human Resources","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Human Resources","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Inspector of Education and Training","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Inspector of Education and Training","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Internal Audit","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","International Trade","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","International Trade","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","International Trade","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","International Trade","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Legal","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Legal","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Legal","G7","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Legal","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Legal","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Medicine","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Medicine","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Medicine","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Medicine","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Medicine","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Medicine","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Operational Delivery","AA","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Operational Delivery","AO","310","[c]","23990","22520"
"New entrant CS","2023","30-39","Asian","Operational Delivery","EO","95","[c]","28150","28120"
"New entrant CS","2023","30-39","Asian","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Operational Delivery","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Operational Delivery","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Operational Delivery","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Operational Delivery","Unknown","35","[c]","22330","23640"
"New entrant CS","2023","30-39","Asian","Operational Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Operational Research","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Operational Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Operational Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Operational Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Other","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Other","AO","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Other","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Other","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Planning","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Planning","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Planning","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Planning Inspectors","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Policy","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Policy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Policy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Policy","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Policy","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Project Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Project Delivery","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Project Delivery","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Property","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Property","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Psychology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Psychology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Psychology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Psychology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Psychology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Science and Engineering","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Security","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Security","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Social Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Social Research","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Social Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Statistics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Statistics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Statistics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Statistics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Tax","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Tax","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Tax","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Tax","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Tax","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Unknown","AA","[c]","[c]","[c]","[c]"
