"Status","Year","Disability","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Analysis","London","2785","2705","52760","50740"
"In post","2023","Declared non-disabled","Analysis","Outside London","3510","3350","42200","39300"
"In post","2023","Declared non-disabled","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","London","1155","1135","60850","56080"
"In post","2023","Declared non-disabled","Commercial","Outside London","3430","3305","45350","41200"
"In post","2023","Declared non-disabled","Commercial","Overseas","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","London","1225","1195","50900","46600"
"In post","2023","Declared non-disabled","Communications","Outside London","1265","1190","39070","37330"
"In post","2023","Declared non-disabled","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","London","2385","2260","39280","34700"
"In post","2023","Declared non-disabled","Counter Fraud","Outside London","9035","8350","32830","28130"
"In post","2023","Declared non-disabled","Counter Fraud","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","London","365","330","29780","26920"
"In post","2023","Declared non-disabled","Debt","Outside London","4380","3910","24540","22520"
"In post","2023","Declared non-disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","London","3285","3220","51390","48070"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Outside London","13410","12990","42090","39220"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Overseas","55","55","38480","37420"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Unknown","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","London","2030","1975","51050","45960"
"In post","2023","Declared non-disabled","Finance","Outside London","6495","6115","38870","35000"
"In post","2023","Declared non-disabled","Finance","Overseas","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","London","30","30","51620","51640"
"In post","2023","Declared non-disabled","Grants Management","Outside London","1380","1275","26220","22150"
"In post","2023","Declared non-disabled","Human Resources","London","1940","1875","49310","44450"
"In post","2023","Declared non-disabled","Human Resources","Outside London","7065","6720","37160","34170"
"In post","2023","Declared non-disabled","Human Resources","Overseas","35","35","53040","43690"
"In post","2023","Declared non-disabled","Human Resources","Unknown","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","London","130","125","53930","53070"
"In post","2023","Declared non-disabled","Internal Audit","Outside London","350","330","46880","44570"
"In post","2023","Declared non-disabled","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","London","3620","3410","54650","54150"
"In post","2023","Declared non-disabled","Legal","Outside London","5420","5025","45050","49050"
"In post","2023","Declared non-disabled","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","London","38765","37015","43600","38300"
"In post","2023","Declared non-disabled","No function","Outside London","166130","152810","31120","28120"
"In post","2023","Declared non-disabled","No function","Overseas","1535","1530","52330","50850"
"In post","2023","Declared non-disabled","No function","Unknown","425","400","32680","28120"
"In post","2023","Declared non-disabled","Project Delivery","London","3055","2950","56640","55190"
"In post","2023","Declared non-disabled","Project Delivery","Outside London","10980","10535","44250","41780"
"In post","2023","Declared non-disabled","Project Delivery","Overseas","80","80","60280","58100"
"In post","2023","Declared non-disabled","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Property","London","860","825","45380","40260"
"In post","2023","Declared non-disabled","Property","Outside London","4690","4465","37340","34300"
"In post","2023","Declared non-disabled","Property","Overseas","45","45","48590","44700"
"In post","2023","Declared non-disabled","Property","Unknown","35","35","47370","43780"
"In post","2023","Declared non-disabled","Security","London","1040","1015","45020","40840"
"In post","2023","Declared non-disabled","Security","Outside London","4650","4525","32380","28410"
"In post","2023","Declared non-disabled","Security","Overseas","105","105","41770","38590"
"In post","2023","Declared non-disabled","Security","Unknown","30","30","31370","28370"
"In post","2023","Declared non-disabled","Unknown","London","780","755","49640","43760"
"In post","2023","Declared non-disabled","Unknown","Outside London","16025","15305","43610","39690"
"In post","2023","Declared non-disabled","Unknown","Overseas","35","35","59390","56040"
"In post","2023","Declared non-disabled","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Analysis","London","205","200","49380","46790"
"In post","2023","Undeclared","Analysis","Outside London","170","165","41600","38720"
"In post","2023","Undeclared","Commercial","London","135","130","60170","56500"
"In post","2023","Undeclared","Commercial","Outside London","270","265","45330","42490"
"In post","2023","Undeclared","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","London","100","95","49450","43650"
"In post","2023","Undeclared","Communications","Outside London","105","100","37340","35650"
"In post","2023","Undeclared","Counter Fraud","London","190","185","40960","39150"
"In post","2023","Undeclared","Counter Fraud","Outside London","760","705","34160","30540"
"In post","2023","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Debt","London","35","30","33250","28130"
"In post","2023","Undeclared","Debt","Outside London","295","265","23760","22520"
"In post","2023","Undeclared","Digital, Data & Technology","London","290","285","50950","47720"
"In post","2023","Undeclared","Digital, Data & Technology","Outside London","1105","1075","42030","39060"
"In post","2023","Undeclared","Digital, Data & Technology","Overseas","5","5","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","London","160","155","51650","48430"
"In post","2023","Undeclared","Finance","Outside London","495","460","38540","35000"
"In post","2023","Undeclared","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Grants Management","Outside London","190","180","25360","22150"
"In post","2023","Undeclared","Human Resources","London","165","165","48040","43650"
"In post","2023","Undeclared","Human Resources","Outside London","595","570","35870","33710"
"In post","2023","Undeclared","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","London","20","20","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","Outside London","20","20","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal","London","180","170","58830","62790"
"In post","2023","Undeclared","Legal","Outside London","175","165","44940","38760"
"In post","2023","Undeclared","No function","London","3945","3760","44170","38930"
"In post","2023","Undeclared","No function","Outside London","15455","14165","32420","28920"
"In post","2023","Undeclared","No function","Overseas","105","105","55550","55260"
"In post","2023","Undeclared","No function","Unknown","35","35","30940","28120"
"In post","2023","Undeclared","Project Delivery","London","210","205","56060","55950"
"In post","2023","Undeclared","Project Delivery","Outside London","725","690","43720","41800"
"In post","2023","Undeclared","Project Delivery","Overseas","10","10","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","London","110","105","43920","39140"
"In post","2023","Undeclared","Property","Outside London","450","425","37250","34440"
"In post","2023","Undeclared","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","London","95","95","46040","44570"
"In post","2023","Undeclared","Security","Outside London","535","520","34000","33020"
"In post","2023","Undeclared","Security","Overseas","10","10","[c]","[c]"
"In post","2023","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","London","40","40","45400","39460"
"In post","2023","Undeclared","Unknown","Outside London","480","455","42410","39690"
"In post","2023","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Analysis","London","1080","1065","44550","39790"
"In post","2023","Unknown","Analysis","Outside London","1530","1490","38580","37690"
"In post","2023","Unknown","Commercial","London","345","340","50840","43040"
"In post","2023","Unknown","Commercial","Outside London","1155","1125","40600","37060"
"In post","2023","Unknown","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","London","730","720","46840","42240"
"In post","2023","Unknown","Communications","Outside London","375","360","37710","34370"
"In post","2023","Unknown","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","London","655","630","38990","38780"
"In post","2023","Unknown","Counter Fraud","Outside London","1890","1785","33030","29730"
"In post","2023","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Debt","London","180","160","28600","26920"
"In post","2023","Unknown","Debt","Outside London","1575","1465","23680","22520"
"In post","2023","Unknown","Digital, Data & Technology","London","1435","1415","47640","43130"
"In post","2023","Unknown","Digital, Data & Technology","Outside London","4125","4050","41230","37810"
"In post","2023","Unknown","Digital, Data & Technology","Overseas","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Finance","London","700","690","49120","43760"
"In post","2023","Unknown","Finance","Outside London","1665","1575","35110","30330"
"In post","2023","Unknown","Finance","Overseas","15","15","[c]","[c]"
"In post","2023","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Grants Management","London","25","25","[c]","[c]"
"In post","2023","Unknown","Grants Management","Outside London","580","535","25910","22150"
"In post","2023","Unknown","Human Resources","London","505","495","44720","40540"
"In post","2023","Unknown","Human Resources","Outside London","1855","1780","34700","31760"
"In post","2023","Unknown","Human Resources","Overseas","195","190","58040","58220"
"In post","2023","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","London","30","25","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Outside London","75","75","42630","41730"
"In post","2023","Unknown","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","London","1005","955","51330","54100"
"In post","2023","Unknown","Legal","Outside London","1590","1500","40870","38760"
"In post","2023","Unknown","Legal","Overseas","5","5","[c]","[c]"
"In post","2023","Unknown","No function","London","13900","13565","42990","38270"
"In post","2023","Unknown","No function","Outside London","48290","45395","29670","26930"
"In post","2023","Unknown","No function","Overseas","900","895","56450","55370"
"In post","2023","Unknown","No function","Unknown","185","170","37180","34170"
"In post","2023","Unknown","Project Delivery","London","1695","1650","51500","46550"
"In post","2023","Unknown","Project Delivery","Outside London","3115","3020","41200","39520"
"In post","2023","Unknown","Project Delivery","Overseas","45","45","54190","53880"
"In post","2023","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","London","265","260","42210","37850"
"In post","2023","Unknown","Property","Outside London","1640","1590","31360","27470"
"In post","2023","Unknown","Property","Overseas","10","10","[c]","[c]"
"In post","2023","Unknown","Property","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Security","London","440","435","42960","40150"
"In post","2023","Unknown","Security","Outside London","2210","2165","32630","27500"
"In post","2023","Unknown","Security","Overseas","30","30","[c]","[c]"
"In post","2023","Unknown","Security","Unknown","35","35","27660","24610"
"In post","2023","Unknown","Unknown","London","820","815","37210","30230"
"In post","2023","Unknown","Unknown","Outside London","8215","7885","39070","33520"
"In post","2023","Unknown","Unknown","Overseas","20","20","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","1700","1700","41940","40000"
"Leaver CS","2023","Declared disabled","Analysis","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Outside London","40","[c]","38710","37680"
"Leaver CS","2023","Declared disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Outside London","115","[c]","27570","28120"
"Leaver CS","2023","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","Outside London","95","[c]","22790","21690"
"Leaver CS","2023","Declared disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","London","55","[c]","49720","54700"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Outside London","135","[c]","36250","33990"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Outside London","70","[c]","36500","34170"
"Leaver CS","2023","Declared disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","London","55","[c]","52340","44420"
"Leaver CS","2023","Declared disabled","Human Resources","Outside London","150","[c]","32640","29350"
"Leaver CS","2023","Declared disabled","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","London","35","[c]","51210","52400"
"Leaver CS","2023","Declared disabled","Legal","Outside London","60","[c]","37820","30560"
"Leaver CS","2023","Declared disabled","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","London","575","[c]","38390","32520"
"Leaver CS","2023","Declared disabled","No function","Outside London","3075","[c]","27690","26750"
"Leaver CS","2023","Declared disabled","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","London","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Outside London","100","[c]","40420","40250"
"Leaver CS","2023","Declared disabled","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Outside London","40","[c]","38440","33990"
"Leaver CS","2023","Declared disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Outside London","80","[c]","33020","32000"
"Leaver CS","2023","Declared disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","London","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Outside London","110","[c]","38990","34510"
"Leaver CS","2023","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","London","210","[c]","42990","37690"
"Leaver CS","2023","Declared non-disabled","Analysis","Outside London","185","[c]","32630","30880"
"Leaver CS","2023","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","London","95","[c]","53910","42050"
"Leaver CS","2023","Declared non-disabled","Commercial","Outside London","200","[c]","43080","38210"
"Leaver CS","2023","Declared non-disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","London","175","[c]","48440","41930"
"Leaver CS","2023","Declared non-disabled","Communications","Outside London","95","[c]","38380","34610"
"Leaver CS","2023","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","London","140","[c]","35470","32520"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Outside London","425","[c]","27610","27920"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","Outside London","440","[c]","22640","21690"
"Leaver CS","2023","Declared non-disabled","Debt","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","London","375","[c]","50370","50650"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Outside London","925","[c]","41430","38480"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","London","150","[c]","48820","44700"
"Leaver CS","2023","Declared non-disabled","Finance","Outside London","375","[c]","39380","34640"
"Leaver CS","2023","Declared non-disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Grants Management","Outside London","180","[c]","23510","22150"
"Leaver CS","2023","Declared non-disabled","Human Resources","London","165","[c]","48880","43890"
"Leaver CS","2023","Declared non-disabled","Human Resources","Outside London","720","[c]","31670","27620"
"Leaver CS","2023","Declared non-disabled","Human Resources","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","London","295","[c]","50540","52020"
"Leaver CS","2023","Declared non-disabled","Legal","Outside London","280","[c]","43900","40800"
"Leaver CS","2023","Declared non-disabled","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","London","3560","[c]","40670","33570"
"Leaver CS","2023","Declared non-disabled","No function","Outside London","14315","[c]","29130","27140"
"Leaver CS","2023","Declared non-disabled","No function","Overseas","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Unknown","45","[c]","30400","28120"
"Leaver CS","2023","Declared non-disabled","Project Delivery","London","200","[c]","51590","46470"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Outside London","695","[c]","42380","39520"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","London","80","[c]","44120","43770"
"Leaver CS","2023","Declared non-disabled","Property","Outside London","330","[c]","34330","33000"
"Leaver CS","2023","Declared non-disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","London","60","[c]","39470","36530"
"Leaver CS","2023","Declared non-disabled","Security","Outside London","430","[c]","32310","27500"
"Leaver CS","2023","Declared non-disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","London","240","[c]","50530","45240"
"Leaver CS","2023","Declared non-disabled","Unknown","Outside London","765","[c]","40700","35000"
"Leaver CS","2023","Declared non-disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Debt","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","Outside London","60","[c]","40390","37960"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","Outside London","45","[c]","40630","36640"
"Leaver CS","2023","Undeclared","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","Outside London","70","[c]","30140","29200"
