"Status","Year","Function_of_post","Parent_department","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Human Resources","Food Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Food Standards Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Food Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Food Standards Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Food Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Food Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Food Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Foreign, Commonwealth and Development Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Foreign, Commonwealth and Development Office","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Foreign, Commonwealth and Development Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Foreign, Commonwealth and Development Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Foreign, Commonwealth and Development Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Foreign, Commonwealth and Development Office","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Foreign, Commonwealth and Development Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Foreign, Commonwealth and Development Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Land Registry","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Land Registry","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Land Registry","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Land Registry","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Land Registry","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Land Registry","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Land Registry","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Land Registry","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Land Registry","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Land Registry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Revenue and Customs","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Revenue and Customs","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Revenue and Customs","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Revenue and Customs","Female","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Revenue and Customs","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Revenue and Customs","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Revenue and Customs","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Revenue and Customs","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Treasury","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Treasury","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Treasury","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Treasury","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Treasury","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Treasury","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Treasury","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Treasury","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Treasury","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Treasury","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Home Office","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Home Office","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Home Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Home Office","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Home Office","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Home Office","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Home Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Home Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Ministry of Defence","Female","Heterosexual / straight","320","[c]","27410","22330"
"Leaver CS","2023","Human Resources","Ministry of Defence","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Ministry of Defence","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Ministry of Defence","Female","Unknown","85","[c]","36230","31540"
"Leaver CS","2023","Human Resources","Ministry of Defence","Male","Heterosexual / straight","270","[c]","32590","30140"
"Leaver CS","2023","Human Resources","Ministry of Defence","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Ministry of Defence","Male","Undeclared","40","[c]","37320","35470"
"Leaver CS","2023","Human Resources","Ministry of Defence","Male","Unknown","50","[c]","38600","34320"
"Leaver CS","2023","Human Resources","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Ministry of Justice","Female","Heterosexual / straight","45","[c]","40760","34180"
"Leaver CS","2023","Human Resources","Ministry of Justice","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Ministry of Justice","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Ministry of Justice","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Ministry of Justice","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Ministry of Justice","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Ministry of Justice","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Ministry of Justice","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","National Crime Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","National Crime Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","National Crime Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","National Crime Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","National Crime Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","National Crime Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","National Crime Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","National Crime Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Northern Ireland Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Northern Ireland Office","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Northern Ireland Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Northern Ireland Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Northern Ireland Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Northern Ireland Office","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Northern Ireland Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Northern Ireland Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Northern Ireland Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Northern Ireland Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Gas and Electricity Markets","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Gas and Electricity Markets","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Gas and Electricity Markets","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Gas and Electricity Markets","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Gas and Electricity Markets","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Gas and Electricity Markets","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Gas and Electricity Markets","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Gas and Electricity Markets","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Gas and Electricity Markets","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Gas and Electricity Markets","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Qualifications and Examinations Regulation","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Qualifications and Examinations Regulation","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Qualifications and Examinations Regulation","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Qualifications and Examinations Regulation","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Qualifications and Examinations Regulation","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Qualifications and Examinations Regulation","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Qualifications and Examinations Regulation","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Qualifications and Examinations Regulation","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Qualifications and Examinations Regulation","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Qualifications and Examinations Regulation","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Rail and Road","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Rail and Road","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Rail and Road","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Rail and Road","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Rail and Road","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Rail and Road","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Rail and Road","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Rail and Road","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Rail and Road","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Rail and Road","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of the Secretary of State for Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of the Secretary of State for Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of the Secretary of State for Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of the Secretary of State for Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of the Secretary of State for Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of the Secretary of State for Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of the Secretary of State for Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of the Secretary of State for Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of the Secretary of State for Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of the Secretary of State for Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of the Secretary of State for Wales","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of the Secretary of State for Wales","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of the Secretary of State for Wales","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of the Secretary of State for Wales","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of the Secretary of State for Wales","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of the Secretary of State for Wales","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of the Secretary of State for Wales","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of the Secretary of State for Wales","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of the Secretary of State for Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of the Secretary of State for Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Scottish Government","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Scottish Government","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Scottish Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Scottish Government","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Scottish Government","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Scottish Government","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Scottish Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Scottish Government","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","The National Archives","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","The National Archives","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","The National Archives","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","The National Archives","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","The National Archives","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","The National Archives","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","The National Archives","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","The National Archives","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","The National Archives","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","The National Archives","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","UK Statistics Authority","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","UK Statistics Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","UK Statistics Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","UK Statistics Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","UK Statistics Authority","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","UK Statistics Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","UK Statistics Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","UK Statistics Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","UK Statistics Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","UK Statistics Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Water Services Regulation Authority","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Water Services Regulation Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Water Services Regulation Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Water Services Regulation Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Water Services Regulation Authority","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Water Services Regulation Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Water Services Regulation Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Water Services Regulation Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Water Services Regulation Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Water Services Regulation Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Department for Transport","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Department for Transport","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Department for Transport","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Department for Transport","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Department for Transport","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Department for Transport","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Department for Transport","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Department for Transport","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Department for Transport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Foreign, Commonwealth and Development Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Foreign, Commonwealth and Development Office","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Foreign, Commonwealth and Development Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Foreign, Commonwealth and Development Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Foreign, Commonwealth and Development Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Foreign, Commonwealth and Development Office","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Foreign, Commonwealth and Development Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Foreign, Commonwealth and Development Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Land Registry","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Land Registry","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Land Registry","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Land Registry","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Land Registry","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Land Registry","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Land Registry","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Land Registry","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Land Registry","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Land Registry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Revenue and Customs","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Revenue and Customs","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Revenue and Customs","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Revenue and Customs","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Revenue and Customs","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Revenue and Customs","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Revenue and Customs","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Revenue and Customs","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Treasury","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Treasury","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Treasury","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Treasury","Female","Unknown","[c]","[c]","[c]","[c]"
