"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Commercial","Commercial","Heterosexual / straight","250","245","46650","39880"
"In post","2023","Asian","Commercial","Commercial","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","Commercial","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Commercial","Commercial","Unknown","45","45","56040","56000"
"In post","2023","Asian","Commercial","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Human Resources","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Operational Delivery","Heterosexual / straight","45","45","48060","36820"
"In post","2023","Asian","Commercial","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Other","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Commercial","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Communications","Heterosexual / straight","130","125","40200","38370"
"In post","2023","Asian","Communications","Communications","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Communications","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Communications","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Communications","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Communications","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Counter Fraud","Heterosexual / straight","695","655","30890","28130"
"In post","2023","Asian","Counter Fraud","Counter Fraud","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Counter Fraud","Undeclared","40","35","30390","28120"
"In post","2023","Asian","Counter Fraud","Counter Fraud","Unknown","95","85","29540","28120"
"In post","2023","Asian","Counter Fraud","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Intelligence Analysis","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Legal","Heterosexual / straight","90","90","34840","32540"
"In post","2023","Asian","Counter Fraud","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Legal","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Legal","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Operational Delivery","Heterosexual / straight","195","185","32760","32520"
"In post","2023","Asian","Counter Fraud","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Operational Delivery","Undeclared","10","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Operational Delivery","Unknown","45","40","30590","28130"
"In post","2023","Asian","Counter Fraud","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Other","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Other","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Tax","Heterosexual / straight","135","125","37910","35000"
"In post","2023","Asian","Counter Fraud","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Tax","Unknown","30","30","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Unknown","Heterosexual / straight","30","30","35780","32580"
"In post","2023","Asian","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Debt","Operational Delivery","Heterosexual / straight","450","410","24340","22520"
"In post","2023","Asian","Debt","Operational Delivery","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Debt","Operational Delivery","Undeclared","30","25","24740","22520"
"In post","2023","Asian","Debt","Operational Delivery","Unknown","105","90","25840","26920"
"In post","2023","Asian","Debt","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Other","Heterosexual / straight","320","280","23100","21690"
"In post","2023","Asian","Debt","Other","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Debt","Other","Undeclared","20","15","[c]","[c]"
"In post","2023","Asian","Debt","Other","Unknown","55","45","22890","21690"
"In post","2023","Asian","Debt","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Tax","Heterosexual / straight","60","55","23470","22520"
"In post","2023","Asian","Debt","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Tax","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Debt","Unknown","Heterosexual / straight","15","15","[c]","[c]"
