"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Black","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Operational Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Black","Unknown","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Other","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Black","Unknown","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Policy","Heterosexual / straight","45","45","42460","39150"
"In post","2023","Black","Unknown","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Policy","Unknown","5","5","[c]","[c]"
"In post","2023","Black","Unknown","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","Heterosexual / straight","110","105","36840","32960"
"In post","2023","Black","Unknown","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","Unknown","20","20","[c]","[c]"
"In post","2023","Black","Unknown","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Economics","Heterosexual / straight","45","45","45330","43960"
"In post","2023","Mixed","Analysis","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Operational Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Mixed","Analysis","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Operational Research","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Mixed","Analysis","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Other","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Mixed","Analysis","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Policy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Mixed","Analysis","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Science and Engineering","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Mixed","Analysis","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Science and Engineering","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","Analysis","Social Research","Heterosexual / straight","30","30","46340","45560"
"In post","2023","Mixed","Analysis","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Statistics","Heterosexual / straight","55","50","44810","41760"
"In post","2023","Mixed","Analysis","Statistics","LGBO","10","10","[c]","[c]"
"In post","2023","Mixed","Analysis","Statistics","Undeclared","5","5","[c]","[c]"
"In post","2023","Mixed","Analysis","Statistics","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","Analysis","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Commercial","Heterosexual / straight","95","90","47500","41380"
"In post","2023","Mixed","Commercial","Commercial","LGBO","10","10","[c]","[c]"
"In post","2023","Mixed","Commercial","Commercial","Undeclared","5","5","[c]","[c]"
"In post","2023","Mixed","Commercial","Commercial","Unknown","20","20","[c]","[c]"
"In post","2023","Mixed","Commercial","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Operational Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Mixed","Commercial","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Communications","Heterosexual / straight","80","75","44460","40570"
"In post","2023","Mixed","Communications","Communications","LGBO","10","10","[c]","[c]"
"In post","2023","Mixed","Communications","Communications","Undeclared","10","10","[c]","[c]"
"In post","2023","Mixed","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Mixed","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Counter Fraud","Heterosexual / straight","140","130","32070","28130"
"In post","2023","Mixed","Counter Fraud","Counter Fraud","LGBO","15","15","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Counter Fraud","Undeclared","20","20","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Counter Fraud","Unknown","15","15","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Intelligence Analysis","Heterosexual / straight","5","5","[c]","[c]"
