"Status","Year","Age","Ethnicity","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Black","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","SEO","Female","115","115","42040","41550"
"In post","2023","20-29","Black","SEO","Male","60","60","41840","41440"
"In post","2023","20-29","Black","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Unknown","Female","140","135","27680","27640"
"In post","2023","20-29","Black","Unknown","Male","25","25","[c]","[c]"
"In post","2023","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","AA","Female","35","30","22380","23230"
"In post","2023","20-29","Mixed","AA","Male","20","20","[c]","[c]"
"In post","2023","20-29","Mixed","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","AO","Female","350","335","25180","22520"
"In post","2023","20-29","Mixed","AO","Male","235","230","25820","23950"
"In post","2023","20-29","Mixed","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","EO","Female","360","350","28970","28120"
"In post","2023","20-29","Mixed","EO","Male","215","210","29000","28120"
"In post","2023","20-29","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","G6","Female","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","G6","Male","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","G7","Female","95","95","55450","55020"
"In post","2023","20-29","Mixed","G7","Male","75","75","56050","55120"
"In post","2023","20-29","Mixed","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","HEO","Female","395","395","33850","33830"
"In post","2023","20-29","Mixed","HEO","Male","260","255","33920","34030"
"In post","2023","20-29","Mixed","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","SEO","Female","135","135","41820","41390"
"In post","2023","20-29","Mixed","SEO","Male","105","105","41760","41550"
"In post","2023","20-29","Mixed","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Unknown","Female","140","135","25720","24570"
"In post","2023","20-29","Mixed","Unknown","Male","40","40","26450","24890"
"In post","2023","20-29","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","AO","Female","65","65","24870","23880"
"In post","2023","20-29","Other ethnicity","AO","Male","50","50","26990","26050"
"In post","2023","20-29","Other ethnicity","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","EO","Female","85","80","29570","28770"
"In post","2023","20-29","Other ethnicity","EO","Male","65","65","28740","28120"
"In post","2023","20-29","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","G7","Female","20","20","[c]","[c]"
"In post","2023","20-29","Other ethnicity","G7","Male","40","40","55390","55120"
"In post","2023","20-29","Other ethnicity","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","HEO","Female","90","85","34280","34360"
"In post","2023","20-29","Other ethnicity","HEO","Male","60","60","34520","34580"
"In post","2023","20-29","Other ethnicity","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","SEO","Female","30","30","[c]","[c]"
"In post","2023","20-29","Other ethnicity","SEO","Male","25","25","[c]","[c]"
"In post","2023","20-29","Other ethnicity","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","Female","20","20","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","Male","5","5","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","AA","Female","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","AA","Male","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","AO","Female","110","105","24260","22520"
"In post","2023","20-29","Undeclared","AO","Male","195","195","25910","23880"
"In post","2023","20-29","Undeclared","EO","Female","110","105","29370","28120"
"In post","2023","20-29","Undeclared","EO","Male","165","165","29330","28120"
"In post","2023","20-29","Undeclared","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","G6","Male","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","G7","Female","35","35","55660","55370"
"In post","2023","20-29","Undeclared","G7","Male","65","65","55570","55780"
"In post","2023","20-29","Undeclared","HEO","Female","95","95","34080","33830"
"In post","2023","20-29","Undeclared","HEO","Male","185","185","34290","34170"
"In post","2023","20-29","Undeclared","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","SEO","Female","55","55","41910","41360"
"In post","2023","20-29","Undeclared","SEO","Male","105","105","40960","41060"
"In post","2023","20-29","Undeclared","Unknown","Female","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","Male","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","AA","Female","610","585","22510","23000"
"In post","2023","20-29","Unknown","AA","Male","525","520","22630","23230"
"In post","2023","20-29","Unknown","AO","Female","3750","3605","24510","22520"
"In post","2023","20-29","Unknown","AO","Male","3700","3655","24990","22520"
"In post","2023","20-29","Unknown","EO","Female","3005","2965","28330","28080"
"In post","2023","20-29","Unknown","EO","Male","2590","2575","28080","27890"
"In post","2023","20-29","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","G6","Female","40","40","68320","67780"
"In post","2023","20-29","Unknown","G6","Male","45","45","68110","66660"
"In post","2023","20-29","Unknown","G7","Female","505","500","55780","55370"
"In post","2023","20-29","Unknown","G7","Male","465","465","56060","55370"
"In post","2023","20-29","Unknown","HEO","Female","1870","1860","34460","34700"
"In post","2023","20-29","Unknown","HEO","Male","1805","1800","34520","34700"
"In post","2023","20-29","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","SEO","Female","855","855","42120","41970"
"In post","2023","20-29","Unknown","SEO","Male","845","845","42060","41940"
"In post","2023","20-29","Unknown","Unknown","Female","845","815","25260","23640"
"In post","2023","20-29","Unknown","Unknown","Male","530","525","29200","26910"
"In post","2023","20-29","White","AA","Female","940","895","22520","23230"
"In post","2023","20-29","White","AA","Male","765","755","22370","23230"
"In post","2023","20-29","White","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","AO","Female","7130","6885","24820","22520"
"In post","2023","20-29","White","AO","Male","6180","6135","25550","22870"
"In post","2023","20-29","White","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","EO","Female","6740","6625","28450","28120"
"In post","2023","20-29","White","EO","Male","4825","4800","28420","28120"
"In post","2023","20-29","White","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","G6","Female","105","100","67270","66530"
"In post","2023","20-29","White","G6","Male","100","100","67080","66490"
"In post","2023","20-29","White","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","G7","Female","1815","1805","54930","54710"
"In post","2023","20-29","White","G7","Male","1490","1490","55360","55120"
"In post","2023","20-29","White","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","HEO","Female","6275","6230","33540","33650"
"In post","2023","20-29","White","HEO","Male","4895","4885","33780","33950"
"In post","2023","20-29","White","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","SCS level","Female","5","5","[c]","[c]"
"In post","2023","20-29","White","SCS level","Male","5","5","[c]","[c]"
"In post","2023","20-29","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","SEO","Female","2870","2850","41320","41360"
"In post","2023","20-29","White","SEO","Male","2130","2125","41540","41440"
"In post","2023","20-29","White","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Unknown","Female","2630","2585","26270","24570"
"In post","2023","20-29","White","Unknown","Male","695","685","27550","26000"
"In post","2023","20-29","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","AA","Female","45","35","22100","22600"
"In post","2023","30-39","Asian","AA","Male","50","50","23280","23230"
"In post","2023","30-39","Asian","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","AO","Female","1010","840","23100","22400"
"In post","2023","30-39","Asian","AO","Male","890","855","24520","22520"
"In post","2023","30-39","Asian","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","EO","Female","1400","1270","28920","28120"
"In post","2023","30-39","Asian","EO","Male","1325","1310","29070","28120"
"In post","2023","30-39","Asian","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","G6","Female","170","165","68910","67010"
"In post","2023","30-39","Asian","G6","Male","100","100","72090","69190"
"In post","2023","30-39","Asian","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","G7","Female","625","605","56080","55120"
"In post","2023","30-39","Asian","G7","Male","605","605","57230","56430"
"In post","2023","30-39","Asian","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","HEO","Female","945","905","35170","35000"
"In post","2023","30-39","Asian","HEO","Male","970","960","35310","35000"
"In post","2023","30-39","Asian","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","SCS level","Female","25","25","[c]","[c]"
"In post","2023","30-39","Asian","SCS level","Male","40","40","86250","79000"
"In post","2023","30-39","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","SEO","Female","640","620","42250","42010"
"In post","2023","30-39","Asian","SEO","Male","595","595","42820","42140"
"In post","2023","30-39","Asian","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Unknown","Female","160","145","29030","28580"
"In post","2023","30-39","Asian","Unknown","Male","90","90","29860","26840"
"In post","2023","30-39","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","AA","Female","30","25","[c]","[c]"
"In post","2023","30-39","Black","AA","Male","30","30","[c]","[c]"
"In post","2023","30-39","Black","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","AO","Female","380","340","24770","22520"
"In post","2023","30-39","Black","AO","Male","350","345","28430","27700"
"In post","2023","30-39","Black","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","EO","Female","620","575","30000","29890"
"In post","2023","30-39","Black","EO","Male","320","315","30180","29660"
"In post","2023","30-39","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","G6","Female","35","35","67390","66390"
"In post","2023","30-39","Black","G6","Male","20","20","[c]","[c]"
"In post","2023","30-39","Black","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","G7","Female","230","230","56280","55120"
"In post","2023","30-39","Black","G7","Male","130","130","55720","55170"
"In post","2023","30-39","Black","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","HEO","Female","435","430","35290","35000"
"In post","2023","30-39","Black","HEO","Male","225","220","35460","34720"
"In post","2023","30-39","Black","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","SEO","Female","330","325","42530","42140"
"In post","2023","30-39","Black","SEO","Male","155","155","42330","41920"
"In post","2023","30-39","Black","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Unknown","Female","210","200","30500","29300"
"In post","2023","30-39","Black","Unknown","Male","60","55","31160","28580"
"In post","2023","30-39","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","AA","Female","20","20","[c]","[c]"
"In post","2023","30-39","Mixed","AA","Male","10","10","[c]","[c]"
"In post","2023","30-39","Mixed","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","AO","Female","230","205","24870","22520"
"In post","2023","30-39","Mixed","AO","Male","220","210","26780","25480"
"In post","2023","30-39","Mixed","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","EO","Female","370","340","29230","28120"
"In post","2023","30-39","Mixed","EO","Male","250","250","29820","28120"
"In post","2023","30-39","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","G6","Female","75","75","67970","66820"
"In post","2023","30-39","Mixed","G6","Male","65","65","68480","66660"
"In post","2023","30-39","Mixed","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","G7","Female","265","255","56130","55370"
"In post","2023","30-39","Mixed","G7","Male","190","185","55930","55500"
"In post","2023","30-39","Mixed","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","HEO","Female","265","255","35040","34700"
"In post","2023","30-39","Mixed","HEO","Male","195","195","35830","35000"
"In post","2023","30-39","Mixed","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","SCS level","Female","20","20","[c]","[c]"
"In post","2023","30-39","Mixed","SCS level","Male","20","20","[c]","[c]"
"In post","2023","30-39","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","SEO","Female","220","215","42590","42060"
"In post","2023","30-39","Mixed","SEO","Male","170","165","42590","41790"
"In post","2023","30-39","Mixed","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Unknown","Female","150","140","30070","29050"
"In post","2023","30-39","Mixed","Unknown","Male","45","45","30570","30810"
"In post","2023","30-39","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","AA","Female","5","5","[c]","[c]"
"In post","2023","30-39","Other ethnicity","AA","Male","5","5","[c]","[c]"
"In post","2023","30-39","Other ethnicity","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","AO","Female","55","50","24590","23700"
"In post","2023","30-39","Other ethnicity","AO","Male","50","50","27110","25480"
"In post","2023","30-39","Other ethnicity","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","EO","Female","75","70","29850","29450"
"In post","2023","30-39","Other ethnicity","EO","Male","55","55","29650","28130"
"In post","2023","30-39","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","G6","Female","30","30","[c]","[c]"
"In post","2023","30-39","Other ethnicity","G6","Male","20","20","[c]","[c]"
"In post","2023","30-39","Other ethnicity","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","G7","Female","85","85","55310","54970"
"In post","2023","30-39","Other ethnicity","G7","Male","60","60","55180","55010"
"In post","2023","30-39","Other ethnicity","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","HEO","Female","85","80","35170","34700"
"In post","2023","30-39","Other ethnicity","HEO","Male","50","50","35640","34700"
"In post","2023","30-39","Other ethnicity","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","SEO","Female","55","55","41920","41540"
"In post","2023","30-39","Other ethnicity","SEO","Male","40","40","42150","42140"
"In post","2023","30-39","Other ethnicity","SEO","Unknown","[c]","[c]","[c]","[c]"
