"Status","Year","Function_of_post","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Human Resources","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Human Resources","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Tax","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Treasury (excl. agencies)","Human Resources","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Treasury (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HM Treasury (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Health and Safety Executive","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Health and Safety Executive","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Home Office","Human Resources","London","20","[c]","58950","59290"
"Leaver CS","2023","Human Resources","Home Office","Human Resources","Outside London","10","[c]","43550","39190"
"Leaver CS","2023","Human Resources","Home Office","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Institute for Apprenticeships and Technical Education","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Intellectual Property Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Maritime and Coastguard Agency","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Medicines and Healthcare Products Regulatory Agency","Human Resources","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Met Office","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Met Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","London","50","[c]","44080","37950"
"Leaver CS","2023","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","Outside London","660","[c]","28550","26670"
"Leaver CS","2023","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","Overseas","55","[c]","50410","48580"
"Leaver CS","2023","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","London","20","[c]","42400","36940"
"Leaver CS","2023","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","Outside London","45","[c]","34330","31980"
"Leaver CS","2023","Human Resources","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Ministry of Justice (excl. agencies)","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Ministry of Justice (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","National Crime Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","National Crime Agency","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","National Crime Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Northern Ireland Office","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Northern Ireland Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","Outside London","10","[c]","33360","29760"
"Leaver CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Gas and Electricity Markets","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Gas and Electricity Markets","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of Rail and Road","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Office of the Secretary of State for Wales","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Planning Inspectorate","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Scottish Courts and Tribunals Service","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Scottish Prison Service","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Scottish Prison Service","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Serious Fraud Office","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Submarine Delivery Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","The Insolvency Service","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","The Insolvency Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","The National Archives","Human Resources","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","UK Debt Management Office","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","UK Health Security Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","UK Health Security Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","UK Hydrographic Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","UK Space Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","UK Statistics Authority","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","UK Statistics Authority","Human Resources","Outside London","20","[c]","37340","32610"
"Leaver CS","2023","Human Resources","Valuation Office Agency","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Vehicle Certification Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Water Services Regulation Authority","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","FCDO Services","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Government Internal Audit Agency","Internal Audit","London","15","[c]","57730","52180"
"Leaver CS","2023","Internal Audit","Government Internal Audit Agency","Internal Audit","Outside London","20","[c]","44700","43430"
"Leaver CS","2023","Internal Audit","Government Internal Audit Agency","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Land Registry","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Revenue and Customs (excl. agencies)","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HM Revenue and Customs (excl. agencies)","Internal Audit","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Intellectual Property Office","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Maritime and Coastguard Agency","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Met Office","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","Outside London","10","[c]","36270","34900"
"Leaver CS","2023","Internal Audit","UK Debt Management Office","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","UK Export Finance","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","UK Statistics Authority","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Attorney General's Office","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Attorney General's Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Cabinet Office (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Competition and Markets Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Competition and Markets Authority","Legal","London","15","[c]","63010","71370"
"Leaver CS","2023","Legal","Competition and Markets Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Competition and Markets Authority","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Crown Office and Procurator Fiscal Service","Legal","Outside London","15","[c]","68080","65280"
"Leaver CS","2023","Legal","Crown Prosecution Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Crown Prosecution Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Crown Prosecution Service","Legal","London","35","[c]","58830","55170"
"Leaver CS","2023","Legal","Crown Prosecution Service","Legal","Outside London","155","[c]","53600","55290"
"Leaver CS","2023","Legal","Crown Prosecution Service","Operational Delivery","London","75","[c]","26000","25600"
"Leaver CS","2023","Legal","Crown Prosecution Service","Operational Delivery","Outside London","160","[c]","25000","23320"
"Leaver CS","2023","Legal","Crown Prosecution Service","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Crown Prosecution Service","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Crown Prosecution Service","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Crown Prosecution Service","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Defence Science and Technology Laboratory","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Department for Education (excl. agencies)","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Driver and Vehicle Standards Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","FCDO Services","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","FCDO Services","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Food Standards Agency","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Government Legal Department","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Government Legal Department","Legal","London","195","[c]","58160","53390"
"Leaver CS","2023","Legal","Government Legal Department","Legal","Outside London","15","[c]","51600","48990"
"Leaver CS","2023","Legal","Government Legal Department","Operational Delivery","London","15","[c]","30000","27760"
"Leaver CS","2023","Legal","Government Legal Department","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Government Legal Department","Other","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Government Legal Department","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Government Legal Department","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","HM Courts and Tribunals Service","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","HM Courts and Tribunals Service","Legal","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","HM Land Registry","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","HM Land Registry","Legal","Outside London","25","[c]","45310","37190"
"Leaver CS","2023","Legal","HM Revenue and Customs (excl. agencies)","Legal","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","HM Revenue and Customs (excl. agencies)","Legal","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","HM Revenue and Customs (excl. agencies)","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","HM Revenue and Customs (excl. agencies)","Tax","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Health and Safety Executive","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Institute for Apprenticeships and Technical Education","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Institute for Apprenticeships and Technical Education","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Intellectual Property Office","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Medicines and Healthcare Products Regulatory Agency","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Met Office","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Ministry of Defence (excl. agencies)","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Ministry of Defence (excl. agencies)","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Ministry of Defence (excl. agencies)","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Ministry of Justice (excl. agencies)","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","National Crime Agency","Legal","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Office for Standards in Education, Children's Services and Skills","Legal","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Office of Gas and Electricity Markets","Legal","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Office of Gas and Electricity Markets","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Office of Qualifications and Examinations Regulation","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Office of Rail and Road","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Registers of Scotland","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Scottish Courts and Tribunals Service","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Scottish Prison Service","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Serious Fraud Office","Legal","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","The Insolvency Service","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","The National Archives","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","UK Debt Management Office","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","UK Export Finance","Legal","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","UK Supreme Court","Legal","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","UK Supreme Court","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Water Services Regulation Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Advisory, Conciliation and Arbitration Service","Operational Delivery","Outside London","50","[c]","34140","30950"
"Leaver CS","2023","No function","Animal and Plant Health Agency","Operational Delivery","London","35","[c]","27040","25340"
"Leaver CS","2023","No function","Animal and Plant Health Agency","Operational Delivery","Outside London","135","[c]","27210","25920"
"Leaver CS","2023","No function","Animal and Plant Health Agency","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Animal and Plant Health Agency","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Animal and Plant Health Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Animal and Plant Health Agency","Science and Engineering","Outside London","50","[c]","30320","27960"
"Leaver CS","2023","No function","Animal and Plant Health Agency","Veterinarian","London","10","[c]","48050","45400"
"Leaver CS","2023","No function","Animal and Plant Health Agency","Veterinarian","Outside London","35","[c]","41550","37980"
"Leaver CS","2023","No function","Building Digital UK","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Building Digital UK","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Cabinet Office (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Cabinet Office (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Cabinet Office (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Cabinet Office (excl. agencies)","Unknown","London","165","[c]","46400","37710"
"Leaver CS","2023","No function","Cabinet Office (excl. agencies)","Unknown","Outside London","15","[c]","42820","41870"
"Leaver CS","2023","No function","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Charity Commission","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Charity Commission","Operational Delivery","Outside London","25","[c]","26600","26510"
"Leaver CS","2023","No function","Charity Commission","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Companies House","Operational Delivery","Outside London","30","[c]","26320","22740"
"Leaver CS","2023","No function","Companies House","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Criminal Injuries Compensation Authority","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Crown Commercial Service","Operational Delivery","Outside London","20","[c]","41790","25520"
"Leaver CS","2023","No function","Crown Commercial Service","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Crown Office and Procurator Fiscal Service","Operational Delivery","Outside London","105","[c]","28880","24490"
"Leaver CS","2023","No function","Defence Electronics and Components Agency","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Defence Electronics and Components Agency","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Defence Electronics and Components Agency","Science and Engineering","Outside London","20","[c]","29110","29380"
"Leaver CS","2023","No function","Defence Equipment and Support","Operational Delivery","London","10","[c]","27660","27360"
"Leaver CS","2023","No function","Defence Equipment and Support","Operational Delivery","Outside London","175","[c]","30510","26480"
"Leaver CS","2023","No function","Defence Equipment and Support","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Defence Equipment and Support","Other","Outside London","75","[c]","37550","31920"
"Leaver CS","2023","No function","Defence Equipment and Support","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Defence Equipment and Support","Science and Engineering","Outside London","295","[c]","38350","35630"
"Leaver CS","2023","No function","Defence Equipment and Support","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Defence Science and Technology Laboratory","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","London","10","[c]","44190","40670"
"Leaver CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","London","40","[c]","41780","40050"
"Leaver CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Outside London","10","[c]","38000","34200"
"Leaver CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","370","[c]","49150","53380"
"Leaver CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Outside London","30","[c]","38780","31120"
"Leaver CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Other","London","10","[c]","34630","34020"
"Leaver CS","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Policy","London","125","[c]","45870","42040"
"Leaver CS","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Education (excl. agencies)","Operational Delivery","London","20","[c]","59790","59650"
"Leaver CS","2023","No function","Department for Education (excl. agencies)","Operational Delivery","Outside London","45","[c]","39880","37590"
"Leaver CS","2023","No function","Department for Education (excl. agencies)","Policy","London","45","[c]","48230","42170"
"Leaver CS","2023","No function","Department for Education (excl. agencies)","Policy","Outside London","50","[c]","36420","34310"
"Leaver CS","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","London","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","London","195","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Outside London","120","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for International Trade","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for International Trade","International Trade","London","70","[c]","48270","51710"
"Leaver CS","2023","No function","Department for International Trade","International Trade","Outside London","25","[c]","38970","37590"
"Leaver CS","2023","No function","Department for International Trade","International Trade","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for International Trade","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for International Trade","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for International Trade","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for International Trade","Other","London","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for International Trade","Policy","London","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for International Trade","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for International Trade","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","London","15","[c]","40440","33210"
"Leaver CS","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","Outside London","25","[c]","37270","36340"
"Leaver CS","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","London","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","London","110","[c]","49510","43670"
"Leaver CS","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","Outside London","55","[c]","34400","31210"
"Leaver CS","2023","No function","Department for Transport (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Transport (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Transport (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Transport (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Transport (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Transport (excl. agencies)","Unknown","London","175","[c]","49190","43750"
"Leaver CS","2023","No function","Department for Transport (excl. agencies)","Unknown","Outside London","55","[c]","43800","39430"
"Leaver CS","2023","No function","Department for Work and Pensions (excl. agencies)","Operational Delivery","London","805","[c]","30990","31060"
"Leaver CS","2023","No function","Department for Work and Pensions (excl. agencies)","Operational Delivery","Outside London","5820","[c]","25730","27570"
"Leaver CS","2023","No function","Department for Work and Pensions (excl. agencies)","Operational Delivery","Unknown","45","[c]","27010","27570"
"Leaver CS","2023","No function","Department for Work and Pensions (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Work and Pensions (excl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Work and Pensions (excl. agencies)","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Work and Pensions (excl. agencies)","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care (excl. agencies)","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care (excl. agencies)","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care (excl. agencies)","Policy","London","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Driver and Vehicle Licensing Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Driver and Vehicle Licensing Agency","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Driver and Vehicle Licensing Agency","Operational Delivery","Outside London","485","[c]","21830","21840"
