"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","60-64","Digital, Data & Technology","G6/G7","G7","40","[c]","54650","52980"
"Leaver CS","2023","60-64","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","SEO/HEO","HEO","35","[c]","35390","34300"
"Leaver CS","2023","60-64","Digital, Data & Technology","SEO/HEO","SEO","35","[c]","42050","40650"
"Leaver CS","2023","60-64","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","EO","EO","20","[c]","28260","27740"
"Leaver CS","2023","60-64","Finance","G6/G7","G6","15","[c]","70030","69700"
"Leaver CS","2023","60-64","Finance","G6/G7","G7","25","[c]","59110","59610"
"Leaver CS","2023","60-64","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","SEO/HEO","HEO","35","[c]","35870","34300"
"Leaver CS","2023","60-64","Finance","SEO/HEO","SEO","30","[c]","45380","43620"
"Leaver CS","2023","60-64","Grants Management","AA/AO","AO","15","[c]","21780","22150"
"Leaver CS","2023","60-64","Grants Management","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Grants Management","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","AA/AO","AA","10","[c]","21980","21380"
"Leaver CS","2023","60-64","Human Resources","AA/AO","AO","75","[c]","22310","22220"
"Leaver CS","2023","60-64","Human Resources","EO","EO","65","[c]","29150","28120"
"Leaver CS","2023","60-64","Human Resources","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","G6/G7","G7","20","[c]","58860","58020"
"Leaver CS","2023","60-64","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","SEO/HEO","HEO","55","[c]","35580","34770"
"Leaver CS","2023","60-64","Human Resources","SEO/HEO","SEO","30","[c]","44320","42270"
"Leaver CS","2023","60-64","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","AA/AO","AO","10","[c]","23230","22870"
"Leaver CS","2023","60-64","Legal","EO","EO","15","[c]","29590","28850"
"Leaver CS","2023","60-64","Legal","G6/G7","G6","15","[c]","76450","74000"
"Leaver CS","2023","60-64","Legal","G6/G7","G7","40","[c]","59070","57240"
"Leaver CS","2023","60-64","Legal","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","AA/AO","AA","225","[c]","20100","19770"
"Leaver CS","2023","60-64","No function","AA/AO","AO","1235","[c]","22150","21690"
"Leaver CS","2023","60-64","No function","EO","EO","1035","[c]","28810","28120"
"Leaver CS","2023","60-64","No function","G6/G7","G6","115","[c]","74330","71890"
"Leaver CS","2023","60-64","No function","G6/G7","G7","200","[c]","58760","57670"
"Leaver CS","2023","60-64","No function","SCS level","SCS level","70","[c]","108910","104820"
"Leaver CS","2023","60-64","No function","SEO/HEO","HEO","425","[c]","35550","34850"
"Leaver CS","2023","60-64","No function","SEO/HEO","SEO","285","[c]","43970","42860"
"Leaver CS","2023","60-64","No function","Unknown","Unknown","225","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","G6/G7","G6","25","[c]","70960","69890"
"Leaver CS","2023","60-64","Project Delivery","G6/G7","G7","45","[c]","55670","55260"
"Leaver CS","2023","60-64","Project Delivery","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","SEO/HEO","HEO","30","[c]","35200","34170"
"Leaver CS","2023","60-64","Project Delivery","SEO/HEO","SEO","65","[c]","42230","41680"
"Leaver CS","2023","60-64","Project Delivery","Unknown","Unknown","15","[c]","62320","46620"
"Leaver CS","2023","60-64","Property","AA/AO","AA","15","[c]","20570","19770"
"Leaver CS","2023","60-64","Property","AA/AO","AO","15","[c]","22980","22520"
"Leaver CS","2023","60-64","Property","EO","EO","15","[c]","28100","27810"
"Leaver CS","2023","60-64","Property","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","G6/G7","G7","15","[c]","58470","56880"
"Leaver CS","2023","60-64","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","SEO/HEO","HEO","30","[c]","35810","34520"
"Leaver CS","2023","60-64","Property","SEO/HEO","SEO","35","[c]","44630","43790"
"Leaver CS","2023","60-64","Security","AA/AO","AA","35","[c]","22990","21500"
"Leaver CS","2023","60-64","Security","AA/AO","AO","45","[c]","37890","41880"
"Leaver CS","2023","60-64","Security","EO","EO","20","[c]","37750","33370"
"Leaver CS","2023","60-64","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","SEO/HEO","HEO","20","[c]","44370","35570"
"Leaver CS","2023","60-64","Security","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","AA/AO","AA","20","[c]","23340","23340"
"Leaver CS","2023","60-64","Unknown","AA/AO","AO","25","[c]","26230","26220"
"Leaver CS","2023","60-64","Unknown","EO","EO","45","[c]","30980","30730"
"Leaver CS","2023","60-64","Unknown","G6/G7","G6","60","[c]","77500","79110"
"Leaver CS","2023","60-64","Unknown","G6/G7","G7","55","[c]","61220","61440"
"Leaver CS","2023","60-64","Unknown","SCS level","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","SEO/HEO","HEO","40","[c]","37920","38330"
"Leaver CS","2023","60-64","Unknown","SEO/HEO","SEO","65","[c]","48040","49860"
"Leaver CS","2023","60-64","Unknown","Unknown","Unknown","30","[c]","46800","38420"
"Leaver CS","2023","65+","Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","AA/AO","AO","55","[c]","22670","21690"
"Leaver CS","2023","65+","Counter Fraud","EO","EO","85","[c]","28710","28120"
"Leaver CS","2023","65+","Counter Fraud","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","SEO/HEO","HEO","30","[c]","36570","35710"
"Leaver CS","2023","65+","Counter Fraud","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","AA/AO","AO","80","[c]","21840","21690"
"Leaver CS","2023","65+","Debt","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","AA/AO","AO","10","[c]","23630","22280"
"Leaver CS","2023","65+","Digital, Data & Technology","EO","EO","30","[c]","29090","28120"
"Leaver CS","2023","65+","Digital, Data & Technology","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","SEO/HEO","HEO","30","[c]","34530","34170"
"Leaver CS","2023","65+","Digital, Data & Technology","SEO/HEO","SEO","20","[c]","43910","42110"
"Leaver CS","2023","65+","Finance","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","EO","EO","20","[c]","27800","28070"
"Leaver CS","2023","65+","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","SEO/HEO","HEO","20","[c]","35420","34300"
"Leaver CS","2023","65+","Finance","SEO/HEO","SEO","20","[c]","47630","46470"
"Leaver CS","2023","65+","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","AA/AO","AO","15","[c]","21960","21720"
"Leaver CS","2023","65+","Grants Management","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","AA/AO","AA","10","[c]","21540","20750"
"Leaver CS","2023","65+","Human Resources","AA/AO","AO","70","[c]","22370","22220"
"Leaver CS","2023","65+","Human Resources","EO","EO","55","[c]","30400","29670"
"Leaver CS","2023","65+","Human Resources","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","SEO/HEO","HEO","40","[c]","35180","34470"
"Leaver CS","2023","65+","Human Resources","SEO/HEO","SEO","15","[c]","44770","42550"
"Leaver CS","2023","65+","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","G6/G7","G7","15","[c]","60420","58780"
"Leaver CS","2023","65+","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","AA/AO","AA","340","[c]","20330","19930"
"Leaver CS","2023","65+","No function","AA/AO","AO","1265","[c]","22430","21690"
"Leaver CS","2023","65+","No function","EO","EO","855","[c]","28650","28120"
"Leaver CS","2023","65+","No function","G6/G7","G6","35","[c]","74530","71750"
"Leaver CS","2023","65+","No function","G6/G7","G7","90","[c]","60680","59430"
"Leaver CS","2023","65+","No function","SCS level","SCS level","20","[c]","119320","119130"
"Leaver CS","2023","65+","No function","SEO/HEO","HEO","230","[c]","35820","34850"
"Leaver CS","2023","65+","No function","SEO/HEO","SEO","140","[c]","44780","43550"
"Leaver CS","2023","65+","No function","Unknown","Unknown","220","[c]","39350","29050"
"Leaver CS","2023","65+","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","G6/G7","G6","15","[c]","73290","75980"
"Leaver CS","2023","65+","Project Delivery","G6/G7","G7","15","[c]","53100","51610"
"Leaver CS","2023","65+","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","SEO/HEO","HEO","20","[c]","33420","33820"
"Leaver CS","2023","65+","Project Delivery","SEO/HEO","SEO","30","[c]","44560","43080"
"Leaver CS","2023","65+","Project Delivery","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","AA/AO","AA","20","[c]","19660","18830"
"Leaver CS","2023","65+","Property","AA/AO","AO","25","[c]","23670","22360"
"Leaver CS","2023","65+","Property","EO","EO","15","[c]","28200","27590"
"Leaver CS","2023","65+","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","SEO/HEO","HEO","20","[c]","35540","34300"
"Leaver CS","2023","65+","Property","SEO/HEO","SEO","20","[c]","45880","47430"
"Leaver CS","2023","65+","Security","AA/AO","AA","60","[c]","22780","21500"
"Leaver CS","2023","65+","Security","AA/AO","AO","35","[c]","29030","22580"
"Leaver CS","2023","65+","Security","EO","EO","10","[c]","32990","29200"
"Leaver CS","2023","65+","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","AA/AO","AA","25","[c]","25150","24890"
"Leaver CS","2023","65+","Unknown","AA/AO","AO","40","[c]","26540","26220"
"Leaver CS","2023","65+","Unknown","EO","EO","25","[c]","31420","31940"
"Leaver CS","2023","65+","Unknown","G6/G7","G6","15","[c]","77820","79110"
"Leaver CS","2023","65+","Unknown","G6/G7","G7","25","[c]","61160","61440"
"Leaver CS","2023","65+","Unknown","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","SEO/HEO","HEO","35","[c]","37030","38160"
"Leaver CS","2023","65+","Unknown","SEO/HEO","SEO","30","[c]","47060","47470"
"Leaver CS","2023","65+","Unknown","Unknown","Unknown","10","[c]","43850","33480"
"Leaver CS","2023","Unknown","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","EO","EO","60","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","No function","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","No function","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","EO","EO","25","[c]","27940","27590"
"Leaver Dept.","2023","20-29","Analysis","G6/G7","G7","20","[c]","57270","56390"
"Leaver Dept.","2023","20-29","Analysis","SEO/HEO","HEO","195","[c]","33150","33250"
"Leaver Dept.","2023","20-29","Analysis","SEO/HEO","SEO","60","[c]","41990","41750"
"Leaver Dept.","2023","20-29","Commercial","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","EO","EO","25","[c]","27750","27500"
"Leaver Dept.","2023","20-29","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","SEO/HEO","HEO","30","[c]","32280","32000"
"Leaver Dept.","2023","20-29","Commercial","SEO/HEO","SEO","15","[c]","40610","41060"
"Leaver Dept.","2023","20-29","Communications","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","EO","EO","25","[c]","27750","28370"
"Leaver Dept.","2023","20-29","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","SEO/HEO","HEO","75","[c]","33360","33330"
"Leaver Dept.","2023","20-29","Communications","SEO/HEO","SEO","15","[c]","42190","42670"
"Leaver Dept.","2023","20-29","Counter Fraud","AA/AO","AO","20","[c]","22880","21690"
"Leaver Dept.","2023","20-29","Counter Fraud","EO","EO","60","[c]","29080","28120"
"Leaver Dept.","2023","20-29","Counter Fraud","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Debt","AA/AO","AO","75","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Debt","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","AA/AO","AO","10","[c]","21410","21630"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","EO","EO","35","[c]","27520","27570"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","G6/G7","G7","10","[c]","52940","52300"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","SEO/HEO","HEO","75","[c]","32290","32670"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","SEO/HEO","SEO","40","[c]","41570","41130"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","EO","EO","25","[c]","28430","28120"
"Leaver Dept.","2023","20-29","Finance","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","SEO/HEO","HEO","70","[c]","33620","33250"
"Leaver Dept.","2023","20-29","Finance","SEO/HEO","SEO","15","[c]","40310","40140"
"Leaver Dept.","2023","20-29","Grants Management","AA/AO","AO","15","[c]","21870","22150"
"Leaver Dept.","2023","20-29","Grants Management","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","AA/AO","AO","25","[c]","22450","21810"
"Leaver Dept.","2023","20-29","Human Resources","EO","EO","65","[c]","27470","27820"
"Leaver Dept.","2023","20-29","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","G6/G7","G7","15","[c]","52310","53380"
"Leaver Dept.","2023","20-29","Human Resources","SEO/HEO","HEO","95","[c]","32680","32280"
"Leaver Dept.","2023","20-29","Human Resources","SEO/HEO","SEO","15","[c]","40430","39430"
"Leaver Dept.","2023","20-29","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Legal","AA/AO","AO","25","[c]","24000","24480"
"Leaver Dept.","2023","20-29","Legal","EO","EO","30","[c]","27520","27590"
"Leaver Dept.","2023","20-29","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Legal","SEO/HEO","HEO","20","[c]","33200","31640"
"Leaver Dept.","2023","20-29","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","No function","AA/AO","AA","40","[c]","20510","19930"
"Leaver Dept.","2023","20-29","No function","AA/AO","AO","715","[c]","22440","21780"
"Leaver Dept.","2023","20-29","No function","EO","EO","890","[c]","28440","28120"
"Leaver Dept.","2023","20-29","No function","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","No function","G6/G7","G7","215","[c]","55170","54700"
"Leaver Dept.","2023","20-29","No function","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","No function","SEO/HEO","HEO","800","[c]","34190","34290"
"Leaver Dept.","2023","20-29","No function","SEO/HEO","SEO","325","[c]","41120","41410"
"Leaver Dept.","2023","20-29","No function","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","EO","EO","30","[c]","27500","27260"
"Leaver Dept.","2023","20-29","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","SEO/HEO","HEO","105","[c]","33020","33250"
"Leaver Dept.","2023","20-29","Project Delivery","SEO/HEO","SEO","25","[c]","40130","41440"
"Leaver Dept.","2023","20-29","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","AA/AO","AO","15","[c]","22330","22520"
"Leaver Dept.","2023","20-29","Property","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","AA/AO","AA","10","[c]","23830","22960"
"Leaver Dept.","2023","20-29","Security","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","EO","EO","20","[c]","25780","24860"
"Leaver Dept.","2023","20-29","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","SEO/HEO","HEO","20","[c]","34980","35330"
"Leaver Dept.","2023","20-29","Security","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","EO","EO","85","[c]","27450","26980"
"Leaver Dept.","2023","20-29","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","G6/G7","G7","40","[c]","53570","54870"
"Leaver Dept.","2023","20-29","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","SEO/HEO","HEO","365","[c]","32430","32000"
"Leaver Dept.","2023","20-29","Unknown","SEO/HEO","SEO","55","[c]","39890","39270"
"Leaver Dept.","2023","30-39","Analysis","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Analysis","G6/G7","G7","50","[c]","54860","54860"
"Leaver Dept.","2023","30-39","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Analysis","SEO/HEO","HEO","50","[c]","33210","33170"
"Leaver Dept.","2023","30-39","Analysis","SEO/HEO","SEO","50","[c]","41750","42010"
