"Status","Year","Age","Profession_of_post","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Commercial","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Northumberland, and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Devon","Plymouth","5","5","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Greater Manchester","Manchester","5","5","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","Inner London - West","Westminster","10","10","27820","28510"
"In post","2023","16-19","Economics","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","Tees Valley and Durham","Darlington","5","5","[c]","[c]"
"In post","2023","16-19","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","5","5","[c]","[c]"
"In post","2023","16-19","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","15","15","19540","19460"
"In post","2023","16-19","Finance","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","East Wales","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2023","16-19","Human Resources","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","16-19","International Trade","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Knowledge and Information Management","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Knowledge and Information Management","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Knowledge and Information Management","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Knowledge and Information Management","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Bedfordshire and Hertfordshire","Hertfordshire CC","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Cumbria","West Cumbria","10","10","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Derbyshire and Nottinghamshire","North Nottinghamshire","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Derbyshire and Nottinghamshire","Nottingham","25","25","23950","22520"
"In post","2023","16-19","Operational Delivery","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Derbyshire and Nottinghamshire","South and West Derbyshire","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Devon","Devon CC","10","10","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Dorset and Somerset","Dorset","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","East Anglia","Cambridgeshire CC","10","10","[c]","[c]"
"In post","2023","16-19","Operational Delivery","East Anglia","North and West Norfolk","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","East Anglia","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","East Anglia","Peterborough","10","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","East Anglia","Suffolk CC","15","10","23810","23230"
"In post","2023","16-19","Operational Delivery","East Wales","Cardiff and Vale of Glamorgan","15","15","22960","22520"
"In post","2023","16-19","Operational Delivery","East Wales","Flintshire and Wrexham","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","East Wales","Monmouthshire and Newport","10","10","21700","21780"
"In post","2023","16-19","Operational Delivery","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","10","10","[c]","[c]"
"In post","2023","16-19","Operational Delivery","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Eastern Scotland","City of Edinburgh","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Essex","Heart of Essex","10","10","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Essex","Thurrock","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","15","15","22800","22510"
"In post","2023","16-19","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","10","10","24170","23230"
"In post","2023","16-19","Operational Delivery","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Greater Manchester","Greater Manchester North West","10","10","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Greater Manchester","Greater Manchester South West","10","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Greater Manchester","Manchester","10","10","23570","22530"
"In post","2023","16-19","Operational Delivery","Hampshire and Isle of Wight","Central Hampshire","10","10","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Hampshire and Isle of Wight","Isle of Wight","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Hampshire and Isle of Wight","Portsmouth","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Hampshire and Isle of Wight","South Hampshire","20","20","20190","20150"
"In post","2023","16-19","Operational Delivery","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Inner London - West","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Inner London - West","Westminster","10","10","25360","23230"
"In post","2023","16-19","Operational Delivery","Kent","East Kent","40","40","23350","22400"
"In post","2023","16-19","Operational Delivery","Kent","Kent Thames Gateway","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Lancashire","Chorley and West Lancashire","10","10","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Lancashire","Mid Lancashire","10","10","23240","23230"
"In post","2023","16-19","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Leicester","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","15","15","24650","23230"
"In post","2023","16-19","Operational Delivery","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Lincolnshire","Lincolnshire CC","10","10","25630","24070"
"In post","2023","16-19","Operational Delivery","Merseyside","Liverpool","35","30","22640","22520"
"In post","2023","16-19","Operational Delivery","Merseyside","Sefton","10","10","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","North Eastern Scotland","Aberdeen City and Aberdeenshire","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Northumberland, and Tyne and Wear","Sunderland","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Northumberland, and Tyne and Wear","Tyneside","20","20","22230","22520"
"In post","2023","16-19","Operational Delivery","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Outer London - South","Croydon","10","10","27190","26920"
"In post","2023","16-19","Operational Delivery","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Outer London - West and North West","Harrow and Hillingdon","15","15","26990","26400"
"In post","2023","16-19","Operational Delivery","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Shropshire and Staffordshire","Staffordshire CC","15","15","26370","28880"
"In post","2023","16-19","Operational Delivery","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","South Yorkshire","Sheffield","10","10","22640","22400"
