"Status","Year","Region_ITL1","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","East Midlands (England)","Female","Heterosexual / straight","9400","8505","31790","28120"
"In post","2023","East Midlands (England)","Female","LGBO","620","595","31350","28130"
"In post","2023","East Midlands (England)","Female","Undeclared","1085","965","31330","28120"
"In post","2023","East Midlands (England)","Female","Unknown","2380","2120","28990","28080"
"In post","2023","East Midlands (England)","Male","Heterosexual / straight","6820","6610","33910","30470"
"In post","2023","East Midlands (England)","Male","LGBO","430","420","31400","28120"
"In post","2023","East Midlands (England)","Male","Undeclared","880","835","34380","32000"
"In post","2023","East Midlands (England)","Male","Unknown","2010","1925","31040","28120"
"In post","2023","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Female","Heterosexual / straight","8800","7965","31980","28850"
"In post","2023","East of England","Female","LGBO","500","480","30390","28480"
"In post","2023","East of England","Female","Undeclared","1005","895","32160","28480"
"In post","2023","East of England","Female","Unknown","1940","1705","30620","28120"
"In post","2023","East of England","Male","Heterosexual / straight","7110","6870","34330","31510"
"In post","2023","East of England","Male","LGBO","330","325","33770","31280"
"In post","2023","East of England","Male","Undeclared","1010","955","33960","32060"
"In post","2023","East of England","Male","Unknown","1695","1620","32090","28880"
"In post","2023","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","London","Female","Heterosexual / straight","37915","35810","45040","40260"
"In post","2023","London","Female","LGBO","2530","2470","45400","41360"
"In post","2023","London","Female","Undeclared","4820","4525","43540","39150"
"In post","2023","London","Female","Unknown","11435","10845","42110","36000"
"In post","2023","London","Male","Heterosexual / straight","29975","29425","47660","42310"
"In post","2023","London","Male","LGBO","3095","3065","49340","44450"
"In post","2023","London","Male","Undeclared","4230","4115","47950","43420"
"In post","2023","London","Male","Unknown","9725","9530","44450","39270"
"In post","2023","London","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","North East (England)","Female","Heterosexual / straight","13915","12310","30980","28120"
"In post","2023","North East (England)","Female","LGBO","790","760","30760","28120"
"In post","2023","North East (England)","Female","Undeclared","1190","1020","30000","27650"
"In post","2023","North East (England)","Female","Unknown","3950","3365","27930","23390"
"In post","2023","North East (England)","Male","Heterosexual / straight","9510","9125","33810","29730"
"In post","2023","North East (England)","Male","LGBO","720","700","32630","28120"
"In post","2023","North East (England)","Male","Undeclared","1090","1035","33370","28130"
"In post","2023","North East (England)","Male","Unknown","3095","2945","31090","28120"
"In post","2023","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","North West (England)","Female","Heterosexual / straight","26485","24025","31970","28120"
"In post","2023","North West (England)","Female","LGBO","1605","1545","31700","28130"
"In post","2023","North West (England)","Female","Undeclared","2565","2275","30980","28120"
"In post","2023","North West (England)","Female","Unknown","7810","6995","28580","25880"
"In post","2023","North West (England)","Male","Heterosexual / straight","18485","17895","34190","29730"
"In post","2023","North West (England)","Male","LGBO","1595","1560","32850","28130"
"In post","2023","North West (England)","Male","Undeclared","2180","2075","34070","29890"
"In post","2023","North West (England)","Male","Unknown","6380","6140","31140","28120"
"In post","2023","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland","Female","Heterosexual / straight","1425","1320","32640","28130"
"In post","2023","Northern Ireland","Female","LGBO","75","70","28700","27890"
"In post","2023","Northern Ireland","Female","Undeclared","95","90","32970","28220"
"In post","2023","Northern Ireland","Female","Unknown","540","490","28580","25750"
"In post","2023","Northern Ireland","Male","Heterosexual / straight","1630","1590","31210","27890"
"In post","2023","Northern Ireland","Male","LGBO","85","80","30360","27890"
"In post","2023","Northern Ireland","Male","Undeclared","135","130","30810","28170"
"In post","2023","Northern Ireland","Male","Unknown","560","550","29250","25880"
"In post","2023","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","Female","Heterosexual / straight","915","910","52590","51500"
"In post","2023","Overseas","Female","LGBO","50","50","49390","47910"
"In post","2023","Overseas","Female","Undeclared","50","50","53160","54350"
"In post","2023","Overseas","Female","Unknown","465","465","55100","55410"
"In post","2023","Overseas","Male","Heterosexual / straight","1345","1340","53240","51720"
"In post","2023","Overseas","Male","LGBO","125","125","54370","54120"
"In post","2023","Overseas","Male","Undeclared","90","90","54620","48870"
"In post","2023","Overseas","Male","Unknown","475","475","54030","54590"
"In post","2023","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scotland","Female","Heterosexual / straight","17935","16355","35570","29730"
"In post","2023","Scotland","Female","LGBO","1195","1150","34270","30260"
"In post","2023","Scotland","Female","Undeclared","1515","1340","33360","28120"
"In post","2023","Scotland","Female","Unknown","8440","7690","32700","28490"
"In post","2023","Scotland","Male","Heterosexual / straight","13975","13520","37350","33520"
"In post","2023","Scotland","Male","LGBO","1210","1180","35620","29450"
"In post","2023","Scotland","Male","Undeclared","1380","1325","36620","32310"
"In post","2023","Scotland","Male","Unknown","7850","7545","34530","31290"
"In post","2023","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","South East (England)","Female","Heterosexual / straight","15910","14435","32870","29470"
"In post","2023","South East (England)","Female","LGBO","1085","1045","32120","30880"
"In post","2023","South East (England)","Female","Undeclared","1885","1700","33590","30790"
"In post","2023","South East (England)","Female","Unknown","3465","3095","31130","28120"
"In post","2023","South East (England)","Male","Heterosexual / straight","14200","13635","35560","32380"
"In post","2023","South East (England)","Male","LGBO","775","750","33360","30650"
