"Status","Year","Ethnicity","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Public Guardian","AA/AO","30","[c]","21480","21780"
"Leaver CS","2023","Unknown","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Public Guardian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Scottish Charity Regulator","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectorate","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Registers of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Royal Fleet Auxiliary","Unknown","200","[c]","36910","34110"
"Leaver CS","2023","Unknown","Rural Payments Agency","AA/AO","75","[c]","21620","21300"
"Leaver CS","2023","Unknown","Rural Payments Agency","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Rural Payments Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Rural Payments Agency","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Courts and Tribunals Service","AA/AO","80","[c]","23370","23190"
"Leaver CS","2023","Unknown","Scottish Courts and Tribunals Service","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Courts and Tribunals Service","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Fiscal Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Government (excl. agencies)","AA/AO","45","[c]","23990","23340"
"Leaver CS","2023","Unknown","Scottish Government (excl. agencies)","EO","35","[c]","29670","29100"
"Leaver CS","2023","Unknown","Scottish Government (excl. agencies)","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Government (excl. agencies)","SEO/HEO","70","[c]","38690","36330"
"Leaver CS","2023","Unknown","Scottish Prison Service","AA/AO","125","[c]","25230","24710"
"Leaver CS","2023","Unknown","Scottish Prison Service","EO","100","[c]","35760","37060"
"Leaver CS","2023","Unknown","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Prison Service","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Serious Fraud Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Serious Fraud Office","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Serious Fraud Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Security Scotland","AA/AO","55","[c]","22780","22180"
"Leaver CS","2023","Unknown","Social Security Scotland","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Security Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Security Scotland","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Standards and Testing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Standards and Testing Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Student Awards Agency for Scotland","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Student Awards Agency for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Student Awards Agency for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Submarine Delivery Agency","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Teaching Regulation Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","The Insolvency Service","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","The Insolvency Service","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","The Insolvency Service","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","The National Archives","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Transport Scotland","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Transport Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Transport Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Transport Scotland","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Health Security Agency","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Health Security Agency","EO","55","[c]","26690","27270"
"Leaver CS","2023","Unknown","UK Health Security Agency","G6/G7","175","[c]","58380","55560"
"Leaver CS","2023","Unknown","UK Health Security Agency","SCS level","40","[c]","92830","81600"
"Leaver CS","2023","Unknown","UK Health Security Agency","SEO/HEO","225","[c]","36100","36500"
"Leaver CS","2023","Unknown","UK Hydrographic Office","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Hydrographic Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Hydrographic Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Hydrographic Office","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Space Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Space Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Statistics Authority","AA/AO","90","[c]","21010","21200"
"Leaver CS","2023","Unknown","UK Statistics Authority","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Statistics Authority","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Statistics Authority","SEO/HEO","40","[c]","33680","31560"
"Leaver CS","2023","Unknown","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Valuation Office Agency","AA/AO","35","[c]","22340","22520"
"Leaver CS","2023","Unknown","Valuation Office Agency","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Valuation Office Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Valuation Office Agency","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinary Medicines Directorate","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinary Medicines Directorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinary Medicines Directorate","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Revenue Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Wilton Park","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Accountant in Bankruptcy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Accountant in Bankruptcy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Accountant in Bankruptcy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Advisory, Conciliation and Arbitration Service","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Advisory, Conciliation and Arbitration Service","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Advisory, Conciliation and Arbitration Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Advisory, Conciliation and Arbitration Service","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Animal and Plant Health Agency","AA/AO","60","[c]","22700","22150"
"Leaver CS","2023","White","Animal and Plant Health Agency","EO","60","[c]","26820","26030"
"Leaver CS","2023","White","Animal and Plant Health Agency","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Animal and Plant Health Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Animal and Plant Health Agency","SEO/HEO","60","[c]","35750","36490"
"Leaver CS","2023","White","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Attorney General's Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Attorney General's Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Building Digital UK","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Building Digital UK","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Building Digital UK","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Building Digital UK","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Building Digital UK","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Cabinet Office (excl. agencies)","AA/AO","45","[c]","21320","21720"
"Leaver CS","2023","White","Cabinet Office (excl. agencies)","EO","55","[c]","26690","27430"
"Leaver CS","2023","White","Cabinet Office (excl. agencies)","G6/G7","165","[c]","58830","56430"
"Leaver CS","2023","White","Cabinet Office (excl. agencies)","SCS level","45","[c]","100060","91770"
"Leaver CS","2023","White","Cabinet Office (excl. agencies)","SEO/HEO","150","[c]","36630","35650"
"Leaver CS","2023","White","Central Civil Service Fast Stream","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Centre for Environment, Fisheries and Aquaculture Science","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Charity Commission","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Charity Commission","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Companies House","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2023","White","Companies House","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Companies House","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Companies House","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Companies House","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Competition and Markets Authority","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Competition and Markets Authority","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Competition and Markets Authority","G6/G7","35","[c]","66030","62420"
"Leaver CS","2023","White","Competition and Markets Authority","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Competition and Markets Authority","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Criminal Injuries Compensation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Criminal Injuries Compensation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Criminal Injuries Compensation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Criminal Injuries Compensation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Crown Commercial Service","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Crown Commercial Service","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Crown Commercial Service","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Crown Commercial Service","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Crown Office and Procurator Fiscal Service","AA/AO","65","[c]","23910","24490"
"Leaver CS","2023","White","Crown Office and Procurator Fiscal Service","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Crown Office and Procurator Fiscal Service","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Crown Office and Procurator Fiscal Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Crown Office and Procurator Fiscal Service","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Crown Prosecution Service","AA/AO","105","[c]","22790","22870"
"Leaver CS","2023","White","Crown Prosecution Service","EO","50","[c]","28460","28540"
"Leaver CS","2023","White","Crown Prosecution Service","G6/G7","125","[c]","59030","56450"
"Leaver CS","2023","White","Crown Prosecution Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Crown Prosecution Service","SEO/HEO","45","[c]","36610","38760"
"Leaver CS","2023","White","Defence Electronics and Components Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Defence Electronics and Components Agency","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Defence Electronics and Components Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Defence Electronics and Components Agency","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Defence Equipment and Support","AA/AO","155","[c]","22860","21820"
"Leaver CS","2023","White","Defence Equipment and Support","EO","75","[c]","28800","28790"
"Leaver CS","2023","White","Defence Equipment and Support","G6/G7","95","[c]","62330","58640"
"Leaver CS","2023","White","Defence Equipment and Support","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Defence Equipment and Support","SEO/HEO","400","[c]","38410","38790"
"Leaver CS","2023","White","Defence Science and Technology Laboratory","AA/AO","40","[c]","19280","19280"
"Leaver CS","2023","White","Defence Science and Technology Laboratory","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Defence Science and Technology Laboratory","G6/G7","85","[c]","52720","49260"
"Leaver CS","2023","White","Defence Science and Technology Laboratory","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Defence Science and Technology Laboratory","SEO/HEO","120","[c]","35350","31620"
"Leaver CS","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","160","[c]","58060","53600"
"Leaver CS","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","35","[c]","81290","75560"
"Leaver CS","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","140","[c]","37060","38720"
"Leaver CS","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","60","[c]","57200","53030"
"Leaver CS","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","45","[c]","35870","35620"
"Leaver CS","2023","White","Department for Education (excl. agencies)","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for Education (excl. agencies)","EO","35","[c]","25500","25900"
"Leaver CS","2023","White","Department for Education (excl. agencies)","G6/G7","105","[c]","59510","58040"
"Leaver CS","2023","White","Department for Education (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for Education (excl. agencies)","SEO/HEO","120","[c]","37130","37590"
"Leaver CS","2023","White","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","50","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","95","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","160","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for International Trade","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for International Trade","G6/G7","50","[c]","56380","54400"
"Leaver CS","2023","White","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for International Trade","SEO/HEO","50","[c]","36070","38160"
"Leaver CS","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","70","[c]","55200","54360"
"Leaver CS","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","75","[c]","35650","34310"
"Leaver CS","2023","White","Department for Transport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for Transport (excl. agencies)","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for Transport (excl. agencies)","G6/G7","70","[c]","62680","58630"
"Leaver CS","2023","White","Department for Transport (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for Transport (excl. agencies)","SEO/HEO","60","[c]","39220","39470"
"Leaver CS","2023","White","Department for Work and Pensions (excl. agencies)","AA/AO","2300","[c]","21730","21690"
"Leaver CS","2023","White","Department for Work and Pensions (excl. agencies)","EO","2825","[c]","28240","28120"
"Leaver CS","2023","White","Department for Work and Pensions (excl. agencies)","G6/G7","180","[c]","58760","56100"
"Leaver CS","2023","White","Department for Work and Pensions (excl. agencies)","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for Work and Pensions (excl. agencies)","SEO/HEO","430","[c]","36840","34970"
"Leaver CS","2023","White","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Department of Health and Social Care (excl. agencies)","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Department of Health and Social Care (excl. agencies)","G6/G7","80","[c]","[c]","[c]"
"Leaver CS","2023","White","Department of Health and Social Care (excl. agencies)","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Department of Health and Social Care (excl. agencies)","SEO/HEO","75","[c]","[c]","[c]"
"Leaver CS","2023","White","Disclosure Scotland","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Disclosure Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Disclosure Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Driver and Vehicle Licensing Agency","AA/AO","325","[c]","21290","21840"
"Leaver CS","2023","White","Driver and Vehicle Licensing Agency","EO","40","[c]","27260","26960"
"Leaver CS","2023","White","Driver and Vehicle Licensing Agency","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Driver and Vehicle Licensing Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Driver and Vehicle Licensing Agency","SEO/HEO","40","[c]","38280","33850"
"Leaver CS","2023","White","Driver and Vehicle Standards Agency","AA/AO","80","[c]","24990","22500"
"Leaver CS","2023","White","Driver and Vehicle Standards Agency","EO","185","[c]","28260","27400"
"Leaver CS","2023","White","Driver and Vehicle Standards Agency","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Driver and Vehicle Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Driver and Vehicle Standards Agency","SEO/HEO","40","[c]","36700","34080"
"Leaver CS","2023","White","Education Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Education Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Education Scotland","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Education Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Education and Skills Funding Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Education and Skills Funding Agency","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Education and Skills Funding Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Education and Skills Funding Agency","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Estyn","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","FCDO Services","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","FCDO Services","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","FCDO Services","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","White","FCDO Services","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","FCDO Services","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Food Standards Agency","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Food Standards Agency","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Food Standards Agency","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Food Standards Agency","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","White","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Food Standards Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Food Standards Scotland","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","55","[c]","[c]","[c]"
"Leaver CS","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Forestry and Land Scotland","AA/AO","60","[c]","26600","26220"
"Leaver CS","2023","White","Forestry and Land Scotland","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Forestry and Land Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Forestry and Land Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Forestry and Land Scotland","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Actuary's Department","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Actuary's Department","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Actuary's Department","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Actuary's Department","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Commercial Organisation","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Commercial Organisation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Commercial Organisation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Internal Audit Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Internal Audit Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Internal Audit Agency","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Internal Audit Agency","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Legal Department","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Legal Department","EO","25","[c]","[c]","[c]"
