"Status","Year","Region_ITL2","Region_ITL3","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Merseyside","Wirral","Outside London","EO","745","650","28050","28120"
"In post","2023","Merseyside","Wirral","Outside London","G6/G7","90","85","59190","55720"
"In post","2023","Merseyside","Wirral","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Merseyside","Wirral","Outside London","SEO/HEO","345","315","36800","34850"
"In post","2023","Merseyside","Wirral","Outside London","Unknown","145","140","29210","26840"
"In post","2023","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","AA/AO","520","475","27860","25060"
"In post","2023","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","EO","635","590","31200","29450"
"In post","2023","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","G6/G7","160","155","66820","65280"
"In post","2023","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","SEO/HEO","595","565","47600","40040"
"In post","2023","North Yorkshire","North Yorkshire CC","Outside London","AA/AO","705","665","24610","22220"
"In post","2023","North Yorkshire","North Yorkshire CC","Outside London","EO","520","495","28720","28120"
"In post","2023","North Yorkshire","North Yorkshire CC","Outside London","G6/G7","170","160","63230","57880"
"In post","2023","North Yorkshire","North Yorkshire CC","Outside London","SCS level","10","10","100970","95830"
"In post","2023","North Yorkshire","North Yorkshire CC","Outside London","SEO/HEO","485","475","37530","36450"
"In post","2023","North Yorkshire","North Yorkshire CC","Outside London","Unknown","130","120","30220","29050"
"In post","2023","North Yorkshire","York","Outside London","AA/AO","525","480","23150","22150"
"In post","2023","North Yorkshire","York","Outside London","EO","550","520","27080","27140"
"In post","2023","North Yorkshire","York","Outside London","G6/G7","530","510","55990","52820"
"In post","2023","North Yorkshire","York","Outside London","SCS level","30","30","87330","79830"
"In post","2023","North Yorkshire","York","Outside London","SEO/HEO","1015","975","35690","34570"
"In post","2023","North Yorkshire","York","Outside London","Unknown","140","130","31030","29050"
"In post","2023","Northern Ireland","Antrim and Newtownabbey","Outside London","AA/AO","130","130","21980","22130"
"In post","2023","Northern Ireland","Antrim and Newtownabbey","Outside London","EO","40","40","27980","26480"
"In post","2023","Northern Ireland","Antrim and Newtownabbey","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Northern Ireland","Antrim and Newtownabbey","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland","Antrim and Newtownabbey","Outside London","SEO/HEO","35","30","36120","35500"
"In post","2023","Northern Ireland","Ards and North Down","Outside London","AA/AO","155","150","22240","22130"
"In post","2023","Northern Ireland","Ards and North Down","Outside London","EO","25","25","28370","27450"
"In post","2023","Northern Ireland","Ards and North Down","Outside London","G6/G7","10","10","63710","57280"
"In post","2023","Northern Ireland","Ards and North Down","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland","Ards and North Down","Outside London","SEO/HEO","35","35","37010","36590"
"In post","2023","Northern Ireland","Armagh City, Banbridge and Craigavon","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Northern Ireland","Armagh City, Banbridge and Craigavon","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland","Armagh City, Banbridge and Craigavon","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland","Armagh City, Banbridge and Craigavon","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Northern Ireland","Belfast","Outside London","AA/AO","1080","975","22450","22520"
"In post","2023","Northern Ireland","Belfast","Outside London","EO","910","860","28260","27890"
"In post","2023","Northern Ireland","Belfast","Outside London","G6/G7","290","280","59450","57970"
"In post","2023","Northern Ireland","Belfast","Outside London","SCS level","10","10","79900","78250"
"In post","2023","Northern Ireland","Belfast","Outside London","SEO/HEO","1035","995","37230","35000"
"In post","2023","Northern Ireland","Causeway Coast and Glens","Outside London","AA/AO","60","60","22130","22130"
"In post","2023","Northern Ireland","Causeway Coast and Glens","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland","Causeway Coast and Glens","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland","Causeway Coast and Glens","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Northern Ireland","Derry City and Strabane","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Northern Ireland","Derry City and Strabane","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland","Derry City and Strabane","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland","Fermanagh and Omagh","Outside London","AA/AO","20","20","22040","22130"
"In post","2023","Northern Ireland","Fermanagh and Omagh","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland","Fermanagh and Omagh","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland","Fermanagh and Omagh","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Northern Ireland","Lisburn and Castlereagh","Outside London","AA/AO","200","190","22340","22400"
"In post","2023","Northern Ireland","Lisburn and Castlereagh","Outside London","EO","180","175","26900","26130"
"In post","2023","Northern Ireland","Lisburn and Castlereagh","Outside London","G6/G7","30","30","61430","55190"
"In post","2023","Northern Ireland","Lisburn and Castlereagh","Outside London","SEO/HEO","140","140","36770","35050"
"In post","2023","Northern Ireland","Mid Ulster","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland","Mid Ulster","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland","Mid Ulster","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Northern Ireland","Mid and East Antrim","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland","Mid and East Antrim","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland","Mid and East Antrim","Outside London","SEO/HEO","10","10","35520","37720"
"In post","2023","Northern Ireland","Newry, Mourne and Down","Outside London","AA/AO","60","60","22190","22130"
"In post","2023","Northern Ireland","Newry, Mourne and Down","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Northern Ireland","Newry, Mourne and Down","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland","Newry, Mourne and Down","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Northumberland, and Tyne and Wear","Northumberland","Outside London","AA/AO","95","85","21730","21690"
"In post","2023","Northumberland, and Tyne and Wear","Northumberland","Outside London","EO","170","150","28020","28120"
"In post","2023","Northumberland, and Tyne and Wear","Northumberland","Outside London","G6/G7","45","45","59180","55450"
"In post","2023","Northumberland, and Tyne and Wear","Northumberland","Outside London","SEO/HEO","95","90","36630","34970"
"In post","2023","Northumberland, and Tyne and Wear","Northumberland","Outside London","Unknown","65","65","31400","30810"
"In post","2023","Northumberland, and Tyne and Wear","Sunderland","Outside London","AA/AO","2125","1720","22260","22520"
"In post","2023","Northumberland, and Tyne and Wear","Sunderland","Outside London","EO","1140","1010","28590","28120"
"In post","2023","Northumberland, and Tyne and Wear","Sunderland","Outside London","G6/G7","110","105","60020","57970"
"In post","2023","Northumberland, and Tyne and Wear","Sunderland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Northumberland, and Tyne and Wear","Sunderland","Outside London","SEO/HEO","530","500","37560","35000"
"In post","2023","Northumberland, and Tyne and Wear","Sunderland","Outside London","Unknown","80","75","29590","29050"
"In post","2023","Northumberland, and Tyne and Wear","Tyneside","Outside London","AA/AO","6110","5280","22100","22500"
"In post","2023","Northumberland, and Tyne and Wear","Tyneside","Outside London","EO","4615","4275","27760","28120"
"In post","2023","Northumberland, and Tyne and Wear","Tyneside","Outside London","G6/G7","2275","2210","58370","57970"
"In post","2023","Northumberland, and Tyne and Wear","Tyneside","Outside London","SCS level","100","95","91070","80580"
"In post","2023","Northumberland, and Tyne and Wear","Tyneside","Outside London","SEO/HEO","5605","5375","37060","35000"
"In post","2023","Northumberland, and Tyne and Wear","Tyneside","Outside London","Unknown","470","435","29610","29050"
"In post","2023","Outer London - East and North East","Barking & Dagenham and Havering","London","AA/AO","100","90","25860","25480"
"In post","2023","Outer London - East and North East","Barking & Dagenham and Havering","London","EO","360","325","32240","32520"
"In post","2023","Outer London - East and North East","Barking & Dagenham and Havering","London","G6/G7","15","15","61880","60930"
"In post","2023","Outer London - East and North East","Barking & Dagenham and Havering","London","SEO/HEO","80","75","40670","39150"
"In post","2023","Outer London - East and North East","Barking & Dagenham and Havering","London","Unknown","85","80","34730","33820"
"In post","2023","Outer London - East and North East","Bexley and Greenwich","London","AA/AO","850","815","30660","32110"
"In post","2023","Outer London - East and North East","Bexley and Greenwich","London","EO","545","505","33910","32520"
"In post","2023","Outer London - East and North East","Bexley and Greenwich","London","G6/G7","35","35","67260","65410"
"In post","2023","Outer London - East and North East","Bexley and Greenwich","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Outer London - East and North East","Bexley and Greenwich","London","SEO/HEO","225","220","42860","42310"
"In post","2023","Outer London - East and North East","Bexley and Greenwich","London","Unknown","90","85","35300","33050"
"In post","2023","Outer London - East and North East","Enfield","London","AA/AO","55","50","25180","25480"
"In post","2023","Outer London - East and North East","Enfield","London","EO","180","165","32220","32520"
"In post","2023","Outer London - East and North East","Enfield","London","G6/G7","10","10","67900","65990"
"In post","2023","Outer London - East and North East","Enfield","London","SEO/HEO","35","35","40520","39150"
"In post","2023","Outer London - East and North East","Enfield","London","Unknown","35","30","35690","34820"
"In post","2023","Outer London - East and North East","Redbridge and Waltham Forest","London","AA/AO","615","530","24950","25610"
"In post","2023","Outer London - East and North East","Redbridge and Waltham Forest","London","EO","595","540","31990","32520"
"In post","2023","Outer London - East and North East","Redbridge and Waltham Forest","London","G6/G7","30","30","66200","66650"
"In post","2023","Outer London - East and North East","Redbridge and Waltham Forest","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Outer London - East and North East","Redbridge and Waltham Forest","London","SEO/HEO","155","150","40000","39150"
"In post","2023","Outer London - East and North East","Redbridge and Waltham Forest","London","Unknown","155","145","34240","33050"
"In post","2023","Outer London - South","Bromley","London","AA/AO","135","120","25250","25480"
"In post","2023","Outer London - South","Bromley","London","EO","245","220","32250","32520"
"In post","2023","Outer London - South","Bromley","London","G6/G7","30","30","64070","65880"
"In post","2023","Outer London - South","Bromley","London","SEO/HEO","85","80","41480","39150"
"In post","2023","Outer London - South","Bromley","London","Unknown","140","130","32440","30840"
"In post","2023","Outer London - South","Croydon","London","AA/AO","1845","1690","26240","26400"
"In post","2023","Outer London - South","Croydon","London","EO","2905","2750","31000","30410"
"In post","2023","Outer London - South","Croydon","London","G6/G7","1955","1895","66380","65230"
"In post","2023","Outer London - South","Croydon","London","SCS level","120","120","90080","83900"
"In post","2023","Outer London - South","Croydon","London","SEO/HEO","4080","3945","41040","39790"
"In post","2023","Outer London - South","Croydon","London","Unknown","135","125","34840","33050"
"In post","2023","Outer London - South","Merton, Kingston upon Thames and Sutton","London","AA/AO","105","95","24980","25480"
"In post","2023","Outer London - South","Merton, Kingston upon Thames and Sutton","London","EO","335","315","33450","32520"
"In post","2023","Outer London - South","Merton, Kingston upon Thames and Sutton","London","G6/G7","25","25","62370","60050"
"In post","2023","Outer London - South","Merton, Kingston upon Thames and Sutton","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Outer London - South","Merton, Kingston upon Thames and Sutton","London","SEO/HEO","120","115","42650","41160"
"In post","2023","Outer London - South","Merton, Kingston upon Thames and Sutton","London","Unknown","85","75","34860","33820"
"In post","2023","Outer London - West and North West","Barnet","London","AA/AO","225","195","25040","25060"
"In post","2023","Outer London - West and North West","Barnet","London","EO","425","400","31000","32090"
"In post","2023","Outer London - West and North West","Barnet","London","G6/G7","330","320","61500","59800"
"In post","2023","Outer London - West and North West","Barnet","London","SCS level","45","40","122610","112570"
"In post","2023","Outer London - West and North West","Barnet","London","SEO/HEO","565","550","39850","40880"
"In post","2023","Outer London - West and North West","Barnet","London","Unknown","95","90","33280","30840"
"In post","2023","Outer London - West and North West","Brent","London","AA/AO","125","110","25270","25480"
"In post","2023","Outer London - West and North West","Brent","London","EO","245","230","32030","32520"
"In post","2023","Outer London - West and North West","Brent","London","G6/G7","15","15","63670","65030"
"In post","2023","Outer London - West and North West","Brent","London","SEO/HEO","95","90","41590","39150"
"In post","2023","Outer London - West and North West","Brent","London","Unknown","75","70","33980","33050"
"In post","2023","Outer London - West and North West","Ealing","London","AA/AO","35","30","25310","25610"
"In post","2023","Outer London - West and North West","Ealing","London","EO","280","265","32370","32520"
"In post","2023","Outer London - West and North West","Ealing","London","G6/G7","15","15","63970","61920"
"In post","2023","Outer London - West and North West","Ealing","London","SEO/HEO","50","50","40320","39150"
"In post","2023","Outer London - West and North West","Ealing","London","Unknown","75","70","34860","33900"
"In post","2023","Outer London - West and North West","Harrow and Hillingdon","London","AA/AO","670","620","26060","26400"
"In post","2023","Outer London - West and North West","Harrow and Hillingdon","London","EO","2050","1855","30860","30160"
"In post","2023","Outer London - West and North West","Harrow and Hillingdon","London","G6/G7","110","105","68110","61990"
"In post","2023","Outer London - West and North West","Harrow and Hillingdon","London","SCS level","5","5","[c]","[c]"
"In post","2023","Outer London - West and North West","Harrow and Hillingdon","London","SEO/HEO","710","670","39130","37720"
"In post","2023","Outer London - West and North West","Harrow and Hillingdon","London","Unknown","60","55","34210","33050"
"In post","2023","Outer London - West and North West","Hounslow and Richmond upon Thames","London","AA/AO","885","825","29030","26630"
"In post","2023","Outer London - West and North West","Hounslow and Richmond upon Thames","London","EO","905","855","31540","30200"
"In post","2023","Outer London - West and North West","Hounslow and Richmond upon Thames","London","G6/G7","190","185","57500","55720"
"In post","2023","Outer London - West and North West","Hounslow and Richmond upon Thames","London","SCS level","10","10","96530","89000"
"In post","2023","Outer London - West and North West","Hounslow and Richmond upon Thames","London","SEO/HEO","835","805","38940","37180"
"In post","2023","Outer London - West and North West","Hounslow and Richmond upon Thames","London","Unknown","95","90","34000","30840"
"In post","2023","Overseas","Overseas","Overseas","AA/AO","50","50","29640","26650"
"In post","2023","Overseas","Overseas","Overseas","EO","200","200","34890","33510"
"In post","2023","Overseas","Overseas","Overseas","G6/G7","1310","1305","61690","59170"
"In post","2023","Overseas","Overseas","Overseas","SCS level","290","290","87530","77770"
"In post","2023","Overseas","Overseas","Overseas","SEO/HEO","1510","1510","42980","39450"
"In post","2023","Overseas","Overseas","Overseas","Unknown","150","150","52350","43590"
"In post","2023","Shropshire and Staffordshire","Shropshire","Outside London","AA/AO","450","420","26030","23430"
"In post","2023","Shropshire and Staffordshire","Shropshire","Outside London","EO","420","400","29330","28480"
"In post","2023","Shropshire and Staffordshire","Shropshire","Outside London","G6/G7","55","45","65840","62490"
"In post","2023","Shropshire and Staffordshire","Shropshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Shropshire and Staffordshire","Shropshire","Outside London","SEO/HEO","275","260","38120","36990"
"In post","2023","Shropshire and Staffordshire","Shropshire","Outside London","Unknown","60","55","31440","32050"
"In post","2023","Shropshire and Staffordshire","Staffordshire CC","Outside London","AA/AO","1685","1585","26730","25340"
"In post","2023","Shropshire and Staffordshire","Staffordshire CC","Outside London","EO","1080","1010","29720","28120"
"In post","2023","Shropshire and Staffordshire","Staffordshire CC","Outside London","G6/G7","305","295","61690","57040"
"In post","2023","Shropshire and Staffordshire","Staffordshire CC","Outside London","SCS level","25","25","109580","106090"
"In post","2023","Shropshire and Staffordshire","Staffordshire CC","Outside London","SEO/HEO","1115","1075","38890","38380"
"In post","2023","Shropshire and Staffordshire","Staffordshire CC","Outside London","Unknown","260","235","31260","29050"
"In post","2023","Shropshire and Staffordshire","Stoke-on-Trent","Outside London","AA/AO","495","440","21790","21780"
"In post","2023","Shropshire and Staffordshire","Stoke-on-Trent","Outside London","EO","345","325","27170","27810"
"In post","2023","Shropshire and Staffordshire","Stoke-on-Trent","Outside London","G6/G7","70","65","58510","56450"
"In post","2023","Shropshire and Staffordshire","Stoke-on-Trent","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Shropshire and Staffordshire","Stoke-on-Trent","Outside London","SEO/HEO","140","135","36020","34170"
"In post","2023","Shropshire and Staffordshire","Stoke-on-Trent","Outside London","Unknown","175","155","30500","29050"
"In post","2023","Shropshire and Staffordshire","Telford and Wrekin","Outside London","AA/AO","425","380","23280","22520"
"In post","2023","Shropshire and Staffordshire","Telford and Wrekin","Outside London","EO","605","550","28170","28120"
"In post","2023","Shropshire and Staffordshire","Telford and Wrekin","Outside London","G6/G7","385","375","60340","57970"
"In post","2023","Shropshire and Staffordshire","Telford and Wrekin","Outside London","SCS level","25","20","90550","78430"
"In post","2023","Shropshire and Staffordshire","Telford and Wrekin","Outside London","SEO/HEO","920","875","38960","38470"
"In post","2023","Shropshire and Staffordshire","Telford and Wrekin","Outside London","Unknown","70","65","31390","26840"
"In post","2023","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","AA/AO","1385","1235","25540","23230"
"In post","2023","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","EO","865","755","29740","28120"
"In post","2023","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","G6/G7","60","60","60440","55870"
"In post","2023","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","SEO/HEO","400","375","38990","37680"
"In post","2023","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","Unknown","350","320","29920","29050"
"In post","2023","South Yorkshire","Sheffield","Outside London","AA/AO","1570","1390","22100","22400"
"In post","2023","South Yorkshire","Sheffield","Outside London","EO","2205","2025","26950","26180"
"In post","2023","South Yorkshire","Sheffield","Outside London","G6/G7","1420","1360","57310","54260"
"In post","2023","South Yorkshire","Sheffield","Outside London","SCS level","95","90","82960","76680"
"In post","2023","South Yorkshire","Sheffield","Outside London","SEO/HEO","2735","2595","36280","37590"
"In post","2023","South Yorkshire","Sheffield","Outside London","Unknown","250","235","30180","29050"
"In post","2023","Southern Scotland","Dumfries and Galloway","Outside London","AA/AO","235","220","25940","25010"
"In post","2023","Southern Scotland","Dumfries and Galloway","Outside London","EO","230","210","32360","31940"
"In post","2023","Southern Scotland","Dumfries and Galloway","Outside London","G6/G7","20","20","60870","58650"
"In post","2023","Southern Scotland","Dumfries and Galloway","Outside London","SEO/HEO","100","95","40390","38530"
"In post","2023","Southern Scotland","East Ayrshire and North Ayrshire mainland","Outside London","AA/AO","445","405","22610","21690"
"In post","2023","Southern Scotland","East Ayrshire and North Ayrshire mainland","Outside London","EO","375","340","28830","28120"
"In post","2023","Southern Scotland","East Ayrshire and North Ayrshire mainland","Outside London","G6/G7","50","50","58300","52400"
"In post","2023","Southern Scotland","East Ayrshire and North Ayrshire mainland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Southern Scotland","East Ayrshire and North Ayrshire mainland","Outside London","SEO/HEO","185","175","37020","35200"
"In post","2023","Southern Scotland","Scottish Borders","Outside London","AA/AO","255","235","26380","26600"
"In post","2023","Southern Scotland","Scottish Borders","Outside London","EO","170","155","30390","29450"
"In post","2023","Southern Scotland","Scottish Borders","Outside London","G6/G7","35","35","64020","65280"
"In post","2023","Southern Scotland","Scottish Borders","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Southern Scotland","Scottish Borders","Outside London","SEO/HEO","110","105","38890","38330"
"In post","2023","Southern Scotland","South Ayrshire","Outside London","AA/AO","75","65","23300","22220"
"In post","2023","Southern Scotland","South Ayrshire","Outside London","EO","120","110","28820","28120"
"In post","2023","Southern Scotland","South Ayrshire","Outside London","G6/G7","10","10","59670","56780"
"In post","2023","Southern Scotland","South Ayrshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Southern Scotland","South Ayrshire","Outside London","SEO/HEO","50","45","38330","36330"
"In post","2023","Southern Scotland","South Lanarkshire","Outside London","AA/AO","1510","1325","22850","22520"
"In post","2023","Southern Scotland","South Lanarkshire","Outside London","EO","880","785","28450","28130"
"In post","2023","Southern Scotland","South Lanarkshire","Outside London","G6/G7","470","455","58080","56510"
"In post","2023","Southern Scotland","South Lanarkshire","Outside London","SCS level","25","25","83460","79210"
"In post","2023","Southern Scotland","South Lanarkshire","Outside London","SEO/HEO","870","825","37980","35140"
"In post","2023","Surrey, East and West Sussex","Brighton and Hove","Outside London","AA/AO","125","110","22090","21780"
"In post","2023","Surrey, East and West Sussex","Brighton and Hove","Outside London","EO","190","170","28220","28120"
"In post","2023","Surrey, East and West Sussex","Brighton and Hove","Outside London","G6/G7","90","85","62110","60530"
"In post","2023","Surrey, East and West Sussex","Brighton and Hove","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Surrey, East and West Sussex","Brighton and Hove","Outside London","SEO/HEO","110","105","38020","37230"
"In post","2023","Surrey, East and West Sussex","Brighton and Hove","Outside London","Unknown","155","140","30680","29050"
"In post","2023","Surrey, East and West Sussex","East Surrey","Outside London","AA/AO","580","555","32370","34110"
"In post","2023","Surrey, East and West Sussex","East Surrey","Outside London","EO","195","185","34370","31310"
"In post","2023","Surrey, East and West Sussex","East Surrey","Outside London","G6/G7","35","35","66340","63790"
"In post","2023","Surrey, East and West Sussex","East Surrey","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Surrey, East and West Sussex","East Surrey","Outside London","SEO/HEO","165","155","43160","42930"
"In post","2023","Surrey, East and West Sussex","East Surrey","Outside London","Unknown","60","55","33040","30810"
"In post","2023","Surrey, East and West Sussex","East Sussex CC","Outside London","AA/AO","790","700","23790","21690"
"In post","2023","Surrey, East and West Sussex","East Sussex CC","Outside London","EO","720","645","28180","28120"
"In post","2023","Surrey, East and West Sussex","East Sussex CC","Outside London","G6/G7","80","75","60640","60050"
"In post","2023","Surrey, East and West Sussex","East Sussex CC","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Surrey, East and West Sussex","East Sussex CC","Outside London","SEO/HEO","285","265","37240","34170"
"In post","2023","Surrey, East and West Sussex","East Sussex CC","Outside London","Unknown","120","110","30420","27940"
"In post","2023","Surrey, East and West Sussex","West Surrey","Outside London","AA/AO","730","685","26560","25340"
"In post","2023","Surrey, East and West Sussex","West Surrey","Outside London","EO","545","510","30460","29950"
"In post","2023","Surrey, East and West Sussex","West Surrey","Outside London","G6/G7","265","250","61620","58180"
"In post","2023","Surrey, East and West Sussex","West Surrey","Outside London","SCS level","20","20","91320","91360"
"In post","2023","Surrey, East and West Sussex","West Surrey","Outside London","SEO/HEO","575","550","38540","38630"
"In post","2023","Surrey, East and West Sussex","West Surrey","Outside London","Unknown","175","155","32970","30840"
"In post","2023","Surrey, East and West Sussex","West Sussex (North East)","Outside London","AA/AO","110","100","23350","23400"
"In post","2023","Surrey, East and West Sussex","West Sussex (North East)","Outside London","EO","790","695","28800","27450"
"In post","2023","Surrey, East and West Sussex","West Sussex (North East)","Outside London","G6/G7","65","60","61910","60050"
"In post","2023","Surrey, East and West Sussex","West Sussex (North East)","Outside London","SCS level","10","5","[c]","[c]"
"In post","2023","Surrey, East and West Sussex","West Sussex (North East)","Outside London","SEO/HEO","265","255","37850","35960"
"In post","2023","Surrey, East and West Sussex","West Sussex (North East)","Outside London","Unknown","60","55","29350","26840"
"In post","2023","Surrey, East and West Sussex","West Sussex (South West)","Outside London","AA/AO","335","290","23740","22520"
"In post","2023","Surrey, East and West Sussex","West Sussex (South West)","Outside London","EO","425","380","28580","28120"
"In post","2023","Surrey, East and West Sussex","West Sussex (South West)","Outside London","G6/G7","150","150","60650","57970"
"In post","2023","Surrey, East and West Sussex","West Sussex (South West)","Outside London","SCS level","10","10","82590","78510"
"In post","2023","Surrey, East and West Sussex","West Sussex (South West)","Outside London","SEO/HEO","410","385","38750","36990"
"In post","2023","Surrey, East and West Sussex","West Sussex (South West)","Outside London","Unknown","115","110","30850","29050"
"In post","2023","Tees Valley and Durham","Darlington","Outside London","AA/AO","120","110","22220","21780"
"In post","2023","Tees Valley and Durham","Darlington","Outside London","EO","290","270","26520","26570"
"In post","2023","Tees Valley and Durham","Darlington","Outside London","G6/G7","410","405","55610","52000"
"In post","2023","Tees Valley and Durham","Darlington","Outside London","SCS level","35","35","87640","80000"
"In post","2023","Tees Valley and Durham","Darlington","Outside London","SEO/HEO","820","790","35120","35730"
"In post","2023","Tees Valley and Durham","Darlington","Outside London","Unknown","65","65","28520","25300"
"In post","2023","Tees Valley and Durham","Durham","Outside London","AA/AO","3325","2960","25530","23230"
"In post","2023","Tees Valley and Durham","Durham","Outside London","EO","1325","1205","28930","28120"
"In post","2023","Tees Valley and Durham","Durham","Outside London","G6/G7","180","175","61030","58180"
"In post","2023","Tees Valley and Durham","Durham","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Tees Valley and Durham","Durham","Outside London","SEO/HEO","880","830","38320","36200"
"In post","2023","Tees Valley and Durham","Durham","Outside London","Unknown","240","225","30410","29050"
"In post","2023","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Outside London","AA/AO","635","595","27360","28880"
"In post","2023","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Outside London","EO","310","275","29490","28120"
"In post","2023","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Outside London","G6/G7","25","20","63860","59590"
"In post","2023","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Outside London","SEO/HEO","165","155","39520","38470"
"In post","2023","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Outside London","Unknown","215","200","30400","29050"
"In post","2023","Tees Valley and Durham","South Teesside","Outside London","AA/AO","555","480","21680","21690"
"In post","2023","Tees Valley and Durham","South Teesside","Outside London","EO","620","560","27710","28120"
"In post","2023","Tees Valley and Durham","South Teesside","Outside London","G6/G7","60","55","56200","55810"
"In post","2023","Tees Valley and Durham","South Teesside","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Tees Valley and Durham","South Teesside","Outside London","SEO/HEO","155","150","35890","34170"
"In post","2023","Tees Valley and Durham","South Teesside","Outside London","Unknown","180","165","29850","29050"
"In post","2023","Unknown","Unknown","Unknown","AA/AO","195","185","23480","22000"
"In post","2023","Unknown","Unknown","Unknown","EO","380","350","28070","28120"
"In post","2023","Unknown","Unknown","Unknown","G6/G7","125","125","59580","57650"
"In post","2023","Unknown","Unknown","Unknown","SCS level","15","15","99000","85680"
"In post","2023","Unknown","Unknown","Unknown","SEO/HEO","290","280","40940","39190"
"In post","2023","Unknown","Unknown","Unknown","Unknown","1710","1705","41910","40000"
"In post","2023","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","AA/AO","1335","1275","28490","24710"
"In post","2023","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","EO","505","480","33660","31470"
"In post","2023","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","G6/G7","65","65","64330","60280"
"In post","2023","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","SEO/HEO","330","325","42880","41800"
"In post","2023","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Unknown","85","85","41140","41900"
"In post","2023","West Central Scotland","Glasgow City","Outside London","AA/AO","5150","4640","22730","22400"
