"Status","Year","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Black","HM Revenue and Customs","2125","2060","35830","34400"
"In post","2023","Black","HM Treasury","50","50","41690","38710"
"In post","2023","Black","Home Office","1830","1725","34340","30250"
"In post","2023","Black","Ministry of Defence","755","740","35880","33990"
"In post","2023","Black","Ministry of Justice","4420","4240","32380","30440"
"In post","2023","Black","National Crime Agency","105","105","38370","38640"
"In post","2023","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office for Standards in Education, Children's Services and Skills","75","75","47680","47750"
"In post","2023","Black","Office of Gas and Electricity Markets","115","115","41760","39860"
"In post","2023","Black","Office of Qualifications and Examinations Regulation","20","20","[c]","[c]"
"In post","2023","Black","Office of Rail and Road","20","20","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government","105","100","38360","33520"
"In post","2023","Black","The National Archives","10","10","[c]","[c]"
"In post","2023","Black","UK Export Finance","50","50","47210","42970"
"In post","2023","Black","UK Statistics Authority","130","120","33850","31060"
"In post","2023","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","5","5","[c]","[c]"
"In post","2023","Black","Welsh Government","20","20","[c]","[c]"
"In post","2023","Mixed","Attorney General's Departments","340","320","45750","49050"
"In post","2023","Mixed","Cabinet Office","350","345","44780","35650"
"In post","2023","Mixed","Chancellor's other departments","20","15","[c]","[c]"
"In post","2023","Mixed","Charity Commission","10","10","[c]","[c]"
"In post","2023","Mixed","Competition and Markets Authority","35","35","48980","45190"
"In post","2023","Mixed","Department for Business, Energy and Industrial Strategy","365","355","44680","41540"
"In post","2023","Mixed","Department for Digital, Culture, Media and Sport","85","80","47690","52760"
"In post","2023","Mixed","Department for Education","220","215","43720","41440"
"In post","2023","Mixed","Department for Environment, Food and Rural Affairs","270","260","37730","33950"
"In post","2023","Mixed","Department for International Trade","110","105","48620","42930"
"In post","2023","Mixed","Department for Levelling Up, Housing and Communities","100","100","45320","40800"
"In post","2023","Mixed","Department for Transport","255","245","37570","33850"
"In post","2023","Mixed","Department for Work and Pensions","1585","1465","29970","28120"
"In post","2023","Mixed","Department of Health and Social Care","255","245","46330","41950"
"In post","2023","Mixed","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Food Standards Agency","40","40","40570","38670"
"In post","2023","Mixed","Foreign, Commonwealth and Development Office","280","275","48220","44270"
"In post","2023","Mixed","HM Land Registry","75","70","31710","28080"
"In post","2023","Mixed","HM Revenue and Customs","1020","975","36920","34700"
"In post","2023","Mixed","HM Treasury","105","100","47270","49500"
"In post","2023","Mixed","Home Office","745","695","35370","30320"
"In post","2023","Mixed","Ministry of Defence","700","680","38410","34300"
"In post","2023","Mixed","Ministry of Justice","2120","2015","33090","30840"
"In post","2023","Mixed","National Crime Agency","110","110","40890","39630"
"In post","2023","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","25","25","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","60","60","45000","43650"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","10","10","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","10","10","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Government","175","170","42150","38060"
"In post","2023","Mixed","The National Archives","25","20","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","20","20","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","110","105","35340","31560"
"In post","2023","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Water Services Regulation Authority","10","10","[c]","[c]"
"In post","2023","Mixed","Welsh Government","70","65","42810","39690"
"In post","2023","Other ethnicity","Attorney General's Departments","105","100","44720","42850"
"In post","2023","Other ethnicity","Cabinet Office","85","85","44080","38460"
"In post","2023","Other ethnicity","Chancellor's other departments","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Competition and Markets Authority","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy","110","110","47230","42570"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education","60","55","49400","51360"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","80","80","38480","36350"
"In post","2023","Other ethnicity","Department for International Trade","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","50","50","50020","52160"
"In post","2023","Other ethnicity","Department for Transport","70","70","40020","35760"
"In post","2023","Other ethnicity","Department for Work and Pensions","465","430","31280","28120"
"In post","2023","Other ethnicity","Department of Health and Social Care","120","115","49620","42190"
"In post","2023","Other ethnicity","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Food Standards Agency","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Foreign, Commonwealth and Development Office","130","125","49120","44800"
"In post","2023","Other ethnicity","HM Land Registry","15","15","[c]","[c]"
"In post","2023","Other ethnicity","HM Revenue and Customs","280","270","38530","34700"
"In post","2023","Other ethnicity","HM Treasury","140","135","46650","44130"
"In post","2023","Other ethnicity","Home Office","240","220","34590","30200"
"In post","2023","Other ethnicity","Ministry of Defence","35","35","38790","37850"
"In post","2023","Other ethnicity","Ministry of Justice","535","510","33360","31270"
"In post","2023","Other ethnicity","National Crime Agency","40","40","42500","41180"
"In post","2023","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office for Standards in Education, Children's Services and Skills","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Office of Gas and Electricity Markets","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Office of Qualifications and Examinations Regulation","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Office of Rail and Road","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Government","90","90","37680","33120"
"In post","2023","Other ethnicity","The National Archives","10","10","[c]","[c]"
"In post","2023","Other ethnicity","UK Export Finance","15","15","[c]","[c]"
"In post","2023","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Welsh Government","25","25","[c]","[c]"
"In post","2023","Undeclared","Attorney General's Departments","235","220","47380","51270"
"In post","2023","Undeclared","Cabinet Office","335","325","50200","51020"
"In post","2023","Undeclared","Chancellor's other departments","30","30","[c]","[c]"
"In post","2023","Undeclared","Charity Commission","5","5","[c]","[c]"
"In post","2023","Undeclared","Competition and Markets Authority","30","30","[c]","[c]"
"In post","2023","Undeclared","Department for Business, Energy and Industrial Strategy","465","450","47780","44100"
"In post","2023","Undeclared","Department for Digital, Culture, Media and Sport","45","45","49050","53030"
"In post","2023","Undeclared","Department for Education","300","290","45850","42820"
"In post","2023","Undeclared","Department for Environment, Food and Rural Affairs","590","565","34940","30520"
"In post","2023","Undeclared","Department for International Trade","80","80","50310","50480"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","120","115","48240","48660"
"In post","2023","Undeclared","Department for Transport","995","950","35540","31350"
"In post","2023","Undeclared","Department for Work and Pensions","4050","3590","30080","28120"
"In post","2023","Undeclared","Department of Health and Social Care","350","330","48550","42480"
"In post","2023","Undeclared","Food Standards Agency","30","30","38080","33710"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office","330","325","50110","45390"
"In post","2023","Undeclared","HM Land Registry","225","195","35450","34850"
"In post","2023","Undeclared","HM Revenue and Customs","2500","2310","38480","35000"
"In post","2023","Undeclared","HM Treasury","155","155","58710","54090"
"In post","2023","Undeclared","Home Office","1850","1710","35030","31190"
"In post","2023","Undeclared","Ministry of Defence","2770","2675","39280","38020"
"In post","2023","Undeclared","Ministry of Justice","2415","2265","32920","30880"
"In post","2023","Undeclared","National Crime Agency","200","195","42280","40330"
"In post","2023","Undeclared","Northern Ireland Office","5","5","[c]","[c]"
"In post","2023","Undeclared","Office for Standards in Education, Children's Services and Skills","25","20","[c]","[c]"
"In post","2023","Undeclared","Office of Gas and Electricity Markets","75","75","48240","43690"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","5","5","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","30","25","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Government","645","605","41400","37060"
"In post","2023","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","20","20","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","100","90","37720","31660"
"In post","2023","Undeclared","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","10","10","[c]","[c]"
"In post","2023","Undeclared","Welsh Government","245","230","45640","41700"
"In post","2023","Unknown","Attorney General's Departments","1020","950","49570","52020"
"In post","2023","Unknown","Cabinet Office","1280","1250","48540","41870"
"In post","2023","Unknown","Chancellor's other departments","15","15","[c]","[c]"
"In post","2023","Unknown","Charity Commission","115","115","35830","30170"
"In post","2023","Unknown","Competition and Markets Authority","40","35","78040","74600"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","2185","2105","39390","37420"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport","175","175","45270","40040"
"In post","2023","Unknown","Department for Education","650","630","44800","41440"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","1555","1465","35360","30640"
"In post","2023","Unknown","Department for International Trade","880","870","48050","42300"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","440","430","45830","40800"
"In post","2023","Unknown","Department for Transport","2510","2385","33360","27400"
"In post","2023","Unknown","Department for Work and Pensions","4820","4440","31130","28120"
"In post","2023","Unknown","Department of Health and Social Care","1905","1835","46070","41950"
"In post","2023","Unknown","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","195","195","37910","33610"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","1605","1585","48340","47530"
"In post","2023","Unknown","HM Land Registry","1235","1175","29840","28080"
"In post","2023","Unknown","HM Revenue and Customs","15140","14195","31520","27890"
"In post","2023","Unknown","Home Office","10305","9945","29730","25880"
"In post","2023","Unknown","Ministry of Defence","7680","7505","37040","33910"
"In post","2023","Unknown","Ministry of Justice","12470","11810","30380","28880"
"In post","2023","Unknown","National Crime Agency","505","485","43510","41910"
"In post","2023","Unknown","Northern Ireland Office","40","40","48570","43650"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","85","85","51740","47750"
"In post","2023","Unknown","Office of Gas and Electricity Markets","40","35","49200","45200"
"In post","2023","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","65","65","48240","52360"
"In post","2023","Unknown","Office of the Secretary of State for Wales","10","10","[c]","[c]"
"In post","2023","Unknown","Scottish Government","8780","8325","34540","31290"
"In post","2023","Unknown","The National Archives","110","110","37060","35010"
"In post","2023","Unknown","UK Statistics Authority","895","795","33340","31060"
"In post","2023","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Welsh Government","225","215","41500","34520"
"In post","2023","White","Attorney General's Departments","7175","6715","46050","49050"
"In post","2023","White","Cabinet Office","7065","6905","49460","41870"
"In post","2023","White","Chancellor's other departments","285","275","63980","55000"
"In post","2023","White","Charity Commission","345","330","35750","30170"
"In post","2023","White","Competition and Markets Authority","625","605","65710","61670"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","9855","9405","43770","41070"
"In post","2023","White","Department for Digital, Culture, Media and Sport","1365","1340","50550","53030"
"In post","2023","White","Department for Education","6080","5835","46260","43250"
"In post","2023","White","Department for Environment, Food and Rural Affairs","9775","9300","37060","33830"
"In post","2023","White","Department for International Trade","1960","1925","49570","45190"
"In post","2023","White","Department for Levelling Up, Housing and Communities","2965","2840","48750","49700"
"In post","2023","White","Department for Transport","11555","10640","34120","27450"
"In post","2023","White","Department for Work and Pensions","65245","58105","29800","28120"
"In post","2023","White","Department of Health and Social Care","5955","5675","49350","43810"
"In post","2023","White","Estyn","120","110","60250","78500"
"In post","2023","White","Food Standards Agency","1175","1135","39070","34540"
"In post","2023","White","Foreign, Commonwealth and Development Office","5705","5565","50510","48400"
"In post","2023","White","HM Land Registry","4875","4365","33110","28080"
"In post","2023","White","HM Revenue and Customs","44830","41525","36500","34700"
"In post","2023","White","HM Treasury","1915","1860","49290","52500"
"In post","2023","White","Home Office","23580","22035","34250","28730"
"In post","2023","White","Ministry of Defence","44715","43120","36740","33990"
"In post","2023","White","Ministry of Justice","64870","60645","32560","30440"
"In post","2023","White","National Crime Agency","4315","4200","42960","40440"
"In post","2023","White","Northern Ireland Office","110","110","46380","41360"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","1695","1640","53440","52750"
"In post","2023","White","Office of Gas and Electricity Markets","1055","1040","46400","43650"
"In post","2023","White","Office of Qualifications and Examinations Regulation","265","255","46360","42230"
"In post","2023","White","Office of Rail and Road","270","260","57160","57260"
"In post","2023","White","Office of the Secretary of State for Scotland","60","60","57510","56080"
"In post","2023","White","Office of the Secretary of State for Wales","30","30","52800","52010"
"In post","2023","White","Scottish Government","17495","16650","41640","37060"
"In post","2023","White","The National Archives","390","365","38220","35000"
"In post","2023","White","UK Export Finance","320","315","58520","54000"
"In post","2023","White","UK Statistics Authority","4660","4185","35910","31660"
"In post","2023","White","UK Supreme Court","40","35","40770","37230"
"In post","2023","White","Water Services Regulation Authority","200","190","60600","55880"
"In post","2023","White","Welsh Government","5400","5100","43830","39690"
"Leaver CS","2023","Asian","Attorney General's Departments","75","[c]","39390","38760"
"Leaver CS","2023","Asian","Cabinet Office","70","[c]","41690","35870"
"Leaver CS","2023","Asian","Chancellor's other departments","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Competition and Markets Authority","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","70","[c]","38960","35370"
"Leaver CS","2023","Asian","Department for Digital, Culture, Media and Sport","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Education","50","[c]","38670","37590"
"Leaver CS","2023","Asian","Department for Environment, Food and Rural Affairs","50","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for International Trade","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Levelling Up, Housing and Communities","35","[c]","37740","33210"
"Leaver CS","2023","Asian","Department for Transport","70","[c]","32330","26960"
"Leaver CS","2023","Asian","Department for Work and Pensions","655","[c]","29070","28120"
"Leaver CS","2023","Asian","Department of Health and Social Care","240","[c]","37080","32560"
"Leaver CS","2023","Asian","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Foreign, Commonwealth and Development Office","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Land Registry","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","365","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury","70","[c]","37810","33630"
"Leaver CS","2023","Asian","Home Office","215","[c]","33810","29820"
"Leaver CS","2023","Asian","Ministry of Defence","125","[c]","34290","32550"
"Leaver CS","2023","Asian","Ministry of Justice","385","[c]","29520","25480"
"Leaver CS","2023","Asian","National Crime Agency","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","35","[c]","46880","40700"
"Leaver CS","2023","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","The National Archives","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Export Finance","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Water Services Regulation Authority","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","60","[c]","39050","30160"
"Leaver CS","2023","Black","Cabinet Office","30","[c]","40130","35650"
"Leaver CS","2023","Black","Chancellor's other departments","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Competition and Markets Authority","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","50","[c]","38250","34660"
"Leaver CS","2023","Black","Department for Digital, Culture, Media and Sport","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","35","[c]","40250","37870"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Work and Pensions","485","[c]","29520","30670"
"Leaver CS","2023","Black","Department of Health and Social Care","160","[c]","35840","33330"
"Leaver CS","2023","Black","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs","135","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Treasury","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","115","[c]","37390","31890"
"Leaver CS","2023","Black","Ministry of Defence","95","[c]","35610","34300"
"Leaver CS","2023","Black","Ministry of Justice","440","[c]","30460","25480"
"Leaver CS","2023","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Standards in Education, Children's Services and Skills","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Gas and Electricity Markets","30","[c]","37930","34950"
"Leaver CS","2023","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scottish Government","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Export Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Statistics Authority","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Water Services Regulation Authority","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Attorney General's Departments","30","[c]","39860","38760"
"Leaver CS","2023","Mixed","Cabinet Office","30","[c]","43590","41430"
"Leaver CS","2023","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Business, Energy and Industrial Strategy","35","[c]","43800","40050"
"Leaver CS","2023","Mixed","Department for Digital, Culture, Media and Sport","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Education","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Environment, Food and Rural Affairs","30","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for International Trade","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Levelling Up, Housing and Communities","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Transport","30","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","195","[c]","28320","28120"
"Leaver CS","2023","Mixed","Department of Health and Social Care","80","[c]","34490","30210"
"Leaver CS","2023","Mixed","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Foreign, Commonwealth and Development Office","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","HM Revenue and Customs","60","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","HM Treasury","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Home Office","45","[c]","36080","30200"
"Leaver CS","2023","Mixed","Ministry of Defence","60","[c]","36770","30800"
"Leaver CS","2023","Mixed","Ministry of Justice","245","[c]","32130","28880"
"Leaver CS","2023","Mixed","National Crime Agency","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","The National Archives","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","UK Statistics Authority","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Cabinet Office","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
