"Status","Year","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Unknown","Department for International Trade","60","[c]","43260","38240"
"Leaver Dept.","2023","Unknown","Department for Levelling Up, Housing and Communities","75","[c]","42530","36300"
"Leaver Dept.","2023","Unknown","Department for Transport","120","[c]","35170","32630"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions","230","[c]","31990","28120"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care","280","[c]","43230","40070"
"Leaver Dept.","2023","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office","165","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","HM Revenue and Customs","420","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Home Office","305","[c]","36390","32000"
"Leaver Dept.","2023","Unknown","Ministry of Defence","105","[c]","39040","37850"
"Leaver Dept.","2023","Unknown","Ministry of Justice","305","[c]","32970","30450"
"Leaver Dept.","2023","Unknown","National Crime Agency","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government","70","[c]","41060","34730"
"Leaver Dept.","2023","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Statistics Authority","40","[c]","32290","31060"
"Leaver Dept.","2023","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Attorney General's Departments","170","[c]","43590","38860"
"Leaver Dept.","2023","White","Cabinet Office","725","[c]","45220","40600"
"Leaver Dept.","2023","White","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Charity Commission","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Competition and Markets Authority","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Business, Energy and Industrial Strategy","430","[c]","42950","40050"
"Leaver Dept.","2023","White","Department for Digital, Culture, Media and Sport","160","[c]","46730","38400"
"Leaver Dept.","2023","White","Department for Education","350","[c]","44650","41440"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs","390","[c]","27050","25190"
"Leaver Dept.","2023","White","Department for International Trade","100","[c]","45200","38520"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities","280","[c]","43240","37540"
"Leaver Dept.","2023","White","Department for Transport","380","[c]","36230","31660"
"Leaver Dept.","2023","White","Department for Work and Pensions","1830","[c]","30030","28120"
"Leaver Dept.","2023","White","Department of Health and Social Care","260","[c]","44890","39320"
"Leaver Dept.","2023","White","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","45","[c]","39690","37460"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office","40","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","760","[c]","32070","26960"
"Leaver Dept.","2023","White","HM Treasury","205","[c]","48530","44540"
"Leaver Dept.","2023","White","Home Office","620","[c]","39680","32640"
"Leaver Dept.","2023","White","Ministry of Defence","520","[c]","37000","34300"
"Leaver Dept.","2023","White","Ministry of Justice","1110","[c]","35130","31270"
"Leaver Dept.","2023","White","National Crime Agency","65","[c]","39530","39020"
"Leaver Dept.","2023","White","Northern Ireland Office","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office for Standards in Education, Children's Services and Skills","35","[c]","44040","36330"
"Leaver Dept.","2023","White","Office of Gas and Electricity Markets","55","[c]","38040","33400"
"Leaver Dept.","2023","White","Office of Qualifications and Examinations Regulation","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of Rail and Road","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of the Secretary of State for Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Government","95","[c]","40370","36330"
"Leaver Dept.","2023","White","The National Archives","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Export Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Statistics Authority","160","[c]","35600","31560"
"Leaver Dept.","2023","White","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Water Services Regulation Authority","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Welsh Government","60","[c]","42400","38160"
"New entrant CS","2023","Asian","Attorney General's Departments","225","[c]","31560","26900"
"New entrant CS","2023","Asian","Cabinet Office","110","[c]","32890","28840"
"New entrant CS","2023","Asian","Chancellor's other departments","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Competition and Markets Authority","45","[c]","35920","28850"
"New entrant CS","2023","Asian","Department for Business, Energy and Industrial Strategy","70","[c]","35510","33520"
"New entrant CS","2023","Asian","Department for Digital, Culture, Media and Sport","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Education","55","[c]","35960","33950"
"New entrant CS","2023","Asian","Department for Environment, Food and Rural Affairs","115","[c]","34090","29080"
"New entrant CS","2023","Asian","Department for International Trade","55","[c]","38710","35010"
"New entrant CS","2023","Asian","Department for Levelling Up, Housing and Communities","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Transport","125","[c]","27680","22500"
"New entrant CS","2023","Asian","Department for Work and Pensions","480","[c]","27200","21690"
"New entrant CS","2023","Asian","Department of Health and Social Care","140","[c]","36780","33500"
"New entrant CS","2023","Asian","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Land Registry","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Revenue and Customs","695","[c]","27960","22520"
"New entrant CS","2023","Asian","HM Treasury","60","[c]","32480","29970"
"New entrant CS","2023","Asian","Home Office","235","[c]","28360","26400"
"New entrant CS","2023","Asian","Ministry of Defence","165","[c]","33520","30650"
"New entrant CS","2023","Asian","Ministry of Justice","800","[c]","26390","23640"
"New entrant CS","2023","Asian","National Crime Agency","30","[c]","35310","34340"
"New entrant CS","2023","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","40","[c]","35240","30340"
"New entrant CS","2023","Asian","Office of Gas and Electricity Markets","90","[c]","38740","33400"
"New entrant CS","2023","Asian","Office of Qualifications and Examinations Regulation","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Rail and Road","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Government","55","[c]","34010","29100"
"New entrant CS","2023","Asian","The National Archives","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Export Finance","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Statistics Authority","90","[c]","32330","31060"
"New entrant CS","2023","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Water Services Regulation Authority","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Welsh Government","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Attorney General's Departments","95","[c]","32160","27760"
"New entrant CS","2023","Black","Cabinet Office","55","[c]","39800","28840"
"New entrant CS","2023","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Competition and Markets Authority","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Business, Energy and Industrial Strategy","30","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Education","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Environment, Food and Rural Affairs","55","[c]","32980","30320"
"New entrant CS","2023","Black","Department for International Trade","25","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Levelling Up, Housing and Communities","20","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Transport","35","[c]","27310","22500"
"New entrant CS","2023","Black","Department for Work and Pensions","160","[c]","29210","28120"
"New entrant CS","2023","Black","Department of Health and Social Care","40","[c]","37310","32980"
"New entrant CS","2023","Black","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Food Standards Agency","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","HM Revenue and Customs","255","[c]","29800","26920"
"New entrant CS","2023","Black","HM Treasury","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Home Office","110","[c]","27760","26400"
"New entrant CS","2023","Black","Ministry of Defence","75","[c]","32390","32500"
"New entrant CS","2023","Black","Ministry of Justice","615","[c]","28030","27640"
"New entrant CS","2023","Black","National Crime Agency","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Office for Standards in Education, Children's Services and Skills","25","[c]","[c]","[c]"
"New entrant CS","2023","Black","Office of Gas and Electricity Markets","50","[c]","38070","36000"
"New entrant CS","2023","Black","Office of Qualifications and Examinations Regulation","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Scottish Government","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","UK Export Finance","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","UK Statistics Authority","55","[c]","31980","31060"
"New entrant CS","2023","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Attorney General's Departments","65","[c]","33640","29180"
"New entrant CS","2023","Mixed","Cabinet Office","55","[c]","34260","28840"
"New entrant CS","2023","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Charity Commission","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Competition and Markets Authority","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Business, Energy and Industrial Strategy","35","[c]","33330","31120"
"New entrant CS","2023","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Education","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Environment, Food and Rural Affairs","50","[c]","34430","29080"
"New entrant CS","2023","Mixed","Department for International Trade","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Levelling Up, Housing and Communities","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Department for Transport","40","[c]","26970","26640"
"New entrant CS","2023","Mixed","Department for Work and Pensions","110","[c]","26990","25610"
"New entrant CS","2023","Mixed","Department of Health and Social Care","40","[c]","38690","33500"
"New entrant CS","2023","Mixed","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Revenue and Customs","95","[c]","28810","26920"
"New entrant CS","2023","Mixed","HM Treasury","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Home Office","65","[c]","28360","25880"
"New entrant CS","2023","Mixed","Ministry of Defence","105","[c]","31930","27500"
"New entrant CS","2023","Mixed","Ministry of Justice","365","[c]","27040","24070"
"New entrant CS","2023","Mixed","National Crime Agency","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Office for Standards in Education, Children's Services and Skills","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Office of Gas and Electricity Markets","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Scottish Government","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","The National Archives","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Statistics Authority","35","[c]","29020","28080"
"New entrant CS","2023","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Welsh Government","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Attorney General's Departments","20","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Cabinet Office","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","20","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for International Trade","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Transport","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Department for Work and Pensions","30","[c]","27440","21690"
"New entrant CS","2023","Other ethnicity","Department of Health and Social Care","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","HM Revenue and Customs","25","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","HM Treasury","40","[c]","33880","28500"
"New entrant CS","2023","Other ethnicity","Home Office","20","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Ministry of Defence","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Ministry of Justice","70","[c]","27380","27640"
"New entrant CS","2023","Other ethnicity","National Crime Agency","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","UK Export Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Attorney General's Departments","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Cabinet Office","35","[c]","35820","28840"
"New entrant CS","2023","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Competition and Markets Authority","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Environment, Food and Rural Affairs","60","[c]","30500","25920"
"New entrant CS","2023","Undeclared","Department for International Trade","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Transport","50","[c]","38500","28610"
"New entrant CS","2023","Undeclared","Department for Work and Pensions","75","[c]","27540","21690"
"New entrant CS","2023","Undeclared","Department of Health and Social Care","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","HM Revenue and Customs","35","[c]","35540","31150"
"New entrant CS","2023","Undeclared","HM Treasury","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Home Office","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Ministry of Defence","45","[c]","38000","33830"
"New entrant CS","2023","Undeclared","Ministry of Justice","170","[c]","26700","24070"
"New entrant CS","2023","Undeclared","National Crime Agency","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Scottish Government","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","UK Statistics Authority","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","UK Supreme Court","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Welsh Government","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Attorney General's Departments","40","[c]","35170","30160"
"New entrant CS","2023","Unknown","Cabinet Office","190","[c]","40810","28840"
"New entrant CS","2023","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Charity Commission","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Department for Business, Energy and Industrial Strategy","360","[c]","33770","31120"
"New entrant CS","2023","Unknown","Department for Digital, Culture, Media and Sport","55","[c]","34900","34530"
"New entrant CS","2023","Unknown","Department for Education","85","[c]","32750","30330"
"New entrant CS","2023","Unknown","Department for Environment, Food and Rural Affairs","405","[c]","30540","25920"
"New entrant CS","2023","Unknown","Department for International Trade","215","[c]","38280","35010"
"New entrant CS","2023","Unknown","Department for Levelling Up, Housing and Communities","85","[c]","35010","31290"
"New entrant CS","2023","Unknown","Department for Transport","625","[c]","27720","26780"
"New entrant CS","2023","Unknown","Department for Work and Pensions","530","[c]","28570","21690"
"New entrant CS","2023","Unknown","Department of Health and Social Care","665","[c]","40030","34190"
"New entrant CS","2023","Unknown","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Food Standards Agency","90","[c]","31850","30960"
"New entrant CS","2023","Unknown","HM Land Registry","235","[c]","28940","23390"
"New entrant CS","2023","Unknown","HM Revenue and Customs","1755","[c]","26060","22520"
"New entrant CS","2023","Unknown","Home Office","5995","[c]","26190","25750"
"New entrant CS","2023","Unknown","Ministry of Defence","2325","[c]","30460","27080"
"New entrant CS","2023","Unknown","Ministry of Justice","4850","[c]","26520","25480"
"New entrant CS","2023","Unknown","National Crime Agency","35","[c]","41880","36040"
"New entrant CS","2023","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","40","[c]","53920","47750"
"New entrant CS","2023","Unknown","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Scotland","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Scottish Government","2555","[c]","30380","29100"
"New entrant CS","2023","Unknown","The National Archives","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Statistics Authority","150","[c]","25650","21200"
"New entrant CS","2023","Unknown","Welsh Government","30","[c]","28430","22150"
"New entrant CS","2023","White","Attorney General's Departments","810","[c]","33320","27760"
"New entrant CS","2023","White","Cabinet Office","815","[c]","37970","28840"
"New entrant CS","2023","White","Chancellor's other departments","40","[c]","48280","43380"
"New entrant CS","2023","White","Charity Commission","50","[c]","32730","30170"
"New entrant CS","2023","White","Competition and Markets Authority","90","[c]","48620","42920"
"New entrant CS","2023","White","Department for Business, Energy and Industrial Strategy","725","[c]","33000","31120"
"New entrant CS","2023","White","Department for Digital, Culture, Media and Sport","110","[c]","36760","35040"
"New entrant CS","2023","White","Department for Education","325","[c]","36800","34030"
"New entrant CS","2023","White","Department for Environment, Food and Rural Affairs","1285","[c]","32260","29080"
"New entrant CS","2023","White","Department for International Trade","445","[c]","40390","38050"
"New entrant CS","2023","White","Department for Levelling Up, Housing and Communities","235","[c]","38930","35100"
"New entrant CS","2023","White","Department for Transport","925","[c]","27940","24000"
"New entrant CS","2023","White","Department for Work and Pensions","2315","[c]","28980","28000"
"New entrant CS","2023","White","Department of Health and Social Care","550","[c]","42820","37420"
"New entrant CS","2023","White","Estyn","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Food Standards Agency","65","[c]","34070","31260"
"New entrant CS","2023","White","Foreign, Commonwealth and Development Office","15","[c]","[c]","[c]"
"New entrant CS","2023","White","HM Land Registry","110","[c]","27530","23390"
"New entrant CS","2023","White","HM Revenue and Customs","2310","[c]","28810","22520"
"New entrant CS","2023","White","HM Treasury","200","[c]","34490","28500"
"New entrant CS","2023","White","Home Office","1345","[c]","26590","25750"
"New entrant CS","2023","White","Ministry of Defence","3325","[c]","32040","28360"
"New entrant CS","2023","White","Ministry of Justice","7735","[c]","26290","24070"
"New entrant CS","2023","White","National Crime Agency","400","[c]","38090","36040"
"New entrant CS","2023","White","Northern Ireland Office","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Office for Standards in Education, Children's Services and Skills","340","[c]","51970","47750"
"New entrant CS","2023","White","Office of Gas and Electricity Markets","290","[c]","39700","33400"
"New entrant CS","2023","White","Office of Qualifications and Examinations Regulation","55","[c]","40130","34000"
"New entrant CS","2023","White","Office of Rail and Road","30","[c]","41990","39330"
"New entrant CS","2023","White","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Office of the Secretary of State for Wales","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Scottish Government","1365","[c]","32290","29100"
"New entrant CS","2023","White","The National Archives","75","[c]","32050","29840"
"New entrant CS","2023","White","UK Export Finance","50","[c]","52210","45000"
"New entrant CS","2023","White","UK Statistics Authority","745","[c]","29830","24840"
"New entrant CS","2023","White","UK Supreme Court","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Water Services Regulation Authority","30","[c]","55310","49000"
"New entrant CS","2023","White","Welsh Government","250","[c]","33910","32460"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Parent_department","Government Department, total figures for both Ministerial and Non-Ministerial Departments include all of their Executive Agencies.","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
