"Status","Year","Ethnicity","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Black","London","Ealing","85","80","33750","32520"
"In post","2023","Black","London","Enfield","70","70","32140","32520"
"In post","2023","Black","London","Hackney and Newham","925","885","37450","32540"
"In post","2023","Black","London","Haringey and Islington","415","395","32520","32520"
"In post","2023","Black","London","Harrow and Hillingdon","215","200","31930","30200"
"In post","2023","Black","London","Hounslow and Richmond upon Thames","180","170","33450","32980"
"In post","2023","Black","London","Kensington & Chelsea and Hammersmith & Fulham","205","195","33060","32920"
"In post","2023","Black","London","Lambeth","380","365","34580","32520"
"In post","2023","Black","London","Lewisham and Southwark","350","335","33050","32520"
"In post","2023","Black","London","Merton, Kingston upon Thames and Sutton","80","75","33390","32520"
"In post","2023","Black","London","Redbridge and Waltham Forest","330","305","31240","31260"
"In post","2023","Black","London","Tower Hamlets","565","550","40470","36540"
"In post","2023","Black","London","Wandsworth","235","220","33120","32520"
"In post","2023","Black","London","Westminster","3570","3510","41670","37860"
"In post","2023","Black","North East (England)","Darlington","25","25","[c]","[c]"
"In post","2023","Black","North East (England)","Durham","15","15","[c]","[c]"
"In post","2023","Black","North East (England)","Hartlepool and Stockton-on-Tees","5","5","[c]","[c]"
"In post","2023","Black","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Black","North East (England)","South Teesside","10","10","[c]","[c]"
"In post","2023","Black","North East (England)","Sunderland","10","10","[c]","[c]"
"In post","2023","Black","North East (England)","Tyneside","140","135","31560","28120"
"In post","2023","Black","North West (England)","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","Blackpool","25","25","[c]","[c]"
"In post","2023","Black","North West (England)","Cheshire East","15","15","[c]","[c]"
"In post","2023","Black","North West (England)","Cheshire West and Chester","5","5","[c]","[c]"
"In post","2023","Black","North West (England)","Chorley and West Lancashire","5","5","[c]","[c]"
"In post","2023","Black","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","East Merseyside","5","5","[c]","[c]"
"In post","2023","Black","North West (England)","Greater Manchester North East","25","25","[c]","[c]"
"In post","2023","Black","North West (England)","Greater Manchester North West","30","25","[c]","[c]"
"In post","2023","Black","North West (England)","Greater Manchester South East","25","25","[c]","[c]"
"In post","2023","Black","North West (England)","Greater Manchester South West","405","390","30620","28130"
"In post","2023","Black","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","Liverpool","115","110","29850","25880"
"In post","2023","Black","North West (England)","Manchester","255","245","33610","30330"
"In post","2023","Black","North West (England)","Mid Lancashire","35","30","29150","28120"
"In post","2023","Black","North West (England)","Sefton","35","35","31340","28120"
"In post","2023","Black","North West (England)","Warrington","20","20","[c]","[c]"
"In post","2023","Black","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","Wirral","10","5","[c]","[c]"
"In post","2023","Black","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Belfast","5","5","[c]","[c]"
"In post","2023","Black","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","Overseas","70","70","48280","50400"
"In post","2023","Black","Scotland","Aberdeen City and Aberdeenshire","20","15","[c]","[c]"
"In post","2023","Black","Scotland","Angus and Dundee City","15","15","[c]","[c]"
"In post","2023","Black","Scotland","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","City of Edinburgh","110","105","35000","31940"
"In post","2023","Black","Scotland","Clackmannanshire and Fife","5","5","[c]","[c]"
"In post","2023","Black","Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Glasgow City","165","160","30770","28120"
"In post","2023","Black","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","North Lanarkshire","10","10","[c]","[c]"
"In post","2023","Black","Scotland","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","South Lanarkshire","30","30","34410","28120"
"In post","2023","Black","Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2023","Black","South East (England)","Berkshire","95","90","32220","31280"
"In post","2023","Black","South East (England)","Brighton and Hove","10","10","[c]","[c]"
"In post","2023","Black","South East (England)","Buckinghamshire","60","55","31180","28800"
"In post","2023","Black","South East (England)","Central Hampshire","55","55","34560","33830"
"In post","2023","Black","South East (England)","East Kent","55","50","31940","25880"
"In post","2023","Black","South East (England)","East Surrey","115","115","34360","34110"
"In post","2023","Black","South East (England)","East Sussex CC","20","15","[c]","[c]"
"In post","2023","Black","South East (England)","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Black","South East (England)","Kent Thames Gateway","65","65","33510","31280"
"In post","2023","Black","South East (England)","Medway","65","65","33010","31280"
"In post","2023","Black","South East (England)","Mid Kent","30","25","[c]","[c]"
"In post","2023","Black","South East (England)","Milton Keynes","105","105","32100","28770"
"In post","2023","Black","South East (England)","North Hampshire","25","20","[c]","[c]"
"In post","2023","Black","South East (England)","Oxfordshire CC","50","45","29550","28120"
"In post","2023","Black","South East (England)","Portsmouth","20","20","[c]","[c]"
"In post","2023","Black","South East (England)","South Hampshire","60","50","29180","26340"
"In post","2023","Black","South East (England)","Southampton","20","20","[c]","[c]"
"In post","2023","Black","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Black","South East (England)","West Surrey","65","60","34050","31280"
"In post","2023","Black","South East (England)","West Sussex (North East)","45","35","29840","28120"
"In post","2023","Black","South East (England)","West Sussex (South West)","20","20","[c]","[c]"
"In post","2023","Black","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","270","265","36410","34890"
"In post","2023","Black","South West (England)","Bournemouth, Christchurch and Poole","10","10","[c]","[c]"
"In post","2023","Black","South West (England)","Bristol, City of","175","165","33320","29320"
"In post","2023","Black","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","Black","South West (England)","Devon CC","20","15","[c]","[c]"
"In post","2023","Black","South West (England)","Dorset","5","5","[c]","[c]"
"In post","2023","Black","South West (England)","Gloucestershire CC","20","15","[c]","[c]"
"In post","2023","Black","South West (England)","Plymouth","5","5","[c]","[c]"
"In post","2023","Black","South West (England)","Somerset CC","5","5","[c]","[c]"
"In post","2023","Black","South West (England)","Swindon","10","10","[c]","[c]"
"In post","2023","Black","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Black","South West (England)","Wiltshire","60","60","34740","33990"
"In post","2023","Black","Unknown","Unknown","30","30","33330","28120"
"In post","2023","Black","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Black","Wales","Cardiff and Vale of Glamorgan","110","105","32520","28130"
"In post","2023","Black","Wales","Central Valleys","30","30","30840","28120"
"In post","2023","Black","Wales","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Wales","Flintshire and Wrexham","10","10","[c]","[c]"
"In post","2023","Black","Wales","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Black","Wales","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Black","Wales","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Black","Wales","Monmouthshire and Newport","70","65","35460","31560"
"In post","2023","Black","Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Black","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Black","Wales","Swansea","35","35","26260","26730"
"In post","2023","Black","West Midlands (England)","Birmingham","915","860","30530","28120"
"In post","2023","Black","West Midlands (England)","Coventry","100","100","33910","30530"
"In post","2023","Black","West Midlands (England)","Dudley","45","45","26850","28120"
"In post","2023","Black","West Midlands (England)","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Black","West Midlands (England)","Sandwell","45","45","28140","28120"
"In post","2023","Black","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","West Midlands (England)","Solihull","35","35","34430","28120"
"In post","2023","Black","West Midlands (England)","Staffordshire CC","85","80","31830","29890"
"In post","2023","Black","West Midlands (England)","Stoke-on-Trent","15","15","[c]","[c]"
"In post","2023","Black","West Midlands (England)","Telford and Wrekin","40","40","36580","34850"
"In post","2023","Black","West Midlands (England)","Walsall","30","25","[c]","[c]"
"In post","2023","Black","West Midlands (England)","Warwickshire CC","35","30","27580","28120"
"In post","2023","Black","West Midlands (England)","Wolverhampton","80","75","27310","26840"
"In post","2023","Black","West Midlands (England)","Worcestershire CC","35","30","33950","30960"
"In post","2023","Black","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","15","15","[c]","[c]"
"In post","2023","Black","Yorkshire and The Humber","Bradford","35","35","26730","23410"
"In post","2023","Black","Yorkshire and The Humber","Calderdale and Kirklees","30","25","[c]","[c]"
"In post","2023","Black","Yorkshire and The Humber","East Riding of Yorkshire","15","15","[c]","[c]"
"In post","2023","Black","Yorkshire and The Humber","Kingston upon Hull, City of","15","15","[c]","[c]"
"In post","2023","Black","Yorkshire and The Humber","Leeds","365","355","32540","28130"
"In post","2023","Black","Yorkshire and The Humber","North Yorkshire CC","10","10","[c]","[c]"
