"Status","Year","Age","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","60-64","Unknown","Serious Fraud Office","5","5","[c]","[c]"
"In post","2023","60-64","Unknown","Social Security Scotland","70","65","29730","29100"
"In post","2023","60-64","Unknown","Student Awards Agency for Scotland","5","5","[c]","[c]"
"In post","2023","60-64","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","The Insolvency Service","30","30","31430","28090"
"In post","2023","60-64","Unknown","The National Archives","10","10","[c]","[c]"
"In post","2023","60-64","Unknown","Transport Scotland","10","10","[c]","[c]"
"In post","2023","60-64","Unknown","UK Health Security Agency","25","25","[c]","[c]"
"In post","2023","60-64","Unknown","UK Hydrographic Office","20","15","[c]","[c]"
"In post","2023","60-64","Unknown","UK Statistics Authority","60","45","23380","21200"
"In post","2023","60-64","Unknown","Valuation Office Agency","75","65","31940","27810"
"In post","2023","60-64","Unknown","Welsh Government (excl. agencies)","10","5","[c]","[c]"
"In post","2023","60-64","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","Accountant in Bankruptcy","10","5","[c]","[c]"
"In post","2023","60-64","White","Active Travel England","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","Advisory, Conciliation and Arbitration Service","85","60","36860","35190"
"In post","2023","60-64","White","Animal and Plant Health Agency","205","180","32420","26850"
"In post","2023","60-64","White","Building Digital UK","5","5","[c]","[c]"
"In post","2023","60-64","White","Cabinet Office (excl. agencies)","185","160","50150","39010"
"In post","2023","60-64","White","Centre for Environment, Fisheries and Aquaculture Science","45","40","40320","37300"
"In post","2023","60-64","White","Charity Commission","40","35","36460","30240"
"In post","2023","60-64","White","Companies House","105","85","27910","23240"
"In post","2023","60-64","White","Competition and Markets Authority","20","20","[c]","[c]"
"In post","2023","60-64","White","Criminal Injuries Compensation Authority","25","25","[c]","[c]"
"In post","2023","60-64","White","Crown Commercial Service","35","35","44790","41250"
"In post","2023","60-64","White","Crown Office and Procurator Fiscal Service","130","110","39760","31540"
"In post","2023","60-64","White","Crown Prosecution Service","350","290","45860","49050"
"In post","2023","60-64","White","Defence Electronics and Components Agency","55","50","29150","30060"
"In post","2023","60-64","White","Defence Equipment and Support","850","770","40680","38870"
"In post","2023","60-64","White","Defence Science and Technology Laboratory","230","200","46570","49260"
"In post","2023","60-64","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","125","110","52790","50700"
"In post","2023","60-64","White","Department for Digital, Culture, Media and Sport (excl. agencies)","30","30","56890","53470"
"In post","2023","60-64","White","Department for Education (excl. agencies)","205","185","49720","51360"
"In post","2023","60-64","White","Department for Environment, Food and Rural Affairs (excl. agencies)","210","195","43340","40260"
"In post","2023","60-64","White","Department for International Trade","80","80","50620","45190"
"In post","2023","60-64","White","Department for Levelling Up, Housing and Communities (excl. agencies)","95","85","47320","43720"
"In post","2023","60-64","White","Department for Transport (excl. agencies)","100","90","55230","46730"
"In post","2023","60-64","White","Department for Work and Pensions (excl. agencies)","8320","6385","28090","28120"
"In post","2023","60-64","White","Department of Health and Social Care (excl. agencies)","70","60","52700","50830"
"In post","2023","60-64","White","Disclosure Scotland","20","20","[c]","[c]"
"In post","2023","60-64","White","Driver and Vehicle Licensing Agency","535","390","26040","22500"
"In post","2023","60-64","White","Driver and Vehicle Standards Agency","525","455","29880","27490"
"In post","2023","60-64","White","Education Scotland","20","20","[c]","[c]"
"In post","2023","60-64","White","Education and Skills Funding Agency","20","20","[c]","[c]"
"In post","2023","60-64","White","Estyn","10","10","[c]","[c]"
"In post","2023","60-64","White","FCDO Services","70","65","44330","43150"
"In post","2023","60-64","White","Food Standards Agency","110","100","35300","29430"
"In post","2023","60-64","White","Food Standards Scotland","15","15","[c]","[c]"
"In post","2023","60-64","White","Foreign, Commonwealth and Development Office (excl. agencies)","240","225","54400","49870"
"In post","2023","60-64","White","Forestry and Land Scotland","110","95","34100","32220"
"In post","2023","60-64","White","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","Government Commercial Organisation","55","50","77710","69690"
"In post","2023","60-64","White","Government Internal Audit Agency","55","40","48890","46670"
"In post","2023","60-64","White","Government Legal Department","75","65","66300","68280"
"In post","2023","60-64","White","Government Property Agency","15","15","[c]","[c]"
"In post","2023","60-64","White","HM Courts and Tribunals Service","1340","1135","25950","21780"
"In post","2023","60-64","White","HM Land Registry","485","340","33520","34850"
"In post","2023","60-64","White","HM Prison and Probation Service","3865","3060","31550","29050"
"In post","2023","60-64","White","HM Revenue and Customs (excl. agencies)","3890","2995","33800","29730"
"In post","2023","60-64","White","HM Treasury (excl. agencies)","25","25","[c]","[c]"
"In post","2023","60-64","White","Health and Safety Executive","190","165","48030","46780"
"In post","2023","60-64","White","Home Office","1785","1440","32150","27650"
"In post","2023","60-64","White","Institute for Apprenticeships and Technical Education","5","5","[c]","[c]"
"In post","2023","60-64","White","Intellectual Property Office","75","60","39050","32740"
"In post","2023","60-64","White","Legal Aid Agency","85","75","32920","27170"
"In post","2023","60-64","White","Maritime and Coastguard Agency","55","50","38520","39820"
"In post","2023","60-64","White","Medicines and Healthcare Products Regulatory Agency","55","50","58080","54990"
"In post","2023","60-64","White","Met Office","90","75","42480","40100"
"In post","2023","60-64","White","Ministry of Defence (excl. agencies)","3865","3600","31550","27470"
"In post","2023","60-64","White","Ministry of Justice (excl. agencies)","255","230","42600","41510"
"In post","2023","60-64","White","National Crime Agency","280","260","43420","42120"
"In post","2023","60-64","White","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","National Records of Scotland","30","25","[c]","[c]"
"In post","2023","60-64","White","National Savings and Investments","10","10","[c]","[c]"
"In post","2023","60-64","White","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","Office for Standards in Education, Children's Services and Skills","120","105","56920","52750"
"In post","2023","60-64","White","Office of Gas and Electricity Markets","25","25","[c]","[c]"
"In post","2023","60-64","White","Office of Qualifications and Examinations Regulation","15","15","[c]","[c]"
"In post","2023","60-64","White","Office of Rail and Road","20","15","[c]","[c]"
"In post","2023","60-64","White","Office of the Public Guardian","60","50","25410","21780"
"In post","2023","60-64","White","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","Planning Inspectorate","50","40","55610","60050"
"In post","2023","60-64","White","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","Registers of Scotland","80","70","34570","32510"
"In post","2023","60-64","White","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","Rural Payments Agency","160","135","27550","24030"
"In post","2023","60-64","White","Scottish Courts and Tribunals Service","65","50","28800","25060"
"In post","2023","60-64","White","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","Scottish Forestry","15","15","[c]","[c]"
"In post","2023","60-64","White","Scottish Government (excl. agencies)","360","310","48410","43330"
"In post","2023","60-64","White","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","Scottish Prison Service","150","100","38380","37060"
"In post","2023","60-64","White","Scottish Public Pensions Agency","20","15","[c]","[c]"
"In post","2023","60-64","White","Serious Fraud Office","15","15","[c]","[c]"
"In post","2023","60-64","White","Social Security Scotland","60","55","32070","29450"
"In post","2023","60-64","White","Standards and Testing Agency","5","5","[c]","[c]"
"In post","2023","60-64","White","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","Submarine Delivery Agency","135","120","50220","45760"
"In post","2023","60-64","White","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","The Insolvency Service","80","70","35010","32710"
"In post","2023","60-64","White","The National Archives","25","25","[c]","[c]"
"In post","2023","60-64","White","Transport Scotland","20","15","[c]","[c]"
"In post","2023","60-64","White","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","UK Export Finance","20","20","[c]","[c]"
"In post","2023","60-64","White","UK Health Security Agency","240","210","54530","43210"
"In post","2023","60-64","White","UK Hydrographic Office","45","35","37720","34370"
"In post","2023","60-64","White","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","UK Statistics Authority","420","315","28700","21200"
"In post","2023","60-64","White","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","Valuation Office Agency","235","185","36650","33850"
"In post","2023","60-64","White","Vehicle Certification Agency","20","15","[c]","[c]"
"In post","2023","60-64","White","Veterinary Medicines Directorate","10","10","[c]","[c]"
"In post","2023","60-64","White","Water Services Regulation Authority","5","5","[c]","[c]"
"In post","2023","60-64","White","Welsh Government (excl. agencies)","445","385","44160","39690"
"In post","2023","60-64","White","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","Wilton Park","10","10","[c]","[c]"
"In post","2023","65+","Asian","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Building Digital UK","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Cabinet Office (excl. agencies)","5","5","[c]","[c]"
"In post","2023","65+","Asian","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Companies House","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Crown Prosecution Service","15","10","[c]","[c]"
"In post","2023","65+","Asian","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Defence Equipment and Support","10","10","[c]","[c]"
"In post","2023","65+","Asian","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","10","10","[c]","[c]"
"In post","2023","65+","Asian","Department for International Trade","5","5","[c]","[c]"
"In post","2023","65+","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","5","5","[c]","[c]"
"In post","2023","65+","Asian","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Department for Work and Pensions (excl. agencies)","230","160","28010","28120"
"In post","2023","65+","Asian","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Government Commercial Organisation","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","HM Courts and Tribunals Service","55","45","25560","25480"
"In post","2023","65+","Asian","HM Land Registry","5","5","[c]","[c]"
"In post","2023","65+","Asian","HM Prison and Probation Service","40","30","31570","29020"
"In post","2023","65+","Asian","HM Revenue and Customs (excl. agencies)","115","85","32210","29730"
"In post","2023","65+","Asian","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Home Office","195","155","28710","26400"
"In post","2023","65+","Asian","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Met Office","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Ministry of Defence (excl. agencies)","45","40","34140","31580"
"In post","2023","65+","Asian","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","National Crime Agency","5","5","[c]","[c]"
"In post","2023","65+","Asian","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","UK Health Security Agency","15","15","[c]","[c]"
"In post","2023","65+","Asian","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","UK Statistics Authority","5","5","[c]","[c]"
"In post","2023","65+","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Valuation Office Agency","10","10","[c]","[c]"
"In post","2023","65+","Asian","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Building Digital UK","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Companies House","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Crown Prosecution Service","10","10","[c]","[c]"
"In post","2023","65+","Black","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Defence Equipment and Support","5","5","[c]","[c]"
"In post","2023","65+","Black","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Department for Digital, Culture, Media and Sport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Department for Education (excl. agencies)","5","5","[c]","[c]"
"In post","2023","65+","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","10","10","[c]","[c]"
"In post","2023","65+","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Department for Transport (excl. agencies)","5","5","[c]","[c]"
"In post","2023","65+","Black","Department for Work and Pensions (excl. agencies)","120","95","29540","28120"
"In post","2023","65+","Black","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Foreign, Commonwealth and Development Office (excl. agencies)","5","5","[c]","[c]"
"In post","2023","65+","Black","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Government Commercial Organisation","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","HM Courts and Tribunals Service","50","40","25160","25480"
"In post","2023","65+","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","HM Prison and Probation Service","105","90","32440","29050"
"In post","2023","65+","Black","HM Revenue and Customs (excl. agencies)","30","25","34910","34170"
"In post","2023","65+","Black","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Home Office","60","50","30370","26690"
"In post","2023","65+","Black","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Met Office","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Ministry of Defence (excl. agencies)","20","15","[c]","[c]"
"In post","2023","65+","Black","Ministry of Justice (excl. agencies)","5","5","[c]","[c]"
"In post","2023","65+","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","UK Health Security Agency","5","5","[c]","[c]"
"In post","2023","65+","Black","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","UK Statistics Authority","5","5","[c]","[c]"
"In post","2023","65+","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Building Digital UK","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Companies House","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
