"Status","Year","Disability","Parent_department","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Department for International Trade","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Eastern Scotland","G6/G7","10","10","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Greater Manchester","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Greater Manchester","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Hampshire and Isle of Wight","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Inner London - West","EO","80","80","29630","29280"
"In post","2023","Unknown","Department for International Trade","Inner London - West","G6/G7","385","380","59650","55500"
"In post","2023","Unknown","Department for International Trade","Inner London - West","SCS level","40","40","95350","84000"
"In post","2023","Unknown","Department for International Trade","Inner London - West","SEO/HEO","465","465","39130","41550"
"In post","2023","Unknown","Department for International Trade","Northern Ireland","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Overseas","G6/G7","95","95","58540","57790"
"In post","2023","Unknown","Department for International Trade","Overseas","SCS level","25","25","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Overseas","SEO/HEO","45","45","39070","39450"
"In post","2023","Unknown","Department for International Trade","Tees Valley and Durham","EO","20","15","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Tees Valley and Durham","G6/G7","15","15","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Tees Valley and Durham","SEO/HEO","35","35","35250","33020"
"In post","2023","Unknown","Department for International Trade","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","West Midlands","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","West Midlands","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","West Yorkshire","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","East Wales","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","30","25","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","15","10","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","25","20","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Greater Manchester","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Greater Manchester","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Inner London - West","EO","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Inner London - West","G6/G7","110","110","58870","56200"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Inner London - West","SCS level","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Inner London - West","SEO/HEO","105","105","37160","35090"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","West Midlands","G6/G7","10","5","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","West Midlands","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","West Wales and The Valleys","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","West Yorkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Bedfordshire and Hertfordshire","EO","20","15","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","EO","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Cheshire","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Cornwall and Isles of Scilly","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Cornwall and Isles of Scilly","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Cumbria","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Derbyshire and Nottinghamshire","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Derbyshire and Nottinghamshire","EO","30","30","27370","27260"
"In post","2023","Unknown","Department for Transport","Derbyshire and Nottinghamshire","G6/G7","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Derbyshire and Nottinghamshire","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Devon","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Dorset and Somerset","EO","10","5","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","East Anglia","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Transport","East Anglia","EO","25","25","[c]","[c]"
"In post","2023","Unknown","Department for Transport","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","East Wales","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Transport","East Wales","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Transport","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","East Yorkshire and Northern Lincolnshire","AA/AO","15","15","[c]","[c]"
"In post","2023","Unknown","Department for Transport","East Yorkshire and Northern Lincolnshire","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Department for Transport","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","East Yorkshire and Northern Lincolnshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Eastern Scotland","EO","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Essex","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","EO","30","25","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Greater Manchester","AA/AO","15","15","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Greater Manchester","EO","30","30","27460","27190"
"In post","2023","Unknown","Department for Transport","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Hampshire and Isle of Wight","AA/AO","50","45","22980","22500"
"In post","2023","Unknown","Department for Transport","Hampshire and Isle of Wight","EO","60","60","27020","26960"
"In post","2023","Unknown","Department for Transport","Hampshire and Isle of Wight","G6/G7","25","25","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Hampshire and Isle of Wight","SEO/HEO","45","45","35110","31660"
"In post","2023","Unknown","Department for Transport","Herefordshire, Worcestershire and Warwickshire","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Highlands and Islands","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Highlands and Islands","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Highlands and Islands","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Inner London - East","AA/AO","65","55","34360","34390"
"In post","2023","Unknown","Department for Transport","Inner London - East","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Inner London - West","EO","60","60","31560","30920"
"In post","2023","Unknown","Department for Transport","Inner London - West","G6/G7","220","215","59990","56340"
"In post","2023","Unknown","Department for Transport","Inner London - West","SCS level","30","30","82300","77480"
"In post","2023","Unknown","Department for Transport","Inner London - West","SEO/HEO","260","255","39930","41350"
"In post","2023","Unknown","Department for Transport","Kent","AA/AO","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Kent","EO","25","25","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Lancashire","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Lancashire","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Leicestershire, Rutland and Northamptonshire","AA/AO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Leicestershire, Rutland and Northamptonshire","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Lincolnshire","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Merseyside","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","North Eastern Scotland","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Transport","North Eastern Scotland","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Transport","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","North Yorkshire","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Transport","North Yorkshire","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Transport","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Northern Ireland","AA/AO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Northumberland, and Tyne and Wear","AA/AO","40","40","22500","22500"
"In post","2023","Unknown","Department for Transport","Northumberland, and Tyne and Wear","EO","35","35","27140","26960"
"In post","2023","Unknown","Department for Transport","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Northumberland, and Tyne and Wear","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Outer London - East and North East","AA/AO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Outer London - East and North East","EO","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Outer London - South","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Outer London - West and North West","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Shropshire and Staffordshire","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Shropshire and Staffordshire","EO","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Transport","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","South Yorkshire","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Southern Scotland","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Surrey, East and West Sussex","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Surrey, East and West Sussex","EO","25","25","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Tees Valley and Durham","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","West Central Scotland","EO","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Transport","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","West Midlands","AA/AO","35","30","24300","22500"
"In post","2023","Unknown","Department for Transport","West Midlands","EO","35","35","27360","26960"
"In post","2023","Unknown","Department for Transport","West Midlands","G6/G7","15","15","[c]","[c]"
"In post","2023","Unknown","Department for Transport","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","West Midlands","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Unknown","Department for Transport","West Wales and The Valleys","AA/AO","610","545","21550","22500"
"In post","2023","Unknown","Department for Transport","West Wales and The Valleys","EO","90","90","27110","26960"
"In post","2023","Unknown","Department for Transport","West Wales and The Valleys","G6/G7","35","35","69130","68520"
"In post","2023","Unknown","Department for Transport","West Wales and The Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","West Wales and The Valleys","SEO/HEO","115","115","37570","35010"
"In post","2023","Unknown","Department for Transport","West Yorkshire","AA/AO","40","35","23290","22500"
"In post","2023","Unknown","Department for Transport","West Yorkshire","EO","40","40","27240","26960"
"In post","2023","Unknown","Department for Transport","West Yorkshire","G6/G7","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Transport","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","West Yorkshire","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Bedfordshire and Hertfordshire","EO","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","EO","25","20","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Cheshire","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Cornwall and Isles of Scilly","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Cornwall and Isles of Scilly","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Cumbria","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Derbyshire and Nottinghamshire","AA/AO","15","15","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Derbyshire and Nottinghamshire","EO","30","25","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Derbyshire and Nottinghamshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Devon","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Devon","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
