"Status","Year","Disability","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Communications","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Operational Delivery","Outside London","15","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Unknown","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Counter Fraud","London","230","215","34580","32520"
"In post","2023","Declared disabled","Counter Fraud","Counter Fraud","Outside London","1150","1025","29430","28120"
"In post","2023","Declared disabled","Counter Fraud","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Intelligence Analysis","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Intelligence Analysis","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Legal","London","35","30","40810","39450"
"In post","2023","Declared disabled","Counter Fraud","Legal","Outside London","130","120","33860","34700"
"In post","2023","Declared disabled","Counter Fraud","Operational Delivery","London","55","50","39770","38070"
"In post","2023","Declared disabled","Counter Fraud","Operational Delivery","Outside London","355","325","31960","28920"
"In post","2023","Declared disabled","Counter Fraud","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Other","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Other","Outside London","30","25","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Tax","London","25","20","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Tax","Outside London","125","110","42610","35150"
"In post","2023","Declared disabled","Counter Fraud","Unknown","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Unknown","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Operational Delivery","London","50","45","30400","26920"
"In post","2023","Declared disabled","Debt","Operational Delivery","Outside London","340","305","25190","22520"
"In post","2023","Declared disabled","Debt","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Other","Outside London","475","405","23260","21690"
"In post","2023","Declared disabled","Debt","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Tax","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Tax","Outside London","40","35","23360","22520"
"In post","2023","Declared disabled","Debt","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Unknown","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","London","430","425","49900","46030"
"In post","2023","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","Outside London","1660","1595","40110","37300"
"In post","2023","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Finance","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Geography","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Human Resources","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","London","35","35","39620","33750"
"In post","2023","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","Outside London","115","110","30640","27470"
"In post","2023","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Operational Delivery","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Operational Delivery","Outside London","90","85","36050","34850"
"In post","2023","Declared disabled","Digital, Data & Technology","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Other","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Other","Outside London","15","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Policy","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Project Delivery","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Project Delivery","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Science and Engineering","Outside London","55","50","37230","39650"
"In post","2023","Declared disabled","Digital, Data & Technology","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Tax","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Tax","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Unknown","London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Unknown","Outside London","50","50","43040","41780"
"In post","2023","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Commercial","London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","Commercial","Outside London","110","100","35200","34170"
"In post","2023","Declared disabled","Finance","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Counter Fraud","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Finance","London","190","185","50220","44570"
"In post","2023","Declared disabled","Finance","Finance","Outside London","670","630","38490","34910"
"In post","2023","Declared disabled","Finance","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Operational Delivery","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","Operational Delivery","Outside London","140","115","25860","22520"
"In post","2023","Declared disabled","Finance","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Security","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Security","Outside London","50","45","39530","37520"
"In post","2023","Declared disabled","Finance","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Tax","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Unknown","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Unknown","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Operational Delivery","Outside London","400","365","25650","22150"
"In post","2023","Declared disabled","Grants Management","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Human Resources","London","390","380","49090","43760"
"In post","2023","Declared disabled","Human Resources","Human Resources","Outside London","1245","1180","37340","34300"
"In post","2023","Declared disabled","Human Resources","Human Resources","Overseas","5","5","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Operational Delivery","London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Operational Delivery","Outside London","220","205","31470","28120"
"In post","2023","Declared disabled","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Other","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Other","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Policy","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Project Delivery","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Tax","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Tax","Outside London","30","30","35550","34700"
"In post","2023","Declared disabled","Human Resources","Unknown","London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Unknown","Outside London","40","35","41840","39410"
"In post","2023","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Internal Audit","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Internal Audit","Outside London","65","60","44700","41740"
"In post","2023","Declared disabled","Internal Audit","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
