"Status","Year","Function_of_post","Organisation","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Charity Commission","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Charity Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Charity Commission","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Charity Commission","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Companies House","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Companies House","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Companies House","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Companies House","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","London","Heterosexual / straight","100","95","64250","57540"
"In post","2023","Analysis","Competition and Markets Authority","London","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","London","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Defence Electronics and Components Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Defence Electronics and Components Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Defence Electronics and Components Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Defence Science and Technology Laboratory","Outside London","Heterosexual / straight","700","670","45440","49260"
"In post","2023","Analysis","Defence Science and Technology Laboratory","Outside London","LGBO","60","60","36480","39890"
"In post","2023","Analysis","Defence Science and Technology Laboratory","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","Defence Science and Technology Laboratory","Outside London","Unknown","275","270","44300","49260"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Heterosexual / straight","135","130","43990","36510"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","LGBO","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","20","20","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Heterosexual / straight","80","80","52970","57030"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","London","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","London","Heterosexual / straight","160","150","50840","47410"
"In post","2023","Analysis","Department for Education (excl. agencies)","London","LGBO","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","London","Undeclared","25","20","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","London","Unknown","20","20","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","Outside London","Heterosexual / straight","275","265","44010","43250"
"In post","2023","Analysis","Department for Education (excl. agencies)","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","Outside London","Unknown","25","20","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","London","Heterosexual / straight","160","160","49380","55370"
"In post","2023","Analysis","Department for International Trade","London","LGBO","25","25","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","London","Unknown","50","50","48440","43350"
"In post","2023","Analysis","Department for International Trade","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Heterosexual / straight","170","170","50150","54630"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","LGBO","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Heterosexual / straight","35","35","42570","43550"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport (excl. agencies)","London","Heterosexual / straight","205","195","51890","55740"
"In post","2023","Analysis","Department for Transport (excl. agencies)","London","LGBO","25","25","[c]","[c]"
"In post","2023","Analysis","Department for Transport (excl. agencies)","London","Undeclared","25","25","[c]","[c]"
"In post","2023","Analysis","Department for Transport (excl. agencies)","London","Unknown","65","65","48150","55190"
"In post","2023","Analysis","Department for Transport (excl. agencies)","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","Department for Transport (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport (excl. agencies)","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","London","Heterosexual / straight","170","165","51290","43760"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","London","LGBO","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","London","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","London","Unknown","20","20","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Outside London","Heterosexual / straight","285","265","43210","38470"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Outside London","LGBO","30","25","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Outside London","Undeclared","30","30","41640","38470"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Outside London","Unknown","45","45","43550","38470"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","London","Heterosexual / straight","55","55","53170","54690"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","London","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","London","Undeclared","20","15","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Outside London","Heterosexual / straight","65","60","47550","50830"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Outside London","Heterosexual / straight","35","35","31590","32670"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Education and Skills Funding Agency","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Education and Skills Funding Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Education and Skills Funding Agency","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Analysis","Education and Skills Funding Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Education and Skills Funding Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Education and Skills Funding Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Estyn","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Estyn","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Estyn","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","London","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Government Actuary's Department","London","Heterosexual / straight","135","125","74210","68110"
"In post","2023","Analysis","Government Actuary's Department","London","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","Government Actuary's Department","London","Undeclared","20","15","[c]","[c]"
"In post","2023","Analysis","Government Actuary's Department","London","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Government Actuary's Department","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Government Actuary's Department","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Government Actuary's Department","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Government Actuary's Department","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Government Legal Department","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Government Legal Department","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Government Legal Department","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","London","Heterosexual / straight","35","30","50600","46100"
"In post","2023","Analysis","HM Courts and Tribunals Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","London","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Crown Prosecution Service Inspectorate","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Crown Prosecution Service Inspectorate","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Crown Prosecution Service Inspectorate","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Crown Prosecution Service Inspectorate","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Crown Prosecution Service Inspectorate","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","HM Prison and Probation Service","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Prison and Probation Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Prison and Probation Service","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","HM Prison and Probation Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Prison and Probation Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","London","Heterosexual / straight","290","280","54570","46000"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","London","LGBO","35","35","55040","59180"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","London","Undeclared","25","20","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","London","Unknown","60","60","45860","45170"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Outside London","Heterosexual / straight","255","245","46170","42140"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Outside London","LGBO","30","30","40050","35000"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Outside London","Unknown","50","50","39510","41780"
"In post","2023","Analysis","HM Treasury (excl. agencies)","London","Heterosexual / straight","130","125","45800","39950"
"In post","2023","Analysis","HM Treasury (excl. agencies)","London","LGBO","15","15","[c]","[c]"
"In post","2023","Analysis","HM Treasury (excl. agencies)","London","Undeclared","20","20","[c]","[c]"
"In post","2023","Analysis","HM Treasury (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Treasury (excl. agencies)","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","HM Treasury (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Treasury (excl. agencies)","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","Outside London","Heterosexual / straight","50","45","43230","40790"
"In post","2023","Analysis","Health and Safety Executive","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Home Office","London","Heterosexual / straight","265","255","50760","45680"
"In post","2023","Analysis","Home Office","London","LGBO","20","20","[c]","[c]"
"In post","2023","Analysis","Home Office","London","Undeclared","25","25","[c]","[c]"
"In post","2023","Analysis","Home Office","London","Unknown","165","160","38750","36640"
"In post","2023","Analysis","Home Office","Outside London","Heterosexual / straight","65","65","41430","39190"
"In post","2023","Analysis","Home Office","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Home Office","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Home Office","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Outside London","Heterosexual / straight","30","30","39130","32740"
"In post","2023","Analysis","Intellectual Property Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","London","Heterosexual / straight","55","55","34940","28220"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","London","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence (excl. agencies)","London","Heterosexual / straight","100","100","48350","46540"
"In post","2023","Analysis","Ministry of Defence (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence (excl. agencies)","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence (excl. agencies)","London","Unknown","30","30","40440","39350"
"In post","2023","Analysis","Ministry of Defence (excl. agencies)","Outside London","Heterosexual / straight","130","125","38900","36990"
"In post","2023","Analysis","Ministry of Defence (excl. agencies)","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence (excl. agencies)","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence (excl. agencies)","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence (excl. agencies)","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence (excl. agencies)","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","London","Heterosexual / straight","320","310","50410","44880"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","London","LGBO","30","30","48730","43650"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","London","Undeclared","45","40","49700","43650"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","London","Unknown","125","120","45260","43650"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Outside London","Heterosexual / straight","105","100","40450","37680"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Outside London","Unknown","30","30","36730","37680"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","National Infrastructure Commission","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","National Infrastructure Commission","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","National Infrastructure Commission","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","National Infrastructure Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","National Savings and Investments","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Analysis","National Savings and Investments","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","National Savings and Investments","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","National Savings and Investments","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
