"Status","Year","Ethnicity","Organisation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Black","Planning Inspectorate","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectorate","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectorate","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectorate","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectorate","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectorate","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectorate","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectorate","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectorate","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectorate","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectorate","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectorate","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Queen Elizabeth II Centre","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Black","Registers of Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Registers of Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Revenue Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Courts and Tribunals Service","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Courts and Tribunals Service","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Courts and Tribunals Service","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Courts and Tribunals Service","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Courts and Tribunals Service","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Fiscal Commission","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Forestry","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Forestry","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Forestry","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Forestry","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Forestry","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government (excl. agencies)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government (excl. agencies)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government (excl. agencies)","Eastern Scotland","35","35","44600","42250"
"In post","2023","Black","Scottish Government (excl. agencies)","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government (excl. agencies)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government (excl. agencies)","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government (excl. agencies)","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government (excl. agencies)","West Central Scotland","10","10","[c]","[c]"
"In post","2023","Black","Scottish Housing Regulator","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Housing Regulator","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Housing Regulator","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Prison Service","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Prison Service","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Prison Service","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Prison Service","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Prison Service","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Public Pensions Agency","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Public Pensions Agency","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Public Pensions Agency","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Black","Serious Fraud Office","Inner London - West","25","25","[c]","[c]"
"In post","2023","Black","Social Security Scotland","Eastern Scotland","15","15","[c]","[c]"
"In post","2023","Black","Social Security Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Black","Social Security Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Social Security Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Social Security Scotland","West Central Scotland","10","10","[c]","[c]"
"In post","2023","Black","Standards and Testing Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Standards and Testing Agency","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Black","Standards and Testing Agency","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Black","Standards and Testing Agency","Inner London - West","5","5","[c]","[c]"
"In post","2023","Black","Standards and Testing Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Standards and Testing Agency","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Black","Standards and Testing Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Black","Student Awards Agency for Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Submarine Delivery Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Submarine Delivery Agency","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Black","Submarine Delivery Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Submarine Delivery Agency","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Black","Submarine Delivery Agency","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Submarine Delivery Agency","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","[c]","[c]"
"In post","2023","Black","Submarine Delivery Agency","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Black","Submarine Delivery Agency","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Submarine Delivery Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","Submarine Delivery Agency","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Teaching Regulation Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Teaching Regulation Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","Inner London - East","20","20","[c]","[c]"
"In post","2023","Black","The Insolvency Service","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","Outer London - South","5","5","[c]","[c]"
"In post","2023","Black","The Insolvency Service","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","West Midlands","20","15","[c]","[c]"
"In post","2023","Black","The Insolvency Service","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","The National Archives","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","The National Archives","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","The National Archives","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","The National Archives","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Black","The National Archives","Outer London - West and North West","10","10","[c]","[c]"
"In post","2023","Black","Transport Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Transport Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Black","Transport Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Transport Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Debt Management Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","Inner London - West","50","50","47100","42220"
"In post","2023","Black","UK Export Finance","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","East Anglia","5","5","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Essex","5","5","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Greater Manchester","20","20","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Inner London - East","5","5","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Inner London - West","70","70","44940","38770"
"In post","2023","Black","UK Health Security Agency","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Outer London - East and North East","5","5","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Outer London - West and North West","90","90","40450","33720"
"In post","2023","Black","UK Health Security Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","West Midlands","25","20","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","West Yorkshire","15","15","[c]","[c]"
"In post","2023","Black","UK Hydrographic Office","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Hydrographic Office","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Hydrographic Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Space Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Space Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Space Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","East Wales","40","40","36100","31560"
"In post","2023","Black","UK Statistics Authority","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Hampshire and Isle of Wight","50","40","28440","25100"
"In post","2023","Black","UK Statistics Authority","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Inner London - West","20","20","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Supreme Court","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Inner London - East","35","30","38730","37080"
"In post","2023","Black","Valuation Office Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Outer London - South","5","5","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Outer London - West and North West","10","5","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","West Yorkshire","5","5","[c]","[c]"
"In post","2023","Black","Vehicle Certification Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Black","Vehicle Certification Agency","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Vehicle Certification Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","Vehicle Certification Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Black","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinary Medicines Directorate","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","West Midlands","5","5","[c]","[c]"
"In post","2023","Black","Welsh Government (excl. agencies)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government (excl. agencies)","East Wales","15","15","[c]","[c]"
"In post","2023","Black","Welsh Government (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government (excl. agencies)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government (excl. agencies)","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government (excl. agencies)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government (excl. agencies)","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2023","Black","Welsh Government (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
