"Status","Year","Organisation","Region_ITL1","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","G6","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","G6","Unknown","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","G7","Heterosexual / straight","80","75","51660","50680"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","G7","LGBO","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","G7","Unknown","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","HEO","Heterosexual / straight","75","75","31750","31350"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","SCS level","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","SEO","Heterosexual / straight","75","70","38970","37750"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","SEO","LGBO","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","SEO","Unknown","15","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","East Midlands (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","East Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","East Midlands (England)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","East Midlands (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","East Midlands (England)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","East Midlands (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","East Midlands (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","EO","Heterosexual / straight","75","70","28790","27990"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","EO","Unknown","20","20","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G6","Heterosexual / straight","140","135","65720","64810"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G6","LGBO","20","20","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G6","Undeclared","15","15","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G6","Unknown","25","20","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G7","Heterosexual / straight","405","395","55000","53130"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G7","LGBO","65","65","55220","53030"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G7","Undeclared","35","35","54480","53030"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G7","Unknown","45","45","54930","54050"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","HEO","Heterosexual / straight","355","350","37570","35620"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","HEO","LGBO","70","70","36510","35620"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","HEO","Undeclared","45","45","37400","35620"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","HEO","Unknown","55","55","38140","36520"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","SCS level","Heterosexual / straight","90","85","87040","78340"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","G7","LGBO","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","HEO","Heterosexual / straight","35","35","34690","34390"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Northern Ireland","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Northern Ireland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Northern Ireland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Northern Ireland","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Northern Ireland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Northern Ireland","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Northern Ireland","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Scotland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Scotland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Scotland","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Scotland","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Scotland","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Scotland","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","South West (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","South West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","South West (England)","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","South West (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","South West (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","South West (England)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","South West (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","South West (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Wales","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Wales","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Wales","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Wales","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Wales","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Wales","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Wales","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","West Midlands (England)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","West Midlands (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","West Midlands (England)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","West Midlands (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Yorkshire and The Humber","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Yorkshire and The Humber","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Yorkshire and The Humber","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Yorkshire and The Humber","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Yorkshire and The Humber","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Yorkshire and The Humber","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Yorkshire and The Humber","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Yorkshire and The Humber","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Yorkshire and The Humber","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East Midlands (England)","EO","Heterosexual / straight","30","30","26730","26420"
"In post","2023","Department for Education (excl. agencies)","East Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East Midlands (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East Midlands (England)","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East Midlands (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East Midlands (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East Midlands (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East Midlands (England)","G7","Heterosexual / straight","85","80","52270","51360"
"In post","2023","Department for Education (excl. agencies)","East Midlands (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East Midlands (England)","G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East Midlands (England)","G7","Unknown","5","5","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East Midlands (England)","HEO","Heterosexual / straight","50","45","31180","30330"
"In post","2023","Department for Education (excl. agencies)","East Midlands (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East Midlands (England)","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East Midlands (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East Midlands (England)","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East Midlands (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East Midlands (England)","SEO","Heterosexual / straight","80","75","39400","37880"
"In post","2023","Department for Education (excl. agencies)","East Midlands (England)","SEO","LGBO","5","5","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East Midlands (England)","SEO","Undeclared","10","5","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East Midlands (England)","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East of England","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East of England","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East of England","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East of England","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East of England","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East of England","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East of England","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East of England","G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East of England","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East of England","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East of England","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East of England","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East of England","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East of England","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East of England","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East of England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East of England","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East of England","SEO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East of England","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East of England","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","East of England","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","London","AO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","London","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","London","AO","Unknown","5","5","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","London","EO","Heterosexual / straight","120","115","30370","30560"
"In post","2023","Department for Education (excl. agencies)","London","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","London","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","London","EO","Unknown","20","20","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","London","G6","Heterosexual / straight","245","230","68070","67010"
"In post","2023","Department for Education (excl. agencies)","London","G6","LGBO","25","25","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","London","G6","Undeclared","25","25","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","London","G6","Unknown","50","45","67740","66950"
"In post","2023","Department for Education (excl. agencies)","London","G7","Heterosexual / straight","465","445","56590","55380"
"In post","2023","Department for Education (excl. agencies)","London","G7","LGBO","60","60","56820","55020"
"In post","2023","Department for Education (excl. agencies)","London","G7","Undeclared","60","60","56480","55380"
"In post","2023","Department for Education (excl. agencies)","London","G7","Unknown","80","75","56800","55020"
"In post","2023","Department for Education (excl. agencies)","London","HEO","Heterosexual / straight","210","200","35530","34720"
"In post","2023","Department for Education (excl. agencies)","London","HEO","LGBO","25","20","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","London","HEO","Undeclared","25","25","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","London","HEO","Unknown","45","45","35020","34030"
"In post","2023","Department for Education (excl. agencies)","London","SCS level","Heterosexual / straight","125","115","84030","76510"
"In post","2023","Department for Education (excl. agencies)","London","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","London","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","London","SCS level","Unknown","20","15","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","London","SEO","Heterosexual / straight","335","325","43170","41720"
"In post","2023","Department for Education (excl. agencies)","London","SEO","LGBO","30","30","43440","41440"
"In post","2023","Department for Education (excl. agencies)","London","SEO","Undeclared","35","35","43150","42010"
"In post","2023","Department for Education (excl. agencies)","London","SEO","Unknown","60","55","43000","41470"
"In post","2023","Department for Education (excl. agencies)","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","North East (England)","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","North East (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","North East (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","North East (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","North East (England)","EO","Heterosexual / straight","95","90","26510","26940"
"In post","2023","Department for Education (excl. agencies)","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","North East (England)","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","North East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","North East (England)","G6","Heterosexual / straight","45","45","64300","63050"
"In post","2023","Department for Education (excl. agencies)","North East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","North East (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","North East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","North East (England)","G7","Heterosexual / straight","125","120","52140","51360"
"In post","2023","Department for Education (excl. agencies)","North East (England)","G7","LGBO","10","10","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","North East (England)","G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","North East (England)","G7","Unknown","10","10","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","North East (England)","HEO","Heterosexual / straight","140","140","31400","30590"
"In post","2023","Department for Education (excl. agencies)","North East (England)","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","North East (England)","HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","North East (England)","HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","North East (England)","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","North East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","North East (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","North East (England)","SEO","Heterosexual / straight","205","200","38910","37880"
