"Status","Year","Ethnicity","Parent_department","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Attorney General's Departments","Bedfordshire and Hertfordshire","Outside London","30","30","46390","54100"
"In post","2023","Asian","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","20","15","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","East Anglia","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","East Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Essex","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Greater Manchester","Outside London","35","35","40480","38940"
"In post","2023","Asian","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Inner London - East","London","5","5","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Inner London - West","London","730","685","45630","52020"
"In post","2023","Asian","Attorney General's Departments","Kent","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Lancashire","Outside London","25","25","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","60","55","36120","28850"
"In post","2023","Asian","Attorney General's Departments","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Merseyside","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Northumberland, and Tyne and Wear","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Outer London - South","London","5","5","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Outer London - West and North West","London","10","10","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Shropshire and Staffordshire","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","South Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Surrey, East and West Sussex","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","West Midlands","Outside London","130","120","36230","28850"
"In post","2023","Asian","Attorney General's Departments","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Departments","West Yorkshire","Outside London","60","60","43900","49050"
"In post","2023","Asian","Cabinet Office","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Derbyshire and Nottinghamshire","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","East Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Cabinet Office","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Greater Manchester","Outside London","45","45","36920","33020"
"In post","2023","Asian","Cabinet Office","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Inner London - East","London","165","165","51220","56430"
"In post","2023","Asian","Cabinet Office","Inner London - West","London","375","370","43470","35650"
"In post","2023","Asian","Cabinet Office","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Merseyside","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Cabinet Office","North Yorkshire","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Northumberland, and Tyne and Wear","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Outer London - South","London","5","5","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Cabinet Office","West Central Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Cabinet Office","West Midlands","Outside London","55","55","39900","32960"
"In post","2023","Asian","Cabinet Office","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","West Yorkshire","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Chancellor's other departments","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chancellor's other departments","Inner London - West","London","55","55","50180","46910"
"In post","2023","Asian","Chancellor's other departments","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chancellor's other departments","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chancellor's other departments","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Inner London - West","London","5","5","[c]","[c]"
"In post","2023","Asian","Charity Commission","Merseyside","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Inner London - East","London","120","120","50010","43560"
"In post","2023","Asian","Competition and Markets Authority","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
