"Status","Year","Parent_department","Region_ITL1","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Ministry of Justice","London","Westminster","Female","2835","2730","44820","43650"
"In post","2023","Ministry of Justice","London","Westminster","Male","1890","1860","47540","43650"
"In post","2023","Ministry of Justice","North East (England)","Darlington","Female","105","95","27550","23640"
"In post","2023","Ministry of Justice","North East (England)","Darlington","Male","40","40","32800","26840"
"In post","2023","Ministry of Justice","North East (England)","Durham","Female","1210","1125","31060","30410"
"In post","2023","Ministry of Justice","North East (England)","Durham","Male","1335","1240","32990","32060"
"In post","2023","Ministry of Justice","North East (England)","Hartlepool and Stockton-on-Tees","Female","510","480","30750","29050"
"In post","2023","Ministry of Justice","North East (England)","Hartlepool and Stockton-on-Tees","Male","460","435","32450","31510"
"In post","2023","Ministry of Justice","North East (England)","Northumberland","Female","70","65","30550","29050"
"In post","2023","Ministry of Justice","North East (England)","Northumberland","Male","30","25","[c]","[c]"
"In post","2023","Ministry of Justice","North East (England)","South Teesside","Female","260","225","28770","25830"
"In post","2023","Ministry of Justice","North East (England)","South Teesside","Male","85","80","27790","25300"
"In post","2023","Ministry of Justice","North East (England)","Sunderland","Female","85","80","29250","26840"
"In post","2023","Ministry of Justice","North East (England)","Sunderland","Male","25","25","[c]","[c]"
"In post","2023","Ministry of Justice","North East (England)","Tyneside","Female","830","745","29310","25830"
"In post","2023","Ministry of Justice","North East (England)","Tyneside","Male","380","365","30440","26840"
"In post","2023","Ministry of Justice","North West (England)","Blackburn with Darwen","Female","110","105","28560","24570"
"In post","2023","Ministry of Justice","North West (England)","Blackburn with Darwen","Male","40","40","29340","25830"
"In post","2023","Ministry of Justice","North West (England)","Blackpool","Female","130","120","28810","26840"
"In post","2023","Ministry of Justice","North West (England)","Blackpool","Male","40","35","31130","29050"
"In post","2023","Ministry of Justice","North West (England)","Cheshire East","Female","310","295","31510","28880"
"In post","2023","Ministry of Justice","North West (England)","Cheshire East","Male","165","155","31960","29890"
"In post","2023","Ministry of Justice","North West (England)","Cheshire West and Chester","Female","175","160","28540","26730"
"In post","2023","Ministry of Justice","North West (England)","Cheshire West and Chester","Male","50","45","30750","26840"
"In post","2023","Ministry of Justice","North West (England)","Chorley and West Lancashire","Female","645","600","30960","28880"
"In post","2023","Ministry of Justice","North West (England)","Chorley and West Lancashire","Male","675","625","33130","32060"
"In post","2023","Ministry of Justice","North West (England)","East Cumbria","Female","120","110","30610","26840"
"In post","2023","Ministry of Justice","North West (England)","East Cumbria","Male","45","40","30370","28360"
"In post","2023","Ministry of Justice","North West (England)","East Lancashire","Female","145","130","28100","25300"
"In post","2023","Ministry of Justice","North West (England)","East Lancashire","Male","45","40","29930","26840"
"In post","2023","Ministry of Justice","North West (England)","East Merseyside","Female","290","270","30630","26840"
"In post","2023","Ministry of Justice","North West (England)","East Merseyside","Male","85","80","32990","28480"
"In post","2023","Ministry of Justice","North West (England)","Greater Manchester North East","Female","325","305","29600","28880"
"In post","2023","Ministry of Justice","North West (England)","Greater Manchester North East","Male","190","180","32790","30810"
"In post","2023","Ministry of Justice","North West (England)","Greater Manchester North West","Female","420","400","29810","28880"
"In post","2023","Ministry of Justice","North West (England)","Greater Manchester North West","Male","280","270","31100","29890"
"In post","2023","Ministry of Justice","North West (England)","Greater Manchester South East","Female","195","175","29310","25300"
"In post","2023","Ministry of Justice","North West (England)","Greater Manchester South East","Male","40","35","30810","26330"
"In post","2023","Ministry of Justice","North West (England)","Greater Manchester South West","Female","390","360","27350","24070"
"In post","2023","Ministry of Justice","North West (England)","Greater Manchester South West","Male","230","220","28550","25320"
"In post","2023","Ministry of Justice","North West (England)","Lancaster and Wyre","Female","210","195","30590","28880"
"In post","2023","Ministry of Justice","North West (England)","Lancaster and Wyre","Male","210","200","31760","31750"
"In post","2023","Ministry of Justice","North West (England)","Liverpool","Female","945","875","28810","25830"
"In post","2023","Ministry of Justice","North West (England)","Liverpool","Male","670","630","31110","30410"
"In post","2023","Ministry of Justice","North West (England)","Manchester","Female","1215","1140","29970","26840"
"In post","2023","Ministry of Justice","North West (England)","Manchester","Male","875","835","31840","30410"
"In post","2023","Ministry of Justice","North West (England)","Mid Lancashire","Female","610","560","30590","28480"
"In post","2023","Ministry of Justice","North West (England)","Mid Lancashire","Male","470","435","33560","32920"
"In post","2023","Ministry of Justice","North West (England)","Sefton","Female","95","90","29290","26840"
"In post","2023","Ministry of Justice","North West (England)","Sefton","Male","40","35","30800","27170"
"In post","2023","Ministry of Justice","North West (England)","Warrington","Female","405","375","30390","28880"
"In post","2023","Ministry of Justice","North West (England)","Warrington","Male","395","380","32980","32050"
"In post","2023","Ministry of Justice","North West (England)","West Cumbria","Female","205","185","28900","28480"
"In post","2023","Ministry of Justice","North West (England)","West Cumbria","Male","115","110","32880","32060"
"In post","2023","Ministry of Justice","North West (England)","Wirral","Female","150","135","29250","26840"
"In post","2023","Ministry of Justice","North West (England)","Wirral","Male","55","50","27590","24570"
"In post","2023","Ministry of Justice","Scotland","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Scotland","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Scotland","Angus and Dundee City","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Scotland","Angus and Dundee City","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Scotland","City of Edinburgh","Female","10","10","[c]","[c]"
"In post","2023","Ministry of Justice","Scotland","City of Edinburgh","Male","10","10","[c]","[c]"
"In post","2023","Ministry of Justice","Scotland","Glasgow City","Female","305","275","28700","25830"
"In post","2023","Ministry of Justice","Scotland","Glasgow City","Male","265","255","30440","25830"
"In post","2023","Ministry of Justice","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Scotland","South Ayrshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Scotland","South Ayrshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Scotland","South Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Scotland","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","South East (England)","Berkshire","Female","285","265","29820","26840"
"In post","2023","Ministry of Justice","South East (England)","Berkshire","Male","105","100","30520","25300"
"In post","2023","Ministry of Justice","South East (England)","Brighton and Hove","Female","225","200","32330","29050"
"In post","2023","Ministry of Justice","South East (England)","Brighton and Hove","Male","95","90","32090","26520"
"In post","2023","Ministry of Justice","South East (England)","Buckinghamshire","Female","375","345","32460","31980"
"In post","2023","Ministry of Justice","South East (England)","Buckinghamshire","Male","360","345","34190","33910"
"In post","2023","Ministry of Justice","South East (England)","Central Hampshire","Female","215","205","30860","30880"
"In post","2023","Ministry of Justice","South East (England)","Central Hampshire","Male","235","225","33440","31890"
"In post","2023","Ministry of Justice","South East (England)","East Kent","Female","185","170","29430","25830"
"In post","2023","Ministry of Justice","South East (England)","East Kent","Male","65","60","31610","27000"
"In post","2023","Ministry of Justice","South East (England)","East Surrey","Female","420","395","35060","34110"
"In post","2023","Ministry of Justice","South East (England)","East Surrey","Male","420","400","35390","35810"
"In post","2023","Ministry of Justice","South East (England)","East Sussex CC","Female","285","260","29610","28480"
"In post","2023","Ministry of Justice","South East (England)","East Sussex CC","Male","260","250","31700","29890"
"In post","2023","Ministry of Justice","South East (England)","Isle of Wight","Female","255","235","29140","28480"
"In post","2023","Ministry of Justice","South East (England)","Isle of Wight","Male","420","400","31670","32060"
"In post","2023","Ministry of Justice","South East (England)","Kent Thames Gateway","Female","605","560","30140","28960"
"In post","2023","Ministry of Justice","South East (England)","Kent Thames Gateway","Male","675","645","33480","32920"
"In post","2023","Ministry of Justice","South East (England)","Medway","Female","490","460","31380","30440"
"In post","2023","Ministry of Justice","South East (England)","Medway","Male","385","375","33210","32000"
"In post","2023","Ministry of Justice","South East (England)","Mid Kent","Female","365","330","29750","27940"
"In post","2023","Ministry of Justice","South East (England)","Mid Kent","Male","280","270","32550","32000"
"In post","2023","Ministry of Justice","South East (England)","Milton Keynes","Female","335","320","30640","29130"
"In post","2023","Ministry of Justice","South East (England)","Milton Keynes","Male","315","310","33930","33940"
"In post","2023","Ministry of Justice","South East (England)","North Hampshire","Female","140","130","28180","24570"
"In post","2023","Ministry of Justice","South East (England)","North Hampshire","Male","25","25","[c]","[c]"
"In post","2023","Ministry of Justice","South East (England)","Oxfordshire CC","Female","500","455","31200","30810"
"In post","2023","Ministry of Justice","South East (England)","Oxfordshire CC","Male","495","475","34650","33910"
"In post","2023","Ministry of Justice","South East (England)","Portsmouth","Female","185","150","28410","24570"
"In post","2023","Ministry of Justice","South East (England)","Portsmouth","Male","55","55","30070","26330"
"In post","2023","Ministry of Justice","South East (England)","South Hampshire","Female","130","120","27880","24570"
"In post","2023","Ministry of Justice","South East (England)","South Hampshire","Male","35","30","30340","26840"
"In post","2023","Ministry of Justice","South East (England)","Southampton","Female","225","200","28520","25560"
"In post","2023","Ministry of Justice","South East (England)","Southampton","Male","55","50","30060","26840"
"In post","2023","Ministry of Justice","South East (England)","West Kent","Female","20","20","[c]","[c]"
"In post","2023","Ministry of Justice","South East (England)","West Kent","Male","10","10","[c]","[c]"
"In post","2023","Ministry of Justice","South East (England)","West Surrey","Female","435","395","32280","30880"
"In post","2023","Ministry of Justice","South East (England)","West Surrey","Male","320","305","33800","32410"
"In post","2023","Ministry of Justice","South East (England)","West Sussex (North East)","Female","70","65","28300","26810"
"In post","2023","Ministry of Justice","South East (England)","West Sussex (North East)","Male","10","10","[c]","[c]"
"In post","2023","Ministry of Justice","South East (England)","West Sussex (South West)","Female","185","175","29860","28880"
"In post","2023","Ministry of Justice","South East (England)","West Sussex (South West)","Male","145","135","31980","29890"
"In post","2023","Ministry of Justice","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","500","435","31900","29890"
"In post","2023","Ministry of Justice","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","315","295","34520","32920"
"In post","2023","Ministry of Justice","South West (England)","Bournemouth, Christchurch and Poole","Female","210","185","28580","25300"
"In post","2023","Ministry of Justice","South West (England)","Bournemouth, Christchurch and Poole","Male","75","70","30440","25830"
"In post","2023","Ministry of Justice","South West (England)","Bristol, City of","Female","550","505","28880","25830"
"In post","2023","Ministry of Justice","South West (England)","Bristol, City of","Male","405","385","30330","28880"
"In post","2023","Ministry of Justice","South West (England)","Cornwall and Isles of Scilly","Female","140","120","28100","25300"
"In post","2023","Ministry of Justice","South West (England)","Cornwall and Isles of Scilly","Male","55","50","31380","26500"
"In post","2023","Ministry of Justice","South West (England)","Devon CC","Female","545","495","30860","28880"
"In post","2023","Ministry of Justice","South West (England)","Devon CC","Male","745","700","32590","31780"
"In post","2023","Ministry of Justice","South West (England)","Dorset","Female","450","410","30190","28680"
"In post","2023","Ministry of Justice","South West (England)","Dorset","Male","590","560","32100","31510"
"In post","2023","Ministry of Justice","South West (England)","Gloucestershire CC","Female","205","180","28970","25830"
"In post","2023","Ministry of Justice","South West (England)","Gloucestershire CC","Male","70","65","31530","26840"
"In post","2023","Ministry of Justice","South West (England)","Plymouth","Female","195","175","28810","25300"
"In post","2023","Ministry of Justice","South West (England)","Plymouth","Male","70","65","34150","29050"
"In post","2023","Ministry of Justice","South West (England)","Somerset CC","Female","165","150","28440","25300"
"In post","2023","Ministry of Justice","South West (England)","Somerset CC","Male","65","65","29220","26500"
"In post","2023","Ministry of Justice","South West (England)","Swindon","Female","125","115","28160","24570"
"In post","2023","Ministry of Justice","South West (England)","Swindon","Male","40","40","29550","23880"
"In post","2023","Ministry of Justice","South West (England)","Torbay","Female","80","70","30350","25300"
"In post","2023","Ministry of Justice","South West (England)","Torbay","Male","25","25","[c]","[c]"
"In post","2023","Ministry of Justice","South West (England)","Wiltshire","Female","265","245","29840","28480"
"In post","2023","Ministry of Justice","South West (England)","Wiltshire","Male","195","190","32400","30410"
"In post","2023","Ministry of Justice","Unknown","Unknown","Female","60","55","26600","24070"
"In post","2023","Ministry of Justice","Unknown","Unknown","Male","60","60","29460","28880"
"In post","2023","Ministry of Justice","Wales","Bridgend and Neath Port Talbot","Female","180","170","27520","24100"
"In post","2023","Ministry of Justice","Wales","Bridgend and Neath Port Talbot","Male","60","60","30400","25270"
"In post","2023","Ministry of Justice","Wales","Cardiff and Vale of Glamorgan","Female","755","710","31770","28880"
"In post","2023","Ministry of Justice","Wales","Cardiff and Vale of Glamorgan","Male","590","570","32890","31270"
"In post","2023","Ministry of Justice","Wales","Central Valleys","Female","185","170","29080","25830"
"In post","2023","Ministry of Justice","Wales","Central Valleys","Male","55","55","32580","29050"
"In post","2023","Ministry of Justice","Wales","Conwy and Denbighshire","Female","110","105","29660","25300"
"In post","2023","Ministry of Justice","Wales","Conwy and Denbighshire","Male","30","30","29440","25830"
"In post","2023","Ministry of Justice","Wales","Flintshire and Wrexham","Female","535","515","29600","28880"
"In post","2023","Ministry of Justice","Wales","Flintshire and Wrexham","Male","425","420","31580","30410"
"In post","2023","Ministry of Justice","Wales","Gwent Valleys","Female","160","145","28590","24570"
"In post","2023","Ministry of Justice","Wales","Gwent Valleys","Male","30","30","[c]","[c]"
"In post","2023","Ministry of Justice","Wales","Gwynedd","Female","95","90","28220","25830"
"In post","2023","Ministry of Justice","Wales","Gwynedd","Male","45","45","30120","26840"
"In post","2023","Ministry of Justice","Wales","Monmouthshire and Newport","Female","430","390","29430","26850"
"In post","2023","Ministry of Justice","Wales","Monmouthshire and Newport","Male","260","240","33380","32920"
"In post","2023","Ministry of Justice","Wales","Powys","Female","20","20","[c]","[c]"
"In post","2023","Ministry of Justice","Wales","Powys","Male","10","10","[c]","[c]"
"In post","2023","Ministry of Justice","Wales","South West Wales","Female","135","125","29010","25300"
"In post","2023","Ministry of Justice","Wales","South West Wales","Male","55","55","30800","29050"
"In post","2023","Ministry of Justice","Wales","Swansea","Female","375","340","29580","28480"
"In post","2023","Ministry of Justice","Wales","Swansea","Male","325","300","31870","32000"
"In post","2023","Ministry of Justice","West Midlands (England)","Birmingham","Female","2280","2080","27470","24570"
"In post","2023","Ministry of Justice","West Midlands (England)","Birmingham","Male","1520","1465","28750","25830"
"In post","2023","Ministry of Justice","West Midlands (England)","Coventry","Female","150","135","28170","24110"
"In post","2023","Ministry of Justice","West Midlands (England)","Coventry","Male","50","50","28480","25300"
"In post","2023","Ministry of Justice","West Midlands (England)","Dudley","Female","90","80","29540","26840"
"In post","2023","Ministry of Justice","West Midlands (England)","Dudley","Male","25","25","[c]","[c]"
"In post","2023","Ministry of Justice","West Midlands (England)","Herefordshire, County of","Female","35","30","31070","30810"
"In post","2023","Ministry of Justice","West Midlands (England)","Herefordshire, County of","Male","10","10","[c]","[c]"
"In post","2023","Ministry of Justice","West Midlands (England)","Sandwell","Female","85","75","27210","25300"
"In post","2023","Ministry of Justice","West Midlands (England)","Sandwell","Male","35","35","30270","29050"
"In post","2023","Ministry of Justice","West Midlands (England)","Shropshire","Female","190","180","29690","28480"
"In post","2023","Ministry of Justice","West Midlands (England)","Shropshire","Male","265","250","32630","32060"
"In post","2023","Ministry of Justice","West Midlands (England)","Staffordshire CC","Female","1345","1260","31330","29050"
"In post","2023","Ministry of Justice","West Midlands (England)","Staffordshire CC","Male","1235","1180","33030","32060"
"In post","2023","Ministry of Justice","West Midlands (England)","Stoke-on-Trent","Female","515","460","25260","21780"
"In post","2023","Ministry of Justice","West Midlands (England)","Stoke-on-Trent","Male","200","185","25220","21780"
"In post","2023","Ministry of Justice","West Midlands (England)","Telford and Wrekin","Female","70","60","32680","29050"
"In post","2023","Ministry of Justice","West Midlands (England)","Telford and Wrekin","Male","25","20","[c]","[c]"
"In post","2023","Ministry of Justice","West Midlands (England)","Walsall","Female","95","85","29100","26840"
"In post","2023","Ministry of Justice","West Midlands (England)","Walsall","Male","30","30","27530","25320"
"In post","2023","Ministry of Justice","West Midlands (England)","Warwickshire CC","Female","290","265","31620","27170"
"In post","2023","Ministry of Justice","West Midlands (England)","Warwickshire CC","Male","130","120","37110","33160"
"In post","2023","Ministry of Justice","West Midlands (England)","Wolverhampton","Female","220","200","27550","25830"
"In post","2023","Ministry of Justice","West Midlands (England)","Wolverhampton","Male","70","65","30420","29050"
"In post","2023","Ministry of Justice","West Midlands (England)","Worcestershire CC","Female","735","680","30090","28880"
"In post","2023","Ministry of Justice","West Midlands (England)","Worcestershire CC","Male","725","700","31900","30410"
"In post","2023","Ministry of Justice","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Female","935","860","29860","28480"
"In post","2023","Ministry of Justice","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Male","760","720","33340","32060"
"In post","2023","Ministry of Justice","Yorkshire and The Humber","Bradford","Female","310","285","27150","24570"
"In post","2023","Ministry of Justice","Yorkshire and The Humber","Bradford","Male","150","140","29300","26840"
"In post","2023","Ministry of Justice","Yorkshire and The Humber","Calderdale and Kirklees","Female","230","205","29120","26300"
"In post","2023","Ministry of Justice","Yorkshire and The Humber","Calderdale and Kirklees","Male","60","55","29160","26840"
"In post","2023","Ministry of Justice","Yorkshire and The Humber","East Riding of Yorkshire","Female","540","495","29970","28880"
"In post","2023","Ministry of Justice","Yorkshire and The Humber","East Riding of Yorkshire","Male","725","680","32700","32060"
"In post","2023","Ministry of Justice","Yorkshire and The Humber","Kingston upon Hull, City of","Female","475","430","29540","28880"
"In post","2023","Ministry of Justice","Yorkshire and The Humber","Kingston upon Hull, City of","Male","435","420","31550","31640"
"In post","2023","Ministry of Justice","Yorkshire and The Humber","Leeds","Female","1640","1530","31850","30410"
"In post","2023","Ministry of Justice","Yorkshire and The Humber","Leeds","Male","1250","1215","33430","31510"
"In post","2023","Ministry of Justice","Yorkshire and The Humber","North Yorkshire CC","Female","125","110","30390","26840"
"In post","2023","Ministry of Justice","Yorkshire and The Humber","North Yorkshire CC","Male","35","30","29340","26840"
"In post","2023","Ministry of Justice","Yorkshire and The Humber","North and North East Lincolnshire","Female","160","145","28920","26330"
"In post","2023","Ministry of Justice","Yorkshire and The Humber","North and North East Lincolnshire","Male","30","30","30430","26840"
"In post","2023","Ministry of Justice","Yorkshire and The Humber","Sheffield","Female","400","360","31670","29050"
"In post","2023","Ministry of Justice","Yorkshire and The Humber","Sheffield","Male","190","185","39560","37680"
"In post","2023","Ministry of Justice","Yorkshire and The Humber","Wakefield","Female","725","670","31340","29050"
"In post","2023","Ministry of Justice","Yorkshire and The Humber","Wakefield","Male","600","560","32440","32060"
"In post","2023","Ministry of Justice","Yorkshire and The Humber","York","Female","210","190","32120","29050"
"In post","2023","Ministry of Justice","Yorkshire and The Humber","York","Male","100","95","32510","30410"
"In post","2023","National Crime Agency","East Midlands (England)","Leicestershire CC and Rutland","Female","35","35","37090","36350"
"In post","2023","National Crime Agency","East Midlands (England)","Leicestershire CC and Rutland","Male","55","55","40840","40440"
"In post","2023","National Crime Agency","East Midlands (England)","Lincolnshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","East Midlands (England)","Lincolnshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","East Midlands (England)","Nottingham","Female","20","20","[c]","[c]"
"In post","2023","National Crime Agency","East Midlands (England)","Nottingham","Male","30","30","42730","40030"
"In post","2023","National Crime Agency","East Midlands (England)","South Nottinghamshire","Female","10","10","[c]","[c]"
"In post","2023","National Crime Agency","East Midlands (England)","South Nottinghamshire","Male","15","15","[c]","[c]"
"In post","2023","National Crime Agency","East of England","Bedford","Female","20","15","[c]","[c]"
"In post","2023","National Crime Agency","East of England","Bedford","Male","15","15","[c]","[c]"
"In post","2023","National Crime Agency","East of England","Heart of Essex","Female","20","20","[c]","[c]"
"In post","2023","National Crime Agency","East of England","Heart of Essex","Male","25","25","[c]","[c]"
"In post","2023","National Crime Agency","East of England","Hertfordshire CC","Female","35","35","40140","38310"
"In post","2023","National Crime Agency","East of England","Hertfordshire CC","Male","50","50","42990","41910"
"In post","2023","National Crime Agency","East of England","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","East of England","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","East of England","Suffolk CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","East of England","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","London","Bromley","Female","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","London","Bromley","Male","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","London","Lambeth","Female","705","675","45080","42240"
"In post","2023","National Crime Agency","London","Lambeth","Male","765","760","49530","45700"
"In post","2023","National Crime Agency","London","Merton, Kingston upon Thames and Sutton","Female","30","30","41240","41910"
"In post","2023","National Crime Agency","London","Merton, Kingston upon Thames and Sutton","Male","65","65","44190","41910"
"In post","2023","National Crime Agency","North East (England)","Darlington","Female","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","North East (England)","Darlington","Male","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","North East (England)","Sunderland","Female","40","40","37030","36080"
"In post","2023","National Crime Agency","North East (England)","Sunderland","Male","65","65","40390","38310"
"In post","2023","National Crime Agency","North West (England)","Chorley and West Lancashire","Female","30","30","38870","36040"
"In post","2023","National Crime Agency","North West (England)","Chorley and West Lancashire","Male","40","40","41040","38310"
"In post","2023","National Crime Agency","North West (England)","Liverpool","Female","10","10","[c]","[c]"
"In post","2023","National Crime Agency","North West (England)","Liverpool","Male","10","10","[c]","[c]"
"In post","2023","National Crime Agency","North West (England)","Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","North West (England)","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","North West (England)","Warrington","Female","620","595","38740","38310"
"In post","2023","National Crime Agency","North West (England)","Warrington","Male","620","615","40740","38640"
"In post","2023","National Crime Agency","Northern Ireland","Belfast","Female","55","55","41320","38640"
"In post","2023","National Crime Agency","Northern Ireland","Belfast","Male","80","75","42270","38310"
"In post","2023","National Crime Agency","Overseas","Overseas","Female","20","20","[c]","[c]"
"In post","2023","National Crime Agency","Overseas","Overseas","Male","105","105","48990","47380"
"In post","2023","National Crime Agency","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Female","20","20","[c]","[c]"
"In post","2023","National Crime Agency","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Male","35","35","42400","42110"
"In post","2023","National Crime Agency","South East (England)","Berkshire","Female","50","50","39840","39630"
"In post","2023","National Crime Agency","South East (England)","Berkshire","Male","70","70","46310","45700"
"In post","2023","National Crime Agency","South East (England)","Central Hampshire","Female","25","25","[c]","[c]"
"In post","2023","National Crime Agency","South East (England)","Central Hampshire","Male","40","40","40770","38310"
"In post","2023","National Crime Agency","South East (England)","East Kent","Female","35","35","37480","36440"
"In post","2023","National Crime Agency","South East (England)","East Kent","Male","40","40","40000","37840"
"In post","2023","National Crime Agency","South East (England)","Medway","Female","40","40","42750","41910"
"In post","2023","National Crime Agency","South East (England)","Medway","Male","90","90","46180","45230"
"In post","2023","National Crime Agency","South East (England)","West Sussex (North East)","Female","30","30","42210","41910"
"In post","2023","National Crime Agency","South East (England)","West Sussex (North East)","Male","50","50","44340","42130"
"In post","2023","National Crime Agency","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","225","210","37370","36040"
"In post","2023","National Crime Agency","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","185","185","42560","40340"
"In post","2023","National Crime Agency","South West (England)","Devon CC","Female","25","20","[c]","[c]"
"In post","2023","National Crime Agency","South West (England)","Devon CC","Male","30","30","40370","38590"
"In post","2023","National Crime Agency","South West (England)","Gloucestershire CC","Female","5","5","[c]","[c]"
"In post","2023","National Crime Agency","South West (England)","Gloucestershire CC","Male","5","5","[c]","[c]"
"In post","2023","National Crime Agency","South West (England)","Swindon","Female","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","South West (England)","Swindon","Male","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Unknown","Unknown","Female","45","40","43680","42520"
"In post","2023","National Crime Agency","Unknown","Unknown","Male","60","60","49710","48410"
"In post","2023","National Crime Agency","Wales","Bridgend and Neath Port Talbot","Female","25","25","[c]","[c]"
"In post","2023","National Crime Agency","Wales","Bridgend and Neath Port Talbot","Male","40","40","43890","41700"
"In post","2023","National Crime Agency","West Midlands (England)","Birmingham","Female","205","195","37840","38310"
"In post","2023","National Crime Agency","West Midlands (England)","Birmingham","Male","250","245","43270","40330"
"In post","2023","National Crime Agency","West Midlands (England)","Coventry","Female","10","10","[c]","[c]"
"In post","2023","National Crime Agency","West Midlands (England)","Coventry","Male","20","20","[c]","[c]"
"In post","2023","National Crime Agency","West Midlands (England)","Staffordshire CC","Female","15","15","[c]","[c]"
"In post","2023","National Crime Agency","West Midlands (England)","Staffordshire CC","Male","20","20","[c]","[c]"
"In post","2023","National Crime Agency","Yorkshire and The Humber","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Yorkshire and The Humber","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Yorkshire and The Humber","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Yorkshire and The Humber","North Yorkshire CC","Male","10","10","[c]","[c]"
"In post","2023","National Crime Agency","Yorkshire and The Humber","Sheffield","Female","45","45","38210","36040"
"In post","2023","National Crime Agency","Yorkshire and The Humber","Sheffield","Male","40","35","39160","38310"
"In post","2023","National Crime Agency","Yorkshire and The Humber","Wakefield","Female","60","60","39220","38310"
"In post","2023","National Crime Agency","Yorkshire and The Humber","Wakefield","Male","100","95","43700","42250"
"In post","2023","Northern Ireland Office","London","Westminster","Female","45","45","54350","55720"
"In post","2023","Northern Ireland Office","London","Westminster","Male","45","45","55820","43650"
"In post","2023","Northern Ireland Office","Northern Ireland","Belfast","Female","40","40","36210","37680"
"In post","2023","Northern Ireland Office","Northern Ireland","Belfast","Male","35","35","40720","37680"
"In post","2023","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Derby","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Derby","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Leicestershire CC and Rutland","Female","15","15","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Lincolnshire CC","Female","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Lincolnshire CC","Male","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","North Northamptonshire","Female","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
