"Status","Year","Age","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","40-49","Property","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Property","Heterosexual / straight","45","[c]","37750","35840"
"Leaver CS","2023","40-49","Property","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Property","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Security","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Security","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Security","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Security","Security","Heterosexual / straight","60","[c]","31100","27500"
"Leaver CS","2023","40-49","Security","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Security","Security","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Security","Security","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Security","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Medicine","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Operational Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Other","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Other","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Other","Unknown","35","[c]","40260","36720"
"Leaver CS","2023","40-49","Unknown","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Policy","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Policy","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Science and Engineering","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","Heterosexual / straight","155","[c]","48690","41640"
"Leaver CS","2023","40-49","Unknown","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","Unknown","80","[c]","40620","34730"
"Leaver CS","2023","50-59","Analysis","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Science and Engineering","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Commercial","Heterosexual / straight","40","[c]","48800","41940"
"Leaver CS","2023","50-59","Commercial","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Commercial","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Commercial","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Unknown","Unknown","30","[c]","82440","71260"
"Leaver CS","2023","50-59","Communications","Communications","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","Communications","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","Communications","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Counter Fraud","Heterosexual / straight","45","[c]","30450","28120"
"Leaver CS","2023","50-59","Counter Fraud","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Counter Fraud","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Counter Fraud","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Legal","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Operational Delivery","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Other","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Other","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Tax","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","Operational Delivery","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","Other","Heterosexual / straight","35","[c]","23240","21690"
"Leaver CS","2023","50-59","Debt","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","Other","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","Other","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","Tax","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Digital, Data and Technology","Heterosexual / straight","170","[c]","48220","43390"
"Leaver CS","2023","50-59","Digital, Data & Technology","Digital, Data and Technology","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Digital, Data and Technology","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Digital, Data and Technology","Unknown","95","[c]","50840","50710"
"Leaver CS","2023","50-59","Digital, Data & Technology","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Operational Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Finance","Heterosexual / straight","85","[c]","45320","40580"
"Leaver CS","2023","50-59","Finance","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Finance","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Finance","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Operational Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Grants Management","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Grants Management","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Grants Management","Operational Delivery","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Grants Management","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Grants Management","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Human Resources","Heterosexual / straight","205","[c]","36410","30760"
"Leaver CS","2023","50-59","Human Resources","Human Resources","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Human Resources","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Human Resources","Unknown","55","[c]","42290","41070"
"Leaver CS","2023","50-59","Human Resources","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","Internal Audit","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Legal","Heterosexual / straight","65","[c]","60490","57000"
"Leaver CS","2023","50-59","Legal","Legal","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Legal","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Operational Delivery","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Operational Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
